DT,prcp,pres,dwpt,wdir,wspd,San_Antonio,rhum,temp
2022-07-24 02:00:00,0.0,1012.4,19.5,130.0,29.5,0.801176,47.0,32.2
2022-07-24 03:00:00,0.0,1014.0,21.1,140.0,27.7,0.777259,61.0,29.4
2022-07-24 04:00:00,0.0,1014.0,21.1,140.0,27.7,0.754092,61.0,29.4
2022-07-24 05:00:00,0.0,1014.8,21.8,140.0,20.5,0.697614,70.0,27.8
2022-07-24 06:00:00,0.0,1014.8,21.8,150.0,27.7,0.631051,70.0,27.8
2022-07-24 07:00:00,0.0,1015.0,22.2,170.0,25.9,0.576072,74.0,27.2
2022-07-24 08:00:00,0.0,1015.1,22.8,150.0,16.6,0.52553,79.0,26.7
2022-07-24 09:00:00,0.0,1015.2,22.8,170.0,18.4,0.481674,79.0,26.7
2022-07-24 10:00:00,0.0,1015.4,22.8,160.0,18.4,0.4645,79.0,26.7
2022-07-24 11:00:00,0.0,1015.4,22.8,160.0,18.4,0.455164,79.0,26.7
2022-07-24 12:00:00,0.0,1015.4,22.8,160.0,22.3,0.436203,79.0,26.7
2022-07-24 13:00:00,0.0,1016.1,22.8,170.0,20.5,0.439315,72.0,28.3
2022-07-24 14:00:00,0.0,1016.2,22.2,170.0,20.5,0.470897,63.0,30.0
2022-07-24 15:00:00,0.0,1016.0,21.3,160.0,20.5,0.530775,54.0,31.7
2022-07-24 16:00:00,0.0,1016.0,21.3,160.0,20.5,0.586849,54.0,31.7
2022-07-24 17:00:00,0.0,1015.2,20.0,120.0,16.6,0.658829,43.0,34.4
2022-07-24 18:00:00,0.0,1014.4,19.1,150.0,20.5,0.724585,37.0,36.1
2022-07-24 19:00:00,0.0,1013.7,18.2,160.0,22.3,0.774089,33.0,37.2
2022-07-24 20:00:00,0.0,1013.0,17.3,160.0,22.3,0.794721,32.0,36.7
2022-07-24 21:00:00,0.0,1013.0,17.3,140.0,27.7,0.850622,32.0,36.7
2022-07-24 22:00:00,0.0,1011.6,16.2,150.0,22.3,0.915111,29.0,37.2
2022-07-24 23:00:00,0.0,1011.3,16.8,150.0,18.4,0.931074,31.0,36.7
2022-07-25 00:00:00,0.0,1011.6,17.7,140.0,25.9,0.931074,36.0,35.0
2022-07-25 01:00:00,0.0,1012.3,17.1,140.0,33.5,0.911307,38.0,33.3
2022-07-25 02:00:00,0.0,1012.3,17.1,140.0,33.5,0.894133,38.0,33.3
2022-07-25 03:00:00,0.0,1013.1,19.3,150.0,33.5,0.828608,48.0,31.7
2022-07-25 04:00:00,0.0,1015.0,21.1,130.0,24.1,0.753631,65.0,28.3
2022-07-25 05:00:00,0.0,1015.0,21.1,130.0,24.1,0.690699,67.0,27.8
2022-07-25 06:00:00,0.0,1015.0,21.1,160.0,25.9,0.608172,67.0,27.8
2022-07-25 07:00:00,0.0,1015.1,22.8,160.0,16.6,0.559071,79.0,26.7
2022-07-25 08:00:00,0.0,1014.8,22.8,170.0,14.8,0.517693,82.0,26.1
2022-07-25 09:00:00,0.0,1014.8,22.8,180.0,14.8,0.485189,82.0,26.1
2022-07-25 10:00:00,0.0,1014.7,22.9,170.0,13.0,0.452282,85.0,25.6
2022-07-25 11:00:00,0.0,1014.7,22.9,170.0,13.0,0.467612,85.0,25.6
2022-07-25 12:00:00,0.0,1014.9,22.9,170.0,13.0,0.471588,85.0,25.6
2022-07-25 13:00:00,0.0,1015.7,22.2,160.0,18.4,0.493891,74.0,27.2
2022-07-25 14:00:00,0.0,1015.7,21.6,190.0,14.8,0.517462,63.0,29.4
2022-07-25 15:00:00,0.0,1015.4,21.1,180.0,16.6,0.563509,57.0,30.6
2022-07-25 16:00:00,0.0,1015.4,21.1,180.0,16.6,0.599297,57.0,30.6
2022-07-25 17:00:00,0.0,1015.1,19.3,190.0,18.4,0.679,41.0,34.4
2022-07-25 18:00:00,0.0,1014.2,17.8,150.0,24.1,0.701072,34.0,36.1
2022-07-25 19:00:00,0.0,1013.2,17.8,180.0,14.8,0.766021,32.0,37.2
2022-07-25 20:00:00,0.0,1013.2,17.8,180.0,14.8,0.779968,32.0,37.2
2022-07-25 21:00:00,0.0,1011.4,16.7,150.0,20.5,0.834544,29.0,37.8
2022-07-25 22:00:00,0.0,1011.4,16.7,150.0,20.5,0.891194,29.0,37.8
2022-07-25 23:00:00,0.0,1010.9,16.7,120.0,29.5,0.916321,30.0,37.2
2022-07-26 00:00:00,0.0,1010.7,17.8,140.0,22.3,0.948651,35.0,35.6
2022-07-26 01:00:00,0.0,1010.7,17.8,150.0,33.5,0.916494,35.0,35.6
2022-07-26 02:00:00,0.0,1012.4,19.3,140.0,27.7,0.87961,48.0,31.7
2022-07-26 03:00:00,0.0,1012.4,19.3,140.0,27.7,0.842093,48.0,31.7
2022-07-26 04:00:00,0.0,1014.1,21.1,130.0,24.1,0.754841,65.0,28.3
2022-07-26 05:00:00,0.0,1014.9,21.0,130.0,18.4,0.678366,69.0,27.2
2022-07-26 06:00:00,0.0,1014.9,21.0,130.0,18.4,0.601948,69.0,27.2
2022-07-26 07:00:00,0.0,1015.0,21.1,120.0,13.0,0.535558,76.0,25.6
2022-07-26 08:00:00,0.0,1015.0,21.1,90.0,7.6,0.505129,82.0,24.4
2022-07-26 09:00:00,0.0,1014.8,21.7,120.0,9.4,0.484325,85.0,24.4
2022-07-26 10:00:00,0.0,1014.8,21.7,120.0,9.4,0.470954,85.0,24.4
2022-07-26 11:00:00,0.0,1014.9,22.9,160.0,11.2,0.479945,88.0,25.0
2022-07-26 12:00:00,0.0,1015.0,22.9,170.0,16.6,0.461042,85.0,25.6
2022-07-26 13:00:00,0.0,1015.0,22.9,170.0,16.6,0.457699,85.0,25.6
2022-07-26 14:00:00,0.0,1015.6,21.2,170.0,11.2,0.459025,63.0,28.9
2022-07-26 15:00:00,0.0,1015.6,21.2,170.0,11.2,0.526049,63.0,28.9
2022-07-26 16:00:00,0.0,1015.5,19.3,220.0,11.2,0.572787,48.0,31.7
2022-07-26 17:00:00,0.0,1014.7,18.5,210.0,14.8,0.654218,39.0,34.4
2022-07-26 18:00:00,0.0,1014.0,17.3,160.0,20.5,0.698478,34.0,35.6
2022-07-26 19:00:00,0.0,1013.0,17.3,180.0,18.4,0.752363,32.0,36.7
2022-07-26 20:00:00,0.0,1013.0,17.3,180.0,18.4,0.795931,32.0,36.7
2022-07-26 21:00:00,0.0,1012.2,17.3,140.0,25.9,0.840883,30.0,37.8
2022-07-26 22:00:00,0.0,1010.8,16.7,130.0,22.3,0.870274,30.0,37.2
2022-07-26 23:00:00,0.0,1010.6,16.3,160.0,24.1,0.916724,30.0,36.7
2022-07-27 00:00:00,0.0,1010.4,15.9,160.0,22.3,0.940929,31.0,35.6
2022-07-27 01:00:00,0.0,1010.4,15.9,160.0,22.3,0.905544,31.0,35.6
2022-07-27 02:00:00,0.0,1011.4,18.3,150.0,35.3,0.909521,41.0,33.3
2022-07-27 03:00:00,0.0,1013.1,19.0,140.0,25.9,0.858921,50.0,30.6
2022-07-27 04:00:00,0.0,1013.9,20.0,140.0,25.9,0.783771,57.0,29.4
2022-07-27 05:00:00,0.0,1014.4,20.1,160.0,24.1,0.70672,63.0,27.8
2022-07-27 06:00:00,0.0,1014.4,20.1,160.0,24.1,0.640272,63.0,27.8
2022-07-27 07:00:00,0.0,1014.3,21.0,140.0,14.8,0.580337,71.0,26.7
2022-07-27 08:00:00,0.0,1014.4,21.7,160.0,7.6,0.527605,79.0,25.6
2022-07-27 09:00:00,0.0,1014.4,21.7,160.0,7.6,0.478734,79.0,25.6
2022-07-27 10:00:00,0.0,1014.4,22.2,150.0,11.2,0.464384,79.0,26.1
2022-07-27 11:00:00,0.0,1014.2,22.3,160.0,14.8,0.482999,82.0,25.6
2022-07-27 12:00:00,0.0,1014.2,22.8,160.0,16.6,0.477409,82.0,26.1
2022-07-27 13:00:00,0.0,1014.9,22.2,160.0,16.6,0.474182,74.0,27.2
2022-07-27 14:00:00,0.0,1015.2,21.6,150.0,18.4,0.50536,67.0,28.3
2022-07-27 15:00:00,0.0,1015.2,21.8,150.0,18.4,0.555095,68.0,28.3
2022-07-27 16:00:00,0.0,1014.7,20.5,170.0,16.6,0.582411,50.0,32.2
2022-07-27 17:00:00,0.0,1014.4,20.5,130.0,13.0,0.63376,47.0,33.3
2022-07-27 18:00:00,0.0,1013.9,18.9,160.0,14.8,0.707238,40.0,34.4
2022-07-27 19:00:00,0.0,1013.1,17.8,140.0,25.9,0.73346,35.0,35.6
2022-07-27 20:00:00,0.0,1013.1,17.8,140.0,25.9,0.753343,35.0,35.6
2022-07-27 21:00:00,0.0,1012.4,16.8,170.0,20.5,0.811952,32.0,36.1
2022-07-27 22:00:00,0.0,1011.5,16.2,170.0,24.1,0.852582,29.0,37.2
2022-07-27 23:00:00,0.0,1010.8,19.5,130.0,35.3,0.903412,38.0,36.1
2022-07-28 00:00:00,0.0,1010.8,19.5,150.0,27.7,0.894306,38.0,36.1
2022-07-28 01:00:00,0.0,1011.2,19.9,150.0,33.5,0.890675,44.0,33.9
2022-07-28 02:00:00,0.0,1012.0,18.8,140.0,16.6,0.865203,48.0,31.1
2022-07-28 03:00:00,0.0,1012.0,18.8,150.0,24.1,0.815295,48.0,31.1
2022-07-28 04:00:00,0.0,1013.1,19.9,140.0,25.9,0.756166,53.0,30.6
2022-07-28 05:00:00,0.0,1013.9,20.6,160.0,16.6,0.676233,63.0,28.3
2022-07-28 06:00:00,0.0,1013.9,20.6,160.0,16.6,0.612955,63.0,28.3
2022-07-28 07:00:00,0.0,1013.8,21.7,150.0,14.8,0.571692,74.0,26.7
2022-07-28 08:00:00,0.0,1013.7,21.8,150.0,14.8,0.517116,77.0,26.1
2022-07-28 09:00:00,0.0,1013.6,22.3,160.0,18.4,0.503285,82.0,25.6
2022-07-28 10:00:00,0.0,1013.6,22.3,160.0,18.4,0.479829,82.0,25.6
2022-07-28 11:00:00,0.0,1014.1,22.1,180.0,11.2,0.47251,84.0,25.0
2022-07-28 12:00:00,0.0,1014.1,22.3,180.0,11.2,0.4679,85.0,25.0
2022-07-28 13:00:00,0.0,1014.9,22.1,170.0,18.4,0.451994,76.0,26.7
2022-07-28 14:00:00,0.0,1014.9,22.1,170.0,18.4,0.481385,76.0,26.7
2022-07-28 15:00:00,0.0,1014.9,21.8,180.0,24.1,0.520516,68.0,28.3
2022-07-28 16:00:00,0.0,1015.1,20.7,190.0,14.8,0.580682,54.0,31.1
2022-07-28 17:00:00,0.0,1014.4,19.0,200.0,20.5,0.663094,43.0,33.3
2022-07-28 18:00:00,0.0,1013.6,19.0,150.0,16.6,0.702801,39.0,35.0
2022-07-28 19:00:00,0.0,1013.6,19.0,150.0,16.6,0.738993,39.0,35.0
2022-07-28 20:00:00,0.0,1012.0,17.8,180.0,18.4,0.795931,32.0,37.2
2022-07-28 21:00:00,0.0,1011.1,17.3,120.0,22.3,0.826187,30.0,37.8
2022-07-28 22:00:00,0.0,1011.1,17.3,120.0,22.3,0.875058,30.0,37.8
2022-07-28 23:00:00,0.0,1010.5,17.3,170.0,16.6,0.932918,33.0,36.1
2022-07-29 00:00:00,0.0,1010.5,17.3,170.0,20.5,0.936895,33.0,36.1
2022-07-29 01:00:00,0.0,1011.5,21.0,130.0,31.7,0.912114,53.0,31.7
2022-07-29 02:00:00,0.0,1012.5,20.5,130.0,31.7,0.877305,55.0,30.6
2022-07-29 03:00:00,0.0,1013.3,21.6,140.0,31.7,0.841344,63.0,29.4
2022-07-29 04:00:00,0.0,1013.9,21.6,140.0,20.5,0.773283,67.0,28.3
2022-07-29 05:00:00,0.0,1013.9,21.8,140.0,20.5,0.680671,68.0,28.3
2022-07-29 06:00:00,0.0,1014.1,22.2,150.0,14.8,0.610362,74.0,27.2
2022-07-29 07:00:00,0.0,1014.0,22.1,160.0,16.6,0.555383,76.0,26.7
2022-07-29 08:00:00,0.0,1014.2,22.8,160.0,14.8,0.515041,82.0,26.1
2022-07-29 09:00:00,0.0,1014.2,22.8,160.0,14.8,0.504149,82.0,26.1
2022-07-29 10:00:00,0.0,1014.6,22.8,160.0,13.0,0.486572,82.0,26.1
2022-07-29 11:00:00,0.0,1014.6,22.8,160.0,13.0,0.503976,82.0,26.1
2022-07-29 12:00:00,0.0,1015.3,22.8,170.0,13.0,0.512736,79.0,26.7
2022-07-29 13:00:00,0.0,1015.9,22.3,160.0,20.5,0.520228,72.0,27.8
2022-07-29 14:00:00,0.0,1015.9,22.3,160.0,20.5,0.5287,72.0,27.8
2022-07-29 15:00:00,0.0,1015.6,21.6,180.0,16.6,0.550657,57.0,31.1
2022-07-29 16:00:00,0.0,1015.5,20.7,170.0,16.6,0.588347,49.0,32.8
2022-07-29 17:00:00,0.0,1015.1,19.5,150.0,20.5,0.656178,39.0,35.6
2022-07-29 18:00:00,0.0,1014.4,19.1,140.0,20.5,0.718764,37.0,36.1
2022-07-29 19:00:00,0.0,1014.4,19.1,140.0,20.5,0.75559,37.0,36.1
2022-07-29 20:00:00,0.0,1012.6,17.8,130.0,20.5,0.833622,33.0,36.7
2022-07-29 21:00:00,0.0,1011.9,17.3,140.0,18.4,0.869122,32.0,36.7
2022-07-29 22:00:00,0.0,1011.5,17.8,100.0,20.5,0.915514,34.0,36.1
2022-07-29 23:00:00,0.0,1011.2,17.8,130.0,27.7,0.926118,34.0,36.1
2022-07-30 00:00:00,0.0,1011.2,17.8,130.0,27.7,0.918223,34.0,36.1
2022-07-30 01:00:00,0.0,1012.6,20.7,140.0,31.7,0.87719,49.0,32.8
2022-07-30 02:00:00,0.0,1014.0,20.1,140.0,31.7,0.863186,52.0,31.1
2022-07-30 03:00:00,0.0,1014.8,21.1,150.0,22.3,0.83754,59.0,30.0
2022-07-30 04:00:00,0.0,1015.5,21.2,150.0,24.1,0.778239,63.0,28.9
2022-07-30 05:00:00,0.0,1015.5,21.2,150.0,24.1,0.718361,63.0,28.9
2022-07-30 06:00:00,0.0,1016.0,21.0,140.0,16.6,0.650011,69.0,27.2
2022-07-30 07:00:00,0.0,1015.8,21.7,170.0,11.2,0.592381,74.0,26.7
2022-07-30 08:00:00,0.0,1015.8,21.8,160.0,13.0,0.5321,77.0,26.1
2022-07-30 09:00:00,0.0,1016.1,21.8,170.0,11.2,0.474585,77.0,26.1
2022-07-30 10:00:00,0.0,1016.1,21.8,170.0,11.2,0.465998,77.0,26.1
2022-07-30 11:00:00,0.0,1017.3,21.1,90.0,5.4,0.443119,82.0,24.4
2022-07-30 12:00:00,0.0,1017.7,21.1,140.0,11.2,0.429922,74.0,26.1
2022-07-30 13:00:00,0.0,1018.3,20.6,160.0,14.8,0.438105,65.0,27.8
2022-07-30 14:00:00,0.0,1018.3,20.6,160.0,14.8,0.479023,65.0,27.8
2022-07-30 15:00:00,0.0,1018.2,19.5,170.0,16.6,0.561837,50.0,31.1
2022-07-30 16:00:00,0.0,1017.9,19.0,160.0,24.1,0.613243,43.0,33.3
2022-07-30 17:00:00,0.0,1017.4,17.7,180.0,16.6,0.66586,36.0,35.0
2022-07-30 18:00:00,0.0,1016.7,17.3,180.0,9.4,0.711561,34.0,35.6
2022-07-30 19:00:00,0.0,1016.7,17.3,170.0,9.4,0.750634,34.0,35.6
2022-07-30 20:00:00,0.0,1014.8,16.2,130.0,11.2,0.785212,28.0,37.8
2022-07-30 21:00:00,0.0,1013.9,15.8,160.0,13.0,0.82855,29.0,36.7
2022-07-30 22:00:00,0.0,1013.5,15.1,180.0,13.0,0.853619,27.0,37.2
2022-07-30 23:00:00,0.0,1013.2,13.9,150.0,25.9,0.896784,25.0,37.2
2022-07-31 00:00:00,0.0,1013.2,13.9,150.0,25.9,0.906581,25.0,37.2
2022-07-31 01:00:00,0.0,1014.2,18.4,130.0,22.3,0.89373,40.0,33.9
2022-07-31 02:00:00,0.0,1015.3,17.2,140.0,35.3,0.864684,42.0,31.7
2022-07-31 03:00:00,0.0,1016.6,17.3,140.0,35.3,0.810685,45.0,30.6
2022-07-31 04:00:00,0.0,1017.2,17.1,150.0,24.1,0.765157,49.0,28.9
2022-07-31 05:00:00,0.0,1017.2,17.1,150.0,24.1,0.668511,49.0,28.9
2022-07-31 06:00:00,0.0,1017.9,21.0,170.0,16.6,0.603331,69.0,27.2
2022-07-31 07:00:00,0.0,1017.9,21.0,170.0,16.6,0.552674,69.0,27.2
2022-07-31 08:00:00,0.0,1017.7,22.1,160.0,18.4,0.500288,76.0,26.7
2022-07-31 09:00:00,0.0,1017.5,22.8,180.0,16.6,0.478562,82.0,26.1
2022-07-31 10:00:00,0.0,1017.0,22.8,190.0,20.5,0.467842,82.0,26.1
2022-07-31 11:00:00,0.0,1017.5,22.8,180.0,13.0,0.461503,82.0,26.1
2022-07-31 12:00:00,0.0,1017.8,22.8,190.0,14.8,0.440007,82.0,26.1
2022-07-31 13:00:00,0.0,1018.4,22.3,180.0,20.5,0.437875,72.0,27.8
2022-07-31 14:00:00,0.0,1018.4,22.3,180.0,20.5,0.479657,72.0,27.8
2022-07-31 15:00:00,0.0,1018.5,21.6,180.0,9.4,0.531178,63.0,29.4
2022-07-31 16:00:00,0.0,1018.3,20.0,210.0,13.0,0.547314,50.0,31.7
2022-07-31 17:00:00,0.0,1018.0,20.1,180.0,13.0,0.604484,49.0,32.2
2022-07-31 18:00:00,0.0,1017.1,19.3,150.0,18.4,0.705106,41.0,34.4
2022-07-31 19:00:00,0.0,1017.1,19.3,150.0,18.4,0.717035,41.0,34.4
2022-07-31 20:00:00,0.0,1015.1,15.8,90.0,9.4,0.782158,30.0,36.1
2022-07-31 21:00:00,0.0,1014.3,15.1,130.0,22.3,0.849758,27.0,37.2
2022-07-31 22:00:00,0.0,1014.1,15.0,130.0,11.2,0.868142,26.0,37.8
2022-07-31 23:00:00,0.0,1013.8,14.5,120.0,18.4,0.901222,26.0,37.2
2022-08-01 00:00:00,0.0,1013.8,14.5,120.0,18.4,0.924735,26.0,37.2
2022-08-01 01:00:00,0.0,1014.4,16.6,150.0,27.7,0.90491,37.0,33.3
2022-08-01 02:00:00,0.0,1015.5,18.3,150.0,27.7,0.874712,45.0,31.7
2022-08-01 03:00:00,0.0,1016.5,18.8,130.0,27.7,0.842324,51.0,30.0
2022-08-01 04:00:00,0.0,1016.5,18.8,130.0,27.7,0.774089,51.0,30.0
2022-08-01 05:00:00,0.0,1017.2,19.3,140.0,16.6,0.682515,60.0,27.8
2022-08-01 06:00:00,0.0,1017.0,20.5,130.0,13.0,0.613532,69.0,26.7
2022-08-01 07:00:00,0.0,1016.8,21.1,140.0,11.2,0.549504,74.0,26.1
2022-08-01 08:00:00,0.0,1016.8,21.1,140.0,11.2,0.506627,74.0,26.1
2022-08-01 09:00:00,0.0,1016.6,22.3,170.0,9.4,0.48225,82.0,25.6
2022-08-01 10:00:00,0.0,1016.4,21.7,110.0,5.4,0.452628,82.0,25.0
2022-08-01 11:00:00,0.0,1019.0,22.3,180.0,13.0,0.471761,82.0,25.6
2022-08-01 12:00:00,0.0,1016.8,22.2,210.0,11.2,0.448767,79.0,26.1
2022-08-01 13:00:00,0.0,1016.8,22.2,210.0,11.2,0.479484,79.0,26.1
2022-08-01 14:00:00,0.0,1017.2,21.7,170.0,16.6,0.513024,72.0,27.2
2022-08-01 15:00:00,0.0,1017.4,20.6,190.0,9.4,0.549447,59.0,29.4
2022-08-01 16:00:00,0.0,1017.2,20.1,200.0,16.6,0.596934,52.0,31.1
2022-08-01 17:00:00,0.0,1016.7,19.3,180.0,16.6,0.64615,45.0,32.8
2022-08-01 18:00:00,0.0,1016.7,19.3,180.0,16.6,0.668857,45.0,32.8
2022-08-01 19:00:00,0.0,1015.3,17.6,140.0,18.4,0.748329,37.0,34.4
2022-08-01 20:00:00,0.0,1014.5,17.3,130.0,22.3,0.761641,32.0,36.7
2022-08-01 21:00:00,0.0,1013.7,17.3,140.0,14.8,0.778181,34.0,35.6
2022-08-01 22:00:00,0.0,1012.9,16.8,130.0,22.3,0.807284,34.0,35.0
2022-08-01 23:00:00,0.0,1012.9,16.8,130.0,22.3,0.841113,34.0,35.0
2022-08-02 00:00:00,0.0,1012.6,15.9,140.0,18.4,0.89713,32.0,35.0
2022-08-02 01:00:00,0.0,1013.0,18.8,140.0,22.3,0.898225,41.0,33.9
2022-08-02 02:00:00,0.0,1014.1,21.3,140.0,22.3,0.879438,54.0,31.7
2022-08-02 03:00:00,0.0,1014.7,21.1,140.0,25.9,0.847626,59.0,30.0
2022-08-02 04:00:00,0.0,1014.7,21.1,140.0,25.9,0.793396,59.0,30.0
2022-08-02 05:00:00,0.0,1015.2,21.2,150.0,22.3,0.716747,63.0,28.9
2022-08-02 06:00:00,0.0,1015.2,20.5,150.0,16.6,0.636987,67.0,27.2
2022-08-02 07:00:00,0.0,1015.0,21.0,170.0,13.0,0.578031,71.0,26.7
2022-08-02 08:00:00,0.0,1015.3,21.1,170.0,20.5,0.527374,74.0,26.1
2022-08-02 09:00:00,0.0,1015.3,21.1,170.0,20.5,0.490549,74.0,26.1
2022-08-02 10:00:00,0.0,1015.5,21.7,170.0,14.8,0.474182,79.0,25.6
2022-08-02 11:00:00,0.0,1015.9,22.2,170.0,13.0,0.471358,79.0,26.1
2022-08-02 12:00:00,0.0,1015.9,22.2,170.0,13.0,0.471358,79.0,26.1
2022-08-02 13:00:00,0.0,1016.3,21.7,160.0,22.3,0.498041,74.0,26.7
2022-08-02 14:00:00,0.0,1016.4,21.1,170.0,24.1,0.528181,61.0,29.4
2022-08-02 15:00:00,0.0,1016.0,20.1,160.0,25.9,0.564142,49.0,32.2
2022-08-02 16:00:00,0.0,1015.5,19.4,160.0,20.5,0.607884,44.0,33.3
2022-08-02 17:00:00,0.0,1014.6,17.7,160.0,29.5,0.657446,36.0,35.0
2022-08-02 18:00:00,0.0,1013.5,17.8,160.0,24.1,0.684532,32.0,37.2
2022-08-02 19:00:00,0.0,1013.5,17.8,160.0,24.1,0.751729,32.0,37.2
2022-08-02 20:00:00,0.0,1011.7,17.3,170.0,20.5,0.776222,30.0,37.8
2022-08-02 21:00:00,0.0,1010.9,16.6,170.0,20.5,0.828723,28.0,38.3
2022-08-02 22:00:00,0.0,1010.4,15.6,140.0,22.3,0.884163,27.0,37.8
2022-08-02 23:00:00,0.0,1010.4,15.6,140.0,22.3,0.922948,27.0,37.8
2022-08-03 00:00:00,0.0,1009.9,15.2,150.0,22.3,0.962425,28.0,36.7
2022-08-03 01:00:00,0.0,1010.3,20.5,150.0,22.3,0.943349,47.0,33.3
2022-08-03 02:00:00,0.0,1011.1,21.3,130.0,40.7,0.889235,54.0,31.7
2022-08-03 03:00:00,0.0,1011.1,21.3,140.0,35.3,0.859786,54.0,31.7
2022-08-03 04:00:00,0.0,1012.2,20.6,140.0,31.7,0.787056,57.0,30.0
2022-08-03 05:00:00,0.0,1012.3,20.6,150.0,24.1,0.700726,65.0,27.8
2022-08-03 06:00:00,0.0,1012.5,21.0,160.0,14.8,0.638197,69.0,27.2
2022-08-03 07:00:00,0.0,1012.5,21.0,160.0,14.8,0.572556,69.0,27.2
2022-08-03 08:00:00,0.0,1012.0,22.1,150.0,18.4,0.541782,76.0,26.7
2022-08-03 09:00:00,0.0,1012.0,22.1,150.0,18.4,0.509855,76.0,26.7
2022-08-03 10:00:00,0.0,1012.0,22.8,150.0,20.5,0.504553,82.0,26.1
2022-08-03 11:00:00,0.0,1012.2,22.8,150.0,16.6,0.506166,82.0,26.1
2022-08-03 12:00:00,0.0,1012.7,22.8,160.0,18.4,0.503112,82.0,26.1
2022-08-03 13:00:00,0.0,1012.9,22.7,170.0,22.3,0.514638,74.0,27.8
2022-08-03 14:00:00,0.0,1012.9,22.7,170.0,22.3,0.538728,74.0,27.8
2022-08-03 15:00:00,0.0,1012.5,21.3,180.0,18.4,0.595493,54.0,31.7
2022-08-03 16:00:00,0.0,1011.9,19.9,190.0,24.1,0.631685,44.0,33.9
2022-08-03 17:00:00,0.0,1011.2,19.5,180.0,20.5,0.69894,39.0,35.6
2022-08-03 18:00:00,0.0,1011.2,19.5,180.0,20.5,0.717785,39.0,35.6
2022-08-03 19:00:00,0.0,1009.5,18.3,150.0,31.7,0.764523,32.0,37.8
2022-08-03 20:00:00,0.0,1008.6,18.2,170.0,27.7,0.834313,31.0,38.3
2022-08-03 21:00:00,0.0,1007.8,17.7,160.0,20.5,0.819502,30.0,38.3
2022-08-03 22:00:00,0.0,1007.5,16.6,150.0,20.5,0.864454,28.0,38.3
2022-08-03 23:00:00,0.0,1007.5,16.6,150.0,20.5,0.926406,28.0,38.3
2022-08-04 00:00:00,0.0,1007.7,20.8,130.0,20.5,0.992278,41.0,36.1
2022-08-04 01:00:00,0.0,1008.5,21.7,130.0,37.1,0.914189,49.0,33.9
2022-08-04 02:00:00,0.0,1009.4,22.1,130.0,29.5,0.934763,57.0,31.7
2022-08-04 03:00:00,0.0,1009.4,22.1,130.0,29.5,0.899262,57.0,31.7
2022-08-04 04:00:00,0.0,1011.2,21.6,140.0,22.3,0.829414,67.0,28.3
2022-08-04 05:00:00,0.0,1011.5,22.3,140.0,22.3,0.737955,72.0,27.8
2022-08-04 06:00:00,0.0,1012.0,22.2,140.0,22.3,0.660327,74.0,27.2
2022-08-04 07:00:00,0.0,1012.0,22.1,140.0,16.6,0.588001,76.0,26.7
2022-08-04 08:00:00,0.0,1011.7,22.1,150.0,16.6,0.550254,76.0,26.7
2022-08-04 09:00:00,0.0,1011.7,22.1,150.0,16.6,0.522591,76.0,26.7
2022-08-04 10:00:00,0.0,1012.2,22.8,110.0,13.0,0.557746,82.0,26.1
2022-08-04 11:00:00,0.0,1012.2,22.8,110.0,13.0,0.557457,82.0,26.1
2022-08-04 12:00:00,0.0,1012.6,22.8,150.0,14.8,0.55763,82.0,26.1
2022-08-04 13:00:00,0.0,1012.6,22.8,150.0,14.8,0.54985,82.0,26.1
2022-08-04 14:00:00,0.0,1013.0,22.1,170.0,20.5,0.535443,65.0,29.4
2022-08-04 15:00:00,0.0,1013.4,21.3,170.0,16.6,0.579414,54.0,31.7
2022-08-04 16:00:00,0.0,1013.2,19.6,170.0,27.7,0.615837,43.0,33.9
2022-08-04 17:00:00,0.0,1012.6,18.9,170.0,22.3,0.659809,40.0,34.4
2022-08-04 18:00:00,0.0,1012.6,18.9,170.0,22.3,0.704703,40.0,34.4
2022-08-04 19:00:00,0.0,1011.2,17.3,150.0,14.8,0.801694,30.0,37.8
2022-08-04 20:00:00,0.0,1010.2,16.6,210.0,14.8,0.878746,28.0,38.3
2022-08-04 21:00:00,0.0,1009.4,14.8,190.0,13.0,0.8682,25.0,38.3
2022-08-04 22:00:00,0.0,1009.4,14.8,190.0,13.0,0.936895,25.0,38.3
2022-08-04 23:00:00,0.0,1009.4,16.2,140.0,22.3,0.98127,29.0,37.2
2022-08-05 00:00:00,0.0,1009.3,18.2,140.0,20.5,0.97228,36.0,35.6
2022-08-05 01:00:00,0.0,1009.7,18.0,130.0,33.5,0.922603,39.0,33.9
2022-08-05 02:00:00,0.0,1011.4,21.0,140.0,27.7,0.905544,53.0,31.7
2022-08-05 03:00:00,0.0,1011.4,21.3,140.0,27.7,0.853562,54.0,31.7
2022-08-05 04:00:00,0.0,1013.2,21.2,140.0,22.3,0.816275,63.0,28.9
2022-08-05 05:00:00,0.0,1013.7,21.1,150.0,20.5,0.739742,67.0,27.8
2022-08-05 06:00:00,0.0,1013.3,21.7,140.0,18.4,0.665456,72.0,27.2
2022-08-05 07:00:00,0.0,1013.2,21.7,140.0,18.4,0.602121,74.0,26.7
2022-08-05 08:00:00,0.0,1013.2,21.7,140.0,18.4,0.543223,74.0,26.7
2022-08-05 09:00:00,0.0,1013.1,22.2,150.0,13.0,0.520574,79.0,26.1
2022-08-05 10:00:00,0.0,1013.0,22.2,160.0,20.5,0.525127,79.0,26.1
