DT,pres,prcp,dwpt,wdir,temp,wspd,Amity,rhum
2022-04-14 19:00:00,1014.2,0.0,1.6,210.0,7.8,18.4,0.306488,65.0
2022-04-14 20:00:00,1014.2,0.1,2.7,210.0,8.3,13.0,0.414522,68.0
2022-04-14 21:00:00,1014.4,0.3,2.2,220.0,5.6,9.4,0.394792,79.0
2022-04-14 22:00:00,1014.0,0.0,1.6,220.0,7.8,13.0,0.42688,65.0
2022-04-14 23:00:00,1014.0,4.1,3.3,200.0,7.8,18.4,0.427131,73.0
2022-04-15 00:00:00,1014.0,0.5,1.6,210.0,6.7,13.0,0.476855,70.0
2022-04-15 01:00:00,1014.1,0.3,2.3,40.0,7.8,9.4,0.490738,68.0
2022-04-15 02:00:00,1014.1,0.0,2.3,20.0,7.8,18.4,0.535449,68.0
2022-04-15 03:00:00,1014.8,0.0,-0.6,290.0,5.0,16.6,0.561793,67.0
2022-04-15 04:00:00,1015.8,0.0,0.0,260.0,3.3,7.6,0.541663,79.0
2022-04-15 05:00:00,1016.5,0.0,0.6,130.0,2.2,9.4,0.510568,89.0
2022-04-15 06:00:00,1017.0,0.0,1.1,100.0,1.7,7.6,0.479205,96.0
2022-04-15 07:00:00,1017.1,0.0,0.5,0.0,1.7,0.0,0.466449,92.0
2022-04-15 08:00:00,1017.6,0.0,0.0,0.0,0.6,0.0,0.469333,96.0
2022-04-15 09:00:00,1017.9,0.0,-0.6,0.0,0.6,0.0,0.477403,92.0
2022-04-15 10:00:00,1018.2,0.0,-1.7,0.0,-1.1,0.0,0.500333,96.0
2022-04-15 11:00:00,1018.6,0.0,-1.2,0.0,-0.6,0.0,0.535455,96.0
2022-04-15 12:00:00,1018.8,0.0,-2.2,0.0,-1.1,0.0,0.626893,92.0
2022-04-15 13:00:00,1018.9,0.0,-2.8,0.0,-2.2,0.0,0.698958,96.0
2022-04-15 14:00:00,1019.4,0.0,-3.3,0.0,-2.2,0.0,0.733404,92.0
2022-04-15 15:00:00,1019.8,0.0,-1.7,340.0,-1.1,7.6,0.688391,96.0
2022-04-15 16:00:00,1020.0,0.0,0.6,0.0,0.6,0.0,0.608307,100.0
2022-04-15 17:00:00,1020.6,0.0,1.1,0.0,1.1,0.0,0.523645,100.0
2022-04-15 18:00:00,1020.6,0.0,1.7,0.0,3.3,0.0,0.412668,89.0
2022-04-15 19:00:00,1020.3,0.0,2.8,0.0,6.7,0.0,0.305268,76.0
2022-04-15 20:00:00,1019.5,0.0,0.6,0.0,8.9,0.0,0.307405,56.0
2022-04-15 21:00:00,1018.9,0.0,-0.5,160.0,9.4,7.6,0.222024,50.0
2022-04-15 22:00:00,1018.7,0.0,0.0,345.0,10.6,7.6,0.294791,48.0
2022-04-15 23:00:00,1017.7,0.0,-1.7,0.0,11.1,0.0,0.302091,41.0
2022-04-16 00:00:00,1016.7,0.0,-4.1,70.0,11.7,7.6,0.349548,33.0
2022-04-16 01:00:00,1015.7,0.0,-3.8,100.0,11.1,7.6,0.415499,35.0
2022-04-16 02:00:00,1015.1,0.0,-4.2,0.0,11.1,0.0,0.452256,34.0
2022-04-16 03:00:00,1014.6,0.0,-4.3,0.0,8.9,0.0,0.497644,39.0
2022-04-16 04:00:00,1014.7,0.0,-1.8,340.0,6.1,14.8,0.494418,57.0
2022-04-16 05:00:00,1014.6,0.0,-0.6,340.0,5.0,14.8,0.473238,67.0
2022-04-16 06:00:00,1014.2,0.0,-0.5,350.0,3.9,7.6,0.434796,73.0
2022-04-16 07:00:00,1013.6,0.0,-0.5,350.0,3.3,9.4,0.413461,76.0
2022-04-16 08:00:00,1012.7,0.0,-0.7,350.0,2.8,13.0,0.407624,78.0
2022-04-16 09:00:00,1011.9,0.0,-0.5,340.0,3.3,11.2,0.403781,76.0
2022-04-16 10:00:00,1011.0,0.0,-0.5,340.0,3.3,11.2,0.395997,76.0
2022-04-16 11:00:00,1010.5,0.0,-1.1,340.0,2.2,7.6,0.426848,79.0
2022-04-16 12:00:00,1010.3,0.0,-1.6,280.0,0.6,7.6,0.498681,85.0
2022-04-16 13:00:00,1010.0,0.0,-1.8,330.0,0.0,7.6,0.559388,88.0
2022-04-16 14:00:00,1010.3,0.0,-1.8,280.0,0.0,7.6,0.602196,88.0
2022-04-16 15:00:00,1010.9,0.0,-0.6,250.0,0.6,9.4,0.567171,92.0
2022-04-16 16:00:00,1011.2,0.0,0.5,0.0,4.4,0.0,0.469741,76.0
2022-04-16 17:00:00,1011.8,0.0,1.2,190.0,6.7,7.6,0.353154,68.0
2022-04-16 18:00:00,1012.4,0.0,0.6,190.0,9.4,13.0,0.29708,54.0
2022-04-16 19:00:00,1012.8,0.0,0.0,210.0,10.0,14.8,0.482014,50.0
2022-04-16 20:00:00,1015.0,0.0,1.0,250.0,6.1,37.1,0.36544,70.0
2022-04-16 21:00:00,1015.8,0.5,3.9,270.0,8.3,27.7,0.271473,74.0
2022-04-16 22:00:00,1017.1,0.0,2.3,260.0,7.8,31.7,0.30923,68.0
2022-04-16 23:00:00,1017.7,0.0,1.7,270.0,8.3,16.6,0.382056,63.0
2022-04-17 00:00:00,1018.4,0.0,2.3,260.0,7.2,20.5,0.401054,71.0
2022-04-17 01:00:00,1019.1,0.0,1.1,260.0,8.9,22.3,0.481097,58.0
2022-04-17 02:00:00,1019.9,0.0,1.6,270.0,7.8,14.8,0.499812,65.0
2022-04-17 03:00:00,1020.8,0.0,1.0,260.0,6.1,16.6,0.523496,70.0
2022-04-17 04:00:00,1021.9,0.0,1.1,270.0,5.6,11.2,0.519647,73.0
2022-04-17 05:00:00,1022.8,0.0,0.5,220.0,2.8,11.2,0.483924,85.0
2022-04-17 06:00:00,1023.4,0.0,1.2,220.0,3.3,11.2,0.46066,86.0
2022-04-17 07:00:00,1024.1,0.0,0.6,0.0,2.2,0.0,0.431736,89.0
2022-04-17 08:00:00,1024.1,0.0,1.7,0.0,3.3,0.0,0.413425,89.0
2022-04-17 09:00:00,1024.4,0.0,1.8,40.0,3.9,5.4,0.407606,86.0
2022-04-17 10:00:00,1024.7,0.0,1.7,10.0,3.3,5.4,0.426063,89.0
2022-04-17 11:00:00,1024.8,0.0,0.6,330.0,2.2,5.4,0.451314,89.0
2022-04-17 12:00:00,1024.6,0.0,-0.1,10.0,1.1,5.4,0.515627,92.0
2022-04-17 13:00:00,1024.5,0.0,-0.6,350.0,0.6,5.4,0.579175,92.0
2022-04-17 14:00:00,1024.9,0.0,-0.6,360.0,0.0,9.4,0.640118,96.0
2022-04-17 15:00:00,1024.5,0.0,1.0,340.0,2.2,7.6,0.611625,92.0
2022-04-17 16:00:00,1024.8,0.0,2.9,340.0,5.0,9.4,0.562637,86.0
2022-04-17 17:00:00,1024.3,0.0,2.7,340.0,6.1,9.4,0.445891,79.0
2022-04-17 18:00:00,1024.0,0.0,3.3,350.0,8.3,11.2,0.391076,71.0
2022-04-17 19:00:00,1023.3,0.0,1.6,90.0,10.0,7.6,0.35399,56.0
2022-04-17 20:00:00,1022.6,0.0,1.1,81.0,11.1,7.6,0.313955,50.0
2022-04-17 21:00:00,1021.9,0.0,-0.5,200.0,11.7,7.6,0.342451,43.0
2022-04-17 22:00:00,1021.2,0.0,0.0,200.0,12.2,7.6,0.389597,43.0
2022-04-17 23:00:00,1020.2,0.0,0.6,130.0,12.2,9.4,0.433246,45.0
2022-04-18 00:00:00,1019.5,0.0,0.6,220.0,12.2,9.4,0.47666,45.0
2022-04-18 01:00:00,1019.0,0.0,2.1,250.0,11.1,11.2,0.494807,54.0
2022-04-18 02:00:00,1018.3,0.0,0.6,280.0,10.6,9.4,0.511196,50.0
2022-04-18 03:00:00,1017.8,0.0,2.8,0.0,10.0,0.0,0.531916,61.0
2022-04-18 04:00:00,1016.9,0.0,2.1,340.0,8.3,13.0,0.505336,65.0
2022-04-18 05:00:00,1016.7,0.0,2.9,30.0,7.8,7.6,0.432956,71.0
2022-04-18 06:00:00,1016.4,0.0,2.3,340.0,7.8,7.6,0.38286,68.0
2022-04-18 07:00:00,1015.8,0.0,3.8,260.0,6.7,7.6,0.365377,82.0
2022-04-18 08:00:00,1015.4,0.0,3.3,0.0,7.2,0.0,0.359087,76.0
2022-04-18 09:00:00,1014.6,0.0,3.8,0.0,6.7,0.0,0.35191,82.0
2022-04-18 10:00:00,1013.9,0.0,3.9,0.0,6.1,0.0,0.362334,86.0
2022-04-18 11:00:00,1012.9,0.0,3.9,70.0,6.1,7.6,0.396096,86.0
2022-04-18 12:00:00,1012.1,0.0,3.9,0.0,6.1,0.0,0.46493,86.0
2022-04-18 13:00:00,1011.3,0.0,3.8,360.0,6.7,5.4,0.53632,82.0
2022-04-18 14:00:00,1010.5,0.5,4.4,360.0,6.7,7.6,0.576116,85.0
2022-04-18 15:00:00,1009.8,0.3,5.1,350.0,6.1,5.4,0.562069,93.0
2022-04-18 16:00:00,1008.8,0.3,5.6,350.0,6.7,9.4,0.564228,93.0
2022-04-18 17:00:00,1007.8,1.8,6.1,350.0,7.2,5.4,0.569675,93.0
2022-04-18 18:00:00,1006.8,1.3,6.7,0.0,7.8,0.0,0.577511,93.0
2022-04-18 19:00:00,1005.6,1.3,6.8,110.0,8.3,5.4,0.533636,90.0
2022-04-18 20:00:00,1004.0,0.3,7.2,300.0,8.9,5.4,0.504881,89.0
2022-04-18 21:00:00,1003.2,0.8,7.8,350.0,9.4,9.4,0.500903,90.0
2022-04-18 22:00:00,1002.7,0.8,8.4,160.0,10.6,13.0,0.518648,86.0
2022-04-18 23:00:00,1004.5,1.8,5.6,250.0,8.3,29.5,0.577962,83.0
2022-04-19 00:00:00,1006.3,0.0,4.0,230.0,7.2,24.1,0.519783,80.0
2022-04-19 01:00:00,1008.1,0.0,4.0,230.0,7.2,11.2,0.51087,80.0
2022-04-19 02:00:00,1009.1,0.0,3.3,230.0,7.2,22.3,0.559697,76.0
2022-04-19 03:00:00,1009.3,0.0,2.8,240.0,5.6,9.4,0.56165,82.0
2022-04-19 04:00:00,1010.1,0.0,3.3,200.0,5.6,9.4,0.522229,85.0
2022-04-19 05:00:00,1010.5,0.3,3.9,180.0,6.1,20.5,0.465046,86.0
2022-04-19 06:00:00,1010.6,0.5,4.4,190.0,6.1,11.2,0.418404,89.0
2022-04-19 07:00:00,1010.6,0.3,3.9,190.0,5.6,20.5,0.406456,89.0
2022-04-19 08:00:00,1010.9,0.0,3.3,180.0,5.6,22.3,0.398148,85.0
2022-04-19 09:00:00,1011.3,0.0,2.9,180.0,5.0,13.0,0.39571,86.0
2022-04-19 10:00:00,1011.5,0.0,2.3,0.0,3.9,0.0,0.409636,89.0
2022-04-19 11:00:00,1011.4,0.3,2.7,230.0,4.4,7.6,0.435342,89.0
2022-04-19 12:00:00,1011.8,0.5,3.3,190.0,5.0,9.4,0.523695,89.0
2022-04-19 13:00:00,1011.6,2.5,3.4,210.0,4.4,7.6,0.588683,93.0
2022-04-19 14:00:00,1011.5,0.5,3.3,0.0,5.0,0.0,0.612938,89.0
2022-04-19 15:00:00,1011.5,0.5,4.0,110.0,5.0,5.4,0.602988,93.0
2022-04-19 16:00:00,1011.5,1.3,4.4,0.0,5.6,0.0,0.590762,92.0
2022-04-19 17:00:00,1011.5,1.3,4.4,360.0,5.6,7.6,0.587583,92.0
2022-04-19 18:00:00,1011.8,1.8,5.1,40.0,6.1,5.4,0.566126,93.0
2022-04-19 19:00:00,1011.9,1.0,5.0,90.0,6.7,7.6,0.538965,89.0
2022-04-19 20:00:00,1011.7,0.5,5.0,160.0,7.2,11.2,0.509272,86.0
2022-04-19 21:00:00,1011.6,0.3,5.6,190.0,7.8,14.8,0.443523,86.0
2022-04-19 22:00:00,1011.8,0.3,5.1,200.0,8.9,16.6,0.452296,77.0
2022-04-19 23:00:00,1012.0,0.0,4.3,210.0,8.9,9.4,0.438006,73.0
2022-04-20 00:00:00,1011.5,0.0,5.6,220.0,10.0,7.6,0.533167,74.0
2022-04-20 01:00:00,1011.9,0.0,5.6,220.0,9.4,7.6,0.525314,77.0
2022-04-20 02:00:00,1012.0,0.0,6.1,0.0,9.4,0.0,0.534108,80.0
2022-04-20 03:00:00,1011.8,0.0,6.1,130.0,7.8,7.6,0.531166,89.0
2022-04-20 04:00:00,1012.0,0.2,6.1,160.0,7.8,7.6,0.507556,89.0
2022-04-20 05:00:00,1012.0,0.3,6.1,100.0,7.2,5.4,0.452608,93.0
2022-04-20 06:00:00,1012.0,0.0,6.8,120.0,7.2,9.4,0.400567,97.0
2022-04-20 07:00:00,1011.6,0.0,5.7,130.0,6.1,7.6,0.38661,97.0
2022-04-20 08:00:00,1011.0,0.0,4.4,120.0,5.0,5.4,0.378133,96.0
2022-04-20 09:00:00,1010.9,0.0,4.4,300.0,5.0,5.4,0.38514,96.0
2022-04-20 10:00:00,1010.0,0.0,4.0,60.0,4.4,5.4,0.40274,97.0
2022-04-20 11:00:00,1009.0,0.0,3.9,0.0,3.9,0.0,0.428919,100.0
2022-04-20 12:00:00,1008.3,0.0,3.3,0.0,3.9,0.0,0.497508,96.0
2022-04-20 13:00:00,1006.0,0.0,3.9,0.0,3.9,0.0,0.581741,100.0
2022-04-20 14:00:00,1006.1,0.0,4.0,350.0,5.0,9.4,0.605204,93.0
2022-04-20 15:00:00,1005.2,0.0,5.6,20.0,5.6,7.6,0.606592,100.0
2022-04-20 16:00:00,1005.1,0.5,5.1,39.0,6.1,6.5,0.600637,93.0
2022-04-20 17:00:00,1004.7,0.8,5.1,0.0,6.1,0.0,0.588483,93.0
2022-04-20 18:00:00,1004.5,2.0,5.0,0.0,6.7,0.0,0.56906,89.0
2022-04-20 19:00:00,1004.0,1.8,5.7,360.0,7.2,9.4,0.537903,90.0
2022-04-20 20:00:00,1003.4,0.5,6.1,60.0,8.3,7.6,0.487524,86.0
2022-04-20 21:00:00,1003.1,0.3,7.8,140.0,10.0,16.6,0.433592,86.0
2022-04-20 22:00:00,1003.2,0.0,6.6,190.0,11.7,29.5,0.442515,71.0
2022-04-20 23:00:00,1003.7,0.0,6.6,180.0,11.7,25.9,0.482984,71.0
2022-04-21 00:00:00,1004.0,0.6,7.2,180.0,11.1,20.5,0.486223,77.0
2022-04-21 01:00:00,1004.0,0.0,7.8,170.0,11.7,16.6,0.513367,77.0
2022-04-21 02:00:00,1003.7,0.0,7.2,150.0,11.1,16.6,0.520567,77.0
2022-04-21 03:00:00,1003.0,0.2,6.7,140.0,10.0,16.6,0.532873,80.0
2022-04-21 04:00:00,1002.7,0.0,6.2,0.0,8.9,0.0,0.501649,83.0
2022-04-21 05:00:00,1002.2,0.0,5.6,140.0,8.9,13.0,0.428358,80.0
2022-04-21 06:00:00,1001.5,0.5,6.1,90.0,8.3,11.2,0.38951,86.0
2022-04-21 07:00:00,1002.0,2.8,6.7,0.0,7.8,0.0,0.367763,93.0
2022-04-21 08:00:00,1002.1,1.8,6.1,130.0,7.8,13.0,0.35933,89.0
2022-04-21 09:00:00,1002.6,0.3,6.1,140.0,7.8,13.0,0.361866,89.0
2022-04-21 10:00:00,1002.9,0.1,5.6,160.0,7.8,14.8,0.373649,86.0
2022-04-21 11:00:00,1003.7,0.0,5.6,180.0,7.8,27.7,0.402009,86.0
2022-04-21 12:00:00,1005.0,0.0,5.0,190.0,7.2,20.5,0.473215,86.0
2022-04-21 13:00:00,1005.5,0.5,5.7,190.0,7.2,24.1,0.550731,90.0
2022-04-21 14:00:00,1006.4,0.3,5.6,100.0,6.7,7.6,0.566664,93.0
2022-04-21 15:00:00,1007.3,0.0,5.1,160.0,7.8,16.6,0.49751,83.0
2022-04-21 16:00:00,1007.9,0.0,5.6,170.0,8.9,22.3,0.473729,80.0
2022-04-21 17:00:00,1008.6,0.0,6.2,180.0,10.0,14.8,0.480428,77.0
2022-04-21 18:00:00,1009.0,0.0,5.0,170.0,11.1,27.7,0.431585,66.0
2022-04-21 19:00:00,1009.1,0.1,6.0,190.0,12.2,14.8,0.477219,66.0
2022-04-21 20:00:00,1009.8,0.1,4.9,250.0,10.6,25.9,0.391321,68.0
2022-04-21 21:00:00,1009.6,0.3,6.0,230.0,11.1,7.6,0.369846,71.0
2022-04-21 22:00:00,1010.4,1.0,7.2,270.0,9.4,11.2,0.379638,86.0
2022-04-21 23:00:00,1010.9,0.8,6.7,250.0,10.0,9.4,0.447236,80.0
2022-04-22 00:00:00,1011.1,0.0,6.2,250.0,10.6,7.6,0.416243,74.0
2022-04-22 01:00:00,1011.1,0.0,5.6,300.0,11.1,7.6,0.46557,69.0
2022-04-22 02:00:00,1011.7,0.0,6.2,50.0,10.6,7.6,0.484619,74.0
2022-04-22 03:00:00,1011.9,0.0,5.6,70.0,9.4,5.4,0.516814,77.0
2022-04-22 04:00:00,1013.0,1.8,5.6,210.0,8.3,20.5,0.490505,83.0
2022-04-22 05:00:00,1013.3,1.8,6.1,360.0,7.8,7.6,0.421488,89.0
2022-04-22 06:00:00,1013.5,0.0,6.7,350.0,7.8,7.6,0.395014,93.0
2022-04-22 07:00:00,1014.0,0.0,6.7,310.0,7.8,7.6,0.371719,93.0
2022-04-22 08:00:00,1014.2,0.0,6.1,330.0,7.2,7.6,0.36503,93.0
2022-04-22 09:00:00,1014.4,0.0,5.6,340.0,6.7,5.4,0.362595,93.0
2022-04-22 10:00:00,1014.8,0.0,4.4,0.0,5.0,0.0,0.37283,96.0
2022-04-22 11:00:00,1015.6,0.0,4.0,0.0,4.4,0.0,0.395405,97.0
2022-04-22 12:00:00,1016.3,0.0,4.4,0.0,5.0,0.0,0.461783,96.0
2022-04-22 13:00:00,1016.7,0.0,5.7,0.0,6.1,0.0,0.515219,97.0
2022-04-22 14:00:00,1017.3,0.0,4.4,0.0,4.4,0.0,0.553656,100.0
2022-04-22 15:00:00,1018.1,0.0,5.0,0.0,5.6,0.0,0.525809,96.0
2022-04-22 16:00:00,1018.9,0.0,5.7,230.0,6.1,5.4,0.499531,97.0
2022-04-22 17:00:00,1019.2,0.0,6.1,140.0,6.7,5.4,0.380484,96.0
2022-04-22 18:00:00,1019.6,0.0,6.7,0.0,9.4,0.0,0.250101,83.0
2022-04-22 19:00:00,1020.0,0.0,7.9,80.0,12.2,5.4,0.19396,75.0
2022-04-22 20:00:00,1020.0,0.0,7.2,80.0,13.9,5.4,0.282799,64.0
2022-04-22 21:00:00,1020.2,0.3,7.9,260.0,12.8,16.6,0.314669,72.0
2022-04-22 22:00:00,1020.4,1.3,8.9,200.0,11.7,11.2,0.198468,83.0
2022-04-22 23:00:00,1020.6,0.0,6.8,0.0,15.0,0.0,0.229065,58.0
2022-04-23 00:00:00,1020.8,0.0,7.3,0.0,15.0,0.0,0.294749,60.0
2022-04-23 01:00:00,1021.1,0.0,6.8,0.0,15.0,0.0,0.378311,58.0
2022-04-23 02:00:00,1021.5,0.0,4.9,300.0,14.4,13.0,0.400939,53.0
2022-04-23 03:00:00,1022.0,0.0,6.0,260.0,11.1,11.2,0.41878,71.0
2022-04-23 04:00:00,1022.8,0.0,5.0,250.0,10.0,7.6,0.404947,71.0
2022-04-23 05:00:00,1023.7,0.0,4.3,240.0,8.3,5.4,0.373564,76.0
2022-04-23 06:00:00,1024.1,0.0,5.1,300.0,8.3,5.4,0.348176,80.0
2022-04-23 07:00:00,1024.5,0.0,4.0,250.0,5.0,11.2,0.322984,93.0
2022-04-23 08:00:00,1025.4,0.0,4.4,300.0,6.1,5.4,0.317009,89.0
2022-04-23 09:00:00,1025.9,0.0,4.0,0.0,5.0,0.0,0.318288,93.0
2022-04-23 10:00:00,1025.8,0.0,2.9,340.0,3.9,7.6,0.340869,93.0
2022-04-23 11:00:00,1026.4,0.0,2.9,320.0,3.9,5.4,0.364383,93.0
2022-04-23 12:00:00,1027.1,0.0,2.2,350.0,2.8,9.4,0.413008,96.0
2022-04-23 13:00:00,1027.1,0.0,1.1,0.0,1.7,0.0,0.464171,96.0
2022-04-23 14:00:00,1027.4,0.0,1.1,0.0,1.7,0.0,0.506682,96.0
2022-04-23 15:00:00,1028.1,0.0,3.4,340.0,4.4,5.4,0.517881,93.0
2022-04-23 16:00:00,1028.2,0.0,4.4,0.0,6.7,0.0,0.413297,85.0
2022-04-23 17:00:00,1028.3,0.0,6.1,0.0,8.3,0.0,0.320074,86.0
2022-04-23 18:00:00,1028.2,0.0,7.2,0.0,11.1,0.0,0.242696,77.0
2022-04-23 19:00:00,1028.0,0.0,7.3,145.0,12.8,5.4,0.200904,69.0
2022-04-23 20:00:00,1027.6,0.0,6.7,0.0,13.9,0.0,0.160904,62.0
2022-04-23 21:00:00,1027.0,0.0,5.5,0.0,15.6,0.0,0.164529,51.0
2022-04-23 22:00:00,1026.4,0.0,3.2,0.0,16.1,0.0,0.168681,42.0
2022-04-23 23:00:00,1025.7,0.0,1.6,0.0,17.2,0.0,0.231841,35.0
2022-04-24 00:00:00,1025.1,0.0,2.4,110.0,17.2,5.4,0.293161,37.0
2022-04-24 01:00:00,1024.5,0.0,3.5,110.0,17.2,7.6,0.358805,40.0
2022-04-24 02:00:00,1024.2,0.0,4.5,120.0,16.1,7.6,0.395752,46.0
2022-04-24 03:00:00,1024.1,0.0,6.7,120.0,14.4,5.4,0.414461,60.0
2022-04-24 04:00:00,1024.4,0.0,4.0,0.0,11.7,0.0,0.40407,59.0
2022-04-24 05:00:00,1024.6,0.0,4.4,280.0,9.4,5.4,0.362338,71.0
2022-04-24 06:00:00,1024.6,0.0,5.0,320.0,10.0,7.6,0.321748,71.0
2022-04-24 07:00:00,1024.2,0.0,5.0,0.0,7.2,0.0,0.306233,86.0
2022-04-24 08:00:00,1024.1,0.0,4.4,360.0,6.1,5.4,0.291392,89.0
2022-04-24 09:00:00,1024.0,0.0,3.9,0.0,5.6,0.0,0.287422,89.0
2022-04-24 10:00:00,1023.7,0.0,2.9,280.0,3.3,5.4,0.30252,97.0
2022-04-24 11:00:00,1023.3,0.0,2.9,0.0,3.9,0.0,0.324815,93.0
2022-04-24 12:00:00,1023.1,0.0,2.2,0.0,2.8,0.0,0.376604,96.0
2022-04-24 13:00:00,1022.9,0.0,2.2,0.0,2.8,0.0,0.424384,96.0
2022-04-24 14:00:00,1022.9,0.0,2.9,0.0,3.3,0.0,0.445085,97.0
2022-04-24 15:00:00,1023.0,0.0,4.4,0.0,5.0,0.0,0.422379,96.0
2022-04-24 16:00:00,1022.9,0.0,6.1,0.0,8.3,0.0,0.368867,86.0
2022-04-24 17:00:00,1022.6,0.0,6.2,0.0,10.0,0.0,0.292042,77.0
2022-04-24 18:00:00,1022.2,0.0,6.6,30.0,12.8,5.4,0.213347,66.0
2022-04-24 19:00:00,1022.1,0.0,7.9,260.0,13.9,5.4,0.184407,67.0
2022-04-24 20:00:00,1021.4,0.0,7.9,0.0,15.6,0.0,0.157628,60.0
2022-04-24 21:00:00,1020.8,0.0,8.9,130.0,17.8,5.4,0.15355,56.0
2022-04-24 22:00:00,1020.0,0.0,8.8,130.0,18.9,5.4,0.182074,52.0
2022-04-24 23:00:00,1019.2,0.0,7.8,250.0,19.4,11.2,0.26468,47.0
2022-04-25 00:00:00,1018.7,0.0,9.0,240.0,20.0,9.4,0.328751,49.0
2022-04-25 01:00:00,1018.4,0.0,5.2,260.0,18.3,20.5,0.404962,42.0
2022-04-25 02:00:00,1018.2,0.0,3.2,250.0,16.1,20.5,0.42973,42.0
2022-04-25 03:00:00,1018.2,0.0,4.9,250.0,14.4,20.5,0.463156,53.0
2022-04-25 04:00:00,1018.9,0.0,6.6,260.0,13.3,18.4,0.436085,64.0
2022-04-25 05:00:00,1019.2,0.0,7.8,230.0,11.7,9.4,0.370052,77.0
2022-04-25 06:00:00,1019.2,0.0,7.8,200.0,10.0,11.2,0.31736,86.0
2022-04-25 07:00:00,1019.2,0.0,7.8,180.0,11.1,14.8,0.29186,80.0
2022-04-25 08:00:00,1019.3,0.0,7.2,200.0,9.4,11.2,0.27538,86.0
2022-04-25 09:00:00,1019.1,0.0,8.8,180.0,11.1,9.4,0.26901,86.0
2022-04-25 10:00:00,1018.9,0.2,8.8,210.0,11.1,11.2,0.267452,86.0
2022-04-25 11:00:00,1018.8,0.1,8.9,250.0,10.6,9.4,0.292787,89.0
2022-04-25 12:00:00,1019.0,0.0,9.4,210.0,10.6,11.2,0.343621,92.0
2022-04-25 13:00:00,1018.9,0.3,9.4,220.0,10.6,11.2,0.416515,92.0
2022-04-25 14:00:00,1018.9,0.0,8.9,190.0,10.0,9.4,0.439733,93.0
2022-04-25 15:00:00,1019.0,0.0,8.9,190.0,10.6,9.4,0.454946,89.0
2022-04-25 16:00:00,1019.3,0.0,8.9,210.0,10.6,13.0,0.467583,89.0
2022-04-25 17:00:00,1019.5,0.0,8.4,220.0,10.6,13.0,0.446579,86.0
2022-04-25 18:00:00,1019.8,0.0,7.8,230.0,11.1,9.4,0.406457,80.0
2022-04-25 19:00:00,1019.9,0.0,7.3,200.0,12.2,7.6,0.36216,72.0
2022-04-25 20:00:00,1019.8,0.0,5.0,240.0,13.3,16.6,0.368196,57.0
2022-04-25 21:00:00,1019.5,0.0,4.4,230.0,14.4,20.5,0.341279,51.0
2022-04-25 22:00:00,1019.7,0.0,5.5,240.0,13.9,14.8,0.314048,57.0
2022-04-25 23:00:00,1019.2,0.3,5.7,240.0,14.4,14.8,0.332639,56.0
2022-04-26 00:00:00,1019.0,0.0,4.5,250.0,13.9,20.5,0.378667,53.0
2022-04-26 01:00:00,1018.8,0.0,5.0,260.0,12.8,18.4,0.446689,59.0
2022-04-26 02:00:00,1018.5,0.0,4.4,280.0,12.2,18.4,0.470681,59.0
2022-04-26 03:00:00,1018.5,0.0,3.9,270.0,11.1,16.6,0.482775,61.0
2022-04-26 04:00:00,1018.7,0.0,3.9,270.0,10.0,7.6,0.447228,66.0
2022-04-26 05:00:00,1018.9,0.0,4.3,280.0,8.3,7.6,0.388194,76.0
2022-04-26 06:00:00,1018.9,0.0,3.9,262.0,8.3,5.4,0.336553,74.0
2022-04-26 07:00:00,1018.8,0.0,3.9,0.0,6.1,0.0,0.324463,86.0
2022-04-26 08:00:00,1018.9,0.0,3.9,250.0,6.1,7.6,0.322432,86.0
2022-04-26 09:00:00,1018.8,0.0,3.9,240.0,6.1,7.6,0.322062,86.0
2022-04-26 10:00:00,1018.6,0.0,4.4,280.0,6.1,5.4,0.336104,89.0
2022-04-26 11:00:00,1018.7,0.0,3.9,230.0,5.6,11.2,0.363714,89.0
2022-04-26 12:00:00,1019.1,0.0,5.1,250.0,6.1,9.4,0.442566,93.0
2022-04-26 13:00:00,1019.0,0.1,4.0,230.0,5.0,9.4,0.509927,93.0
2022-04-26 14:00:00,1019.2,0.0,4.4,250.0,5.6,9.4,0.537503,92.0
2022-04-26 15:00:00,1019.4,0.0,5.7,210.0,7.2,9.4,0.474757,90.0
2022-04-26 16:00:00,1019.5,0.0,5.6,240.0,7.8,9.4,0.418947,86.0
2022-04-26 17:00:00,1019.6,0.0,5.6,200.0,10.0,11.2,0.469726,74.0
2022-04-26 18:00:00,1020.1,1.0,5.6,230.0,8.3,9.4,0.32777,83.0
2022-04-26 19:00:00,1020.2,0.0,5.6,210.0,10.0,11.2,0.312426,74.0
2022-04-26 20:00:00,1020.1,0.2,6.6,250.0,11.1,20.5,0.289051,74.0
2022-04-26 21:00:00,1019.9,2.4,5.6,260.0,12.2,22.3,0.319008,64.0
2022-04-26 22:00:00,1020.1,0.0,5.0,270.0,12.8,14.8,0.263299,59.0
2022-04-26 23:00:00,1020.2,0.0,4.0,260.0,12.8,27.7,0.288235,55.0
2022-04-27 00:00:00,1020.1,0.0,3.9,260.0,12.2,24.1,0.356455,57.0
2022-04-27 01:00:00,1020.2,0.0,2.7,260.0,11.7,18.4,0.429655,54.0
2022-04-27 02:00:00,1020.6,0.0,2.8,270.0,10.0,16.6,0.474618,61.0
