DT,dwpt,prcp,wdir,rhum,pres,wspd,temp,Donalsonville
2022-01-31 07:00:00,4.8,0.0,210.0,91.0,1021.0,13.0,6.2,0.258621
2022-01-31 08:00:00,5.2,0.0,210.0,92.0,1021.0,11.2,6.4,0.258621
2022-01-31 09:00:00,5.7,0.0,220.0,94.0,1021.0,11.2,6.6,0.258621
2022-01-31 10:00:00,6.0,0.0,220.0,96.0,1021.0,11.2,6.6,0.293103
2022-01-31 11:00:00,6.2,0.0,220.0,98.0,1022.0,13.0,6.5,0.344828
2022-01-31 12:00:00,6.4,0.0,250.0,98.0,1022.0,11.2,6.7,0.396552
2022-01-31 13:00:00,8.2,0.0,250.0,95.0,1023.0,9.4,5.9,0.448276
2022-01-31 14:00:00,8.1,0.0,250.0,95.0,1023.0,9.4,8.9,0.327586
2022-01-31 15:00:00,8.0,0.0,280.0,81.0,1024.0,14.8,11.1,0.103448
2022-01-31 16:00:00,6.8,0.0,260.0,66.0,1023.0,9.4,13.0,-0.034483
2022-01-31 17:00:00,6.1,0.0,290.0,55.0,1023.0,5.4,15.1,-0.137931
2022-01-31 18:00:00,4.4,0.0,280.0,42.0,1021.0,11.2,17.4,-0.189655
2022-01-31 19:00:00,4.0,0.0,290.0,40.0,1021.0,5.4,17.8,-0.155172
2022-01-31 20:00:00,2.4,0.0,320.0,32.0,1021.0,13.0,19.6,-0.068966
2022-01-31 21:00:00,2.4,0.0,290.0,33.0,1021.0,16.6,19.1,-0.086207
2022-01-31 22:00:00,1.8,0.0,290.0,32.0,1021.0,11.2,18.9,-0.034483
2022-01-31 23:00:00,3.3,0.0,240.0,41.0,1021.0,7.6,16.6,0.137931
2022-02-01 00:00:00,3.3,0.0,200.0,50.0,1021.0,5.4,13.5,0.224138
2022-02-01 01:00:00,4.5,0.0,150.0,73.0,1022.0,7.6,9.1,0.258621
2022-02-01 02:00:00,4.5,0.0,120.0,78.0,1022.0,5.4,8.1,0.258621
2022-02-01 03:00:00,4.0,0.0,190.0,82.0,1023.0,5.4,6.9,0.258621
2022-02-01 04:00:00,4.0,0.0,0.0,89.0,1023.0,0.0,5.7,0.241379
2022-02-01 05:00:00,4.0,0.0,150.0,93.0,1022.0,5.4,5.0,0.241379
2022-02-01 06:00:00,3.2,0.0,140.0,95.0,1022.0,7.6,3.9,0.224138
2022-02-01 07:00:00,3.4,0.0,100.0,93.0,1022.0,5.4,4.4,0.224138
2022-02-01 08:00:00,2.9,0.0,140.0,98.0,1022.0,5.4,3.2,0.241379
2022-02-01 09:00:00,2.7,0.0,110.0,99.0,1022.0,5.4,2.8,0.224138
2022-02-01 10:00:00,2.1,0.0,0.0,97.0,1022.0,0.0,2.5,0.241379
2022-02-01 11:00:00,2.3,0.0,60.0,95.0,1022.0,5.4,2.4,0.310345
2022-02-01 12:00:00,1.8,0.0,0.0,95.0,1023.0,0.0,1.9,0.37931
2022-02-01 13:00:00,2.9,0.0,50.0,93.0,1024.0,5.4,2.2,0.448276
2022-02-01 14:00:00,7.6,0.0,70.0,85.0,1025.0,7.6,7.0,0.293103
2022-02-01 15:00:00,8.0,0.0,100.0,85.0,1025.0,9.4,10.4,0.086207
2022-02-01 16:00:00,8.6,0.0,140.0,66.0,1025.0,16.6,14.9,-0.068966
2022-02-01 17:00:00,7.8,0.0,130.0,54.0,1024.0,14.8,17.2,-0.155172
2022-02-01 18:00:00,7.1,0.0,140.0,48.0,1024.0,13.0,18.3,-0.224138
2022-02-01 19:00:00,4.8,0.0,180.0,38.0,1022.0,18.4,19.5,-0.224138
2022-02-01 20:00:00,3.9,0.0,170.0,34.0,1022.0,13.0,20.3,-0.206897
2022-02-01 21:00:00,4.7,0.0,130.0,37.0,1022.0,14.8,19.8,-0.086207
2022-02-01 22:00:00,4.8,0.0,140.0,39.0,1022.0,14.8,19.1,0.017241
2022-02-01 23:00:00,3.6,0.0,130.0,40.0,1022.0,11.2,17.3,0.137931
2022-02-02 00:00:00,4.0,0.0,100.0,56.0,1022.0,9.4,12.6,0.224138
2022-02-02 01:00:00,4.6,0.0,130.0,66.0,1022.0,7.6,10.7,0.258621
2022-02-02 02:00:00,5.1,0.0,130.0,67.0,1022.0,5.4,11.0,0.275862
2022-02-02 03:00:00,5.0,0.0,90.0,78.0,1022.0,11.2,8.6,0.258621
2022-02-02 04:00:00,5.5,0.0,100.0,81.0,1022.0,13.0,8.6,0.241379
2022-02-02 05:00:00,5.6,0.0,110.0,68.0,1022.0,13.0,11.3,0.241379
2022-02-02 06:00:00,5.0,0.0,100.0,71.0,1022.0,13.0,10.0,0.224138
2022-02-02 07:00:00,5.5,0.0,110.0,70.0,1022.0,13.0,10.8,0.206897
2022-02-02 08:00:00,7.0,0.0,110.0,79.0,1021.0,11.2,10.5,0.206897
2022-02-02 09:00:00,8.3,0.0,100.0,88.0,1021.0,16.6,10.2,0.206897
2022-02-02 10:00:00,8.9,0.0,110.0,90.0,1021.0,14.8,10.5,0.224138
2022-02-02 11:00:00,9.2,0.0,90.0,95.0,1022.0,11.2,10.0,0.258621
2022-02-02 12:00:00,9.2,0.0,80.0,99.0,1022.0,11.2,9.3,0.310345
2022-02-02 13:00:00,9.7,0.0,90.0,99.0,1023.0,13.0,9.9,0.327586
2022-02-02 14:00:00,10.6,0.0,90.0,93.0,1023.0,13.0,11.7,0.258621
2022-02-02 15:00:00,10.4,0.0,110.0,76.0,1022.0,13.0,14.6,0.155172
2022-02-02 16:00:00,10.1,0.0,130.0,55.0,1022.0,20.5,19.4,0.0
2022-02-02 17:00:00,10.5,0.0,160.0,50.0,1021.0,31.7,21.4,-0.068966
2022-02-02 18:00:00,10.4,0.0,170.0,47.0,1019.0,27.7,22.3,-0.051724
2022-02-02 19:00:00,10.8,0.0,150.0,46.0,1019.0,22.3,23.0,-0.137931
2022-02-02 20:00:00,9.1,0.0,170.0,41.0,1018.0,31.7,23.1,-0.172414
2022-02-02 21:00:00,8.9,0.0,170.0,42.0,1018.0,25.9,22.4,-0.017241
2022-02-02 22:00:00,9.0,0.0,170.0,45.0,1018.0,20.5,21.4,0.068966
2022-02-02 23:00:00,10.3,0.0,160.0,53.0,1019.0,18.4,20.2,0.137931
2022-02-03 00:00:00,10.0,0.0,160.0,56.0,1019.0,13.0,19.0,0.206897
2022-02-03 01:00:00,10.1,0.0,130.0,63.0,1019.0,9.4,17.2,0.224138
2022-02-03 02:00:00,10.3,0.0,130.0,64.0,1019.0,7.6,17.2,0.224138
2022-02-03 03:00:00,10.3,0.0,120.0,68.0,1019.0,11.2,16.2,0.206897
2022-02-03 04:00:00,10.2,0.0,120.0,72.0,1019.0,9.4,15.2,0.189655
2022-02-03 05:00:00,10.1,0.0,130.0,70.0,1018.0,9.4,15.6,0.172414
2022-02-03 06:00:00,10.1,0.0,130.0,70.0,1018.1,11.2,15.6,0.172414
2022-02-03 07:00:00,11.0,0.0,144.0,74.0,1017.9,16.2,15.6,0.155172
2022-02-03 08:00:00,11.5,0.0,150.0,70.0,1017.0,19.0,17.0,0.155172
2022-02-03 09:00:00,11.2,0.0,150.0,70.0,1017.0,18.4,16.7,0.12069
2022-02-03 10:00:00,12.5,0.0,150.0,74.0,1017.0,16.6,17.2,0.137931
2022-02-03 11:00:00,13.5,0.0,160.0,78.0,1018.0,24.1,17.4,0.172414
2022-02-03 12:00:00,14.2,0.0,160.0,83.0,1018.0,20.5,17.1,0.206897
2022-02-03 13:00:00,14.6,0.0,150.0,87.0,1019.0,22.3,16.8,0.241379
2022-02-03 14:00:00,15.4,0.0,170.0,80.0,1019.0,20.5,18.9,0.189655
2022-02-03 15:00:00,16.3,0.0,180.0,72.0,1019.0,25.9,21.6,0.034483
2022-02-03 16:00:00,16.8,0.0,180.0,68.0,1019.0,37.1,23.0,0.034483
2022-02-03 17:00:00,16.9,0.0,170.0,71.0,1019.0,27.7,22.4,0.017241
2022-02-03 18:00:00,17.1,0.0,180.0,68.0,1017.0,31.7,23.3,0.12069
2022-02-03 19:00:00,17.3,0.0,170.0,70.0,1017.0,31.7,23.1,0.155172
2022-02-03 20:00:00,17.3,0.0,180.0,67.0,1017.0,35.3,23.8,0.137931
2022-02-03 21:00:00,17.6,0.0,170.0,72.0,1017.0,31.7,22.9,0.206897
2022-02-03 22:00:00,17.5,0.0,180.0,74.0,1018.0,24.1,22.4,0.189655
2022-02-03 23:00:00,17.7,0.0,180.0,78.0,1018.0,24.1,21.7,0.189655
2022-02-04 00:00:00,18.0,0.0,170.0,82.0,1018.0,20.5,21.2,0.206897
2022-02-04 01:00:00,18.5,0.0,180.0,85.0,1018.0,22.3,21.1,0.224138
2022-02-04 02:00:00,18.8,0.0,170.0,88.0,1018.0,24.1,20.9,0.206897
2022-02-04 03:00:00,19.0,0.0,180.0,93.0,1018.0,24.1,20.2,0.189655
2022-02-04 04:00:00,19.4,0.0,180.0,93.0,1018.0,20.5,20.6,0.172414
2022-02-04 05:00:00,19.6,0.0,180.0,94.0,1018.0,24.1,20.6,0.172414
2022-02-04 06:00:00,19.9,0.0,190.0,95.0,1018.0,22.3,20.7,0.155172
2022-02-04 07:00:00,19.8,0.0,190.0,94.0,1017.0,22.3,20.8,0.12069
2022-02-04 08:00:00,19.8,0.0,190.0,94.0,1017.0,24.1,20.8,0.12069
2022-02-04 09:00:00,20.0,0.0,190.0,95.0,1017.0,22.3,20.8,0.12069
2022-02-04 10:00:00,19.9,0.1,190.0,95.0,1017.0,25.9,20.7,0.12069
2022-02-04 11:00:00,20.2,0.2,190.0,95.0,1017.0,25.9,21.0,0.155172
2022-02-04 12:00:00,20.2,0.7,190.0,96.0,1019.0,24.1,20.9,0.189655
2022-02-04 13:00:00,18.0,9.1,270.0,96.0,1019.0,11.2,19.1,0.241379
2022-02-04 14:00:00,18.2,3.6,310.0,96.0,1020.0,13.0,18.7,0.241379
2022-02-04 15:00:00,18.8,4.1,180.0,99.0,1020.0,7.6,18.9,0.206897
2022-02-04 16:00:00,19.1,0.1,250.0,99.0,1021.0,5.4,19.3,0.206897
2022-02-04 17:00:00,19.3,0.1,300.0,99.0,1021.0,14.8,19.5,0.206897
2022-02-04 18:00:00,15.3,0.2,310.0,98.0,1021.0,22.3,15.6,0.155172
2022-02-04 19:00:00,14.0,0.1,340.0,98.0,1020.0,11.2,14.3,0.155172
2022-02-04 20:00:00,13.1,0.0,320.0,91.0,1020.0,13.0,14.6,0.155172
2022-02-04 21:00:00,13.0,2.0,320.0,99.0,1021.0,14.8,13.2,0.172414
2022-02-04 22:00:00,10.4,0.5,310.0,62.0,1022.0,22.3,11.7,0.189655
2022-02-04 23:00:00,8.6,2.0,290.0,66.0,1023.0,20.5,10.4,0.224138
2022-02-05 00:00:00,7.5,1.3,300.0,67.0,1023.0,22.3,9.7,0.224138
2022-02-05 01:00:00,7.9,0.3,340.0,99.0,1024.0,18.4,8.7,0.241379
2022-02-05 02:00:00,8.0,0.0,310.0,99.0,1025.0,16.6,8.1,0.224138
2022-02-05 03:00:00,7.7,0.0,320.0,100.0,1025.0,18.4,7.7,0.206897
2022-02-05 04:00:00,7.1,0.3,320.0,99.0,1026.0,14.8,7.2,0.224138
2022-02-05 05:00:00,6.1,0.3,330.0,97.0,1026.0,29.5,6.5,0.224138
2022-02-05 06:00:00,5.6,0.3,340.0,99.0,1027.0,22.3,5.7,0.206897
2022-02-05 07:00:00,4.4,0.8,320.0,99.0,1026.0,31.7,4.5,0.224138
2022-02-05 08:00:00,4.2,1.1,350.0,99.0,1027.0,16.6,4.3,0.224138
2022-02-05 09:00:00,3.7,1.1,350.0,96.0,1027.0,18.4,4.3,0.241379
2022-02-05 10:00:00,2.3,0.3,350.0,90.0,1027.0,27.7,3.8,0.241379
2022-02-05 11:00:00,1.4,0.0,350.0,86.0,1028.0,27.7,3.5,0.275862
2022-02-05 12:00:00,0.8,0.0,350.0,86.0,1028.0,25.9,2.9,0.327586
2022-02-05 13:00:00,-0.4,0.0,360.0,85.0,1029.0,16.6,1.9,0.362069
2022-02-05 14:00:00,-0.7,0.0,10.0,76.0,1030.0,22.3,3.1,0.241379
2022-02-05 15:00:00,-1.7,0.0,20.0,64.0,1029.0,22.3,4.5,0.051724
2022-02-05 16:00:00,-2.6,0.0,20.0,54.0,1029.0,22.3,6.0,-0.086207
2022-02-05 17:00:00,-2.3,0.0,20.0,49.0,1028.0,27.7,7.8,-0.172414
2022-02-05 18:00:00,-2.2,0.0,20.0,46.0,1027.0,24.1,8.8,-0.155172
2022-02-05 19:00:00,-2.1,0.0,350.0,44.0,1026.0,18.4,9.6,-0.155172
2022-02-05 20:00:00,-2.5,0.0,350.0,42.0,1026.0,16.6,9.8,-0.086207
2022-02-05 21:00:00,-3.2,0.0,20.0,39.0,1026.0,16.6,10.2,-0.189655
2022-02-05 22:00:00,-3.2,0.0,360.0,39.0,1026.0,14.8,10.1,-0.051724
2022-02-05 23:00:00,-3.0,0.0,30.0,41.0,1026.0,16.6,9.6,0.12069
2022-02-06 00:00:00,-1.3,0.0,70.0,55.0,1027.0,9.4,7.1,0.258621
2022-02-06 01:00:00,-0.1,0.0,40.0,63.0,1027.0,7.6,6.4,0.275862
2022-02-06 02:00:00,0.1,0.0,360.0,64.0,1027.0,5.4,6.4,0.275862
2022-02-06 03:00:00,0.7,0.0,20.0,72.0,1027.0,7.6,5.3,0.275862
2022-02-06 04:00:00,-0.2,0.0,40.0,72.0,1027.0,11.2,4.4,0.275862
2022-02-06 05:00:00,-0.1,0.0,30.0,75.0,1026.0,7.6,3.9,0.275862
2022-02-06 06:00:00,-1.1,0.0,30.0,69.0,1026.0,9.4,4.1,0.258621
2022-02-06 07:00:00,-0.5,0.0,30.0,78.0,1025.0,5.4,3.0,0.275862
2022-02-06 08:00:00,-0.2,0.0,20.0,80.0,1025.0,5.4,2.9,0.275862
2022-02-06 09:00:00,-0.3,0.0,10.0,82.0,1025.0,7.6,2.5,0.275862
2022-02-06 10:00:00,0.8,0.0,30.0,87.0,1025.0,9.4,2.7,0.275862
2022-02-06 11:00:00,1.2,0.0,20.0,91.0,1025.0,7.6,2.5,0.275862
2022-02-06 12:00:00,2.3,0.0,20.0,91.0,1026.0,11.2,3.6,0.293103
2022-02-06 13:00:00,2.7,0.0,30.0,89.0,1026.0,16.6,4.4,0.327586
2022-02-06 14:00:00,2.8,0.0,50.0,81.0,1027.0,18.4,5.8,0.206897
2022-02-06 15:00:00,3.6,0.0,50.0,74.0,1027.0,24.1,7.9,0.0
2022-02-06 16:00:00,3.8,0.0,60.0,69.0,1026.0,25.9,9.2,-0.137931
2022-02-06 17:00:00,4.8,0.0,60.0,62.0,1025.0,22.3,11.9,-0.189655
2022-02-06 18:00:00,5.6,0.0,80.0,60.0,1024.0,16.6,13.2,-0.310345
2022-02-06 19:00:00,6.2,0.0,70.0,65.0,1023.0,22.3,12.6,-0.275862
2022-02-06 20:00:00,6.7,0.0,80.0,67.0,1023.0,22.3,12.7,-0.068966
2022-02-06 21:00:00,7.5,0.0,70.0,81.0,1023.0,25.9,10.6,0.0
2022-02-06 22:00:00,7.3,0.0,60.0,86.0,1023.0,24.1,9.5,0.137931
2022-02-06 23:00:00,7.0,0.0,70.0,86.0,1024.0,20.5,9.2,0.224138
2022-02-07 00:00:00,6.9,0.0,80.0,88.0,1024.0,18.4,8.8,0.258621
2022-02-07 01:00:00,7.8,0.0,70.0,99.0,1025.0,20.5,7.9,0.275862
2022-02-07 02:00:00,7.9,0.0,60.0,99.0,1025.0,13.0,7.7,0.275862
2022-02-07 03:00:00,7.6,0.0,70.0,99.0,1025.0,16.6,7.7,0.258621
2022-02-07 04:00:00,6.9,0.0,40.0,95.0,1024.0,13.0,7.6,0.258621
2022-02-07 05:00:00,6.5,0.0,50.0,92.0,1025.0,13.0,7.7,0.241379
2022-02-07 06:00:00,6.2,0.0,50.0,90.0,1024.0,9.4,7.7,0.224138
2022-02-07 07:00:00,6.2,0.0,50.0,90.0,1024.0,11.2,7.7,0.206897
2022-02-07 08:00:00,5.8,0.0,50.0,90.0,1023.0,14.8,7.3,0.189655
2022-02-07 09:00:00,5.2,0.0,60.0,91.0,1022.0,18.4,6.6,0.206897
2022-02-07 10:00:00,5.4,0.0,60.0,92.0,1023.0,11.2,6.6,0.224138
2022-02-07 11:00:00,5.8,0.0,70.0,95.0,1023.0,9.4,6.5,0.258621
2022-02-07 12:00:00,6.2,0.0,40.0,99.0,1023.0,11.2,6.3,0.310345
2022-02-07 13:00:00,6.0,0.0,30.0,98.0,1023.0,13.0,6.3,0.362069
2022-02-07 14:00:00,6.3,0.0,30.0,98.0,1023.0,13.0,6.6,0.327586
2022-02-07 15:00:00,6.0,0.0,40.0,90.0,1024.0,14.8,7.5,0.310345
2022-02-07 16:00:00,6.1,0.0,20.0,87.0,1024.0,13.0,8.1,0.224138
2022-02-07 17:00:00,6.1,0.2,50.0,84.0,1023.0,11.2,8.7,0.12069
2022-02-07 18:00:00,6.5,0.2,320.0,83.0,1022.0,7.6,9.2,0.241379
2022-02-07 19:00:00,6.9,1.0,300.0,81.0,1022.0,9.4,10.0,0.206897
2022-02-07 20:00:00,8.5,1.1,320.0,95.0,1021.0,13.0,9.3,0.258621
2022-02-07 21:00:00,8.7,1.0,360.0,98.0,1021.0,9.4,9.0,0.275862
2022-02-07 22:00:00,8.3,1.3,270.0,98.0,1021.0,7.6,8.6,0.275862
2022-02-07 23:00:00,8.5,0.3,340.0,99.0,1022.0,9.4,8.6,0.275862
2022-02-08 00:00:00,7.8,1.0,330.0,95.0,1022.0,7.6,8.5,0.310345
2022-02-08 01:00:00,7.8,0.3,340.0,97.0,1023.0,9.4,8.4,0.310345
2022-02-08 02:00:00,7.3,0.3,340.0,95.0,1023.0,5.4,8.2,0.293103
2022-02-08 03:00:00,6.9,0.1,0.0,95.0,1022.0,0.0,8.0,0.293103
2022-02-08 04:00:00,6.8,0.0,140.0,97.0,1023.0,5.4,7.8,0.275862
2022-02-08 05:00:00,6.8,0.0,270.0,96.0,1023.0,9.4,7.6,0.258621
2022-02-08 06:00:00,6.9,0.0,260.0,96.0,1022.0,7.6,7.6,0.241379
2022-02-08 07:00:00,6.7,0.0,280.0,95.0,1021.0,7.6,7.5,0.224138
2022-02-08 08:00:00,6.4,0.0,260.0,94.0,1021.0,5.4,7.2,0.241379
2022-02-08 09:00:00,5.7,0.0,300.0,92.0,1021.0,9.4,6.7,0.206897
2022-02-08 10:00:00,5.2,0.0,300.0,91.0,1022.0,9.4,6.5,0.224138
2022-02-08 11:00:00,6.6,0.0,320.0,97.0,1021.0,11.2,6.6,0.258621
2022-02-08 12:00:00,6.0,0.0,360.0,97.0,1022.0,11.2,6.4,0.310345
2022-02-08 13:00:00,5.2,0.0,10.0,95.0,1023.0,5.4,5.9,0.37931
2022-02-08 14:00:00,5.2,0.0,10.0,91.0,1024.0,5.4,6.6,0.344828
2022-02-08 15:00:00,4.3,0.0,350.0,82.0,1024.0,7.6,7.2,0.293103
2022-02-08 16:00:00,3.9,0.0,360.0,75.0,1024.0,11.2,8.1,0.258621
2022-02-08 17:00:00,2.8,0.0,350.0,64.0,1023.0,13.0,9.3,0.189655
2022-02-08 18:00:00,1.1,0.0,350.0,52.0,1022.0,9.4,10.6,0.051724
2022-02-08 19:00:00,0.5,0.0,10.0,47.0,1021.0,9.4,11.4,0.034483
2022-02-08 20:00:00,-0.4,0.0,360.0,43.0,1021.0,14.8,11.8,0.086207
2022-02-08 21:00:00,-1.1,0.0,360.0,41.0,1021.0,11.2,11.7,0.034483
2022-02-08 22:00:00,-0.2,0.0,350.0,44.0,1021.0,7.6,11.6,0.034483
2022-02-08 23:00:00,0.0,0.0,20.0,45.0,1022.0,7.6,11.5,0.12069
2022-02-09 00:00:00,1.0,0.0,0.0,59.0,1022.0,0.0,8.6,0.275862
2022-02-09 01:00:00,2.8,0.0,0.0,83.0,1022.0,0.0,5.5,0.310345
2022-02-09 02:00:00,3.2,0.0,0.0,94.0,1022.0,0.0,4.1,0.310345
2022-02-09 03:00:00,2.7,0.0,0.0,97.0,1022.0,0.0,3.1,0.327586
2022-02-09 04:00:00,1.3,0.0,160.0,99.0,1021.0,5.4,1.4,0.310345
2022-02-09 05:00:00,1.4,0.0,0.0,100.0,1021.0,0.0,1.4,0.293103
2022-02-09 06:00:00,-0.6,0.0,0.0,74.0,1021.0,0.0,1.9,0.310345
2022-02-09 07:00:00,-0.8,0.0,0.0,80.0,1021.0,0.0,0.9,0.310345
2022-02-09 08:00:00,-0.8,0.0,0.0,81.0,1021.0,0.0,1.1,0.327586
2022-02-09 09:00:00,-1.1,0.0,290.0,82.0,1020.0,5.4,0.7,0.310345
2022-02-09 10:00:00,-1.3,0.0,130.0,85.0,1021.0,5.4,-0.8,0.344828
2022-02-09 11:00:00,-1.9,0.0,0.0,90.0,1021.0,0.0,-0.4,0.37931
2022-02-09 12:00:00,-1.8,0.0,0.0,90.0,1022.0,0.0,-1.0,0.465517
2022-02-09 13:00:00,-1.1,0.0,0.0,92.0,1022.0,0.0,-0.5,0.517241
2022-02-09 14:00:00,4.4,0.0,270.0,96.0,1022.0,5.4,3.4,0.362069
2022-02-09 15:00:00,3.2,0.0,310.0,78.0,1022.0,7.6,6.8,0.103448
2022-02-09 16:00:00,3.5,0.0,0.0,59.0,1022.0,0.0,11.2,-0.051724
2022-02-09 17:00:00,0.1,0.0,330.0,39.0,1021.0,5.4,13.8,-0.155172
2022-02-09 18:00:00,-2.6,0.0,330.0,29.0,1019.0,9.4,15.4,-0.241379
2022-02-09 19:00:00,-0.9,0.0,290.0,31.0,1019.0,14.8,16.3,-0.206897
2022-02-09 20:00:00,-1.3,0.0,280.0,29.0,1019.0,11.2,16.8,-0.206897
2022-02-09 21:00:00,-1.6,0.0,260.0,29.0,1018.0,9.4,16.5,-0.137931
2022-02-09 22:00:00,-1.7,0.0,270.0,29.0,1018.0,9.4,16.4,-0.051724
2022-02-09 23:00:00,-0.6,0.0,280.0,34.0,1018.0,5.4,15.2,0.103448
2022-02-10 00:00:00,3.0,0.0,220.0,59.0,1019.0,5.4,10.7,0.224138
2022-02-10 01:00:00,3.6,0.0,200.0,73.0,1019.0,7.6,8.2,0.258621
2022-02-10 02:00:00,2.8,0.0,220.0,75.0,1020.0,5.4,6.9,0.258621
2022-02-10 03:00:00,2.6,0.0,220.0,78.0,1020.0,5.4,6.2,0.293103
2022-02-10 04:00:00,3.1,0.0,240.0,73.0,1020.0,11.2,7.6,0.293103
2022-02-10 05:00:00,2.8,0.0,230.0,78.0,1020.0,9.4,6.4,0.293103
2022-02-10 06:00:00,2.7,0.0,0.0,81.0,1020.0,0.0,5.7,0.275862
2022-02-10 07:00:00,2.4,0.0,200.0,95.0,1020.0,5.4,3.1,0.293103
2022-02-10 08:00:00,2.4,0.0,210.0,99.0,1020.0,7.6,2.5,0.293103
2022-02-10 09:00:00,1.3,0.0,170.0,100.0,1020.0,5.4,1.3,0.275862
2022-02-10 10:00:00,1.0,0.0,0.0,100.0,1020.0,0.0,1.3,0.310345
2022-02-10 11:00:00,0.9,0.0,0.0,99.0,1021.0,0.0,1.5,0.344828
2022-02-10 12:00:00,0.0,0.0,0.0,90.0,1021.0,0.0,0.6,0.413793
2022-02-10 13:00:00,3.9,0.0,0.0,99.0,1022.0,0.0,0.7,0.465517
2022-02-10 14:00:00,4.6,0.0,190.0,87.0,1022.0,5.4,6.6,0.327586
2022-02-10 15:00:00,3.2,0.0,0.0,60.0,1023.0,0.0,10.6,0.103448
2022-02-10 16:00:00,3.2,0.0,300.0,48.0,1022.0,9.4,14.0,-0.051724
2022-02-10 17:00:00,3.9,0.0,280.0,43.0,1021.0,13.0,16.5,-0.172414
2022-02-10 18:00:00,1.5,0.0,260.0,32.0,1020.0,7.6,18.5,-0.206897
2022-02-10 19:00:00,0.2,0.0,350.0,28.0,1020.0,9.4,19.2,-0.241379
2022-02-10 20:00:00,0.3,0.0,260.0,28.0,1019.0,9.4,19.3,-0.224138
2022-02-10 21:00:00,-0.7,0.0,330.0,26.0,1019.0,11.2,19.3,-0.137931
2022-02-10 22:00:00,-0.9,0.0,210.0,26.0,1019.0,7.6,19.1,-0.051724
2022-02-10 23:00:00,0.1,0.0,220.0,30.0,1019.0,5.4,17.9,0.086207
2022-02-11 00:00:00,1.4,0.0,180.0,44.0,1019.0,7.6,13.4,0.206897
2022-02-11 01:00:00,2.8,0.0,200.0,61.0,1019.0,5.4,10.0,0.241379
2022-02-11 02:00:00,2.6,0.0,170.0,67.0,1019.0,5.4,8.4,0.241379
2022-02-11 03:00:00,2.9,0.0,210.0,60.0,1020.0,16.6,10.3,0.241379
2022-02-11 04:00:00,2.8,0.0,220.0,65.0,1020.0,11.2,9.0,0.206897
2022-02-11 05:00:00,2.8,0.0,220.0,68.0,1020.0,11.2,8.4,0.206897
2022-02-11 06:00:00,3.2,0.0,220.0,71.0,1020.0,9.4,8.1,0.189655
2022-02-11 07:00:00,3.2,0.0,0.0,85.0,1019.0,0.0,5.5,0.189655
2022-02-11 08:00:00,3.5,0.0,0.0,91.0,1019.0,0.0,4.8,0.206897
2022-02-11 09:00:00,3.7,0.0,0.0,95.0,1019.0,0.0,4.4,0.206897
2022-02-11 10:00:00,2.8,0.0,0.0,100.0,1019.0,0.0,2.8,0.224138
2022-02-11 11:00:00,3.4,0.0,0.0,99.0,1019.0,0.0,3.5,0.275862
2022-02-11 12:00:00,3.8,0.0,0.0,85.0,1020.0,0.0,2.1,0.327586
2022-02-11 13:00:00,6.8,0.0,120.0,92.0,1020.0,5.4,2.6,0.37931
2022-02-11 14:00:00,7.2,0.0,0.0,92.0,1021.0,0.0,8.4,0.293103
2022-02-11 15:00:00,5.3,0.0,80.0,59.0,1021.0,5.4,13.1,0.103448
2022-02-11 16:00:00,5.1,0.0,40.0,48.0,1021.0,5.4,16.1,-0.086207
2022-02-11 17:00:00,3.0,0.0,170.0,36.0,1019.0,9.4,18.3,-0.068966
2022-02-11 18:00:00,2.5,0.0,190.0,34.0,1019.0,9.4,18.7,-0.189655
2022-02-11 19:00:00,1.5,0.0,200.0,30.0,1018.0,14.8,19.6,-0.275862
2022-02-11 20:00:00,1.9,0.0,190.0,31.0,1018.0,9.4,19.5,-0.241379
2022-02-11 21:00:00,2.2,0.0,220.0,32.0,1018.0,11.2,19.3,-0.086207
2022-02-11 22:00:00,1.7,0.0,200.0,32.0,1018.0,9.4,18.7,0.034483
2022-02-11 23:00:00,3.1,0.0,200.0,38.0,1018.0,7.6,17.6,0.137931
2022-02-12 00:00:00,3.9,0.0,190.0,44.0,1018.0,7.6,16.2,0.172414
2022-02-12 01:00:00,4.6,0.0,0.0,49.0,1018.0,0.0,15.2,0.189655
2022-02-12 02:00:00,5.3,0.0,170.0,58.0,1019.0,9.4,13.4,0.206897
2022-02-12 03:00:00,5.6,0.0,0.0,60.0,1019.0,0.0,13.2,0.206897
2022-02-12 04:00:00,6.2,0.0,200.0,70.0,1019.0,7.6,11.5,0.189655
2022-02-12 05:00:00,7.3,0.0,300.0,77.0,1019.0,5.4,11.2,0.172414
2022-02-12 06:00:00,7.0,0.0,300.0,83.0,1019.0,5.4,9.8,0.172414
2022-02-12 07:00:00,7.4,0.0,0.0,89.0,1019.0,0.0,9.1,0.155172
2022-02-12 08:00:00,7.6,0.0,0.0,89.0,1019.0,0.0,9.3,0.172414
2022-02-12 09:00:00,8.0,0.0,0.0,86.0,1019.0,0.0,10.2,0.172414
2022-02-12 10:00:00,8.4,0.0,110.0,97.0,1019.0,5.4,8.9,0.172414
2022-02-12 11:00:00,7.7,0.0,110.0,90.0,1020.0,7.6,9.3,0.172414
2022-02-12 12:00:00,7.0,0.0,110.0,92.0,1021.0,5.4,8.2,0.189655
2022-02-12 13:00:00,7.4,0.0,0.0,88.0,1021.0,0.0,9.3,0.206897
