DT,dwpt,prcp,pres,rhum,wdir,temp,Donalsonville,wspd
2022-03-19 13:00:00,18.0,0.3,1018.0,96.0,200.0,19.0,0.189655,13.0
2022-03-19 14:00:00,18.3,3.0,1018.0,97.0,200.0,19.7,0.172414,13.0
2022-03-19 15:00:00,15.5,9.4,1019.0,91.0,240.0,20.0,0.172414,11.2
2022-03-19 16:00:00,15.9,0.3,1019.0,94.0,310.0,16.9,0.103448,20.5
2022-03-19 17:00:00,17.2,2.3,1019.0,99.0,280.0,17.4,0.12069,13.0
2022-03-19 18:00:00,17.1,1.8,1018.0,97.0,280.0,17.6,0.017241,7.6
2022-03-19 19:00:00,17.3,1.8,1018.0,87.0,270.0,19.5,-0.086207,11.2
2022-03-19 20:00:00,15.8,2.9,1018.0,77.0,250.0,20.0,-0.12069,13.0
2022-03-19 21:00:00,15.9,0.0,1017.0,78.0,240.0,19.8,-0.086207,11.2
2022-03-19 22:00:00,17.9,1.3,1017.0,91.0,220.0,19.4,-0.12069,9.4
2022-03-19 23:00:00,16.8,0.0,1018.0,89.0,220.0,18.7,0.017241,14.8
2022-03-20 00:00:00,16.9,0.0,1018.0,93.0,250.0,18.0,0.103448,11.2
2022-03-20 01:00:00,16.8,0.1,1019.0,98.0,290.0,17.1,0.137931,7.6
2022-03-20 02:00:00,11.1,0.0,1019.0,68.0,320.0,17.1,0.155172,11.2
2022-03-20 03:00:00,11.0,0.0,1021.0,81.0,190.0,14.2,0.155172,5.4
2022-03-20 04:00:00,10.3,0.0,1021.0,82.0,300.0,13.3,0.155172,13.0
2022-03-20 05:00:00,8.8,0.0,1021.0,73.0,310.0,13.5,0.137931,13.0
2022-03-20 06:00:00,8.0,0.0,1022.0,72.0,320.0,12.9,0.12069,14.8
2022-03-20 07:00:00,7.5,0.0,1022.0,73.0,330.0,12.2,0.12069,14.8
2022-03-20 08:00:00,7.2,0.0,1022.0,75.0,340.0,11.5,0.12069,14.8
2022-03-20 09:00:00,6.9,0.0,1022.0,77.0,360.0,10.8,0.12069,9.4
2022-03-20 10:00:00,6.9,0.0,1023.0,83.0,360.0,9.6,0.12069,7.6
2022-03-20 11:00:00,6.8,0.0,1023.0,90.0,350.0,8.3,0.12069,11.2
2022-03-20 12:00:00,6.3,0.0,1025.0,86.0,360.0,8.5,0.137931,7.6
2022-03-20 13:00:00,6.7,0.0,1026.0,77.0,10.0,10.6,0.172414,9.4
2022-03-20 14:00:00,5.0,0.0,1026.0,58.0,50.0,13.1,0.12069,11.2
2022-03-20 15:00:00,3.0,0.0,1026.0,44.0,30.0,15.2,-0.051724,16.6
2022-03-20 16:00:00,1.0,0.0,1026.0,33.0,20.0,17.4,-0.206897,16.6
2022-03-20 17:00:00,1.4,0.0,1025.0,30.0,20.0,19.4,-0.310345,22.3
2022-03-20 18:00:00,2.1,0.0,1024.0,29.0,350.0,20.8,-0.37931,20.5
2022-03-20 19:00:00,0.9,0.0,1023.0,25.0,360.0,21.8,-0.396552,18.4
2022-03-20 20:00:00,1.6,0.0,1022.0,25.0,360.0,22.6,-0.396552,18.4
2022-03-20 21:00:00,1.3,0.0,1022.0,25.0,10.0,22.3,-0.344828,18.4
2022-03-20 22:00:00,2.6,0.0,1022.0,27.0,20.0,22.5,-0.275862,14.8
2022-03-20 23:00:00,2.4,0.0,1022.0,28.0,40.0,21.7,-0.137931,11.2
2022-03-21 00:00:00,4.0,0.0,1023.0,38.0,0.0,18.6,0.017241,0.0
2022-03-21 01:00:00,8.9,0.0,1023.0,68.0,230.0,14.7,0.137931,5.4
2022-03-21 02:00:00,6.1,0.0,1024.0,56.0,0.0,14.8,0.189655,0.0
2022-03-21 03:00:00,7.5,0.0,1024.0,75.0,0.0,11.8,0.189655,0.0
2022-03-21 04:00:00,6.9,0.0,1024.0,75.0,0.0,11.2,0.172414,0.0
2022-03-21 05:00:00,8.0,0.0,1024.0,90.0,0.0,9.6,0.155172,0.0
2022-03-21 06:00:00,8.5,0.0,1024.0,96.0,80.0,9.1,0.137931,7.6
2022-03-21 07:00:00,4.9,0.0,1024.0,69.0,80.0,8.7,0.12069,5.4
2022-03-21 08:00:00,4.8,0.0,1023.0,73.0,110.0,8.0,0.12069,5.4
2022-03-21 09:00:00,4.2,0.0,1024.0,74.0,80.0,8.1,0.12069,7.6
2022-03-21 10:00:00,3.0,0.0,1024.0,71.0,60.0,7.3,0.137931,5.4
2022-03-21 11:00:00,6.0,0.0,1025.0,100.0,0.0,7.1,0.172414,0.0
2022-03-21 12:00:00,6.0,0.0,1025.0,97.0,0.0,6.4,0.224138,0.0
2022-03-21 13:00:00,8.1,0.0,1025.0,83.0,70.0,10.9,0.275862,7.6
2022-03-21 14:00:00,6.6,0.0,1026.0,58.0,90.0,14.8,0.224138,16.6
2022-03-21 15:00:00,5.1,0.0,1026.0,42.0,90.0,18.2,0.051724,13.0
2022-03-21 16:00:00,1.5,0.0,1025.0,26.0,90.0,21.9,-0.103448,22.3
2022-03-21 17:00:00,0.9,0.0,1024.0,23.0,110.0,23.2,-0.206897,16.6
2022-03-21 18:00:00,1.2,0.0,1024.0,23.0,130.0,23.5,-0.275862,7.6
2022-03-21 19:00:00,0.0,0.0,1022.0,20.0,150.0,24.4,-0.275862,13.0
2022-03-21 20:00:00,1.1,0.0,1022.0,21.0,110.0,24.9,-0.293103,13.0
2022-03-21 21:00:00,1.6,0.0,1021.0,21.0,90.0,25.5,-0.224138,14.8
2022-03-21 22:00:00,0.2,0.0,1020.0,20.0,120.0,24.7,-0.155172,14.8
2022-03-21 23:00:00,2.5,0.0,1020.0,25.0,120.0,23.7,-0.068966,11.2
2022-03-22 00:00:00,4.3,0.0,1020.0,37.0,120.0,19.4,0.068966,9.4
2022-03-22 01:00:00,8.3,0.0,1020.0,60.0,110.0,16.1,0.172414,7.6
2022-03-22 02:00:00,6.1,0.0,1021.0,53.0,80.0,15.7,0.206897,9.4
2022-03-22 03:00:00,6.6,0.0,1021.0,62.0,180.0,13.8,0.224138,9.4
2022-03-22 04:00:00,7.2,0.0,1020.0,65.0,130.0,13.7,0.189655,13.0
2022-03-22 05:00:00,9.0,0.0,1020.0,67.0,130.0,15.1,0.172414,16.6
2022-03-22 06:00:00,10.3,0.0,1019.0,70.0,130.0,15.8,0.172414,16.6
2022-03-22 07:00:00,11.0,0.0,1019.0,71.0,130.0,16.3,0.155172,20.5
2022-03-22 08:00:00,11.3,0.0,1019.0,73.0,140.0,16.1,0.155172,20.5
2022-03-22 09:00:00,11.5,0.0,1019.0,79.0,140.0,15.1,0.12069,16.6
2022-03-22 10:00:00,11.2,0.0,1019.0,85.0,120.0,13.7,0.12069,11.2
2022-03-22 11:00:00,11.3,0.0,1020.0,89.0,120.0,13.1,0.155172,9.4
2022-03-22 12:00:00,11.5,0.0,1020.0,94.0,120.0,12.4,0.206897,9.4
2022-03-22 13:00:00,12.2,0.0,1019.0,79.0,130.0,15.8,0.258621,16.6
2022-03-22 14:00:00,13.0,0.0,1019.0,67.0,150.0,19.3,0.172414,18.4
2022-03-22 15:00:00,13.1,0.0,1019.0,59.0,170.0,21.4,0.068966,27.7
2022-03-22 16:00:00,11.9,0.0,1018.0,47.0,170.0,23.9,-0.051724,27.7
2022-03-22 17:00:00,12.9,0.0,1018.0,47.0,150.0,25.0,-0.137931,27.7
2022-03-22 18:00:00,12.6,0.0,1016.0,45.0,140.0,25.4,-0.258621,31.7
2022-03-22 19:00:00,12.8,0.0,1016.0,45.0,160.0,25.6,-0.206897,24.1
2022-03-22 20:00:00,12.5,0.0,1014.0,43.0,160.0,26.0,-0.155172,25.9
2022-03-22 21:00:00,12.6,0.0,1014.0,45.0,160.0,25.4,-0.189655,27.7
2022-03-22 22:00:00,13.6,0.0,1014.0,48.0,170.0,25.4,-0.103448,27.7
2022-03-22 23:00:00,14.9,0.0,1014.0,57.0,160.0,23.9,0.034483,20.5
2022-03-23 00:00:00,16.4,0.1,1015.0,66.0,170.0,23.1,0.155172,16.6
2022-03-23 01:00:00,16.4,0.0,1014.0,68.0,160.0,22.6,0.206897,13.0
2022-03-23 02:00:00,16.1,1.0,1014.0,69.0,160.0,22.0,0.224138,14.8
2022-03-23 03:00:00,15.7,0.0,1014.0,68.0,170.0,21.9,0.224138,20.5
2022-03-23 04:00:00,17.4,0.0,1013.0,75.0,170.0,22.0,0.206897,22.3
2022-03-23 05:00:00,18.3,0.0,1012.0,81.0,170.0,21.7,0.189655,20.5
2022-03-23 06:00:00,19.2,0.0,1011.0,86.0,170.0,21.6,0.172414,18.4
2022-03-23 07:00:00,19.7,0.2,1011.0,86.0,170.0,22.2,0.155172,18.4
2022-03-23 08:00:00,20.0,0.1,1010.0,86.0,180.0,22.5,0.155172,20.5
2022-03-23 09:00:00,19.9,0.2,1011.0,84.0,170.0,22.7,0.12069,25.9
2022-03-23 10:00:00,20.6,1.3,1011.0,98.0,170.0,20.9,0.137931,24.1
2022-03-23 11:00:00,20.8,2.5,1010.0,99.0,170.0,20.7,0.172414,27.7
2022-03-23 12:00:00,20.5,0.5,1010.0,97.0,170.0,20.9,0.206897,18.4
2022-03-23 13:00:00,20.7,0.8,1011.0,97.0,200.0,21.2,0.258621,20.5
2022-03-23 14:00:00,20.4,0.8,1011.0,96.0,200.0,21.1,0.275862,27.7
2022-03-23 15:00:00,20.8,11.3,1011.0,94.0,180.0,21.8,0.258621,27.7
2022-03-23 16:00:00,20.9,4.3,1011.0,89.0,190.0,22.8,0.275862,27.7
2022-03-23 17:00:00,20.6,0.2,1012.0,84.0,190.0,23.5,0.172414,29.5
2022-03-23 18:00:00,20.3,0.0,1011.0,87.0,210.0,22.6,0.103448,35.3
2022-03-23 19:00:00,20.2,0.0,1011.0,83.0,210.0,23.3,0.189655,22.3
2022-03-23 20:00:00,20.1,0.0,1011.0,82.0,210.0,23.3,0.137931,16.6
2022-03-23 21:00:00,19.8,0.0,1011.0,80.0,210.0,23.4,0.172414,14.8
2022-03-23 22:00:00,19.6,0.0,1011.0,82.0,220.0,22.8,0.189655,13.0
2022-03-23 23:00:00,18.6,0.0,1011.0,81.0,230.0,22.0,0.155172,16.6
2022-03-24 00:00:00,18.5,0.0,1012.0,87.0,240.0,20.7,0.172414,7.6
2022-03-24 01:00:00,17.4,0.0,1013.0,85.0,240.0,20.0,0.189655,9.4
2022-03-24 02:00:00,17.1,0.0,1013.0,86.0,240.0,19.5,0.206897,7.6
2022-03-24 03:00:00,17.4,0.0,1014.0,90.0,240.0,19.1,0.206897,9.4
2022-03-24 04:00:00,16.8,0.0,1014.0,89.0,250.0,18.6,0.189655,14.8
2022-03-24 05:00:00,16.3,0.0,1015.0,92.0,270.0,17.6,0.172414,14.8
2022-03-24 06:00:00,14.2,0.0,1014.0,84.0,230.0,16.9,0.155172,13.0
2022-03-24 07:00:00,13.4,0.0,1014.0,84.0,210.0,16.1,0.155172,9.4
2022-03-24 08:00:00,13.5,0.0,1013.0,87.0,230.0,15.7,0.137931,11.2
2022-03-24 09:00:00,13.8,0.0,1013.0,89.0,220.0,15.6,0.12069,11.2
2022-03-24 10:00:00,13.9,0.0,1014.0,91.0,250.0,15.4,0.12069,9.4
2022-03-24 11:00:00,14.2,0.0,1014.0,96.0,230.0,14.8,0.155172,5.4
2022-03-24 12:00:00,13.9,0.0,1014.0,97.0,0.0,14.4,0.206897,0.0
2022-03-24 13:00:00,14.6,0.0,1015.0,99.0,260.0,14.8,0.258621,5.4
2022-03-24 14:00:00,13.3,0.0,1016.0,85.0,360.0,15.8,0.241379,13.0
2022-03-24 15:00:00,11.7,0.0,1016.0,74.0,340.0,16.3,0.189655,14.8
2022-03-24 16:00:00,9.7,0.0,1016.0,64.0,360.0,16.5,0.172414,18.4
2022-03-24 17:00:00,7.1,0.0,1016.0,50.0,350.0,17.6,0.103448,16.6
2022-03-24 18:00:00,6.0,0.0,1015.0,44.0,330.0,18.5,-0.068966,13.0
2022-03-24 19:00:00,5.8,0.1,1014.0,42.0,290.0,19.0,0.0,18.4
2022-03-24 20:00:00,5.9,0.3,1013.0,41.0,300.0,19.5,-0.12069,22.3
2022-03-24 21:00:00,5.2,0.3,1014.0,43.0,310.0,18.0,-0.051724,18.4
2022-03-24 22:00:00,7.1,0.7,1014.0,56.0,280.0,15.9,0.172414,13.0
2022-03-24 23:00:00,7.5,0.2,1014.0,58.0,210.0,15.7,0.155172,7.6
2022-03-25 00:00:00,7.5,0.0,1014.0,60.0,220.0,15.2,0.137931,9.4
2022-03-25 01:00:00,7.6,0.0,1015.0,66.0,200.0,13.8,0.155172,7.6
2022-03-25 02:00:00,7.7,0.0,1015.0,66.0,200.0,14.0,0.206897,14.8
2022-03-25 03:00:00,7.5,0.0,1015.0,70.0,240.0,12.8,0.206897,7.6
2022-03-25 04:00:00,6.4,0.0,1015.0,67.0,230.0,12.4,0.206897,13.0
2022-03-25 05:00:00,7.2,0.0,1015.0,71.0,240.0,12.3,0.155172,13.0
2022-03-25 06:00:00,7.6,0.0,1015.0,79.0,230.0,11.1,0.137931,9.4
2022-03-25 07:00:00,7.6,0.0,1015.0,80.0,220.0,10.9,0.137931,11.2
2022-03-25 08:00:00,7.9,0.0,1014.0,80.0,230.0,11.2,0.12069,11.2
2022-03-25 09:00:00,8.1,0.0,1014.0,81.0,220.0,11.2,0.12069,11.2
2022-03-25 10:00:00,8.3,0.0,1015.0,87.0,220.0,10.4,0.137931,9.4
2022-03-25 11:00:00,8.5,0.0,1015.0,91.0,320.0,9.9,0.172414,5.4
2022-03-25 12:00:00,8.4,0.0,1016.0,97.0,220.0,8.9,0.224138,5.4
2022-03-25 13:00:00,10.1,0.0,1016.0,81.0,230.0,13.3,0.258621,11.2
2022-03-25 14:00:00,10.6,0.0,1017.0,69.0,260.0,16.3,0.206897,18.4
2022-03-25 15:00:00,10.1,0.0,1016.0,61.0,280.0,17.7,0.051724,27.7
2022-03-25 16:00:00,6.7,0.0,1016.0,44.0,310.0,19.2,-0.086207,20.5
2022-03-25 17:00:00,4.4,0.0,1015.0,34.0,290.0,20.8,-0.224138,27.7
2022-03-25 18:00:00,3.7,0.0,1015.0,31.0,300.0,21.5,-0.327586,33.5
2022-03-25 19:00:00,3.0,0.0,1014.0,29.0,300.0,21.8,-0.362069,27.7
2022-03-25 20:00:00,2.7,0.0,1014.0,29.0,280.0,21.5,-0.362069,37.1
2022-03-25 21:00:00,3.6,0.0,1014.0,30.0,310.0,22.0,-0.327586,27.7
2022-03-25 22:00:00,3.1,0.0,1014.0,30.0,300.0,21.4,-0.258621,24.1
2022-03-25 23:00:00,3.1,0.0,1015.0,32.0,300.0,20.4,-0.137931,22.3
2022-03-26 00:00:00,4.3,0.0,1015.0,42.0,300.0,17.3,0.017241,14.8
2022-03-26 01:00:00,5.5,0.0,1016.0,53.0,260.0,15.0,0.137931,9.4
2022-03-26 02:00:00,6.5,0.0,1016.0,63.0,240.0,13.4,0.172414,9.4
2022-03-26 03:00:00,6.7,0.0,1016.0,67.0,260.0,12.7,0.172414,7.6
2022-03-26 04:00:00,8.0,0.0,1016.0,78.0,250.0,11.7,0.172414,5.4
2022-03-26 05:00:00,6.4,0.0,1016.0,68.0,250.0,12.1,0.155172,13.0
2022-03-26 06:00:00,6.2,0.0,1017.0,70.0,250.0,11.5,0.155172,13.0
2022-03-26 07:00:00,6.1,0.0,1016.0,78.0,290.0,9.8,0.137931,13.0
2022-03-26 08:00:00,6.3,0.0,1016.0,79.0,290.0,9.8,0.137931,11.2
2022-03-26 09:00:00,5.9,0.0,1017.0,76.0,270.0,9.9,0.137931,9.4
2022-03-26 10:00:00,6.2,0.0,1017.0,81.0,260.0,9.3,0.137931,9.4
2022-03-26 11:00:00,6.1,0.0,1018.0,85.0,290.0,8.5,0.137931,11.2
2022-03-26 12:00:00,6.1,0.0,1018.0,84.0,250.0,8.7,0.155172,9.4
2022-03-26 13:00:00,6.9,0.0,1019.0,75.0,260.0,11.2,0.172414,9.4
2022-03-26 14:00:00,8.2,0.0,1019.0,66.0,300.0,14.5,0.12069,14.8
2022-03-26 15:00:00,6.4,0.0,1019.0,50.0,320.0,16.9,-0.017241,18.4
2022-03-26 16:00:00,4.5,0.0,1018.0,38.0,300.0,19.2,-0.172414,20.5
2022-03-26 17:00:00,4.4,0.0,1018.0,35.0,290.0,20.4,-0.293103,31.7
2022-03-26 18:00:00,4.4,0.0,1016.0,31.0,290.0,22.4,-0.37931,38.9
2022-03-26 19:00:00,5.0,0.0,1016.0,32.0,290.0,22.5,-0.396552,25.9
2022-03-26 20:00:00,3.2,0.0,1015.0,27.0,300.0,23.3,-0.396552,31.7
2022-03-26 21:00:00,3.1,0.0,1015.0,27.0,280.0,23.1,-0.362069,35.3
2022-03-26 22:00:00,2.7,0.0,1015.0,27.0,300.0,22.7,-0.275862,31.7
2022-03-26 23:00:00,2.0,0.0,1015.0,28.0,290.0,21.2,-0.137931,24.1
2022-03-27 00:00:00,1.2,0.0,1016.0,34.0,280.0,17.2,0.0,14.8
2022-03-27 01:00:00,1.5,0.0,1017.0,38.0,280.0,15.8,0.12069,16.6
2022-03-27 02:00:00,1.0,0.0,1017.0,42.0,280.0,13.7,0.172414,14.8
2022-03-27 03:00:00,1.2,0.0,1017.0,46.0,270.0,12.5,0.172414,9.4
2022-03-27 04:00:00,2.3,0.0,1017.0,49.0,270.0,12.8,0.155172,11.2
2022-03-27 05:00:00,3.9,0.0,1017.0,63.0,270.0,10.7,0.137931,9.4
2022-03-27 06:00:00,2.9,0.0,1017.0,59.0,260.0,10.6,0.137931,7.6
2022-03-27 07:00:00,2.3,0.0,1017.0,54.0,340.0,11.3,0.12069,7.6
2022-03-27 08:00:00,3.3,0.0,1017.0,63.0,270.0,10.0,0.12069,11.2
2022-03-27 09:00:00,3.2,0.0,1018.0,70.0,300.0,8.4,0.12069,11.2
2022-03-27 10:00:00,3.2,0.0,1019.0,67.0,280.0,9.0,0.12069,11.2
2022-03-27 11:00:00,3.7,0.0,1019.0,74.0,270.0,8.1,0.137931,5.4
2022-03-27 12:00:00,4.4,0.0,1020.0,79.0,250.0,7.8,0.155172,7.6
2022-03-27 13:00:00,4.8,0.0,1020.0,65.0,0.0,11.1,0.155172,0.0
2022-03-27 14:00:00,1.9,0.0,1021.0,40.0,320.0,15.4,0.12069,7.6
2022-03-27 15:00:00,-0.6,0.0,1021.0,29.0,20.0,17.7,-0.034483,14.8
2022-03-27 16:00:00,0.3,0.0,1020.0,28.0,280.0,19.3,-0.189655,14.8
2022-03-27 17:00:00,1.4,0.0,1019.0,28.0,280.0,20.5,-0.293103,11.2
2022-03-27 18:00:00,2.1,0.0,1019.0,27.0,280.0,22.0,-0.344828,11.2
2022-03-27 19:00:00,2.2,0.0,1018.0,25.0,260.0,23.4,-0.362069,13.0
2022-03-27 20:00:00,2.2,0.0,1018.0,23.0,280.0,24.7,-0.362069,18.4
2022-03-27 21:00:00,3.2,0.0,1017.0,24.0,310.0,25.2,-0.310345,20.5
2022-03-27 22:00:00,4.8,0.0,1017.0,27.0,290.0,25.1,-0.224138,20.5
2022-03-27 23:00:00,5.4,0.0,1017.0,30.0,280.0,24.1,-0.103448,20.5
2022-03-28 00:00:00,7.1,0.0,1017.0,39.0,280.0,21.6,0.051724,5.4
2022-03-28 01:00:00,6.7,0.0,1018.0,43.0,230.0,19.6,0.155172,11.2
2022-03-28 02:00:00,7.5,0.0,1019.0,51.0,230.0,17.8,0.189655,9.4
2022-03-28 03:00:00,8.8,0.0,1019.0,65.0,280.0,15.3,0.189655,11.2
2022-03-28 04:00:00,9.0,0.0,1019.0,72.0,0.0,14.0,0.172414,0.0
2022-03-28 05:00:00,9.3,0.0,1019.0,71.0,230.0,14.5,0.155172,9.4
2022-03-28 06:00:00,10.5,0.0,1019.0,81.0,270.0,13.7,0.137931,5.4
2022-03-28 07:00:00,10.7,0.0,1019.0,89.0,0.0,12.5,0.12069,0.0
2022-03-28 08:00:00,10.7,0.0,1019.0,96.0,250.0,11.3,0.103448,5.4
2022-03-28 09:00:00,10.3,0.0,1019.0,94.0,0.0,11.2,0.103448,0.0
2022-03-28 10:00:00,9.6,0.0,1019.0,91.0,0.0,10.2,0.12069,0.0
2022-03-28 11:00:00,8.6,0.0,1020.0,94.0,80.0,8.9,0.155172,7.6
2022-03-28 12:00:00,11.6,0.0,1021.0,91.0,0.0,9.1,0.206897,0.0
2022-03-28 13:00:00,11.5,0.0,1021.0,91.0,190.0,12.9,0.241379,7.6
2022-03-28 14:00:00,5.3,0.0,1022.0,47.0,0.0,16.7,0.189655,0.0
2022-03-28 15:00:00,4.4,0.0,1021.0,39.0,40.0,18.6,0.051724,5.4
2022-03-28 16:00:00,9.3,0.0,1021.0,49.0,200.0,20.4,-0.086207,5.4
2022-03-28 17:00:00,12.6,0.0,1020.0,53.0,260.0,22.7,-0.172414,13.0
2022-03-28 18:00:00,14.3,0.0,1019.0,52.0,310.0,24.8,-0.241379,13.0
2022-03-28 19:00:00,12.6,0.0,1019.0,42.0,260.0,26.6,-0.241379,18.4
2022-03-28 20:00:00,11.1,0.0,1018.0,36.0,280.0,27.5,-0.241379,22.3
2022-03-28 21:00:00,9.6,0.0,1018.0,31.0,300.0,28.3,-0.206897,27.7
2022-03-28 22:00:00,8.7,0.0,1018.0,30.0,280.0,27.9,-0.137931,24.1
2022-03-28 23:00:00,8.0,0.0,1018.0,30.0,280.0,27.1,-0.051724,18.4
2022-03-29 00:00:00,8.6,0.0,1019.0,40.0,280.0,22.9,0.086207,13.0
2022-03-29 01:00:00,13.3,0.0,1019.0,55.0,230.0,22.8,0.206897,14.8
2022-03-29 02:00:00,13.7,0.0,1019.0,65.0,220.0,20.5,0.224138,18.4
2022-03-29 03:00:00,15.4,0.0,1020.0,81.0,220.0,18.7,0.224138,13.0
2022-03-29 04:00:00,16.1,0.0,1020.0,89.0,240.0,17.9,0.206897,13.0
2022-03-29 05:00:00,15.6,0.0,1021.0,94.0,280.0,16.6,0.172414,9.4
2022-03-29 06:00:00,14.9,0.0,1021.0,94.0,0.0,15.4,0.155172,0.0
2022-03-29 07:00:00,14.8,0.0,1020.0,95.0,220.0,14.7,0.155172,7.6
2022-03-29 08:00:00,14.5,0.0,1020.0,96.0,220.0,14.7,0.137931,7.6
2022-03-29 09:00:00,13.6,0.0,1020.0,98.0,270.0,16.8,0.12069,11.2
2022-03-29 10:00:00,14.2,0.0,1021.0,98.0,270.0,16.2,0.12069,5.4
2022-03-29 11:00:00,12.8,0.0,1021.0,99.0,230.0,14.9,0.155172,5.4
2022-03-29 12:00:00,16.4,0.0,1022.0,96.0,260.0,13.9,0.206897,7.6
2022-03-29 13:00:00,16.3,0.0,1023.0,96.0,260.0,16.9,0.241379,7.6
2022-03-29 14:00:00,15.5,0.0,1023.0,82.0,290.0,18.6,0.241379,13.0
2022-03-29 15:00:00,15.7,0.0,1023.0,80.0,310.0,19.2,0.189655,7.6
2022-03-29 16:00:00,15.5,0.0,1023.0,76.0,0.0,19.9,0.172414,0.0
2022-03-29 17:00:00,15.7,0.0,1022.0,74.0,10.0,20.5,0.034483,9.4
2022-03-29 18:00:00,15.4,0.0,1022.0,63.0,40.0,22.8,-0.137931,9.4
2022-03-29 19:00:00,13.4,0.0,1020.0,50.0,340.0,24.5,-0.206897,7.6
2022-03-29 20:00:00,10.3,0.0,1019.0,36.0,240.0,26.6,-0.206897,9.4
2022-03-29 21:00:00,9.4,0.0,1018.0,32.0,190.0,27.6,-0.137931,7.6
2022-03-29 22:00:00,10.5,0.0,1018.0,34.0,130.0,27.8,-0.068966,13.0
2022-03-29 23:00:00,7.7,0.0,1018.0,28.0,210.0,27.9,0.051724,11.2
2022-03-30 00:00:00,8.7,0.0,1018.0,38.0,0.0,23.9,0.103448,0.0
2022-03-30 01:00:00,10.2,0.0,1019.0,50.0,180.0,21.0,0.224138,11.2
2022-03-30 02:00:00,12.8,0.0,1019.0,58.0,190.0,21.4,0.241379,13.0
2022-03-30 03:00:00,12.6,0.0,1019.0,61.0,200.0,20.4,0.241379,11.2
2022-03-30 04:00:00,10.5,0.0,1018.0,60.0,200.0,18.4,0.206897,11.2
2022-03-30 05:00:00,10.0,0.0,1018.0,59.0,180.0,18.1,0.189655,5.4
2022-03-30 06:00:00,10.4,0.0,1018.0,67.0,160.0,16.5,0.172414,5.4
2022-03-30 07:00:00,11.0,0.0,1017.0,74.0,140.0,15.6,0.137931,7.6
2022-03-30 08:00:00,10.7,0.0,1017.0,77.0,150.0,14.7,0.137931,5.4
2022-03-30 09:00:00,12.6,0.0,1016.0,83.0,140.0,15.5,0.103448,16.6
2022-03-30 10:00:00,13.3,0.0,1016.0,84.0,140.0,16.0,0.103448,14.8
2022-03-30 11:00:00,13.6,0.0,1016.0,86.0,130.0,15.9,0.137931,11.2
2022-03-30 12:00:00,15.0,0.0,1016.0,86.0,150.0,17.4,0.189655,13.0
2022-03-30 13:00:00,15.7,0.0,1017.0,85.0,150.0,18.3,0.224138,16.6
2022-03-30 14:00:00,15.7,0.0,1017.0,76.0,160.0,20.1,0.224138,13.0
2022-03-30 15:00:00,16.0,0.0,1017.0,65.0,170.0,22.9,0.155172,31.7
2022-03-30 16:00:00,14.5,0.0,1016.0,53.0,170.0,24.7,0.103448,29.5
2022-03-30 17:00:00,12.5,0.0,1016.0,42.0,180.0,26.4,-0.068966,33.5
2022-03-30 18:00:00,10.3,0.0,1015.0,31.0,170.0,29.2,-0.017241,37.1
2022-03-30 19:00:00,10.6,0.0,1015.0,32.0,160.0,28.9,-0.137931,37.1
2022-03-30 20:00:00,14.9,0.0,1013.0,44.0,180.0,28.3,-0.224138,33.5
2022-03-30 21:00:00,14.3,0.0,1012.0,44.0,190.0,27.7,-0.172414,38.9
2022-03-30 22:00:00,15.7,0.0,1012.0,52.0,170.0,26.3,-0.12069,25.9
2022-03-30 23:00:00,16.4,0.0,1011.0,59.0,180.0,25.0,-0.017241,27.7
2022-03-31 00:00:00,17.0,0.0,1011.0,69.0,200.0,23.0,0.12069,24.0
2022-03-31 01:00:00,17.0,0.0,1011.0,71.0,190.0,22.5,0.189655,22.3
2022-03-31 02:00:00,17.0,0.0,1011.0,74.0,190.0,21.8,0.224138,14.8
2022-03-31 03:00:00,16.8,0.0,1011.0,74.0,170.0,21.6,0.224138,18.4
2022-03-31 04:00:00,16.2,0.0,1010.0,69.0,190.0,22.2,0.206897,22.3
2022-03-31 05:00:00,16.1,0.0,1010.0,69.0,170.0,22.0,0.189655,24.1
2022-03-31 06:00:00,15.9,0.0,1008.0,66.0,190.0,22.6,0.172414,31.7
2022-03-31 07:00:00,16.0,0.0,1009.0,66.0,180.0,22.7,0.172414,33.5
2022-03-31 08:00:00,16.6,0.0,1006.0,67.0,180.0,23.1,0.155172,33.5
2022-03-31 09:00:00,17.9,0.0,1006.0,74.0,180.0,22.8,0.137931,37.1
2022-03-31 10:00:00,20.3,1.0,1005.0,99.0,180.0,20.5,0.137931,29.5
2022-03-31 11:00:00,20.3,1.3,1006.0,99.0,160.0,20.5,0.155172,27.7
2022-03-31 12:00:00,19.1,16.3,1009.0,87.0,270.0,18.5,0.224138,16.6
2022-03-31 13:00:00,19.3,19.3,1009.0,95.0,290.0,17.7,0.258621,14.8
2022-03-31 14:00:00,15.7,8.9,1009.0,85.0,270.0,17.1,0.258621,7.6
2022-03-31 15:00:00,19.3,2.5,1010.0,96.0,180.0,18.1,0.258621,16.6
2022-03-31 16:00:00,19.1,0.0,1010.0,96.0,220.0,19.8,0.137931,14.8
2022-03-31 17:00:00,18.4,0.0,1009.0,78.0,220.0,22.4,-0.017241,14.8
2022-03-31 18:00:00,14.1,0.0,1009.0,53.0,220.0,24.3,-0.034483,22.3
2022-03-31 19:00:00,14.7,0.0,1008.0,52.0,250.0,25.3,-0.206897,14.8
