DT,dwpt,rhum,wdir,Amity,pres,temp,wspd,prcp
2022-02-19 05:00:00,4.4,85.0,300.0,0.480565,1025.9,6.7,5.4,0.0
2022-02-19 06:00:00,4.4,92.0,0.0,0.457411,1025.9,5.6,0.0,0.0
2022-02-19 07:00:00,1.8,97.0,0.0,0.43464,1025.6,2.2,0.0,0.0
2022-02-19 08:00:00,1.8,93.0,0.0,0.42456,1025.1,2.8,0.0,0.0
2022-02-19 09:00:00,1.0,92.0,0.0,0.420041,1024.5,2.2,0.0,0.0
2022-02-19 10:00:00,1.1,96.0,0.0,0.42179,1024.5,1.7,0.0,0.0
2022-02-19 11:00:00,-0.6,92.0,0.0,0.428746,1024.0,0.6,0.0,0.0
2022-02-19 12:00:00,-0.6,96.0,0.0,0.459351,1023.5,0.0,0.0,0.0
2022-02-19 13:00:00,0.0,96.0,0.0,0.495772,1023.2,0.6,0.0,0.0
2022-02-19 14:00:00,1.8,97.0,0.0,0.536576,1023.4,2.2,0.0,0.0
2022-02-19 15:00:00,1.8,93.0,70.0,0.598082,1023.5,2.8,5.4,0.0
2022-02-19 16:00:00,2.9,97.0,0.0,0.616395,1023.7,3.3,0.0,0.0
2022-02-19 17:00:00,3.3,96.0,310.0,0.623153,1025.0,3.9,5.4,0.0
2022-02-19 18:00:00,3.4,93.0,320.0,0.538717,1024.7,4.4,7.6,0.0
2022-02-19 19:00:00,3.9,89.0,150.0,0.474832,1024.2,5.6,5.4,0.0
2022-02-19 20:00:00,5.1,80.0,0.0,0.527047,1023.4,8.3,0.0,0.0
2022-02-19 21:00:00,5.1,77.0,220.0,0.514259,1023.1,8.9,13.0,0.0
2022-02-19 22:00:00,5.0,74.0,200.0,0.450848,1021.9,9.4,16.6,0.0
2022-02-19 23:00:00,5.6,71.0,210.0,0.478882,1021.6,10.6,16.6,0.0
2022-02-20 00:00:00,5.0,71.0,250.0,0.502875,1021.6,10.0,22.3,0.0
2022-02-20 01:00:00,5.0,71.0,240.0,0.525802,1020.9,10.0,18.4,0.0
2022-02-20 02:00:00,5.1,77.0,230.0,0.563569,1020.4,8.9,20.5,0.0
2022-02-20 03:00:00,5.6,80.0,200.0,0.548312,1020.2,8.9,11.2,0.0
2022-02-20 04:00:00,5.1,80.0,200.0,0.521799,1019.8,8.3,14.8,0.0
2022-02-20 05:00:00,5.6,86.0,220.0,0.484893,1019.3,7.8,14.8,0.0
2022-02-20 06:00:00,6.1,89.0,210.0,0.46038,1019.3,7.8,18.4,0.1
2022-02-20 07:00:00,6.1,93.0,210.0,0.423848,1018.9,7.2,16.6,0.1
2022-02-20 08:00:00,5.7,90.0,230.0,0.396566,1018.0,7.2,20.5,0.0
2022-02-20 09:00:00,5.7,90.0,230.0,0.397188,1017.8,7.2,18.4,0.0
2022-02-20 10:00:00,5.0,86.0,230.0,0.388261,1017.4,7.2,18.4,0.1
2022-02-20 11:00:00,4.4,85.0,230.0,0.391493,1016.7,6.7,20.5,0.6
2022-02-20 12:00:00,4.4,85.0,230.0,0.411329,1016.4,6.7,13.0,0.4
2022-02-20 13:00:00,3.9,89.0,230.0,0.444166,1016.3,5.6,14.8,0.0
2022-02-20 14:00:00,3.3,85.0,240.0,0.483598,1016.7,5.6,13.0,0.0
2022-02-20 15:00:00,1.8,86.0,240.0,0.543244,1016.7,3.9,11.2,0.0
2022-02-20 16:00:00,1.8,86.0,50.0,0.543773,1017.3,3.9,5.4,0.0
2022-02-20 17:00:00,2.7,79.0,230.0,0.521698,1018.0,6.1,9.4,0.0
2022-02-20 18:00:00,2.9,71.0,240.0,0.400204,1017.6,7.8,14.8,0.0
2022-02-20 19:00:00,3.3,73.0,220.0,0.380226,1017.5,7.8,16.6,0.0
2022-02-20 20:00:00,1.8,61.0,340.0,0.404228,1017.5,8.9,7.6,0.0
2022-02-20 21:00:00,1.8,59.0,250.0,0.33211,1016.9,9.4,14.8,0.0
2022-02-20 22:00:00,2.7,63.0,250.0,0.368285,1016.4,9.4,22.3,0.1
2022-02-20 23:00:00,2.3,61.0,260.0,0.424008,1016.3,9.4,18.4,0.1
2022-02-21 00:00:00,1.2,61.0,320.0,0.492063,1016.5,8.3,11.2,0.0
2022-02-21 01:00:00,1.2,61.0,280.0,0.571459,1016.8,8.3,13.0,0.0
2022-02-21 02:00:00,1.7,76.0,250.0,0.611093,1016.8,5.6,9.4,0.0
2022-02-21 03:00:00,1.8,83.0,220.0,0.592271,1017.1,4.4,11.2,0.0
2022-02-21 04:00:00,1.8,86.0,200.0,0.58677,1016.9,3.9,13.0,0.0
2022-02-21 05:00:00,1.7,79.0,230.0,0.544752,1017.0,5.0,16.6,0.0
2022-02-21 06:00:00,1.8,83.0,240.0,0.495136,1017.2,4.4,14.8,0.0
2022-02-21 07:00:00,1.2,86.0,240.0,0.478212,1016.7,3.3,11.2,0.0
2022-02-21 08:00:00,1.2,86.0,220.0,0.456592,1016.4,3.3,14.8,0.0
2022-02-21 09:00:00,1.1,82.0,220.0,0.441511,1016.2,3.9,18.4,0.0
2022-02-21 10:00:00,1.1,82.0,220.0,0.439606,1015.6,3.9,16.6,0.0
2022-02-21 11:00:00,1.2,86.0,220.0,0.455679,1014.6,3.3,22.3,0.0
2022-02-21 12:00:00,1.2,89.0,230.0,0.493691,1013.8,2.8,14.8,0.0
2022-02-21 13:00:00,1.2,89.0,190.0,0.548097,1013.4,2.8,9.4,0.0
2022-02-21 14:00:00,1.2,89.0,200.0,0.610127,1013.0,2.8,14.8,0.0
2022-02-21 15:00:00,1.2,86.0,230.0,0.652583,1012.5,3.3,16.6,0.0
2022-02-21 16:00:00,1.7,89.0,240.0,0.659981,1012.6,3.3,9.4,0.8
2022-02-21 17:00:00,1.7,89.0,240.0,0.610823,1012.4,3.3,13.0,0.0
2022-02-21 18:00:00,2.3,86.0,230.0,0.58768,1012.2,4.4,13.0,0.0
2022-02-21 19:00:00,2.2,79.0,230.0,0.622101,1012.0,5.6,11.2,0.0
2022-02-21 20:00:00,2.8,76.0,230.0,0.564653,1011.7,6.7,13.0,0.0
2022-02-21 21:00:00,2.2,76.0,220.0,0.561625,1011.2,6.1,16.6,0.0
2022-02-21 22:00:00,1.7,76.0,70.0,0.460636,1010.7,5.6,5.4,0.5
2022-02-21 23:00:00,1.7,76.0,120.0,0.456788,1010.4,5.6,13.0,0.3
2022-02-22 00:00:00,2.8,82.0,100.0,0.598159,1010.7,5.6,7.6,0.0
2022-02-22 01:00:00,2.3,86.0,160.0,0.667454,1011.1,4.4,9.4,0.1
2022-02-22 02:00:00,1.8,86.0,60.0,0.710456,1011.6,3.9,9.4,0.8
2022-02-22 03:00:00,1.7,89.0,10.0,0.696317,1012.4,3.3,5.4,0.3
2022-02-22 04:00:00,1.2,89.0,330.0,0.656845,1012.6,2.8,7.6,0.3
2022-02-22 05:00:00,1.0,92.0,320.0,0.622819,1013.0,2.2,9.4,0.0
2022-02-22 06:00:00,0.5,92.0,0.0,0.553892,1013.8,1.7,0.0,0.0
2022-02-22 07:00:00,0.5,92.0,320.0,0.519204,1014.2,1.7,11.2,0.0
2022-02-22 08:00:00,0.6,89.0,340.0,0.493049,1014.9,2.2,11.2,0.0
2022-02-22 09:00:00,-0.1,85.0,330.0,0.501343,1015.4,2.2,9.4,0.0
2022-02-22 10:00:00,-0.6,82.0,30.0,0.500251,1015.9,2.2,9.4,0.0
2022-02-22 11:00:00,-2.1,73.0,10.0,0.522558,1016.4,2.2,11.2,0.0
2022-02-22 12:00:00,-3.2,73.0,10.0,0.575367,1016.8,1.1,11.2,0.0
2022-02-22 13:00:00,-4.3,67.0,10.0,0.655225,1017.7,1.1,13.0,0.0
2022-02-22 14:00:00,-5.0,64.0,10.0,0.74676,1018.5,1.1,14.8,0.0
2022-02-22 15:00:00,-6.1,61.0,30.0,0.802104,1019.3,0.6,16.6,0.0
2022-02-22 16:00:00,-6.7,58.0,40.0,0.720401,1020.2,0.6,16.6,0.0
2022-02-22 17:00:00,-6.6,54.0,50.0,0.602567,1021.1,1.7,18.4,0.0
2022-02-22 18:00:00,-8.2,46.0,40.0,0.515133,1021.7,2.2,22.3,0.0
2022-02-22 19:00:00,-8.3,44.0,60.0,0.470516,1022.3,2.8,25.9,0.0
2022-02-22 20:00:00,-7.2,46.0,40.0,0.442677,1022.6,3.3,16.6,0.0
2022-02-22 21:00:00,-7.3,44.0,40.0,0.420135,1022.3,3.9,20.5,0.0
2022-02-22 22:00:00,-7.1,43.0,40.0,0.42145,1022.4,4.4,31.7,0.0
2022-02-22 23:00:00,-7.1,43.0,40.0,0.471626,1022.5,4.4,16.6,0.0
2022-02-23 00:00:00,-8.2,41.0,30.0,0.561406,1023.1,3.9,29.5,0.0
2022-02-23 01:00:00,-9.4,42.0,40.0,0.682359,1023.6,2.2,27.7,0.0
2022-02-23 02:00:00,-10.0,45.0,40.0,0.784809,1024.3,0.6,25.9,0.0
2022-02-23 03:00:00,-9.5,51.0,50.0,0.800141,1025.4,-0.6,16.6,0.0
2022-02-23 04:00:00,-10.5,47.0,30.0,0.786981,1026.1,-0.6,14.8,0.0
2022-02-23 05:00:00,-11.0,47.0,30.0,0.743693,1026.6,-1.1,24.1,0.0
2022-02-23 06:00:00,-11.8,46.0,30.0,0.696747,1027.3,-1.7,18.4,0.0
2022-02-23 07:00:00,-12.1,45.0,30.0,0.661526,1027.7,-1.7,16.6,0.0
2022-02-23 08:00:00,-12.3,46.0,20.0,0.647766,1027.9,-2.2,16.6,0.0
2022-02-23 09:00:00,-13.4,42.0,20.0,0.648411,1028.1,-2.2,16.6,0.0
2022-02-23 10:00:00,-13.4,44.0,20.0,0.667399,1028.2,-2.8,18.4,0.0
2022-02-23 11:00:00,-13.9,42.0,20.0,0.686979,1028.4,-2.8,14.8,0.0
2022-02-23 12:00:00,-13.8,44.0,30.0,0.732051,1028.3,-3.3,20.5,0.0
2022-02-23 13:00:00,-13.8,46.0,10.0,0.813436,1028.7,-3.9,16.6,0.0
2022-02-23 14:00:00,-14.4,44.0,360.0,0.923448,1029.0,-3.9,18.4,0.0
2022-02-23 15:00:00,-14.4,42.0,10.0,0.960614,1029.1,-3.3,16.6,0.0
2022-02-23 16:00:00,-14.2,41.0,20.0,0.823905,1029.6,-2.8,20.5,0.0
2022-02-23 17:00:00,-15.0,34.0,10.0,0.704503,1030.0,-1.1,13.0,0.0
2022-02-23 18:00:00,-14.4,33.0,20.0,0.604095,1030.2,0.0,14.8,0.0
2022-02-23 19:00:00,-13.8,32.0,60.0,0.543486,1029.9,1.1,18.4,0.0
2022-02-23 20:00:00,-13.3,32.0,70.0,0.491274,1029.6,1.7,14.8,0.0
2022-02-23 21:00:00,-12.7,31.0,50.0,0.462177,1029.0,2.8,14.8,0.0
2022-02-23 22:00:00,-13.4,27.0,30.0,0.465101,1028.6,3.9,9.4,0.0
2022-02-23 23:00:00,-13.4,27.0,350.0,0.506325,1028.4,3.9,13.0,0.0
2022-02-24 00:00:00,-13.9,25.0,30.0,0.573602,1028.3,4.4,9.4,0.0
2022-02-24 01:00:00,-13.4,27.0,20.0,0.685086,1028.1,3.9,13.0,0.0
2022-02-24 02:00:00,-12.1,35.0,60.0,0.752336,1028.2,1.7,7.6,0.0
2022-02-24 03:00:00,-12.1,38.0,340.0,0.771671,1028.2,0.6,9.4,0.0
2022-02-24 04:00:00,-10.5,49.0,0.0,0.756422,1028.3,-1.1,0.0,0.0
2022-02-24 05:00:00,-8.9,60.0,0.0,0.734955,1028.3,-2.2,0.0,0.0
2022-02-24 06:00:00,-7.8,71.0,290.0,0.676875,1028.6,-3.3,7.6,0.0
2022-02-24 07:00:00,-7.8,71.0,0.0,0.647688,1028.8,-3.3,0.0,0.0
2022-02-24 08:00:00,-7.7,66.0,0.0,0.625207,1028.6,-2.2,0.0,0.0
2022-02-24 09:00:00,-6.6,75.0,0.0,0.625996,1028.5,-2.8,0.0,0.0
2022-02-24 10:00:00,-6.6,69.0,0.0,0.612604,1028.2,-1.7,0.0,0.0
2022-02-24 11:00:00,-5.5,75.0,0.0,0.621669,1028.0,-1.7,0.0,0.0
2022-02-24 12:00:00,-4.4,78.0,100.0,0.65778,1027.9,-1.1,5.4,0.0
2022-02-24 13:00:00,-5.6,69.0,30.0,0.721626,1028.3,-0.6,5.4,0.0
2022-02-24 14:00:00,-5.0,72.0,50.0,0.801212,1028.6,-0.6,7.6,0.0
2022-02-24 15:00:00,-5.6,69.0,0.0,0.849156,1029.0,-0.6,0.0,0.0
2022-02-24 16:00:00,-5.6,66.0,0.0,0.797791,1029.9,0.0,0.0,0.0
2022-02-24 17:00:00,-6.7,58.0,0.0,0.773242,1030.7,0.6,0.0,0.0
2022-02-24 18:00:00,-6.0,59.0,0.0,0.74497,1031.2,1.1,0.0,0.0
2022-02-24 19:00:00,-5.7,58.0,40.0,0.680284,1031.5,1.7,5.4,0.0
2022-02-24 20:00:00,-5.6,54.0,0.0,0.63262,1031.6,2.8,0.0,0.0
2022-02-24 21:00:00,-4.3,55.0,350.0,0.596382,1031.1,3.9,7.6,0.0
2022-02-24 22:00:00,-3.9,55.0,0.0,0.573811,1030.9,4.4,0.0,0.0
2022-02-24 23:00:00,-3.3,55.0,0.0,0.561282,1031.0,5.0,0.0,0.0
2022-02-25 00:00:00,-2.3,57.0,90.0,0.634492,1030.8,5.6,7.6,0.0
2022-02-25 01:00:00,-1.7,62.0,90.0,0.67832,1030.8,5.0,5.4,0.0
2022-02-25 02:00:00,-1.6,65.0,0.0,0.705046,1030.7,4.4,0.0,0.0
2022-02-25 03:00:00,-1.7,67.0,0.0,0.707645,1031.2,3.9,0.0,0.0
2022-02-25 04:00:00,-2.3,75.0,80.0,0.690479,1031.0,1.7,5.4,0.0
2022-02-25 05:00:00,-2.1,82.0,330.0,0.653448,1031.2,0.6,7.6,0.0
2022-02-25 06:00:00,-3.9,81.0,350.0,0.615662,1031.5,-1.1,11.2,0.0
2022-02-25 07:00:00,-3.9,85.0,30.0,0.587189,1031.6,-1.7,5.4,0.0
2022-02-25 08:00:00,-3.3,85.0,330.0,0.592838,1031.4,-1.1,5.4,0.0
2022-02-25 09:00:00,-5.0,88.0,310.0,0.596287,1031.7,-3.3,7.6,0.0
2022-02-25 10:00:00,-5.6,88.0,280.0,0.614107,1031.9,-3.9,5.4,0.0
2022-02-25 11:00:00,-5.0,85.0,350.0,0.637672,1031.7,-2.8,7.6,0.0
2022-02-25 12:00:00,-5.6,88.0,340.0,0.665744,1031.5,-3.9,7.6,0.0
2022-02-25 13:00:00,-5.6,88.0,360.0,0.750175,1031.4,-3.9,9.4,0.0
2022-02-25 14:00:00,-6.1,88.0,360.0,0.850831,1031.3,-4.4,9.4,0.0
2022-02-25 15:00:00,-6.1,88.0,360.0,0.872485,1031.1,-4.4,7.6,0.0
2022-02-25 16:00:00,-4.4,85.0,340.0,0.752332,1031.0,-2.2,9.4,0.0
2022-02-25 17:00:00,-3.2,79.0,360.0,0.627791,1030.7,0.0,11.2,0.0
2022-02-25 18:00:00,-5.0,59.0,350.0,0.521993,1030.0,2.2,9.4,0.0
2022-02-25 19:00:00,-4.7,53.0,0.0,0.441389,1029.0,4.0,0.0,0.0
2022-02-25 20:00:00,-4.4,53.0,0.0,0.40539,1029.0,4.4,0.0,0.0
2022-02-25 21:00:00,-5.0,43.0,12.0,0.373959,1027.8,6.7,5.4,0.0
2022-02-25 22:00:00,-5.7,38.0,0.0,0.378182,1027.3,7.8,0.0,0.0
2022-02-25 23:00:00,-6.1,34.0,0.0,0.418055,1026.8,8.9,0.0,0.0
2022-02-26 00:00:00,-6.0,32.0,90.0,0.504205,1026.2,10.0,5.4,0.0
2022-02-26 01:00:00,-6.7,34.0,60.0,0.569904,1025.8,8.3,9.4,0.0
2022-02-26 02:00:00,-5.0,43.0,340.0,0.639948,1025.6,6.7,7.6,0.0
2022-02-26 03:00:00,-4.3,55.0,10.0,0.625278,1025.2,3.9,9.4,0.0
2022-02-26 04:00:00,-5.0,61.0,360.0,0.621998,1025.2,1.7,9.4,0.0
2022-02-26 05:00:00,-5.0,69.0,340.0,0.61263,1025.0,0.0,7.6,0.0
2022-02-26 06:00:00,-5.0,69.0,10.0,0.59443,1024.8,0.0,5.4,0.0
2022-02-26 07:00:00,-5.0,69.0,340.0,0.565984,1025.0,0.0,11.2,0.0
2022-02-26 08:00:00,-4.3,76.0,360.0,0.538742,1025.1,-0.6,9.4,0.0
2022-02-26 09:00:00,-4.3,76.0,360.0,0.526911,1024.7,-0.6,11.2,0.0
2022-02-26 10:00:00,-5.0,72.0,0.0,0.537867,1024.5,-0.6,0.0,0.0
2022-02-26 11:00:00,-4.4,72.0,350.0,0.545915,1024.3,0.0,9.4,0.0
2022-02-26 12:00:00,-4.4,72.0,340.0,0.567972,1023.8,0.0,13.0,0.0
2022-02-26 13:00:00,-4.4,72.0,0.0,0.597055,1023.9,0.0,0.0,0.0
2022-02-26 14:00:00,-5.0,69.0,0.0,0.66034,1023.8,0.0,0.0,0.0
2022-02-26 15:00:00,-4.4,82.0,0.0,0.723295,1023.9,-1.7,0.0,0.0
2022-02-26 16:00:00,-3.2,79.0,0.0,0.722255,1023.9,0.0,0.0,0.0
2022-02-26 17:00:00,-3.9,64.0,0.0,0.702371,1024.0,2.2,0.0,0.0
2022-02-26 18:00:00,-3.9,57.0,0.0,0.644333,1023.9,3.9,0.0,0.0
2022-02-26 19:00:00,-3.8,53.0,0.0,0.632432,1023.8,5.0,0.0,0.0
2022-02-26 20:00:00,-3.2,53.0,0.0,0.65093,1023.7,5.6,0.0,0.0
2022-02-26 21:00:00,0.0,70.0,0.0,0.641665,1023.2,5.0,0.0,0.5
2022-02-26 22:00:00,1.8,86.0,350.0,0.621481,1022.7,3.9,9.4,0.8
2022-02-26 23:00:00,2.7,89.0,350.0,0.608715,1022.5,4.4,9.4,0.5
2022-02-27 00:00:00,2.7,89.0,340.0,0.629784,1022.2,4.4,7.6,0.3
2022-02-27 01:00:00,2.9,93.0,350.0,0.654645,1021.4,3.9,11.2,0.8
2022-02-27 02:00:00,2.9,93.0,350.0,0.655118,1020.9,3.9,9.4,0.8
2022-02-27 03:00:00,2.9,93.0,350.0,0.649279,1020.6,3.9,11.2,1.3
2022-02-27 04:00:00,3.3,96.0,330.0,0.602836,1020.7,3.9,9.4,0.3
2022-02-27 05:00:00,2.9,93.0,360.0,0.569609,1020.4,3.9,7.6,0.3
2022-02-27 06:00:00,3.3,96.0,0.0,0.530062,1020.9,3.9,0.0,1.0
2022-02-27 07:00:00,3.9,100.0,0.0,0.486369,1021.1,3.9,0.0,0.8
2022-02-27 08:00:00,3.3,96.0,100.0,0.458206,1020.9,3.9,7.6,0.4
2022-02-27 09:00:00,4.0,97.0,110.0,0.438153,1021.3,4.4,5.4,0.3
2022-02-27 10:00:00,4.0,97.0,110.0,0.417191,1020.9,4.4,9.4,0.0
2022-02-27 11:00:00,5.0,100.0,0.0,0.417801,1020.8,5.0,0.0,0.0
2022-02-27 12:00:00,5.0,96.0,120.0,0.432959,1021.0,5.6,9.4,0.0
2022-02-27 13:00:00,7.2,86.0,180.0,0.457787,1021.1,9.4,20.5,0.0
2022-02-27 14:00:00,7.2,86.0,180.0,0.488474,1021.8,9.4,20.5,0.0
2022-02-27 15:00:00,7.2,86.0,170.0,0.538699,1022.0,9.4,25.9,0.0
2022-02-27 16:00:00,7.2,86.0,170.0,0.574759,1022.5,9.4,22.3,0.1
2022-02-27 17:00:00,8.3,89.0,190.0,0.589326,1023.2,10.0,18.4,0.3
2022-02-27 18:00:00,8.4,86.0,190.0,0.548709,1023.4,10.6,14.8,0.1
2022-02-27 19:00:00,8.4,80.0,170.0,0.554446,1022.8,11.7,18.4,0.0
2022-02-27 20:00:00,8.4,80.0,180.0,0.536017,1022.8,11.7,24.1,0.7
2022-02-27 21:00:00,8.4,80.0,190.0,0.530626,1022.4,11.7,16.6,0.8
2022-02-27 22:00:00,8.3,77.0,200.0,0.558381,1021.6,12.2,14.8,0.2
2022-02-27 23:00:00,9.4,89.0,180.0,0.573874,1021.2,11.1,11.2,1.0
2022-02-28 00:00:00,9.4,89.0,170.0,0.59072,1020.8,11.1,18.4,1.8
2022-02-28 01:00:00,10.0,96.0,200.0,0.587587,1020.2,10.6,5.4,1.3
2022-02-28 02:00:00,9.4,92.0,130.0,0.587991,1019.0,10.6,9.4,0.5
2022-02-28 03:00:00,9.4,89.0,210.0,0.577292,1019.5,11.1,14.8,0.5
2022-02-28 04:00:00,9.4,92.0,150.0,0.553183,1017.8,10.6,22.3,0.1
2022-02-28 05:00:00,10.0,93.0,140.0,0.492735,1017.9,11.1,14.8,0.0
2022-02-28 06:00:00,9.4,83.0,180.0,0.43647,1018.2,12.2,22.3,0.0
2022-02-28 07:00:00,9.4,77.0,190.0,0.381763,1017.7,13.3,27.7,0.1
2022-02-28 08:00:00,10.0,83.0,180.0,0.361885,1016.5,12.8,20.5,0.8
2022-02-28 09:00:00,10.6,90.0,190.0,0.35165,1016.5,12.2,25.9,1.8
2022-02-28 10:00:00,11.1,93.0,180.0,0.339219,1016.6,12.2,14.8,0.8
2022-02-28 11:00:00,11.0,89.0,170.0,0.344832,1015.7,12.8,20.5,2.3
2022-02-28 12:00:00,11.0,89.0,170.0,0.373384,1015.2,12.8,20.5,0.8
2022-02-28 13:00:00,11.0,89.0,180.0,0.437761,1014.6,12.8,27.7,1.0
2022-02-28 14:00:00,11.7,93.0,180.0,0.506292,1014.7,12.8,25.9,2.8
2022-02-28 15:00:00,11.7,93.0,170.0,0.530862,1013.4,12.8,24.1,2.0
2022-02-28 16:00:00,11.7,93.0,190.0,0.526712,1014.7,12.8,27.7,5.3
2022-02-28 17:00:00,12.2,93.0,180.0,0.536451,1014.8,13.3,18.4,6.4
2022-02-28 18:00:00,12.2,93.0,190.0,0.539818,1015.2,13.3,24.1,10.4
2022-02-28 19:00:00,12.2,93.0,200.0,0.543373,1016.1,13.3,27.7,5.8
2022-02-28 20:00:00,12.2,93.0,190.0,0.527286,1016.8,13.3,27.7,1.8
2022-02-28 21:00:00,12.8,93.0,190.0,0.500199,1016.7,13.9,20.5,0.3
2022-02-28 22:00:00,12.3,90.0,180.0,0.50654,1016.0,13.9,27.7,0.0
2022-02-28 23:00:00,12.3,87.0,180.0,0.50302,1015.5,14.4,40.7,0.1
2022-03-01 00:00:00,12.3,87.0,170.0,0.513476,1015.8,14.4,29.5,0.3
2022-03-01 01:00:00,12.3,87.0,180.0,0.544661,1015.8,14.4,25.9,0.9
2022-03-01 02:00:00,11.7,84.0,180.0,0.569387,1015.1,14.4,35.3,0.0
2022-03-01 03:00:00,10.6,78.0,180.0,0.558653,1015.0,14.4,37.1,0.0
2022-03-01 04:00:00,10.7,81.0,200.0,0.517348,1015.6,13.9,29.5,0.6
2022-03-01 05:00:00,10.7,84.0,200.0,0.452624,1016.4,13.3,22.3,0.5
2022-03-01 06:00:00,11.0,89.0,180.0,0.402699,1016.5,12.8,29.5,2.3
2022-03-01 07:00:00,11.7,93.0,190.0,0.354783,1016.9,12.8,20.5,2.3
2022-03-01 08:00:00,11.7,97.0,190.0,0.338897,1017.5,12.2,20.5,2.8
2022-03-01 09:00:00,11.7,97.0,240.0,0.330672,1018.0,12.2,11.2,3.6
2022-03-01 10:00:00,11.7,97.0,200.0,0.321991,1018.3,12.2,13.0,3.6
2022-03-01 11:00:00,11.7,100.0,0.0,0.328406,1018.4,11.7,0.0,0.5
2022-03-01 12:00:00,11.1,96.0,160.0,0.353108,1018.6,11.7,5.4,0.5
2022-03-01 13:00:00,11.1,100.0,140.0,0.402262,1018.7,11.1,9.4,0.3
2022-03-01 14:00:00,11.1,100.0,140.0,0.486224,1018.8,11.1,13.0,0.0
2022-03-01 15:00:00,11.1,100.0,140.0,0.510648,1020.0,11.1,7.6,0.0
2022-03-01 16:00:00,11.1,96.0,0.0,0.495974,1019.4,11.7,0.0,0.1
2022-03-01 17:00:00,11.7,97.0,190.0,0.465979,1019.7,12.2,7.6,0.0
2022-03-01 18:00:00,11.7,93.0,190.0,0.46902,1019.6,12.8,14.8,0.3
2022-03-01 19:00:00,12.2,93.0,190.0,0.443847,1020.1,13.3,11.2,0.3
2022-03-01 20:00:00,11.8,87.0,210.0,0.432112,1020.3,13.9,14.8,0.0
2022-03-01 21:00:00,12.8,93.0,200.0,0.453624,1019.8,13.9,16.6,0.5
2022-03-01 22:00:00,12.8,97.0,190.0,0.43509,1019.6,13.3,9.4,0.3
2022-03-01 23:00:00,12.3,90.0,220.0,0.463924,1019.7,13.9,7.6,0.1
2022-03-02 00:00:00,11.0,89.0,230.0,0.49089,1019.9,12.8,9.4,0.3
2022-03-02 01:00:00,9.9,86.0,140.0,0.514677,1019.0,12.2,7.6,0.3
2022-03-02 02:00:00,11.7,97.0,140.0,0.529897,1019.3,12.2,7.6,0.0
2022-03-02 03:00:00,11.7,100.0,0.0,0.527406,1019.3,11.7,0.0,0.3
2022-03-02 04:00:00,11.1,100.0,0.0,0.505163,1020.0,11.1,0.0,0.1
2022-03-02 05:00:00,11.1,100.0,0.0,0.466122,1019.7,11.1,0.0,0.6
2022-03-02 06:00:00,11.1,100.0,130.0,0.403302,1019.5,11.1,5.4,0.3
2022-03-02 07:00:00,11.1,100.0,120.0,0.358853,1019.6,11.1,5.4,0.0
2022-03-02 08:00:00,10.6,100.0,110.0,0.334378,1019.5,10.6,5.4,0.0
2022-03-02 09:00:00,10.6,100.0,0.0,0.331336,1019.0,10.6,0.0,0.2
2022-03-02 10:00:00,10.6,100.0,110.0,0.327867,1018.8,10.6,5.4,0.0
2022-03-02 11:00:00,10.6,100.0,110.0,0.332866,1018.0,10.6,7.6,0.2
2022-03-02 12:00:00,10.6,100.0,0.0,0.360688,1017.9,10.6,0.0,0.8
2022-03-02 13:00:00,10.0,100.0,0.0,0.409855,1018.0,10.0,0.0,0.9
2022-03-02 14:00:00,10.0,100.0,0.0,0.479807,1017.5,10.0,0.0,0.3
2022-03-02 15:00:00,10.0,100.0,0.0,0.516342,1017.5,10.0,0.0,1.0
2022-03-02 16:00:00,10.6,100.0,0.0,0.504832,1017.9,10.6,0.0,1.0
2022-03-02 17:00:00,11.1,100.0,220.0,0.482152,1017.9,11.1,5.4,0.5
2022-03-02 18:00:00,11.1,100.0,250.0,0.495372,1017.9,11.1,5.4,0.3
2022-03-02 19:00:00,10.6,97.0,250.0,0.493415,1018.6,11.1,13.0,0.5
2022-03-02 20:00:00,10.0,96.0,250.0,0.497252,1018.9,10.6,9.4,0.5
2022-03-02 21:00:00,10.6,97.0,220.0,0.464814,1018.2,11.1,9.4,0.5
2022-03-02 22:00:00,10.6,97.0,230.0,0.462751,1017.7,11.1,7.6,0.3
2022-03-02 23:00:00,10.6,93.0,200.0,0.479132,1017.8,11.7,9.4,0.5
2022-03-03 00:00:00,10.6,97.0,220.0,0.497395,1017.8,11.1,13.0,0.5
2022-03-03 01:00:00,9.4,89.0,240.0,0.562163,1017.7,11.1,7.6,0.3
2022-03-03 02:00:00,9.4,96.0,230.0,0.572918,1017.6,10.0,9.4,0.3
2022-03-03 03:00:00,9.4,100.0,230.0,0.555594,1018.1,9.4,11.2,0.3
2022-03-03 04:00:00,8.9,97.0,220.0,0.53812,1017.8,9.4,9.4,0.3
2022-03-03 05:00:00,8.3,96.0,240.0,0.483847,1018.2,8.9,9.4,0.1
2022-03-03 06:00:00,8.3,96.0,240.0,0.437515,1018.6,8.9,13.0,0.1
2022-03-03 07:00:00,8.3,100.0,250.0,0.387408,1018.8,8.3,9.4,0.1
2022-03-03 08:00:00,7.9,97.0,240.0,0.37771,1018.8,8.3,11.2,0.0
2022-03-03 09:00:00,7.8,100.0,240.0,0.3728,1019.0,7.8,11.2,0.0
