DT,prcp,dwpt,pres,wdir,rhum,wspd,Waianae,temp
2022-07-01 15:00:00,0.0,21.5,1018.7,70.0,86.0,15.5,0.565958,24.0
2022-07-01 16:00:00,0.0,21.5,1019.0,70.0,87.0,14.4,0.597447,23.8
2022-07-01 17:00:00,0.0,21.1,1019.8,69.0,81.0,16.6,0.467234,24.6
2022-07-01 18:00:00,0.0,20.8,1020.3,71.0,72.0,21.2,0.338724,26.2
2022-07-01 19:00:00,0.0,20.4,1020.2,69.0,66.0,22.0,-0.0451063,27.3
2022-07-01 20:00:00,0.0,20.4,1020.2,72.0,62.0,24.8,-0.121702,28.4
2022-07-01 21:00:00,0.0,20.0,1019.9,74.0,57.0,25.6,-0.0629787,29.4
2022-07-01 22:00:00,0.0,20.0,1019.6,75.0,55.0,27.7,-0.104681,30.0
2022-07-01 23:00:00,0.0,20.2,1019.0,74.0,56.0,27.4,0.00255326,29.9
2022-07-02 00:00:00,0.0,19.9,1018.6,72.0,55.0,26.6,0.0612767,29.9
2022-07-02 01:00:00,0.0,19.9,1018.2,71.0,56.0,25.6,0.114043,29.6
2022-07-02 02:00:00,0.0,19.9,1017.9,70.0,58.0,25.2,0.211915,29.0
2022-07-02 03:00:00,0.0,19.7,1017.8,68.0,61.0,23.4,0.292766,27.9
2022-07-02 04:00:00,0.0,20.3,1018.0,67.0,68.0,22.7,0.657872,26.7
2022-07-02 05:00:00,0.0,20.3,1018.4,67.0,74.0,20.2,0.774468,25.3
2022-07-02 06:00:00,0.0,20.9,1018.7,69.0,80.0,17.6,0.814468,24.6
2022-07-02 07:00:00,0.0,21.3,1019.1,70.0,83.0,16.6,0.811064,24.4
2022-07-02 08:00:00,0.0,21.4,1019.4,64.0,86.0,14.8,0.788085,23.9
2022-07-02 09:00:00,0.0,21.1,1019.5,65.0,84.0,16.6,0.709787,24.0
2022-07-02 10:00:00,0.0,20.7,1019.2,66.0,83.0,16.2,0.660426,23.8
2022-07-02 11:00:00,0.0,20.3,1018.7,67.0,81.0,14.8,0.602553,23.8
2022-07-02 12:00:00,0.0,20.2,1018.2,68.0,81.0,14.0,0.56766,23.7
2022-07-02 13:00:00,0.0,19.5,1017.7,59.0,79.0,14.4,0.531915,23.4
2022-07-02 14:00:00,0.0,19.4,1017.5,64.0,78.0,14.8,0.515745,23.5
2022-07-02 15:00:00,0.0,19.3,1017.6,64.0,78.0,13.7,0.525958,23.4
2022-07-02 16:00:00,0.0,19.5,1018.0,67.0,79.0,13.3,0.541277,23.4
2022-07-02 17:00:00,0.0,19.0,1018.5,72.0,73.0,14.8,0.431489,24.1
2022-07-02 18:00:00,0.0,18.8,1018.7,71.0,67.0,18.0,0.156596,25.4
2022-07-02 19:00:00,0.0,18.4,1018.6,72.0,60.0,21.2,-0.0885106,26.8
2022-07-02 20:00:00,0.0,17.6,1018.5,74.0,53.0,23.8,-0.279149,28.1
2022-07-02 21:00:00,0.0,17.3,1018.4,76.0,50.0,24.1,-0.412766,28.7
2022-07-02 22:00:00,0.0,16.9,1017.9,75.0,47.0,24.8,-0.377872,29.4
2022-07-02 23:00:00,0.0,16.8,1017.6,73.0,46.0,24.8,-0.501276,29.6
2022-07-03 00:00:00,0.0,16.9,1017.1,75.0,46.0,24.1,-0.410213,29.7
2022-07-03 01:00:00,0.0,16.8,1016.9,75.0,47.0,24.5,-0.287659,29.3
2022-07-03 02:00:00,0.0,17.2,1016.7,74.0,50.0,23.8,-0.0365956,28.6
2022-07-03 03:00:00,0.0,17.3,1016.6,76.0,52.0,23.4,0.266383,28.1
2022-07-03 04:00:00,0.0,16.9,1017.1,77.0,54.0,23.4,0.58383,27.0
2022-07-03 05:00:00,0.0,19.4,1017.5,76.0,70.0,21.2,0.744681,25.3
2022-07-03 06:00:00,0.0,19.6,1018.2,79.0,73.0,17.6,0.808511,24.8
2022-07-03 07:00:00,0.0,19.3,1018.7,76.0,72.0,16.6,0.782128,24.7
2022-07-03 08:00:00,0.0,19.4,1019.2,72.0,73.0,16.6,0.738723,24.6
2022-07-03 09:00:00,0.0,19.5,1019.1,68.0,74.0,17.3,0.702128,24.4
2022-07-03 10:00:00,0.0,19.2,1018.9,71.0,74.0,18.0,0.651064,24.1
2022-07-03 11:00:00,0.0,19.6,1018.6,65.0,79.0,17.6,0.602553,23.5
2022-07-03 12:00:00,0.0,20.1,1018.2,59.0,83.0,16.6,0.565957,23.1
2022-07-03 13:00:00,0.0,20.2,1017.8,60.0,85.0,16.2,0.539575,22.9
2022-07-03 14:00:00,0.0,20.0,1017.9,66.0,83.0,16.2,0.519149,23.0
2022-07-03 15:00:00,0.0,20.2,1018.1,67.0,85.0,15.5,0.528511,22.9
2022-07-03 16:00:00,0.0,20.2,1018.4,64.0,84.0,15.5,0.531064,23.0
2022-07-03 17:00:00,0.0,19.9,1018.6,69.0,80.0,16.2,0.429787,23.6
2022-07-03 18:00:00,0.0,19.9,1019.0,74.0,72.0,20.5,0.165106,25.3
2022-07-03 19:00:00,0.0,19.4,1019.0,81.0,63.0,23.0,0.261277,27.0
2022-07-03 20:00:00,0.0,18.8,1018.8,81.0,57.0,23.8,0.194894,28.1
2022-07-03 21:00:00,0.0,18.7,1018.8,80.0,54.0,22.3,0.175319,28.9
2022-07-03 22:00:00,0.1,18.7,1018.6,79.0,53.0,22.7,0.188085,29.3
2022-07-03 23:00:00,0.1,19.0,1018.1,77.0,52.0,23.0,-0.0680849,29.9
2022-07-04 00:00:00,0.0,19.0,1017.8,74.0,54.0,24.1,0.0212767,29.3
2022-07-04 01:00:00,0.0,18.9,1017.4,73.0,54.0,25.2,0.0936172,29.2
2022-07-04 02:00:00,0.0,19.1,1017.3,74.0,56.0,25.6,0.293617,28.7
2022-07-04 03:00:00,0.0,19.2,1017.4,72.0,61.0,23.8,0.36766,27.4
2022-07-04 04:00:00,0.0,18.4,1017.5,73.0,62.0,23.0,0.577872,26.3
2022-07-04 05:00:00,0.0,19.5,1017.9,74.0,71.0,22.0,0.742979,25.1
2022-07-04 06:00:00,0.0,19.4,1018.2,74.0,73.0,16.2,0.79234,24.6
2022-07-04 07:00:00,0.0,19.8,1018.9,71.0,75.0,15.8,0.788936,24.5
2022-07-04 08:00:00,0.0,19.7,1019.2,74.0,75.0,15.1,0.735319,24.4
2022-07-04 09:00:00,0.0,20.1,1019.4,73.0,78.0,14.4,0.677447,24.2
2022-07-04 10:00:00,0.0,20.9,1019.3,72.0,85.0,12.2,0.625532,23.6
2022-07-04 11:00:00,0.0,20.8,1019.1,66.0,85.0,12.2,0.590638,23.5
2022-07-04 12:00:00,0.0,20.7,1018.9,69.0,84.0,12.6,0.564255,23.6
2022-07-04 13:00:00,0.0,20.7,1018.3,69.0,85.0,13.3,0.531915,23.4
2022-07-04 14:00:00,0.0,20.7,1018.6,67.0,85.0,12.6,0.530213,23.4
2022-07-04 15:00:00,0.0,20.9,1018.6,70.0,86.0,12.2,0.531915,23.4
2022-07-04 16:00:00,0.0,20.9,1018.7,68.0,87.0,12.6,0.541277,23.2
2022-07-04 17:00:00,0.0,20.0,1019.3,71.0,80.0,15.8,0.450213,23.7
2022-07-04 18:00:00,0.0,19.9,1019.4,75.0,73.0,22.0,0.235745,25.1
2022-07-04 19:00:00,0.0,19.5,1019.4,75.0,65.0,22.3,0.261277,26.6
2022-07-04 20:00:00,0.0,19.3,1019.5,73.0,62.0,24.5,0.00340431,27.2
2022-07-04 21:00:00,0.0,19.0,1019.7,73.0,57.0,26.3,-0.17617,28.3
2022-07-04 22:00:00,0.0,18.9,1019.3,73.0,56.0,26.6,-0.260425,28.5
2022-07-04 23:00:00,0.0,18.8,1018.7,72.0,54.0,25.9,-0.320851,29.0
2022-07-05 00:00:00,0.0,18.7,1018.3,72.0,54.0,27.0,-0.249362,28.9
2022-07-05 01:00:00,0.0,18.8,1018.0,72.0,55.0,27.0,-0.341276,28.7
2022-07-05 02:00:00,0.0,19.0,1017.8,70.0,60.0,24.5,0.0714895,27.5
2022-07-05 03:00:00,0.0,18.8,1017.7,69.0,61.0,24.1,0.313192,27.0
2022-07-05 04:00:00,0.0,19.2,1017.8,69.0,66.0,23.0,0.621277,26.0
2022-07-05 05:00:00,0.0,19.7,1018.4,67.0,74.0,22.0,0.782979,24.6
2022-07-05 06:00:00,0.0,19.9,1019.0,63.0,77.0,16.9,0.800851,24.2
2022-07-05 07:00:00,0.0,20.0,1019.5,63.0,78.0,15.1,0.77617,24.1
2022-07-05 08:00:00,0.0,20.1,1020.1,65.0,79.0,14.0,0.766808,24.0
2022-07-05 09:00:00,0.0,20.3,1020.5,62.0,82.0,13.3,0.702979,23.6
2022-07-05 10:00:00,0.0,20.6,1020.1,62.0,85.0,11.5,0.630638,23.3
2022-07-05 11:00:00,0.0,20.7,1019.6,61.0,86.0,10.4,0.570213,23.2
2022-07-05 12:00:00,0.0,20.3,1019.4,58.0,86.0,9.7,0.546383,22.8
2022-07-05 13:00:00,0.0,20.5,1019.2,60.0,87.0,11.2,0.529362,22.8
2022-07-05 14:00:00,0.0,20.5,1019.1,58.0,87.0,11.2,0.49617,22.8
2022-07-05 15:00:00,0.0,20.5,1018.8,62.0,87.0,12.6,0.502128,22.8
2022-07-05 16:00:00,0.0,20.5,1018.5,63.0,87.0,13.7,0.548936,22.8
2022-07-05 17:00:00,0.0,19.3,1019.0,62.0,79.0,16.2,0.441702,23.1
2022-07-05 18:00:00,0.0,19.0,1019.4,65.0,70.0,18.4,0.308936,24.8
2022-07-05 19:00:00,0.0,18.4,1019.4,73.0,60.0,21.2,0.182128,26.8
2022-07-05 20:00:00,0.0,18.2,1019.4,74.0,56.0,23.0,0.00680862,27.8
2022-07-05 21:00:00,0.0,18.5,1019.1,72.0,56.0,22.7,0.079149,28.1
2022-07-05 22:00:00,0.0,18.9,1018.9,75.0,57.0,24.8,-0.26383,28.2
2022-07-05 23:00:00,0.0,18.5,1018.7,75.0,55.0,24.8,-0.00255314,28.4
2022-07-06 00:00:00,0.0,18.6,1018.3,74.0,54.0,23.4,-0.27234,28.8
2022-07-06 01:00:00,0.0,18.2,1018.0,75.0,52.0,21.6,-0.132766,29.0
2022-07-06 02:00:00,0.0,18.2,1017.6,73.0,54.0,20.9,-0.104681,28.4
2022-07-06 03:00:00,0.0,17.2,1017.7,74.0,53.0,20.5,0.235745,27.6
2022-07-06 04:00:00,0.0,17.2,1017.4,70.0,57.0,20.9,0.575319,26.4
2022-07-06 05:00:00,0.0,17.7,1017.8,69.0,64.0,18.0,0.786383,25.0
2022-07-06 06:00:00,0.0,18.5,1018.4,68.0,70.0,15.1,0.848511,24.3
2022-07-06 07:00:00,0.0,18.6,1019.1,70.0,72.0,13.7,0.822979,24.0
2022-07-06 08:00:00,0.0,20.3,1019.6,71.0,80.0,13.3,0.766808,24.0
2022-07-06 09:00:00,0.0,20.1,1019.7,70.0,80.0,12.6,0.693617,23.8
2022-07-06 10:00:00,0.0,20.1,1019.2,66.0,81.0,13.3,0.6,23.6
2022-07-06 11:00:00,0.0,19.8,1018.7,68.0,80.0,12.2,0.56,23.5
2022-07-06 12:00:00,0.0,19.5,1018.1,65.0,79.0,12.6,0.522553,23.3
2022-07-06 13:00:00,0.0,19.1,1017.6,69.0,77.0,9.7,0.497021,23.4
2022-07-06 14:00:00,0.0,19.4,1017.7,65.0,79.0,7.6,0.492766,23.2
2022-07-06 15:00:00,0.0,19.5,1017.4,67.0,79.0,7.9,0.514894,23.4
2022-07-06 16:00:00,0.0,19.2,1017.4,72.0,77.0,9.0,0.517447,23.5
2022-07-06 17:00:00,0.0,18.5,1017.8,77.0,70.0,13.3,0.409362,24.3
2022-07-06 18:00:00,0.0,18.2,1018.1,78.0,63.0,17.6,0.271489,25.8
2022-07-06 19:00:00,0.0,17.6,1018.2,78.0,56.0,20.5,-0.102128,27.1
2022-07-06 20:00:00,0.0,17.1,1018.1,75.0,52.0,22.7,-0.11234,27.9
2022-07-06 21:00:00,0.0,17.3,1017.9,73.0,52.0,22.3,-0.454468,28.1
2022-07-06 22:00:00,0.0,16.8,1017.7,75.0,49.0,23.0,-0.291064,28.6
2022-07-06 23:00:00,0.0,16.8,1017.5,77.0,49.0,24.5,0.0280851,28.6
2022-07-07 00:00:00,0.0,17.0,1016.8,74.0,49.0,21.6,-0.154894,28.8
2022-07-07 01:00:00,0.0,17.1,1016.5,77.0,49.0,24.1,-0.239149,28.9
2022-07-07 02:00:00,0.0,17.3,1016.2,75.0,52.0,23.0,0.195745,28.1
2022-07-07 03:00:00,0.0,17.6,1016.2,75.0,55.0,21.2,0.422979,27.4
2022-07-07 04:00:00,0.0,18.4,1016.3,73.0,62.0,19.4,0.682553,26.3
2022-07-07 05:00:00,0.0,19.4,1016.3,65.0,71.0,16.2,0.756596,25.0
2022-07-07 06:00:00,0.0,19.9,1016.8,64.0,78.0,14.8,0.84766,24.0
2022-07-07 07:00:00,0.0,20.0,1017.3,66.0,80.0,13.3,0.835745,23.7
2022-07-07 08:00:00,0.0,20.2,1018.2,69.0,82.0,14.0,0.763404,23.4
2022-07-07 09:00:00,0.0,20.2,1018.5,68.0,83.0,13.0,0.697872,23.3
2022-07-07 10:00:00,0.0,20.5,1018.1,66.0,87.0,12.2,0.624681,22.8
2022-07-07 11:00:00,0.0,20.2,1017.4,62.0,86.0,11.5,0.568511,22.7
2022-07-07 12:00:00,0.0,20.3,1017.2,60.0,86.0,10.4,0.534468,22.8
2022-07-07 13:00:00,0.0,20.4,1016.9,57.0,88.0,9.7,0.516596,22.5
2022-07-07 14:00:00,0.0,20.3,1016.9,53.0,88.0,10.1,0.511489,22.4
2022-07-07 15:00:00,0.0,20.4,1016.5,51.0,89.0,10.1,0.526809,22.3
2022-07-07 16:00:00,0.0,20.4,1016.8,53.0,89.0,10.8,0.556596,22.3
2022-07-07 17:00:00,0.0,19.7,1017.2,57.0,81.0,13.7,0.451915,23.1
2022-07-07 18:00:00,0.0,19.7,1017.4,64.0,74.0,13.3,0.157447,24.6
2022-07-07 19:00:00,0.0,19.2,1017.5,80.0,63.0,15.8,0.251064,26.8
2022-07-07 20:00:00,0.0,18.4,1017.2,80.0,55.0,18.7,-0.119149,28.3
2022-07-07 21:00:00,0.0,18.3,1017.1,78.0,52.0,19.4,-0.167659,29.2
2022-07-07 22:00:00,0.0,18.1,1016.8,79.0,48.0,20.2,-0.316596,30.3
2022-07-07 23:00:00,0.0,17.7,1016.4,78.0,47.0,20.5,-0.0127658,30.3
2022-07-08 00:00:00,0.0,17.8,1016.1,78.0,47.0,21.6,-0.111489,30.4
2022-07-08 01:00:00,0.0,18.3,1016.1,75.0,53.0,22.0,-0.14383,28.8
2022-07-08 02:00:00,0.0,18.9,1016.1,70.0,61.0,20.9,0.276596,27.1
2022-07-08 03:00:00,0.0,19.2,1016.2,69.0,65.0,20.5,0.26383,26.3
2022-07-08 04:00:00,0.0,19.7,1016.4,70.0,70.0,19.4,0.669787,25.6
2022-07-08 05:00:00,0.0,20.3,1016.8,67.0,78.0,16.9,0.784681,24.4
2022-07-08 06:00:00,0.0,20.4,1017.4,70.0,81.0,16.9,0.857021,23.9
2022-07-08 07:00:00,0.0,20.8,1017.7,72.0,83.0,14.4,0.81617,23.9
2022-07-08 08:00:00,0.0,20.6,1018.4,73.0,81.0,13.7,0.769362,24.1
2022-07-08 09:00:00,0.0,20.3,1018.7,76.0,79.0,13.3,0.698723,24.2
2022-07-08 10:00:00,0.0,20.1,1018.5,71.0,79.0,12.6,0.613617,24.0
2022-07-08 11:00:00,0.0,20.4,1017.7,62.0,82.0,14.4,0.563404,23.7
2022-07-08 12:00:00,0.0,20.5,1017.2,63.0,84.0,14.0,0.537872,23.4
2022-07-08 13:00:00,0.0,20.3,1017.0,64.0,84.0,13.7,0.501277,23.2
2022-07-08 14:00:00,0.0,20.2,1016.8,66.0,83.0,14.4,0.518298,23.3
2022-07-08 15:00:00,0.0,20.4,1017.1,66.0,86.0,14.4,0.524255,22.9
2022-07-08 16:00:00,0.0,20.6,1017.2,66.0,86.0,12.6,0.548936,23.1
2022-07-08 17:00:00,0.0,19.8,1017.8,69.0,80.0,15.5,0.422128,23.5
2022-07-08 18:00:00,0.0,19.9,1018.2,72.0,74.0,16.6,0.268085,24.8
2022-07-08 19:00:00,0.0,19.3,1018.2,75.0,66.0,20.2,0.323404,26.2
2022-07-08 20:00:00,0.0,19.2,1018.3,74.0,63.0,22.0,-0.0195743,26.8
2022-07-08 21:00:00,0.0,19.1,1018.3,75.0,59.0,22.0,-0.0187233,27.9
2022-07-08 22:00:00,0.0,19.0,1018.3,76.0,57.0,23.0,0.024681,28.3
2022-07-08 23:00:00,0.0,18.6,1017.8,79.0,54.0,22.7,0.0459575,28.8
2022-07-09 00:00:00,0.0,18.9,1017.7,74.0,57.0,23.4,0.172766,28.2
2022-07-09 01:00:00,0.0,18.8,1017.6,73.0,57.0,23.0,0.206809,28.1
2022-07-09 02:00:00,0.0,19.3,1017.2,76.0,58.0,23.8,0.295319,28.4
2022-07-09 03:00:00,0.0,19.7,1017.1,71.0,63.0,22.7,0.427234,27.4
2022-07-09 04:00:00,0.0,19.9,1017.2,71.0,70.0,21.6,0.588085,25.8
2022-07-09 05:00:00,0.0,19.9,1017.5,70.0,74.0,19.8,0.729362,24.8
2022-07-09 06:00:00,0.0,20.7,1018.1,68.0,81.0,17.3,0.797447,24.2
2022-07-09 07:00:00,0.0,20.9,1018.9,69.0,83.0,14.8,0.771915,24.0
2022-07-09 08:00:00,0.0,21.2,1019.2,72.0,85.0,14.4,0.725958,23.9
2022-07-09 09:00:00,0.0,21.3,1019.5,79.0,85.0,13.0,0.693617,24.0
2022-07-09 10:00:00,0.0,21.5,1019.2,79.0,87.0,10.4,0.635745,23.8
2022-07-09 11:00:00,0.0,21.4,1018.9,80.0,87.0,10.8,0.593192,23.7
2022-07-09 12:00:00,0.0,21.6,1018.5,80.0,88.0,11.5,0.570213,23.7
2022-07-09 13:00:00,0.0,21.7,1018.3,71.0,89.0,10.8,0.545532,23.6
2022-07-09 14:00:00,0.0,21.7,1018.5,66.0,90.0,10.4,0.535319,23.4
2022-07-09 15:00:00,0.0,21.6,1018.6,59.0,91.0,10.1,0.535319,23.2
2022-07-09 16:00:00,0.0,21.5,1019.1,64.0,90.0,10.1,0.548936,23.2
2022-07-09 17:00:00,0.0,20.6,1019.0,66.0,80.0,13.0,0.493617,24.3
2022-07-09 18:00:00,0.0,20.0,1019.5,69.0,70.0,18.0,0.139575,25.9
2022-07-09 19:00:00,0.0,19.0,1019.7,76.0,60.0,20.9,0.165106,27.5
2022-07-09 20:00:00,0.0,18.9,1019.9,76.0,57.0,22.0,-0.00340406,28.2
2022-07-09 21:00:00,0.0,18.5,1019.7,77.0,53.0,23.4,0.141277,29.1
2022-07-09 22:00:00,0.0,19.9,1019.0,83.0,56.0,23.8,-0.164255,29.6
2022-07-09 23:00:00,0.0,19.7,1018.9,81.0,56.0,23.4,-0.24851,29.4
2022-07-10 00:00:00,0.0,19.5,1018.8,76.0,57.0,23.4,-0.0170212,28.9
2022-07-10 01:00:00,0.0,19.5,1018.6,75.0,56.0,22.7,-0.193191,29.2
2022-07-10 02:00:00,0.0,19.4,1018.6,72.0,58.0,23.0,-0.0459574,28.5
2022-07-10 03:00:00,0.0,19.2,1018.5,73.0,59.0,22.3,0.285106,28.0
2022-07-10 04:00:00,0.0,18.8,1018.7,76.0,61.0,23.4,0.611064,27.0
2022-07-10 05:00:00,0.0,19.8,1019.2,73.0,71.0,20.9,0.785532,25.4
2022-07-10 06:00:00,0.0,20.6,1019.8,72.0,78.0,18.7,0.817872,24.7
2022-07-10 07:00:00,0.0,20.6,1020.3,76.0,79.0,16.9,0.78383,24.5
2022-07-10 08:00:00,0.0,20.6,1020.8,77.0,79.0,15.1,0.746383,24.5
2022-07-10 09:00:00,0.0,20.5,1020.9,79.0,79.0,14.4,0.710638,24.4
2022-07-10 10:00:00,0.0,20.6,1020.7,79.0,80.0,12.6,0.626383,24.3
2022-07-10 11:00:00,0.0,20.6,1020.4,79.0,81.0,11.2,0.587234,24.1
2022-07-10 12:00:00,0.0,20.8,1019.8,80.0,83.0,10.4,0.555745,23.9
2022-07-10 13:00:00,0.0,20.8,1019.4,75.0,84.0,10.8,0.52766,23.7
2022-07-10 14:00:00,0.0,20.5,1019.1,80.0,82.0,11.5,0.512341,23.8
2022-07-10 15:00:00,0.0,20.5,1019.1,80.0,83.0,10.4,0.514894,23.6
2022-07-10 16:00:00,0.0,20.5,1019.5,77.0,83.0,10.4,0.540426,23.6
2022-07-10 17:00:00,0.0,19.3,1020.2,78.0,73.0,14.0,0.453617,24.5
2022-07-10 18:00:00,0.0,19.0,1020.6,81.0,65.0,19.1,0.187234,26.1
2022-07-10 19:00:00,0.0,18.8,1020.7,78.0,61.0,22.0,-0.0765957,27.0
2022-07-10 20:00:00,0.0,18.8,1020.8,77.0,58.0,21.2,-0.138723,27.8
2022-07-10 21:00:00,0.0,18.4,1020.6,74.0,54.0,23.4,-0.370213,28.6
2022-07-10 22:00:00,0.0,17.9,1020.2,71.0,51.0,22.7,-0.331915,29.1
2022-07-10 23:00:00,0.0,16.2,1019.7,74.0,45.0,22.3,-0.230638,29.4
2022-07-11 00:00:00,0.0,16.3,1019.0,78.0,44.0,23.0,-0.288511,29.9
2022-07-11 01:00:00,0.0,16.2,1018.6,78.0,44.0,23.8,-0.211915,29.8
2022-07-11 02:00:00,0.0,17.3,1018.7,73.0,52.0,23.0,0.0902129,28.1
2022-07-11 03:00:00,0.0,17.1,1018.6,73.0,52.0,22.7,0.246809,27.9
2022-07-11 04:00:00,0.0,18.9,1018.8,73.0,64.0,19.8,0.63234,26.2
2022-07-11 05:00:00,0.0,19.1,1019.0,68.0,70.0,18.0,0.805106,25.0
2022-07-11 06:00:00,0.0,19.8,1019.6,70.0,75.0,16.6,0.857021,24.5
2022-07-11 07:00:00,0.0,19.8,1020.1,74.0,76.0,15.5,0.851064,24.3
2022-07-11 08:00:00,0.0,19.9,1020.5,69.0,78.0,15.1,0.77617,24.0
2022-07-11 09:00:00,0.0,20.3,1020.5,66.0,82.0,14.0,0.713192,23.6
2022-07-11 10:00:00,0.0,20.8,1020.1,66.0,86.0,13.3,0.637447,23.3
2022-07-11 11:00:00,0.0,20.6,1019.5,65.0,86.0,14.0,0.590638,23.1
2022-07-11 12:00:00,0.0,20.5,1018.9,70.0,86.0,13.7,0.553191,23.0
2022-07-11 13:00:00,0.0,20.8,1018.3,78.0,86.0,14.0,0.534468,23.3
2022-07-11 14:00:00,0.0,20.6,1018.0,72.0,85.0,12.6,0.533617,23.3
2022-07-11 15:00:00,0.0,20.9,1018.1,71.0,86.0,11.9,0.54383,23.4
2022-07-11 16:00:00,0.0,20.6,1018.3,77.0,85.0,11.5,0.560851,23.3
2022-07-11 17:00:00,0.0,19.8,1018.8,74.0,78.0,14.0,0.415319,23.9
2022-07-11 18:00:00,0.0,19.5,1019.1,79.0,71.0,18.4,0.304681,25.1
2022-07-11 19:00:00,0.0,19.2,1019.4,80.0,64.0,19.8,0.06383,26.6
2022-07-11 20:00:00,0.0,18.4,1019.1,83.0,56.0,19.4,-0.17617,28.0
2022-07-11 21:00:00,0.0,17.8,1018.8,83.0,51.0,20.5,-0.0672339,29.0
2022-07-11 22:00:00,0.0,17.7,1018.5,83.0,48.0,20.9,-0.241702,29.9
2022-07-11 23:00:00,0.0,17.4,1017.8,82.0,46.0,20.2,-0.25617,30.3
2022-07-12 00:00:00,0.0,16.7,1017.2,78.0,45.0,19.8,-0.354042,29.9
2022-07-12 01:00:00,0.0,15.6,1017.3,72.0,42.0,18.0,-0.206808,29.9
2022-07-12 02:00:00,0.0,16.4,1016.8,72.0,46.0,18.4,-0.102128,29.2
2022-07-12 03:00:00,0.0,16.8,1016.8,71.0,51.0,18.7,0.366809,27.9
2022-07-12 04:00:00,0.0,17.5,1017.0,69.0,58.0,18.7,0.599149,26.4
2022-07-12 05:00:00,0.0,18.7,1017.4,66.0,68.0,16.9,0.831489,25.0
2022-07-12 06:00:00,0.0,19.5,1017.9,62.0,75.0,15.5,0.870638,24.2
2022-07-12 07:00:00,0.0,19.5,1018.5,65.0,76.0,14.8,0.822128,24.0
2022-07-12 08:00:00,0.0,19.7,1019.1,69.0,78.0,15.1,0.768511,23.8
2022-07-12 09:00:00,0.0,20.1,1019.2,70.0,80.0,13.7,0.693617,23.8
2022-07-12 10:00:00,0.0,20.2,1018.8,69.0,82.0,13.0,0.619574,23.5
2022-07-12 11:00:00,0.0,20.1,1018.2,77.0,81.0,12.2,0.582979,23.5
2022-07-12 12:00:00,0.0,20.1,1017.8,77.0,82.0,11.9,0.542979,23.3
2022-07-12 13:00:00,0.0,20.1,1017.4,74.0,83.0,11.2,0.525106,23.1
2022-07-12 14:00:00,0.0,20.2,1017.4,74.0,84.0,11.2,0.518298,23.0
2022-07-12 15:00:00,0.0,20.3,1017.5,71.0,85.0,10.4,0.522553,23.0
2022-07-12 16:00:00,0.0,20.1,1017.7,72.0,85.0,11.5,0.539575,22.8
2022-07-12 17:00:00,0.0,19.4,1018.0,73.0,78.0,14.8,0.476596,23.5
2022-07-12 18:00:00,0.0,18.9,1018.2,77.0,68.0,17.6,0.234043,25.2
2022-07-12 19:00:00,0.0,17.9,1018.5,84.0,57.0,18.4,0.254468,27.2
2022-07-12 20:00:00,0.0,17.1,1018.7,88.0,50.0,19.4,-0.0263828,28.5
2022-07-12 21:00:00,0.0,16.7,1018.5,94.0,47.0,23.0,-0.287659,29.2
2022-07-12 22:00:00,0.0,16.9,1018.2,92.0,47.0,19.4,-0.293617,29.4
2022-07-12 23:00:00,0.0,17.2,1017.3,94.0,45.0,20.5,0.0187235,30.5
2022-07-13 00:00:00,0.0,18.7,1017.2,83.0,52.0,20.9,-0.235745,29.6
2022-07-13 01:00:00,0.0,19.2,1017.0,79.0,56.0,21.6,-0.109787,28.8
2022-07-13 02:00:00,0.0,19.1,1016.8,75.0,57.0,23.0,0.144681,28.4
2022-07-13 03:00:00,0.0,19.2,1016.6,68.0,60.0,22.3,0.329362,27.7
2022-07-13 04:00:00,0.0,19.8,1016.7,64.0,67.0,21.6,0.660425,26.4
2022-07-13 05:00:00,0.0,20.2,1017.2,57.0,76.0,18.0,0.814468,24.7
2022-07-13 06:00:00,0.0,20.6,1017.9,60.0,80.0,16.6,0.874043,24.3
2022-07-13 07:00:00,0.0,20.7,1018.4,64.0,82.0,15.8,0.851915,24.0
2022-07-13 08:00:00,0.0,20.9,1018.8,66.0,83.0,16.2,0.771064,24.0
2022-07-13 09:00:00,0.0,20.7,1019.0,68.0,83.0,16.6,0.705532,23.8
2022-07-13 10:00:00,0.0,21.2,1018.7,73.0,85.0,15.1,0.640851,23.9
2022-07-13 11:00:00,0.0,21.4,1018.4,72.0,87.0,15.5,0.572766,23.7
2022-07-13 12:00:00,0.0,21.0,1017.8,70.0,86.0,15.5,0.551489,23.5
2022-07-13 13:00:00,0.0,20.9,1017.5,73.0,85.0,15.5,0.55234,23.6
2022-07-13 14:00:00,0.0,21.1,1017.4,73.0,85.0,15.5,0.53617,23.8
2022-07-13 15:00:00,0.0,20.8,1017.7,67.0,85.0,15.1,0.550638,23.5
2022-07-13 16:00:00,0.0,21.2,1017.8,71.0,86.0,15.1,0.559149,23.7
2022-07-13 17:00:00,0.0,20.5,1018.4,69.0,79.0,17.6,0.413617,24.4
2022-07-13 18:00:00,0.0,20.2,1018.6,69.0,70.0,18.7,0.108085,26.1
2022-07-13 19:00:00,0.0,19.3,1018.6,69.0,60.0,20.5,0.0672342,27.8
2022-07-13 20:00:00,0.0,19.1,1018.6,70.0,55.0,22.3,-0.125106,29.1
2022-07-13 21:00:00,0.0,19.2,1018.5,72.0,52.0,23.0,-0.422979,30.1
