DT,prcp,pres,dwpt,rhum,temp,wdir,wspd,Waianae
2022-08-06 23:00:00,0.6,1014.9,20.4,57.0,29.8,218.0,5.0,-0.0706381
2022-08-07 00:00:00,0.8,1014.6,20.6,61.0,28.9,226.0,4.7,-0.171915
2022-08-07 01:00:00,0.7,1014.4,20.3,59.0,29.1,194.0,4.7,0.189787
2022-08-07 02:00:00,0.1,1014.2,20.9,62.0,28.9,223.0,4.0,0.403404
2022-08-07 03:00:00,0.3,1014.0,20.3,61.0,28.6,238.0,4.0,0.438298
2022-08-07 04:00:00,0.6,1014.4,21.5,75.0,26.3,231.0,2.5,0.691915
2022-08-07 05:00:00,0.1,1014.8,20.4,68.0,26.8,353.0,2.5,0.873192
2022-08-07 06:00:00,0.0,1015.4,21.5,75.0,26.3,40.0,4.0,0.869787
2022-08-07 07:00:00,0.0,1016.1,22.2,80.0,25.9,54.0,5.8,0.85617
2022-08-07 08:00:00,0.0,1016.5,22.7,84.0,25.6,64.0,7.6,0.827234
2022-08-07 09:00:00,0.0,1016.6,23.0,87.0,25.3,71.0,6.8,0.748936
2022-08-07 10:00:00,0.0,1016.2,22.7,86.0,25.2,85.0,9.4,0.681702
2022-08-07 11:00:00,0.0,1016.0,22.5,86.0,25.0,93.0,10.8,0.62383
2022-08-07 12:00:00,0.0,1015.6,22.2,86.0,24.7,94.0,10.4,0.593192
2022-08-07 13:00:00,0.0,1015.3,22.1,86.0,24.6,77.0,9.4,0.564255
2022-08-07 14:00:00,0.0,1015.2,22.1,87.0,24.4,68.0,7.9,0.557447
2022-08-07 15:00:00,0.0,1015.0,21.9,84.0,24.8,81.0,10.4,0.564255
2022-08-07 16:00:00,0.0,1015.4,21.7,84.0,24.6,79.0,11.2,0.570213
2022-08-07 17:00:00,0.0,1015.9,21.0,78.0,25.1,87.0,15.5,0.514043
2022-08-07 18:00:00,0.0,1016.4,20.4,69.0,26.6,100.0,16.2,0.254468
2022-08-07 19:00:00,0.0,1016.7,20.0,61.0,28.2,107.0,14.8,0.0229789
2022-08-07 20:00:00,0.0,1016.7,18.8,52.0,29.7,119.0,14.4,-0.168511
2022-08-07 21:00:00,0.0,1016.8,18.3,47.0,30.9,129.0,12.6,-0.121702
2022-08-07 22:00:00,0.0,1016.4,18.0,45.0,31.3,140.0,13.0,-0.194893
2022-08-07 23:00:00,0.0,1015.7,19.0,48.0,31.3,156.0,14.8,-0.305532
2022-08-08 00:00:00,0.2,1015.5,19.7,53.0,30.4,156.0,15.1,-0.367659
2022-08-08 01:00:00,0.7,1014.8,17.7,44.0,31.4,96.0,10.8,-0.20766
2022-08-08 02:00:00,0.0,1014.8,18.2,47.0,30.8,81.0,13.3,0.0144682
2022-08-08 03:00:00,0.0,1014.9,18.4,51.0,29.6,67.0,15.1,0.344681
2022-08-08 04:00:00,0.0,1015.5,18.8,57.0,28.1,66.0,14.4,0.805958
2022-08-08 05:00:00,0.0,1016.1,19.3,65.0,26.4,70.0,14.4,0.940426
2022-08-08 06:00:00,0.0,1016.7,20.0,71.0,25.7,69.0,14.0,0.949787
2022-08-08 07:00:00,0.0,1016.9,20.1,73.0,25.3,75.0,13.3,0.908085
2022-08-08 08:00:00,0.0,1017.3,20.1,74.0,25.1,78.0,12.6,0.822979
2022-08-08 09:00:00,0.0,1017.5,20.3,75.0,25.0,80.0,13.3,0.725957
2022-08-08 10:00:00,0.0,1017.4,20.3,76.0,24.8,81.0,13.3,0.657872
2022-08-08 11:00:00,0.0,1017.1,20.2,76.0,24.7,80.0,12.6,0.586383
2022-08-08 12:00:00,0.0,1016.9,20.7,80.0,24.4,79.0,12.2,0.555745
2022-08-08 13:00:00,0.0,1016.7,20.8,81.0,24.3,82.0,14.0,0.531915
2022-08-08 14:00:00,0.0,1016.4,20.8,82.0,24.1,82.0,14.4,0.521702
2022-08-08 15:00:00,0.0,1016.6,20.7,82.0,24.0,81.0,13.0,0.547234
2022-08-08 16:00:00,0.0,1017.1,20.5,82.0,23.8,78.0,10.4,0.565957
2022-08-08 17:00:00,0.0,1017.1,19.4,73.0,24.6,76.0,13.3,0.474043
2022-08-08 18:00:00,0.0,1017.6,18.7,63.0,26.3,87.0,16.2,0.179575
2022-08-08 19:00:00,0.0,1017.8,17.9,55.0,27.8,88.0,16.9,-0.0519148
2022-08-08 20:00:00,0.0,1018.0,17.4,49.0,29.2,92.0,16.6,-0.297021
2022-08-08 21:00:00,0.0,1017.8,16.5,43.0,30.5,94.0,17.6,-0.22383
2022-08-08 22:00:00,0.0,1017.4,16.7,42.0,31.1,105.0,16.2,-0.319149
2022-08-08 23:00:00,0.0,1016.7,16.1,39.0,31.8,107.0,14.0,-0.228085
2022-08-09 00:00:00,0.0,1016.3,16.7,41.0,31.6,97.0,13.7,-0.255319
2022-08-09 01:00:00,0.0,1015.9,16.9,43.0,30.9,79.0,15.5,-0.155745
2022-08-09 02:00:00,0.0,1015.8,17.6,47.0,30.1,72.0,17.6,0.28766
2022-08-09 03:00:00,0.0,1015.7,18.2,52.0,29.0,81.0,19.8,0.596596
2022-08-09 04:00:00,0.0,1016.1,18.3,56.0,27.9,76.0,19.4,0.753191
2022-08-09 05:00:00,0.0,1016.9,19.0,64.0,26.4,71.0,18.4,0.862979
2022-08-09 06:00:00,0.0,1017.6,20.5,73.0,25.7,67.0,17.3,0.897021
2022-08-09 07:00:00,0.0,1018.0,20.9,76.0,25.4,70.0,16.6,0.855319
2022-08-09 08:00:00,0.0,1018.7,21.3,79.0,25.2,70.0,15.1,0.796596
2022-08-09 09:00:00,0.0,1018.8,21.4,81.0,24.9,73.0,15.1,0.704681
2022-08-09 10:00:00,0.0,1018.2,21.5,82.0,24.8,72.0,14.4,0.627234
2022-08-09 11:00:00,0.0,1017.6,21.4,82.0,24.7,74.0,14.0,0.592341
2022-08-09 12:00:00,0.0,1017.0,21.3,82.0,24.6,73.0,13.0,0.57617
2022-08-09 13:00:00,0.0,1017.0,21.3,82.0,24.6,70.0,11.5,0.547234
2022-08-09 14:00:00,0.0,1017.1,21.6,85.0,24.3,62.0,11.2,0.546383
2022-08-09 15:00:00,0.0,1017.1,21.6,86.0,24.1,61.0,10.1,0.542128
2022-08-09 16:00:00,0.0,1017.6,21.3,84.0,24.2,60.0,10.4,0.574468
2022-08-09 17:00:00,0.0,1018.0,20.7,79.0,24.6,65.0,14.0,0.458724
2022-08-09 18:00:00,0.0,1018.0,20.1,67.0,26.7,69.0,19.8,0.156596
2022-08-09 19:00:00,0.0,1018.1,20.0,63.0,27.7,75.0,23.0,-0.0808509
2022-08-09 20:00:00,0.0,1018.1,19.8,57.0,29.2,78.0,23.8,-0.211915
2022-08-09 21:00:00,0.0,1017.9,19.6,54.0,29.9,77.0,23.8,0.064681
2022-08-09 22:00:00,0.0,1017.4,19.6,51.0,30.9,79.0,23.8,-0.164255
2022-08-09 23:00:00,0.0,1016.8,20.4,57.0,29.8,79.0,22.7,-0.132766
2022-08-10 00:00:00,0.0,1016.1,20.4,54.0,30.8,86.0,23.8,-0.228085
2022-08-10 01:00:00,0.0,1015.8,20.1,52.0,31.1,87.0,22.3,-0.0706382
2022-08-10 02:00:00,0.0,1015.8,20.3,55.0,30.4,81.0,22.3,0.401702
2022-08-10 03:00:00,0.0,1015.8,20.4,59.0,29.2,75.0,22.0,0.669787
2022-08-10 04:00:00,0.0,1016.4,20.3,64.0,27.7,74.0,22.0,0.661277
2022-08-10 05:00:00,0.0,1016.6,21.0,73.0,26.2,76.0,20.5,0.869787
2022-08-10 06:00:00,0.0,1017.6,21.9,81.0,25.4,73.0,15.8,0.917447
2022-08-10 07:00:00,0.0,1018.5,22.0,82.0,25.3,75.0,14.8,0.880851
2022-08-10 08:00:00,0.0,1019.2,21.9,82.0,25.2,74.0,14.4,0.800851
2022-08-10 09:00:00,0.0,1019.3,21.6,81.0,25.1,75.0,16.2,0.737021
2022-08-10 10:00:00,0.0,1018.9,22.0,84.0,24.9,71.0,14.8,0.658723
2022-08-10 11:00:00,0.0,1018.5,22.0,85.0,24.7,70.0,12.6,0.60766
2022-08-10 12:00:00,0.0,1018.2,22.1,86.0,24.6,76.0,12.6,0.574468
2022-08-10 13:00:00,0.0,1017.9,22.1,86.0,24.6,74.0,13.7,0.562553
2022-08-10 14:00:00,0.0,1017.7,22.0,86.0,24.5,68.0,14.4,0.546383
2022-08-10 15:00:00,0.0,1017.9,22.0,87.0,24.3,67.0,14.0,0.555745
2022-08-10 16:00:00,0.0,1018.3,22.2,88.0,24.3,68.0,14.8,0.590638
2022-08-10 17:00:00,0.0,1018.6,21.5,82.0,24.8,68.0,16.9,0.554894
2022-08-10 18:00:00,0.0,1018.8,20.9,72.0,26.4,71.0,20.2,0.257021
2022-08-10 19:00:00,0.0,1018.3,20.2,62.0,28.2,81.0,23.8,0.245106
2022-08-10 20:00:00,0.0,1018.1,19.6,55.0,29.6,82.0,25.6,-0.268085
2022-08-10 21:00:00,0.0,1018.2,19.7,54.0,30.0,80.0,24.8,-0.449362
2022-08-10 22:00:00,0.0,1017.8,19.2,51.0,30.5,79.0,23.8,-0.526808
2022-08-10 23:00:00,0.0,1017.4,19.4,50.0,31.0,79.0,23.4,-0.49617
2022-08-11 00:00:00,0.0,1017.2,19.5,51.0,30.8,76.0,23.8,-0.394042
2022-08-11 01:00:00,0.0,1016.9,19.6,52.0,30.6,75.0,24.5,-0.241702
2022-08-11 02:00:00,0.0,1016.8,19.7,56.0,29.4,74.0,24.8,0.00851071
2022-08-11 03:00:00,0.0,1017.0,19.9,59.0,28.7,75.0,24.5,0.358298
2022-08-11 04:00:00,0.0,1017.4,20.3,66.0,27.2,72.0,22.7,0.683404
2022-08-11 05:00:00,0.0,1018.2,20.6,73.0,25.8,69.0,21.2,0.881702
2022-08-11 06:00:00,0.0,1019.1,21.0,77.0,25.3,66.0,16.6,0.954894
2022-08-11 07:00:00,0.0,1019.8,20.8,77.0,25.1,73.0,16.2,0.891064
2022-08-11 08:00:00,0.0,1020.3,21.0,77.0,25.3,67.0,16.2,0.809362
2022-08-11 09:00:00,0.0,1020.3,21.3,79.0,25.2,66.0,16.2,0.725106
2022-08-11 10:00:00,0.0,1020.1,20.6,77.0,24.9,62.0,13.3,0.658723
2022-08-11 11:00:00,0.0,1019.9,20.7,78.0,24.8,66.0,13.3,0.619574
2022-08-11 12:00:00,0.0,1019.3,20.4,76.0,24.9,64.0,15.1,0.582128
2022-08-11 13:00:00,0.0,1018.5,20.7,78.0,24.8,68.0,16.9,0.561702
2022-08-11 14:00:00,0.0,1018.4,21.1,81.0,24.6,70.0,15.8,0.566809
2022-08-11 15:00:00,0.0,1018.4,20.9,80.0,24.6,77.0,13.3,0.582979
2022-08-11 16:00:00,0.0,1018.8,21.0,81.0,24.5,72.0,13.0,0.591489
2022-08-11 17:00:00,0.0,1019.1,20.9,79.0,24.8,71.0,15.5,0.533617
2022-08-11 18:00:00,0.0,1019.4,20.4,70.0,26.3,75.0,22.3,0.300426
2022-08-11 19:00:00,0.0,1019.5,19.8,62.0,27.7,77.0,21.6,-0.0587232
2022-08-11 20:00:00,0.0,1019.5,19.5,57.0,28.9,74.0,22.7,-0.335319
2022-08-11 21:00:00,0.0,1019.6,19.1,52.0,30.0,75.0,23.0,-0.44851
2022-08-11 22:00:00,0.0,1019.3,18.9,49.0,30.8,78.0,22.7,-0.525106
2022-08-11 23:00:00,0.0,1018.8,18.2,46.0,31.2,77.0,23.0,-0.525106
2022-08-12 00:00:00,0.0,1018.3,18.5,47.0,31.1,74.0,22.3,-0.459574
2022-08-12 01:00:00,0.0,1017.8,17.9,47.0,30.5,72.0,20.2,-0.193191
2022-08-12 02:00:00,0.0,1017.5,18.1,50.0,29.6,75.0,20.2,0.0127661
2022-08-12 03:00:00,0.0,1017.7,18.4,54.0,28.6,75.0,21.6,0.377872
2022-08-12 04:00:00,0.0,1017.9,18.7,58.0,27.7,72.0,21.6,0.719149
2022-08-12 05:00:00,0.0,1018.5,20.2,71.0,25.9,67.0,16.9,0.854468
2022-08-12 06:00:00,0.0,1019.3,20.8,76.0,25.3,66.0,14.0,0.885106
2022-08-12 07:00:00,0.0,1019.9,21.0,78.0,25.1,68.0,12.2,0.85617
2022-08-12 08:00:00,0.0,1020.4,21.0,79.0,24.9,71.0,11.9,0.805957
2022-08-12 09:00:00,0.0,1020.3,21.0,80.0,24.7,72.0,11.9,0.708085
2022-08-12 10:00:00,0.0,1019.8,21.0,81.0,24.5,70.0,11.9,0.658723
2022-08-12 11:00:00,0.0,1019.1,21.4,87.0,23.7,53.0,9.0,0.577872
2022-08-12 12:00:00,0.0,1018.6,21.2,87.0,23.5,54.0,8.3,0.555745
2022-08-12 13:00:00,0.0,1018.2,21.5,89.0,23.4,54.0,7.2,0.533617
2022-08-12 14:00:00,0.0,1017.6,21.4,89.0,23.3,53.0,7.2,0.53617
2022-08-12 15:00:00,0.0,1017.6,21.4,89.0,23.3,54.0,7.2,0.55234
2022-08-12 16:00:00,0.0,1017.9,21.3,89.0,23.2,54.0,7.9,0.579575
2022-08-12 17:00:00,0.0,1018.2,20.4,81.0,23.9,57.0,11.2,0.507234
2022-08-12 18:00:00,0.0,1018.4,19.7,70.0,25.6,65.0,13.0,0.16
2022-08-12 19:00:00,0.0,1018.4,19.0,60.0,27.4,72.0,15.1,0.0417021
2022-08-12 20:00:00,0.0,1018.3,18.1,52.0,28.9,74.0,16.6,-0.133617
2022-08-12 21:00:00,0.0,1018.1,17.9,49.0,29.8,77.0,15.8,-0.233191
2022-08-12 22:00:00,0.0,1017.7,18.2,49.0,30.1,81.0,16.2,0.0578724
2022-08-12 23:00:00,0.0,1017.0,17.6,46.0,30.5,80.0,16.6,-0.101276
2022-08-13 00:00:00,0.0,1016.4,17.4,45.0,30.7,79.0,17.3,-0.21617
2022-08-13 01:00:00,0.0,1015.8,17.4,46.0,30.3,78.0,17.3,-0.159149
2022-08-13 02:00:00,0.0,1015.7,17.4,48.0,29.6,74.0,17.6,0.398298
2022-08-13 03:00:00,0.0,1015.6,17.2,50.0,28.6,80.0,13.0,0.634043
2022-08-13 04:00:00,0.0,1015.7,18.1,58.0,27.1,72.0,13.7,0.621277
2022-08-13 05:00:00,0.0,1016.5,19.2,68.0,25.5,67.0,14.0,0.781277
2022-08-13 06:00:00,0.0,1017.2,19.9,74.0,24.8,64.0,12.6,0.788936
2022-08-13 07:00:00,0.0,1017.7,19.9,75.0,24.6,66.0,12.6,0.794894
2022-08-13 08:00:00,0.0,1018.1,19.8,75.0,24.5,56.0,11.9,0.715745
2022-08-13 09:00:00,0.0,1018.2,20.1,78.0,24.2,55.0,10.1,0.686809
2022-08-13 10:00:00,0.0,1018.0,20.2,79.0,24.1,62.0,9.4,0.617872
2022-08-13 11:00:00,0.0,1017.8,20.2,79.0,24.1,66.0,7.9,0.570213
2022-08-13 12:00:00,0.0,1017.3,20.4,81.0,23.9,64.0,5.8,0.554894
2022-08-13 13:00:00,0.0,1016.8,21.0,86.0,23.5,66.0,6.1,0.509787
2022-08-13 14:00:00,0.0,1016.6,21.3,89.0,23.2,52.0,5.8,0.502128
2022-08-13 15:00:00,0.0,1016.7,21.4,91.0,22.9,50.0,6.1,0.524255
2022-08-13 16:00:00,0.0,1016.9,21.3,91.0,22.8,46.0,5.8,0.516596
2022-08-13 17:00:00,0.0,1017.3,20.2,81.0,23.7,48.0,7.6,0.43234
2022-08-13 18:00:00,0.0,1017.0,19.4,69.0,25.5,69.0,10.8,0.19149
2022-08-13 19:00:00,0.0,1017.2,19.0,60.0,27.4,84.0,14.4,0.108085
2022-08-13 20:00:00,0.0,1017.3,18.4,54.0,28.6,93.0,16.2,-0.161702
2022-08-13 21:00:00,0.0,1017.3,18.0,50.0,29.5,101.0,16.9,0.0553193
2022-08-13 22:00:00,0.0,1016.8,17.8,47.0,30.4,99.0,16.6,-0.313191
2022-08-13 23:00:00,0.0,1016.2,17.9,48.0,30.1,90.0,16.6,-0.122553
2022-08-14 00:00:00,0.0,1015.8,17.8,47.0,30.4,88.0,16.2,0.20766
2022-08-14 01:00:00,0.0,1015.3,17.4,46.0,30.3,85.0,14.4,-0.163404
2022-08-14 02:00:00,0.0,1015.1,17.4,47.0,29.9,91.0,13.3,0.342979
2022-08-14 03:00:00,0.0,1015.1,17.4,49.0,29.2,96.0,15.1,0.468085
2022-08-14 04:00:00,0.0,1015.4,18.7,59.0,27.4,96.0,18.4,0.711489
2022-08-14 05:00:00,0.0,1015.8,19.3,67.0,25.9,92.0,17.6,0.805106
2022-08-14 06:00:00,0.0,1016.6,19.4,69.0,25.5,91.0,15.8,0.820426
2022-08-14 07:00:00,0.0,1017.4,19.9,72.0,25.3,91.0,16.2,0.804255
2022-08-14 08:00:00,0.0,1018.1,20.1,74.0,25.1,90.0,15.1,0.747234
2022-08-14 09:00:00,0.0,1018.2,20.8,78.0,24.9,83.0,13.0,0.714042
2022-08-14 10:00:00,0.0,1018.1,20.3,76.0,24.8,80.0,14.8,0.650213
2022-08-14 11:00:00,0.0,1017.9,20.1,76.0,24.6,88.0,13.7,0.603404
2022-08-14 12:00:00,0.0,1017.7,20.3,78.0,24.4,89.0,11.5,0.557447
2022-08-14 13:00:00,0.0,1017.3,20.2,78.0,24.3,83.0,9.4,0.538723
2022-08-14 14:00:00,0.0,1016.7,20.1,77.0,24.4,78.0,10.1,0.517447
2022-08-14 15:00:00,0.0,1016.8,20.1,78.0,24.2,75.0,7.6,0.525957
2022-08-14 16:00:00,0.0,1017.1,20.5,81.0,24.0,76.0,6.1,0.545532
2022-08-14 17:00:00,0.0,1017.6,19.4,72.0,24.8,74.0,10.8,0.485958
2022-08-14 18:00:00,0.0,1018.0,18.4,62.0,26.3,81.0,12.6,0.218724
2022-08-14 19:00:00,0.0,1017.6,18.5,57.0,27.8,83.0,15.8,-0.0757446
2022-08-14 20:00:00,0.0,1017.7,17.7,50.0,29.2,89.0,16.2,-0.201702
2022-08-14 21:00:00,0.0,1017.7,17.6,47.0,30.2,93.0,16.6,-0.147234
2022-08-14 22:00:00,0.0,1017.4,17.0,43.0,31.0,97.0,16.2,0.171064
2022-08-14 23:00:00,0.0,1017.1,16.5,41.0,31.3,99.0,15.1,0.0340426
2022-08-15 00:00:00,0.0,1016.7,16.7,44.0,30.3,88.0,14.0,0.438298
2022-08-15 01:00:00,0.0,1016.3,16.7,44.0,30.3,80.0,12.2,0.106383
2022-08-15 02:00:00,0.0,1016.3,17.2,47.0,29.7,66.0,9.4,0.59234
2022-08-15 03:00:00,0.0,1016.4,17.8,53.0,28.3,64.0,9.4,0.58383
2022-08-15 04:00:00,0.0,1016.8,18.2,58.0,27.2,65.0,11.5,0.691064
2022-08-15 05:00:00,0.0,1016.9,19.4,67.0,26.0,71.0,15.5,0.844255
2022-08-15 06:00:00,0.0,1017.5,20.2,74.0,25.2,67.0,12.6,0.901277
2022-08-15 07:00:00,0.0,1018.0,20.6,77.0,24.9,65.0,12.2,0.869787
2022-08-15 08:00:00,0.0,1018.4,20.8,79.0,24.7,64.0,11.2,0.788085
2022-08-15 09:00:00,0.0,1018.5,20.7,79.0,24.6,66.0,11.5,0.697872
2022-08-15 10:00:00,0.0,1018.2,21.1,83.0,24.2,72.0,9.4,0.638298
2022-08-15 11:00:00,0.0,1017.9,21.2,84.0,24.1,74.0,9.7,0.600851
2022-08-15 12:00:00,0.0,1017.4,21.2,85.0,23.9,78.0,9.4,0.554894
2022-08-15 13:00:00,0.0,1017.0,21.1,86.0,23.6,77.0,7.9,0.525958
2022-08-15 14:00:00,0.0,1016.9,21.1,87.0,23.4,71.0,6.8,0.546383
2022-08-15 15:00:00,0.0,1016.8,21.4,88.0,23.5,60.0,6.5,0.554894
2022-08-15 16:00:00,0.0,1017.3,21.6,90.0,23.3,62.0,5.8,0.561702
2022-08-15 17:00:00,0.0,1017.7,20.4,81.0,23.9,66.0,8.6,0.48766
2022-08-15 18:00:00,0.0,1018.0,19.6,70.0,25.5,79.0,9.4,0.18383
2022-08-15 19:00:00,0.0,1018.1,18.2,57.0,27.5,88.0,9.7,-0.107234
2022-08-15 20:00:00,0.0,1018.0,17.0,47.0,29.5,98.0,7.9,-0.250213
2022-08-15 21:00:00,0.0,1017.8,16.2,42.0,30.6,106.0,6.1,-0.134468
2022-08-15 22:00:00,0.0,1017.5,16.4,44.0,30.0,103.0,2.9,0.174468
2022-08-15 23:00:00,0.0,1016.9,17.9,49.0,29.8,266.0,1.8,0.151489
2022-08-16 00:00:00,0.3,1016.6,18.7,52.0,29.6,255.0,6.5,-0.0714893
2022-08-16 01:00:00,0.2,1016.3,19.5,63.0,27.2,234.0,8.3,0.0995745
2022-08-16 02:00:00,0.2,1016.0,19.3,60.0,27.8,220.0,8.3,0.451064
2022-08-16 03:00:00,0.2,1015.8,19.8,66.0,26.7,214.0,6.5,0.691064
2022-08-16 04:00:00,0.0,1015.8,19.6,66.0,26.5,207.0,4.3,0.707234
2022-08-16 05:00:00,0.0,1016.4,20.0,70.0,25.9,110.0,2.5,0.851064
2022-08-16 06:00:00,0.0,1016.8,20.5,75.0,25.3,70.0,5.8,0.897872
2022-08-16 07:00:00,0.0,1017.3,20.5,76.0,25.0,59.0,6.8,0.87149
2022-08-16 08:00:00,0.0,1017.8,21.2,81.0,24.7,54.0,5.8,0.76766
2022-08-16 09:00:00,0.0,1017.7,21.5,84.0,24.4,43.0,5.8,0.70383
2022-08-16 10:00:00,0.0,1017.2,21.6,85.0,24.3,41.0,5.0,0.605106
2022-08-16 11:00:00,0.0,1016.5,21.2,85.0,23.9,67.0,6.5,0.550638
2022-08-16 12:00:00,0.0,1015.8,21.3,87.0,23.6,55.0,6.1,0.515745
2022-08-16 13:00:00,0.0,1015.3,21.4,89.0,23.3,56.0,5.8,0.491915
2022-08-16 14:00:00,0.0,1015.1,21.5,91.0,23.0,48.0,5.0,0.491064
2022-08-16 15:00:00,0.0,1015.1,21.6,93.0,22.8,43.0,5.4,0.497021
2022-08-16 16:00:00,0.0,1015.2,22.0,95.0,22.8,41.0,5.8,0.523404
2022-08-16 17:00:00,0.0,1015.7,21.9,90.0,23.6,33.0,5.8,0.478298
2022-08-16 18:00:00,0.0,1016.3,20.1,71.0,25.8,82.0,3.2,0.19149
2022-08-16 19:00:00,0.0,1016.3,19.6,62.0,27.5,159.0,5.4,-0.094468
2022-08-16 20:00:00,0.0,1016.2,19.4,57.0,28.8,182.0,9.7,-0.320851
2022-08-16 21:00:00,0.0,1016.0,19.5,56.0,29.2,199.0,12.2,-0.403404
2022-08-16 22:00:00,0.0,1015.8,19.0,57.0,28.3,233.0,13.0,-0.477447
2022-08-16 23:00:00,0.0,1014.9,17.2,48.0,29.4,244.0,11.5,-0.428936
2022-08-17 00:00:00,0.0,1014.2,17.6,49.0,29.4,249.0,13.3,-0.282553
2022-08-17 01:00:00,0.0,1014.0,18.5,53.0,29.1,267.0,11.9,-0.295319
2022-08-17 02:00:00,0.0,1013.5,18.3,52.0,29.2,265.0,10.4,-0.0442553
2022-08-17 03:00:00,0.0,1013.2,18.5,54.0,28.7,255.0,9.7,0.319149
2022-08-17 04:00:00,0.0,1013.5,18.8,57.0,28.1,256.0,7.6,0.672341
2022-08-17 05:00:00,0.0,1014.0,19.3,62.0,27.2,274.0,5.0,0.855319
2022-08-17 06:00:00,0.0,1014.9,20.3,69.0,26.4,318.0,2.2,0.94383
2022-08-17 07:00:00,0.0,1015.6,20.6,73.0,25.8,65.0,2.2,0.885957
2022-08-17 08:00:00,0.0,1015.9,20.3,74.0,25.3,88.0,5.4,0.788085
2022-08-17 09:00:00,0.0,1016.1,21.7,83.0,24.8,71.0,4.3,0.685957
2022-08-17 10:00:00,0.0,1015.9,22.8,92.0,24.2,55.0,4.0,0.605106
2022-08-17 11:00:00,0.0,1015.5,23.0,95.0,23.8,52.0,4.0,0.549787
2022-08-17 12:00:00,0.0,1014.9,23.0,97.0,23.5,42.0,4.0,0.514894
2022-08-17 13:00:00,0.0,1014.7,22.9,98.0,23.2,38.0,4.0,0.500426
2022-08-17 14:00:00,0.0,1014.6,22.7,98.0,23.0,32.0,4.0,0.507234
2022-08-17 15:00:00,0.0,1014.6,22.2,97.0,22.7,27.0,4.3,0.517447
2022-08-17 16:00:00,0.0,1014.9,21.9,96.0,22.6,27.0,2.5,0.545532
2022-08-17 17:00:00,0.0,1015.4,21.8,92.0,23.2,27.0,3.6,0.445107
2022-08-17 18:00:00,0.0,1015.5,20.0,68.0,26.4,25.0,1.8,0.161702
2022-08-17 19:00:00,0.0,1015.5,19.2,58.0,28.3,190.0,3.2,-0.102979
2022-08-17 20:00:00,0.0,1015.4,19.3,54.0,29.6,203.0,7.9,-0.313191
2022-08-17 21:00:00,0.1,1015.4,19.6,55.0,29.6,205.0,11.2,-0.46383
2022-08-17 22:00:00,0.3,1015.3,20.1,58.0,29.2,206.0,9.7,-0.167659
2022-08-17 23:00:00,0.4,1015.0,20.0,59.0,28.8,211.0,5.8,-0.310638
2022-08-18 00:00:00,0.4,1014.4,20.0,58.0,29.1,188.0,6.1,-0.2
2022-08-18 01:00:00,0.4,1013.9,19.7,56.0,29.4,188.0,5.0,0.0595746
2022-08-18 02:00:00,0.5,1013.9,19.9,59.0,28.7,178.0,3.2,0.617872
2022-08-18 03:00:00,0.1,1013.8,20.0,61.0,28.2,151.0,4.0,0.497873
2022-08-18 04:00:00,0.0,1013.6,19.9,61.0,28.1,144.0,6.1,0.704681
2022-08-18 05:00:00,0.0,1014.4,20.4,68.0,26.8,98.0,7.2,0.851064
2022-08-18 06:00:00,0.0,1015.1,21.1,73.0,26.3,65.0,9.7,0.898724
2022-08-18 07:00:00,0.0,1015.7,21.9,78.0,26.0,62.0,9.4,0.868936
2022-08-18 08:00:00,0.0,1016.3,21.9,79.0,25.8,64.0,9.0,0.791489
2022-08-18 09:00:00,0.0,1015.9,22.1,81.0,25.6,83.0,11.2,0.699575
2022-08-18 10:00:00,0.0,1016.1,22.1,82.0,25.4,93.0,10.8,0.628936
2022-08-18 11:00:00,0.0,1016.0,22.4,85.0,25.1,98.0,10.1,0.577872
2022-08-18 12:00:00,0.0,1015.6,22.4,86.0,24.9,87.0,7.9,0.540426
2022-08-18 13:00:00,0.0,1015.4,22.2,86.0,24.7,68.0,6.8,0.518298
2022-08-18 14:00:00,0.0,1015.3,21.5,82.0,24.8,68.0,9.0,0.504681
2022-08-18 15:00:00,0.0,1015.5,21.8,85.0,24.5,65.0,7.9,0.533617
2022-08-18 16:00:00,0.0,1015.7,22.3,88.0,24.4,70.0,7.6,0.553191
2022-08-18 17:00:00,0.0,1016.2,21.7,82.0,25.0,78.0,10.8,0.469787
2022-08-18 18:00:00,0.0,1016.5,21.4,73.0,26.6,95.0,13.3,0.189787
2022-08-18 19:00:00,0.0,1016.6,20.0,60.0,28.5,101.0,11.2,-0.0689361
2022-08-18 20:00:00,0.0,1016.7,19.5,54.0,29.8,108.0,11.9,-0.167659
2022-08-18 21:00:00,0.0,1016.5,19.2,50.0,30.8,113.0,11.5,-0.269787
2022-08-18 22:00:00,0.0,1016.2,18.6,47.0,31.3,118.0,9.4,-0.455319
2022-08-18 23:00:00,0.2,1015.6,18.9,48.0,31.2,115.0,5.8,-0.351489
2022-08-19 00:00:00,0.6,1015.5,19.4,52.0,30.3,92.0,4.0,-0.364255
2022-08-19 01:00:00,0.8,1015.2,19.7,53.0,30.3,73.0,2.9,-0.299574
2022-08-19 02:00:00,0.7,1015.0,20.4,58.0,29.5,74.0,4.0,0.22383
2022-08-19 03:00:00,0.2,1015.0,20.4,60.0,28.9,74.0,8.6,0.410213
2022-08-19 04:00:00,0.0,1015.2,20.5,64.0,27.9,77.0,11.5,0.602553
2022-08-19 05:00:00,0.0,1016.0,21.6,74.0,26.6,68.0,12.2,0.908936
