DT,prcp,pres,dwpt,rhum,wdir,temp,wspd,Donalsonville
2022-02-26 16:00:00,0.0,1027.0,7.7,52.0,50.0,17.7,11.2,-0.258621
2022-02-26 17:00:00,0.0,1026.0,7.7,44.0,30.0,20.4,9.4,-0.327586
2022-02-26 18:00:00,0.0,1025.0,8.2,41.0,310.0,22.1,7.6,-0.344828
2022-02-26 19:00:00,0.0,1024.0,9.4,40.0,20.0,23.8,5.4,-0.344828
2022-02-26 20:00:00,0.0,1024.0,10.2,40.0,330.0,24.7,11.2,-0.310345
2022-02-26 21:00:00,0.0,1023.0,10.1,38.0,20.0,25.5,9.4,-0.206897
2022-02-26 22:00:00,0.0,1024.0,10.3,39.0,330.0,25.2,9.4,-0.103448
2022-02-26 23:00:00,0.0,1024.0,9.0,38.0,350.0,24.2,14.8,0.068966
2022-02-27 00:00:00,0.0,1024.0,8.5,45.0,350.0,20.9,9.4,0.172414
2022-02-27 01:00:00,0.0,1024.0,9.6,55.0,10.0,18.8,9.4,0.172414
2022-02-27 02:00:00,0.0,1024.0,9.9,59.0,20.0,18.0,9.4,0.172414
2022-02-27 03:00:00,0.0,1024.0,9.1,60.0,30.0,16.9,5.4,0.155172
2022-02-27 04:00:00,0.0,1024.0,9.4,71.0,150.0,14.6,5.4,0.155172
2022-02-27 05:00:00,0.0,1023.0,10.7,79.0,0.0,14.3,0.0,0.137931
2022-02-27 06:00:00,0.0,1023.0,11.1,87.0,0.0,13.2,0.0,0.12069
2022-02-27 07:00:00,0.0,1022.0,10.7,92.0,0.0,12.0,0.0,0.12069
2022-02-27 08:00:00,0.0,1022.0,10.3,90.0,0.0,11.9,0.0,0.103448
2022-02-27 09:00:00,0.0,1021.0,10.5,96.0,0.0,11.1,0.0,0.103448
2022-02-27 10:00:00,0.0,1021.0,10.1,99.0,320.0,10.3,7.6,0.103448
2022-02-27 11:00:00,0.0,1021.0,9.5,100.0,0.0,9.5,0.0,0.12069
2022-02-27 12:00:00,0.0,1022.0,10.4,96.0,150.0,8.8,9.4,0.12069
2022-02-27 13:00:00,0.0,1022.0,10.8,96.0,0.0,11.4,0.0,0.12069
2022-02-27 14:00:00,0.0,1022.0,10.9,77.0,350.0,14.9,5.4,0.068966
2022-02-27 15:00:00,0.0,1022.0,9.0,52.0,300.0,19.1,7.6,-0.103448
2022-02-27 16:00:00,0.0,1021.0,10.2,48.0,240.0,21.7,7.6,-0.241379
2022-02-27 17:00:00,0.0,1021.0,10.1,39.0,250.0,25.0,16.6,-0.310345
2022-02-27 18:00:00,0.0,1019.0,11.4,40.0,210.0,26.0,18.4,-0.327586
2022-02-27 19:00:00,0.0,1018.0,11.9,40.0,260.0,26.6,11.2,-0.224138
2022-02-27 20:00:00,0.0,1018.0,12.5,41.0,290.0,26.9,14.8,-0.189655
2022-02-27 21:00:00,0.0,1017.0,13.1,45.0,290.0,25.9,18.4,0.051724
2022-02-27 22:00:00,0.0,1017.0,12.3,44.0,310.0,25.4,24.1,0.086207
2022-02-27 23:00:00,0.2,1018.0,11.5,49.0,330.0,22.8,22.3,0.137931
2022-02-28 00:00:00,0.0,1019.0,11.7,57.0,330.0,20.5,16.6,0.189655
2022-02-28 01:00:00,0.1,1019.0,14.1,73.0,320.0,19.0,20.5,0.206897
2022-02-28 02:00:00,1.6,1020.0,15.2,89.0,340.0,17.0,11.2,0.206897
2022-02-28 03:00:00,0.6,1020.0,14.3,89.0,340.0,16.1,14.8,0.189655
2022-02-28 04:00:00,0.0,1020.0,14.7,98.0,350.0,15.0,7.6,0.172414
2022-02-28 05:00:00,0.0,1020.0,14.4,97.0,340.0,14.9,13.0,0.155172
2022-02-28 06:00:00,0.0,1020.0,12.0,88.0,360.0,14.0,14.8,0.155172
2022-02-28 07:00:00,0.0,1019.0,11.2,85.0,340.0,13.7,16.6,0.12069
2022-02-28 08:00:00,0.0,1019.0,10.8,85.0,340.0,13.3,16.6,0.12069
2022-02-28 09:00:00,0.0,1019.0,11.1,88.0,350.0,13.0,22.3,0.12069
2022-02-28 10:00:00,0.0,1019.0,11.4,93.0,350.0,12.5,13.0,0.12069
2022-02-28 11:00:00,0.0,1019.0,11.6,96.0,330.0,12.2,18.4,0.155172
2022-02-28 12:00:00,0.0,1020.0,9.6,85.0,340.0,11.4,13.0,0.206897
2022-02-28 13:00:00,0.2,1021.0,9.3,84.0,360.0,11.7,13.0,0.241379
2022-02-28 14:00:00,0.5,1021.0,9.8,87.0,30.0,11.9,18.4,0.241379
2022-02-28 15:00:00,0.4,1022.0,12.1,94.0,50.0,12.7,14.8,0.189655
2022-02-28 16:00:00,0.1,1021.0,12.1,94.0,30.0,13.0,14.8,0.189655
2022-02-28 17:00:00,0.0,1021.0,12.0,91.0,50.0,13.4,18.4,0.189655
2022-02-28 18:00:00,0.0,1021.0,11.6,92.0,30.0,12.9,22.3,0.206897
2022-02-28 19:00:00,0.0,1020.0,11.9,90.0,30.0,13.5,16.6,0.172414
2022-02-28 20:00:00,0.0,1020.0,11.4,89.0,30.0,13.2,22.3,0.189655
2022-02-28 21:00:00,0.0,1020.0,11.0,85.0,10.0,13.5,16.6,0.155172
2022-02-28 22:00:00,0.0,1020.0,11.0,84.0,50.0,13.7,13.0,0.12069
2022-02-28 23:00:00,0.0,1020.0,10.7,80.0,40.0,14.1,13.0,0.12069
2022-03-01 00:00:00,0.0,1020.0,10.3,85.0,80.0,12.8,7.6,0.189655
2022-03-01 01:00:00,0.0,1020.0,10.6,97.0,150.0,11.1,5.4,0.258621
2022-03-01 02:00:00,0.0,1020.0,2.5,50.0,0.0,10.0,0.0,0.241379
2022-03-01 03:00:00,0.0,1021.0,9.1,94.0,0.0,10.0,0.0,0.241379
2022-03-01 04:00:00,0.0,1021.0,0.7,51.0,0.0,9.0,0.0,0.206897
2022-03-01 05:00:00,0.0,1021.0,0.3,55.0,0.0,9.1,0.0,0.206897
2022-03-01 06:00:00,0.0,1021.0,0.1,56.0,0.0,8.3,0.0,0.189655
2022-03-01 07:00:00,0.0,1021.0,-0.7,55.0,350.0,8.1,5.4,0.189655
2022-03-01 08:00:00,0.0,1020.0,-1.4,55.0,0.0,7.0,0.0,0.189655
2022-03-01 09:00:00,0.0,1021.0,-2.6,52.0,0.0,6.9,0.0,0.155172
2022-03-01 10:00:00,0.0,1021.0,-3.1,52.0,0.0,6.7,0.0,0.172414
2022-03-01 11:00:00,0.0,1022.0,-3.6,51.0,0.0,5.8,0.0,0.206897
2022-03-01 12:00:00,0.0,1022.0,-3.8,52.0,0.0,5.0,0.0,0.275862
2022-03-01 13:00:00,0.0,1023.0,8.4,90.0,0.0,5.5,0.0,0.293103
2022-03-01 14:00:00,0.0,1023.0,8.5,90.0,30.0,10.1,11.2,0.155172
2022-03-01 15:00:00,0.0,1023.0,6.3,59.0,30.0,14.2,7.6,0.034483
2022-03-01 16:00:00,0.0,1022.0,4.1,43.0,80.0,16.7,13.0,-0.12069
2022-03-01 17:00:00,0.0,1022.0,1.4,31.0,30.0,18.9,18.4,-0.137931
2022-03-01 18:00:00,0.0,1021.0,2.6,33.0,350.0,19.3,13.0,-0.258621
2022-03-01 19:00:00,0.0,1020.0,3.5,33.0,20.0,20.3,9.4,-0.206897
2022-03-01 20:00:00,0.0,1020.0,3.7,31.0,10.0,21.6,13.0,-0.241379
2022-03-01 21:00:00,0.0,1019.0,3.5,30.0,340.0,21.9,18.4,-0.155172
2022-03-01 22:00:00,0.0,1020.0,3.1,30.0,340.0,21.4,5.4,-0.051724
2022-03-01 23:00:00,0.0,1020.0,3.1,31.0,330.0,20.9,9.4,0.051724
2022-03-02 00:00:00,0.0,1020.0,3.8,38.0,0.0,18.4,0.0,0.172414
2022-03-02 01:00:00,0.0,1021.0,5.6,59.0,0.0,13.5,0.0,0.206897
2022-03-02 02:00:00,0.0,1021.0,5.9,70.0,230.0,11.2,7.6,0.206897
2022-03-02 03:00:00,0.0,1021.0,5.4,70.0,0.0,10.7,0.0,0.189655
2022-03-02 04:00:00,0.0,1021.0,5.6,78.0,0.0,9.2,0.0,0.189655
2022-03-02 05:00:00,0.0,1021.0,5.5,75.0,0.0,9.7,0.0,0.172414
2022-03-02 06:00:00,0.0,1021.0,5.3,80.0,0.0,8.6,0.0,0.155172
2022-03-02 07:00:00,0.0,1021.0,5.3,91.0,210.0,6.7,7.6,0.155172
2022-03-02 08:00:00,0.0,1021.0,4.6,93.0,0.0,5.6,0.0,0.155172
2022-03-02 09:00:00,0.0,1021.0,4.3,97.0,0.0,4.7,0.0,0.137931
2022-03-02 10:00:00,0.0,1022.0,3.6,96.0,0.0,4.2,0.0,0.155172
2022-03-02 11:00:00,0.0,1022.0,3.4,99.0,0.0,3.5,0.0,0.206897
2022-03-02 12:00:00,0.0,1023.0,3.0,96.0,0.0,3.6,0.0,0.258621
2022-03-02 13:00:00,0.0,1023.0,5.7,99.0,320.0,5.8,5.4,0.293103
2022-03-02 14:00:00,0.0,1024.0,5.0,66.0,0.0,11.1,0.0,0.12069
2022-03-02 15:00:00,0.0,1023.0,2.7,41.0,50.0,16.0,7.6,-0.034483
2022-03-02 16:00:00,0.0,1023.0,1.4,30.0,70.0,19.4,7.6,-0.155172
2022-03-02 17:00:00,0.0,1022.0,0.8,25.0,40.0,21.7,11.2,-0.241379
2022-03-02 18:00:00,0.0,1022.0,-1.7,20.0,50.0,22.4,9.4,-0.293103
2022-03-02 19:00:00,0.0,1021.0,-1.7,19.0,350.0,23.2,5.4,-0.258621
2022-03-02 20:00:00,0.0,1020.0,-1.7,18.0,290.0,24.1,7.6,-0.224138
2022-03-02 21:00:00,0.0,1020.0,-2.0,17.0,240.0,24.7,9.4,-0.137931
2022-03-02 22:00:00,0.0,1020.0,-1.3,18.0,230.0,24.6,7.6,-0.051724
2022-03-02 23:00:00,0.0,1020.0,-0.8,20.0,250.0,23.5,7.6,0.051724
2022-03-03 00:00:00,0.0,1021.0,1.5,30.0,230.0,19.6,7.6,0.172414
2022-03-03 01:00:00,0.0,1021.0,2.4,45.0,0.0,14.2,0.0,0.206897
2022-03-03 02:00:00,0.0,1022.0,2.8,49.0,0.0,13.3,0.0,0.206897
2022-03-03 03:00:00,0.0,1022.0,3.2,55.0,0.0,12.0,0.0,0.206897
2022-03-03 04:00:00,0.0,1022.0,4.5,58.0,240.0,12.5,11.2,0.189655
2022-03-03 05:00:00,0.0,1022.0,4.1,63.0,240.0,10.9,5.4,0.172414
2022-03-03 06:00:00,0.0,1022.0,3.9,62.0,230.0,10.9,7.6,0.155172
2022-03-03 07:00:00,0.0,1021.0,4.7,76.0,220.0,8.7,5.4,0.155172
2022-03-03 08:00:00,0.0,1021.0,4.5,84.0,190.0,7.0,5.4,0.155172
2022-03-03 09:00:00,0.0,1021.0,3.9,84.0,180.0,6.4,7.6,0.137931
2022-03-03 10:00:00,0.0,1022.0,4.3,93.0,220.0,5.3,5.4,0.155172
2022-03-03 11:00:00,0.0,1023.0,4.3,93.0,0.0,5.3,0.0,0.189655
2022-03-03 12:00:00,0.0,1023.0,4.6,95.0,0.0,5.3,0.0,0.258621
2022-03-03 13:00:00,0.0,1024.0,5.9,95.0,0.0,6.6,0.0,0.275862
2022-03-03 14:00:00,0.0,1024.0,6.1,65.0,0.0,12.5,0.0,0.103448
2022-03-03 15:00:00,0.0,1024.0,4.8,44.0,0.0,17.2,0.0,0.0
2022-03-03 16:00:00,0.0,1024.0,4.4,34.0,30.0,20.8,7.6,-0.155172
2022-03-03 17:00:00,0.0,1023.0,3.2,26.0,50.0,23.9,9.4,-0.206897
2022-03-03 18:00:00,0.0,1022.0,1.1,21.0,310.0,24.9,13.0,-0.258621
2022-03-03 19:00:00,0.0,1022.0,1.2,21.0,340.0,25.0,7.6,-0.241379
2022-03-03 20:00:00,0.0,1021.0,0.1,18.0,270.0,26.3,5.4,-0.155172
2022-03-03 21:00:00,0.0,1021.0,0.4,19.0,310.0,25.8,13.0,0.017241
2022-03-03 22:00:00,0.0,1021.0,0.6,19.0,290.0,26.0,9.4,-0.034483
2022-03-03 23:00:00,0.0,1021.0,1.9,24.0,290.0,23.7,7.6,0.086207
2022-03-04 00:00:00,0.0,1021.0,3.6,32.0,0.0,20.9,0.0,0.189655
2022-03-04 01:00:00,0.0,1022.0,3.7,44.0,0.0,15.9,0.0,0.206897
2022-03-04 02:00:00,0.0,1022.0,5.7,60.0,220.0,13.3,9.4,0.206897
2022-03-04 03:00:00,0.0,1023.0,4.1,45.0,220.0,16.0,11.2,0.189655
2022-03-04 04:00:00,0.0,1023.0,4.4,53.0,230.0,13.8,7.6,0.189655
2022-03-04 05:00:00,0.0,1023.0,5.0,66.0,0.0,11.1,0.0,0.172414
2022-03-04 06:00:00,0.0,1023.0,4.8,63.0,230.0,11.6,11.2,0.137931
2022-03-04 07:00:00,0.0,1023.0,5.3,73.0,220.0,9.9,7.6,0.12069
2022-03-04 08:00:00,0.0,1023.0,5.5,72.0,0.0,10.3,0.0,0.12069
2022-03-04 09:00:00,0.0,1023.0,5.3,79.0,0.0,8.7,0.0,0.12069
2022-03-04 10:00:00,0.0,1024.0,5.4,93.0,0.0,6.4,0.0,0.137931
2022-03-04 11:00:00,0.0,1024.0,5.6,96.0,0.0,6.2,0.0,0.172414
2022-03-04 12:00:00,0.0,1025.0,5.0,97.0,80.0,5.4,5.4,0.241379
2022-03-04 13:00:00,0.0,1026.0,6.6,94.0,0.0,7.5,0.0,0.258621
2022-03-04 14:00:00,0.0,1026.0,8.7,73.0,0.0,13.4,0.0,0.103448
2022-03-04 15:00:00,0.0,1026.0,6.4,43.0,70.0,19.3,7.6,-0.051724
2022-03-04 16:00:00,0.0,1026.0,4.1,28.0,70.0,23.7,13.0,-0.155172
2022-03-04 17:00:00,0.0,1025.0,3.1,23.0,120.0,25.8,9.4,-0.224138
2022-03-04 18:00:00,0.0,1025.0,2.6,20.0,120.0,27.6,14.8,-0.258621
2022-03-04 19:00:00,0.0,1023.0,1.6,18.0,240.0,28.2,13.0,-0.241379
2022-03-04 20:00:00,0.0,1023.0,1.0,17.0,150.0,28.4,5.4,-0.241379
2022-03-04 21:00:00,0.0,1023.0,1.5,17.0,150.0,29.0,18.4,-0.172414
2022-03-04 22:00:00,0.0,1023.0,2.0,18.0,190.0,28.6,13.0,-0.051724
2022-03-04 23:00:00,0.0,1023.0,5.0,25.0,190.0,26.7,14.8,0.051724
2022-03-05 00:00:00,0.0,1024.0,5.4,33.0,200.0,22.5,11.2,0.155172
2022-03-05 01:00:00,0.0,1024.0,6.2,39.0,200.0,20.6,9.4,0.189655
2022-03-05 02:00:00,0.0,1025.0,6.8,44.0,200.0,19.4,9.4,0.189655
2022-03-05 03:00:00,0.0,1025.0,7.2,56.0,0.0,16.0,0.0,0.172414
2022-03-05 04:00:00,0.0,1025.0,7.4,59.0,270.0,15.4,5.4,0.155172
2022-03-05 05:00:00,0.0,1025.0,8.0,76.0,100.0,12.1,20.5,0.155172
2022-03-05 06:00:00,0.0,1025.0,7.9,69.0,0.0,13.5,0.0,0.137931
2022-03-05 07:00:00,0.0,1025.0,8.5,75.0,140.0,12.8,9.4,0.137931
2022-03-05 08:00:00,0.0,1025.0,10.4,85.0,110.0,12.9,7.6,0.12069
2022-03-05 09:00:00,0.0,1025.0,11.2,94.0,120.0,12.1,11.2,0.12069
2022-03-05 10:00:00,0.0,1025.0,12.0,99.0,110.0,12.2,9.4,0.12069
2022-03-05 11:00:00,0.0,1026.0,12.3,95.0,90.0,11.0,11.2,0.12069
2022-03-05 12:00:00,0.0,1026.0,12.0,95.0,100.0,12.6,11.2,0.137931
2022-03-05 13:00:00,0.0,1027.0,12.9,91.0,100.0,13.5,11.2,0.155172
2022-03-05 14:00:00,0.0,1028.0,15.2,74.0,110.0,15.2,13.0,0.051724
2022-03-05 15:00:00,0.0,1028.0,14.7,74.0,130.0,19.5,14.8,-0.12069
2022-03-05 16:00:00,0.0,1027.0,14.8,64.0,130.0,21.9,18.4,-0.241379
2022-03-05 17:00:00,0.0,1027.0,13.8,50.0,140.0,24.9,16.6,-0.310345
2022-03-05 18:00:00,0.0,1026.0,12.5,43.0,180.0,26.1,20.5,-0.327586
2022-03-05 19:00:00,0.0,1025.0,12.0,39.0,150.0,27.2,22.3,-0.327586
2022-03-05 20:00:00,0.0,1024.0,11.1,35.0,180.0,28.0,22.3,-0.275862
2022-03-05 21:00:00,0.0,1024.0,8.4,29.0,170.0,28.1,16.6,-0.189655
2022-03-05 22:00:00,0.0,1024.0,6.7,26.0,160.0,28.0,25.9,-0.068966
2022-03-05 23:00:00,0.0,1024.0,8.2,33.0,180.0,25.7,20.5,0.051724
2022-03-06 00:00:00,0.0,1024.0,9.6,43.0,190.0,22.8,13.0,0.155172
2022-03-06 01:00:00,0.0,1025.0,9.7,48.0,210.0,21.1,5.4,0.172414
2022-03-06 02:00:00,0.0,1025.0,9.8,55.0,190.0,19.1,7.6,0.172414
2022-03-06 03:00:00,0.0,1025.0,9.9,63.0,200.0,17.0,5.4,0.172414
2022-03-06 04:00:00,0.0,1025.0,10.8,75.0,0.0,15.2,0.0,0.155172
2022-03-06 05:00:00,0.0,1025.0,10.9,82.0,0.0,13.9,0.0,0.137931
2022-03-06 06:00:00,0.0,1025.0,11.2,86.0,120.0,13.5,13.0,0.12069
2022-03-06 07:00:00,0.0,1025.0,11.7,81.0,150.0,14.9,11.2,0.12069
2022-03-06 08:00:00,0.0,1025.0,11.7,88.0,130.0,13.7,7.6,0.12069
2022-03-06 09:00:00,0.0,1025.0,13.2,94.0,0.0,14.2,0.0,0.103448
2022-03-06 10:00:00,0.0,1025.0,12.1,91.0,80.0,13.5,5.4,0.103448
2022-03-06 11:00:00,0.0,1025.0,12.0,97.0,80.0,12.5,5.4,0.12069
2022-03-06 12:00:00,0.0,1026.0,14.1,92.0,110.0,12.8,5.4,0.12069
2022-03-06 13:00:00,0.0,1026.0,17.4,80.0,130.0,15.6,7.6,0.086207
2022-03-06 14:00:00,0.0,1026.0,17.0,80.0,160.0,20.6,16.6,-0.051724
2022-03-06 15:00:00,0.0,1026.0,17.0,67.0,170.0,23.5,22.3,-0.172414
2022-03-06 16:00:00,0.0,1026.0,16.5,58.0,170.0,25.4,25.9,-0.258621
2022-03-06 17:00:00,0.0,1025.0,15.4,54.0,180.0,25.4,22.3,-0.327586
2022-03-06 18:00:00,0.0,1024.0,14.4,44.0,150.0,27.8,22.3,-0.293103
2022-03-06 19:00:00,0.0,1023.0,14.5,44.0,150.0,27.9,24.1,-0.206897
2022-03-06 20:00:00,0.0,1022.0,13.9,40.0,180.0,28.8,22.3,-0.137931
2022-03-06 21:00:00,0.0,1022.0,14.2,40.0,210.0,29.2,18.4,-0.172414
2022-03-06 22:00:00,0.0,1022.0,14.4,44.0,180.0,27.8,22.3,0.034483
2022-03-06 23:00:00,0.0,1022.0,14.4,50.0,190.0,25.6,22.3,0.137931
2022-03-07 00:00:00,0.0,1023.0,14.1,57.0,170.0,23.1,11.2,0.206897
2022-03-07 01:00:00,0.0,1023.0,15.2,65.0,200.0,22.1,9.4,0.206897
2022-03-07 02:00:00,0.0,1022.0,15.2,69.0,190.0,21.1,9.4,0.224138
2022-03-07 03:00:00,0.0,1022.0,15.1,70.0,200.0,20.8,7.6,0.206897
2022-03-07 04:00:00,0.0,1022.0,15.6,79.0,0.0,19.3,0.0,0.189655
2022-03-07 05:00:00,0.0,1021.0,15.7,90.0,0.0,17.4,0.0,0.155172
2022-03-07 06:00:00,0.0,1021.0,15.0,96.0,150.0,15.6,7.6,0.137931
2022-03-07 07:00:00,0.0,1020.0,14.8,98.0,150.0,15.1,9.4,0.12069
2022-03-07 08:00:00,0.0,1020.0,14.8,96.0,160.0,15.4,11.2,0.12069
2022-03-07 09:00:00,0.0,1020.0,14.6,93.0,140.0,15.7,11.2,0.103448
2022-03-07 10:00:00,0.0,1019.0,14.6,93.0,150.0,15.7,11.2,0.12069
2022-03-07 11:00:00,0.0,1020.0,14.5,95.0,140.0,15.3,11.2,0.155172
2022-03-07 12:00:00,0.0,1020.0,15.0,95.0,150.0,15.8,5.4,0.189655
2022-03-07 13:00:00,0.0,1021.0,15.8,87.0,170.0,18.0,11.2,0.206897
2022-03-07 14:00:00,0.0,1021.0,17.2,75.0,190.0,21.8,16.6,0.103448
2022-03-07 15:00:00,0.0,1021.0,18.3,71.0,210.0,23.9,24.1,0.068966
2022-03-07 16:00:00,0.0,1021.0,18.7,64.0,220.0,26.0,22.3,-0.034483
2022-03-07 17:00:00,0.0,1020.0,18.1,57.0,230.0,27.4,24.1,-0.017241
2022-03-07 18:00:00,0.0,1019.0,17.5,51.0,220.0,28.6,25.9,0.051724
2022-03-07 19:00:00,0.0,1018.0,18.3,59.0,260.0,27.0,20.5,0.017241
2022-03-07 20:00:00,0.0,1017.0,20.8,76.0,190.0,25.3,22.3,-0.051724
2022-03-07 21:00:00,0.0,1017.0,21.0,73.0,190.0,26.2,14.8,-0.017241
2022-03-07 22:00:00,0.0,1017.0,19.1,65.0,220.0,26.2,22.3,0.017241
2022-03-07 23:00:00,0.0,1018.0,19.7,73.0,190.0,24.9,18.4,0.137931
2022-03-08 00:00:00,0.0,1018.0,20.4,85.0,200.0,23.1,14.8,0.224138
2022-03-08 01:00:00,0.0,1018.0,20.6,91.0,200.0,22.1,14.8,0.258621
2022-03-08 02:00:00,0.0,1018.0,20.4,97.0,200.0,20.9,11.2,0.241379
2022-03-08 03:00:00,0.0,1018.0,20.0,99.0,200.0,20.2,9.4,0.224138
2022-03-08 04:00:00,0.0,1018.0,19.3,93.0,210.0,20.1,9.4,0.206897
2022-03-08 05:00:00,0.0,1018.0,19.5,93.0,200.0,20.0,7.6,0.189655
2022-03-08 06:00:00,0.0,1018.0,19.6,93.0,210.0,20.0,7.6,0.172414
2022-03-08 07:00:00,0.0,1017.0,19.7,95.0,190.0,19.7,5.4,0.155172
2022-03-08 08:00:00,0.1,1017.0,19.6,95.0,220.0,20.0,9.4,0.155172
2022-03-08 09:00:00,0.1,1017.0,19.5,94.0,250.0,20.0,9.4,0.137931
2022-03-08 10:00:00,0.0,1017.0,19.5,94.0,0.0,19.8,0.0,0.137931
2022-03-08 11:00:00,0.0,1017.0,19.5,95.0,160.0,19.7,7.6,0.155172
2022-03-08 12:00:00,0.1,1018.0,19.5,98.0,170.0,19.7,7.6,0.206897
2022-03-08 13:00:00,0.0,1018.0,21.3,96.0,0.0,19.7,0.0,0.241379
2022-03-08 14:00:00,0.1,1018.0,21.1,96.0,0.0,21.8,0.0,0.241379
2022-03-08 15:00:00,0.1,1018.0,19.9,79.0,170.0,23.8,7.6,0.172414
2022-03-08 16:00:00,0.1,1018.0,19.5,70.0,220.0,25.4,14.8,0.017241
2022-03-08 17:00:00,0.2,1016.0,19.2,68.0,150.0,25.5,18.4,-0.051724
2022-03-08 18:00:00,0.1,1016.0,19.0,63.0,170.0,26.6,24.1,-0.051724
2022-03-08 19:00:00,0.1,1014.0,18.1,56.0,180.0,27.7,22.3,-0.017241
2022-03-08 20:00:00,0.1,1013.0,17.2,51.0,200.0,28.3,14.8,-0.051724
2022-03-08 21:00:00,0.1,1013.0,16.8,50.0,200.0,28.2,20.5,0.017241
2022-03-08 22:00:00,0.0,1013.0,18.0,57.0,190.0,27.3,27.7,0.137931
2022-03-08 23:00:00,0.0,1013.0,19.1,69.0,180.0,25.2,24.1,0.224138
2022-03-09 00:00:00,0.0,1014.0,19.7,80.0,190.0,23.3,18.4,0.241379
2022-03-09 01:00:00,0.0,1014.0,20.0,89.0,190.0,21.9,13.0,0.241379
2022-03-09 02:00:00,0.0,1014.0,20.1,96.0,170.0,20.8,13.0,0.241379
2022-03-09 03:00:00,0.0,1014.0,20.0,99.0,190.0,20.2,11.2,0.224138
2022-03-09 04:00:00,0.0,1014.0,19.2,97.0,190.0,19.6,13.0,0.206897
2022-03-09 05:00:00,0.0,1013.0,19.2,95.0,210.0,19.8,7.6,0.189655
2022-03-09 06:00:00,0.0,1013.0,19.8,99.0,180.0,19.9,13.0,0.155172
2022-03-09 07:00:00,0.0,1012.0,20.3,99.0,190.0,20.5,14.8,0.155172
2022-03-09 08:00:00,0.0,1012.0,20.3,98.0,210.0,20.6,11.2,0.155172
2022-03-09 09:00:00,0.0,1011.0,20.4,97.0,200.0,20.9,11.2,0.12069
2022-03-09 10:00:00,0.1,1011.0,20.5,99.0,170.0,20.7,13.0,0.12069
2022-03-09 11:00:00,0.2,1011.0,20.7,98.0,170.0,21.0,20.5,0.155172
2022-03-09 12:00:00,0.5,1012.0,21.0,100.0,180.0,21.0,31.7,0.224138
2022-03-09 13:00:00,2.0,1012.0,19.6,93.0,200.0,21.1,22.3,0.241379
2022-03-09 14:00:00,1.2,1013.0,21.0,100.0,180.0,21.3,24.1,0.258621
2022-03-09 15:00:00,0.3,1013.0,21.0,98.0,210.0,21.3,18.4,0.241379
2022-03-09 16:00:00,0.3,1013.0,19.8,92.0,210.0,21.2,16.6,0.172414
2022-03-09 17:00:00,0.1,1013.0,19.4,93.0,210.0,20.6,20.5,0.189655
2022-03-09 18:00:00,0.1,1012.0,20.3,99.0,210.0,20.5,16.6,0.241379
2022-03-09 19:00:00,0.8,1013.0,18.1,76.0,210.0,20.0,11.2,0.241379
2022-03-09 20:00:00,2.0,1013.0,18.0,88.0,300.0,17.5,25.9,0.206897
2022-03-09 21:00:00,1.4,1012.0,15.8,99.0,320.0,16.3,24.1,0.206897
2022-03-09 22:00:00,0.7,1014.0,16.0,99.0,360.0,16.2,7.6,0.206897
2022-03-09 23:00:00,0.5,1014.0,15.3,99.0,360.0,15.5,11.2,0.172414
2022-03-10 00:00:00,0.2,1014.0,14.7,99.0,350.0,14.9,5.4,0.189655
2022-03-10 01:00:00,0.5,1015.0,16.6,94.0,340.0,14.9,11.2,0.189655
2022-03-10 02:00:00,0.4,1016.0,16.4,93.0,300.0,14.5,5.4,0.189655
2022-03-10 03:00:00,1.3,1016.0,15.6,94.0,310.0,14.2,7.6,0.189655
2022-03-10 04:00:00,1.3,1016.0,15.7,94.0,110.0,13.7,7.6,0.172414
2022-03-10 05:00:00,1.5,1014.0,15.2,94.0,190.0,13.9,9.4,0.155172
2022-03-10 06:00:00,0.8,1013.0,14.6,93.0,70.0,14.1,9.4,0.155172
2022-03-10 07:00:00,0.3,1013.0,14.4,94.0,100.0,14.3,5.4,0.137931
2022-03-10 08:00:00,0.0,1014.0,14.3,97.0,320.0,14.5,18.4,0.137931
2022-03-10 09:00:00,0.0,1014.0,14.1,98.0,10.0,14.4,9.4,0.103448
2022-03-10 10:00:00,0.2,1015.0,13.9,97.0,350.0,14.4,11.2,0.12069
2022-03-10 11:00:00,0.2,1015.0,13.7,95.0,360.0,13.8,14.8,0.155172
2022-03-10 12:00:00,0.5,1017.0,13.8,95.0,140.0,14.0,5.4,0.206897
2022-03-10 13:00:00,0.5,1016.0,14.3,93.0,340.0,14.1,9.4,0.241379
2022-03-10 14:00:00,3.0,1017.0,14.8,89.0,60.0,14.6,5.4,0.206897
2022-03-10 15:00:00,0.1,1017.0,15.4,84.0,110.0,15.2,7.6,0.206897
2022-03-10 16:00:00,0.0,1017.0,17.0,100.0,20.0,16.0,9.4,0.189655
2022-03-10 17:00:00,0.7,1017.0,17.0,100.0,50.0,16.9,11.2,0.189655
2022-03-10 18:00:00,1.0,1016.0,17.7,98.0,50.0,17.2,9.4,0.12069
2022-03-10 19:00:00,0.0,1015.0,17.7,98.0,70.0,18.0,9.4,0.086207
2022-03-10 20:00:00,0.0,1015.0,17.7,90.0,50.0,19.4,7.6,0.086207
2022-03-10 21:00:00,0.0,1015.0,17.1,83.0,70.0,20.1,9.4,0.068966
2022-03-10 22:00:00,0.0,1015.0,17.1,81.0,140.0,20.5,5.4,0.017241
