DT,prcp,dwpt,pres,rhum,temp,wspd,wdir,Waianae
2022-07-30 11:00:00,0.0,21.8,1018.1,84.0,24.7,11.9,76.0,0.592341
2022-07-30 12:00:00,0.0,22.0,1017.8,86.0,24.5,11.9,82.0,0.578724
2022-07-30 13:00:00,0.0,21.9,1017.5,86.0,24.4,11.2,82.0,0.551489
2022-07-30 14:00:00,0.0,22.0,1017.4,87.0,24.3,10.8,79.0,0.508936
2022-07-30 15:00:00,0.0,21.8,1017.2,86.0,24.3,10.1,76.0,0.506383
2022-07-30 16:00:00,0.0,21.9,1017.6,87.0,24.2,9.4,72.0,0.534468
2022-07-30 17:00:00,0.0,20.9,1018.0,78.0,25.0,13.7,76.0,0.443404
2022-07-30 18:00:00,0.0,20.3,1018.3,67.0,26.9,16.9,79.0,0.377021
2022-07-30 19:00:00,0.0,19.4,1018.6,58.0,28.5,18.4,85.0,-0.0340425
2022-07-30 20:00:00,0.0,18.8,1018.9,52.0,29.7,16.9,88.0,0.0561703
2022-07-30 21:00:00,0.0,18.8,1018.9,49.0,30.7,18.4,89.0,0.0365959
2022-07-30 22:00:00,0.0,18.4,1018.8,46.0,31.4,18.7,93.0,-0.321702
2022-07-30 23:00:00,0.0,18.0,1018.1,44.0,31.8,17.3,94.0,-0.151489
2022-07-31 00:00:00,0.0,18.4,1017.7,45.0,31.8,17.3,96.0,-0.0859574
2022-07-31 01:00:00,0.0,18.6,1017.1,46.0,31.6,16.6,92.0,0.182128
2022-07-31 02:00:00,0.0,17.1,1017.1,43.0,31.1,17.6,83.0,0.365958
2022-07-31 03:00:00,0.0,18.3,1017.4,50.0,29.8,19.4,81.0,0.611915
2022-07-31 04:00:00,0.0,20.3,1017.8,64.0,27.7,19.4,78.0,0.605106
2022-07-31 05:00:00,0.0,20.9,1018.4,73.0,26.1,18.7,76.0,0.820426
2022-07-31 06:00:00,0.0,21.4,1018.9,78.0,25.5,15.8,73.0,0.87234
2022-07-31 07:00:00,0.0,21.5,1019.7,79.0,25.4,15.8,77.0,0.849362
2022-07-31 08:00:00,0.0,21.4,1020.2,80.0,25.1,16.6,77.0,0.787234
2022-07-31 09:00:00,0.0,20.8,1020.2,78.0,24.9,17.3,76.0,0.731915
2022-07-31 10:00:00,0.0,20.8,1019.8,78.0,24.9,15.5,76.0,0.688511
2022-07-31 11:00:00,0.0,20.5,1019.2,77.0,24.8,15.5,78.0,0.638298
2022-07-31 12:00:00,0.0,20.8,1018.9,80.0,24.5,16.2,80.0,0.582979
2022-07-31 13:00:00,0.0,20.7,1018.7,80.0,24.4,15.1,78.0,0.562553
2022-07-31 14:00:00,0.0,20.6,1018.7,80.0,24.3,14.4,80.0,0.540426
2022-07-31 15:00:00,0.0,20.4,1018.9,79.0,24.3,13.3,76.0,0.553192
2022-07-31 16:00:00,0.0,20.2,1019.1,78.0,24.3,12.6,74.0,0.577872
2022-07-31 17:00:00,0.0,19.8,1019.4,74.0,24.7,14.4,71.0,0.497021
2022-07-31 18:00:00,0.0,19.3,1019.7,66.0,26.1,18.0,70.0,0.230638
2022-07-31 19:00:00,0.0,16.9,1019.9,52.0,27.6,20.5,70.0,-0.0153191
2022-07-31 20:00:00,0.0,16.8,1020.0,49.0,28.5,20.5,69.0,-0.151489
2022-07-31 21:00:00,0.0,16.1,1019.8,45.0,29.3,21.2,68.0,-0.333617
2022-07-31 22:00:00,0.0,16.2,1019.2,43.0,30.1,22.0,68.0,-0.262128
2022-07-31 23:00:00,0.0,16.8,1018.7,45.0,30.0,23.8,66.0,-0.462979
2022-08-01 00:00:00,0.0,16.3,1018.1,44.0,29.9,21.6,66.0,-0.410213
2022-08-01 01:00:00,0.0,16.5,1017.8,45.0,29.7,22.7,64.0,-0.297021
2022-08-01 02:00:00,0.0,16.8,1017.4,48.0,28.9,23.8,63.0,0.0365959
2022-08-01 03:00:00,0.0,16.3,1017.2,47.0,28.7,24.1,62.0,0.348936
2022-08-01 04:00:00,0.0,18.1,1017.4,58.0,27.1,21.6,58.0,0.682553
2022-08-01 05:00:00,0.0,19.5,1018.0,70.0,25.4,17.6,55.0,0.875745
2022-08-01 06:00:00,0.0,19.9,1018.5,74.0,24.9,14.8,50.0,0.929362
2022-08-01 07:00:00,0.0,20.1,1019.0,76.0,24.6,13.3,54.0,0.908936
2022-08-01 08:00:00,0.0,19.8,1019.3,75.0,24.5,12.2,50.0,0.788085
2022-08-01 09:00:00,0.0,20.0,1019.4,77.0,24.3,12.2,49.0,0.712341
2022-08-01 10:00:00,0.0,20.0,1019.1,78.0,24.1,12.6,48.0,0.641702
2022-08-01 11:00:00,0.0,20.2,1018.7,81.0,23.7,12.2,50.0,0.6
2022-08-01 12:00:00,0.0,20.3,1018.2,82.0,23.6,13.0,50.0,0.559149
2022-08-01 13:00:00,0.0,19.9,1018.0,81.0,23.3,13.0,50.0,0.540426
2022-08-01 14:00:00,0.0,19.9,1017.7,82.0,23.1,13.0,48.0,0.54383
2022-08-01 15:00:00,0.0,20.1,1017.6,85.0,22.8,13.0,46.0,0.568511
2022-08-01 16:00:00,0.0,20.1,1017.9,86.0,22.6,14.0,50.0,0.589787
2022-08-01 17:00:00,0.0,19.7,1018.3,81.0,23.1,14.0,57.0,0.474894
2022-08-01 18:00:00,0.1,19.7,1018.6,76.0,24.2,15.8,56.0,0.171064
2022-08-01 19:00:00,0.0,19.0,1018.4,63.0,26.6,22.3,69.0,-0.0595744
2022-08-01 20:00:00,0.0,18.6,1018.4,57.0,27.9,23.8,71.0,-0.273191
2022-08-01 21:00:00,0.0,18.0,1018.3,51.0,29.2,23.8,71.0,-0.318298
2022-08-01 22:00:00,0.0,17.2,1017.9,46.0,30.1,23.0,69.0,-0.462979
2022-08-01 23:00:00,0.0,17.1,1017.0,45.0,30.4,22.3,72.0,-0.428085
2022-08-02 00:00:00,0.0,16.8,1016.7,44.0,30.4,22.3,72.0,-0.41617
2022-08-02 01:00:00,0.0,16.2,1016.2,43.0,30.1,24.1,70.0,-0.230638
2022-08-02 02:00:00,0.0,16.4,1015.8,46.0,29.2,24.1,70.0,0.113192
2022-08-02 03:00:00,0.0,18.0,1015.9,56.0,27.6,22.0,66.0,0.40766
2022-08-02 04:00:00,0.0,18.5,1016.0,63.0,26.1,21.2,67.0,0.634043
2022-08-02 05:00:00,0.0,18.8,1016.4,68.0,25.1,19.1,67.0,0.845958
2022-08-02 06:00:00,0.0,19.5,1017.1,74.0,24.4,15.5,66.0,0.908936
2022-08-02 07:00:00,0.0,19.8,1017.4,76.0,24.3,11.9,66.0,0.857873
2022-08-02 08:00:00,0.0,19.4,1018.1,74.0,24.3,11.5,68.0,0.800851
2022-08-02 09:00:00,0.0,19.8,1017.9,79.0,23.7,11.9,63.0,0.690213
2022-08-02 10:00:00,0.0,19.8,1017.4,79.0,23.7,10.8,61.0,0.621277
2022-08-02 11:00:00,0.0,20.0,1017.1,80.0,23.7,10.4,62.0,0.573617
2022-08-02 12:00:00,0.0,20.1,1016.7,81.0,23.6,10.8,62.0,0.557447
2022-08-02 13:00:00,0.0,20.1,1016.4,81.0,23.5,10.4,61.0,0.525106
2022-08-02 14:00:00,0.0,19.9,1016.3,82.0,23.1,11.2,58.0,0.525958
2022-08-02 15:00:00,0.0,20.0,1016.1,82.0,23.2,10.4,57.0,0.546383
2022-08-02 16:00:00,0.0,20.0,1016.4,82.0,23.2,10.4,56.0,0.572766
2022-08-02 17:00:00,0.0,19.3,1016.6,76.0,23.8,13.0,60.0,0.457872
2022-08-02 18:00:00,0.0,19.0,1016.8,68.0,25.3,15.5,66.0,0.244256
2022-08-02 19:00:00,0.0,17.9,1016.6,57.0,27.1,15.8,70.0,-0.171915
2022-08-02 20:00:00,0.0,17.2,1016.5,51.0,28.3,16.9,73.0,-0.154042
2022-08-02 21:00:00,0.0,16.9,1016.4,47.0,29.4,17.6,77.0,-0.15234
2022-08-02 22:00:00,0.0,16.6,1015.8,44.0,30.2,18.4,79.0,-0.0902126
2022-08-02 23:00:00,0.0,16.6,1015.4,44.0,30.2,18.4,77.0,-0.435745
2022-08-03 00:00:00,0.0,16.5,1015.0,44.0,30.1,18.7,73.0,-0.51234
2022-08-03 01:00:00,0.0,17.0,1014.5,46.0,29.9,18.4,70.0,-0.360851
2022-08-03 02:00:00,0.0,17.0,1014.1,47.0,29.5,19.1,68.0,-0.0697872
2022-08-03 03:00:00,0.0,17.1,1014.2,50.0,28.5,20.5,67.0,0.274043
2022-08-03 04:00:00,0.0,17.8,1014.4,58.0,26.8,19.4,65.0,0.645957
2022-08-03 05:00:00,0.0,18.7,1014.7,67.0,25.3,17.3,60.0,0.859575
2022-08-03 06:00:00,0.0,19.1,1015.3,71.0,24.7,15.1,58.0,0.902128
2022-08-03 07:00:00,0.0,19.2,1015.9,73.0,24.4,13.3,58.0,0.857021
2022-08-03 08:00:00,0.0,19.5,1016.3,75.0,24.2,12.6,60.0,0.798298
2022-08-03 09:00:00,0.0,19.6,1016.3,76.0,24.1,11.2,58.0,0.691915
2022-08-03 10:00:00,0.0,20.1,1015.9,80.0,23.8,8.3,54.0,0.633192
2022-08-03 11:00:00,0.0,20.2,1015.2,82.0,23.5,7.2,46.0,0.584681
2022-08-03 12:00:00,0.0,20.4,1014.8,84.0,23.3,6.1,44.0,0.541277
2022-08-03 13:00:00,0.0,20.5,1014.3,86.0,23.0,6.5,48.0,0.526809
2022-08-03 14:00:00,0.0,20.4,1014.2,87.0,22.7,7.2,46.0,0.523404
2022-08-03 15:00:00,0.0,20.1,1013.8,86.0,22.6,6.8,42.0,0.532766
2022-08-03 16:00:00,0.0,20.2,1014.0,86.0,22.7,7.9,43.0,0.563404
2022-08-03 17:00:00,0.0,19.8,1014.3,80.0,23.4,10.8,50.0,0.445958
2022-08-03 18:00:00,0.0,19.3,1014.6,72.0,24.7,11.9,62.0,0.164255
2022-08-03 19:00:00,0.0,18.8,1014.5,62.0,26.7,12.6,77.0,-0.0323403
2022-08-03 20:00:00,0.1,17.7,1014.2,52.0,28.5,13.7,86.0,0.0425532
2022-08-03 21:00:00,0.0,17.2,1014.0,48.0,29.3,14.0,90.0,0.092766
2022-08-03 22:00:00,0.1,17.2,1013.6,47.0,29.7,12.2,89.0,-0.194042
2022-08-03 23:00:00,0.1,16.6,1013.2,44.0,30.2,10.8,90.0,0.151489
2022-08-04 00:00:00,0.1,16.2,1013.1,43.0,30.1,9.0,92.0,0.0127661
2022-08-04 01:00:00,0.3,18.0,1013.1,54.0,28.2,0.7,127.0,0.252766
2022-08-04 02:00:00,1.0,17.9,1013.1,56.0,27.5,2.2,52.0,0.257872
2022-08-04 03:00:00,0.6,17.7,1012.9,56.0,27.2,4.7,99.0,0.181277
2022-08-04 04:00:00,0.5,18.0,1013.3,61.0,26.1,5.8,87.0,0.704681
2022-08-04 05:00:00,0.2,19.1,1014.0,69.0,25.2,6.8,72.0,0.84
2022-08-04 06:00:00,0.0,19.9,1014.5,75.0,24.6,7.6,65.0,0.874043
2022-08-04 07:00:00,0.0,20.1,1015.0,79.0,24.0,7.6,62.0,0.839149
2022-08-04 08:00:00,0.0,20.3,1015.5,81.0,23.8,6.5,55.0,0.790638
2022-08-04 09:00:00,0.0,20.3,1015.5,82.0,23.6,5.8,58.0,0.691915
2022-08-04 10:00:00,0.0,20.4,1015.1,83.0,23.5,6.1,63.0,0.613617
2022-08-04 11:00:00,0.0,20.6,1014.6,85.0,23.3,6.1,65.0,0.566809
2022-08-04 12:00:00,0.0,20.9,1013.9,87.0,23.2,5.8,61.0,0.54383
2022-08-04 13:00:00,0.0,21.1,1013.7,89.0,23.0,5.4,54.0,0.508936
2022-08-04 14:00:00,0.0,21.0,1013.5,89.0,22.9,5.8,46.0,0.501277
2022-08-04 15:00:00,0.0,20.9,1013.6,89.0,22.8,6.1,47.0,0.519149
2022-08-04 16:00:00,0.0,21.1,1014.0,91.0,22.6,5.0,52.0,0.549787
2022-08-04 17:00:00,0.0,20.3,1014.3,82.0,23.6,6.5,52.0,0.451915
2022-08-04 18:00:00,0.0,19.5,1014.8,70.0,25.4,9.4,82.0,0.197447
2022-08-04 19:00:00,0.0,18.8,1015.0,61.0,27.0,10.4,93.0,0.011915
2022-08-04 20:00:00,0.2,18.6,1015.0,57.0,27.9,11.2,104.0,0.273192
2022-08-04 21:00:00,0.5,18.4,1015.0,56.0,28.0,10.8,113.0,0.179575
2022-08-04 22:00:00,0.4,18.5,1015.0,54.0,28.7,8.3,141.0,0.254468
2022-08-04 23:00:00,0.2,19.0,1015.0,60.0,27.5,8.3,159.0,0.462979
2022-08-05 00:00:00,0.0,19.2,1014.6,59.0,28.0,8.6,192.0,0.38383
2022-08-05 01:00:00,0.3,19.0,1014.4,60.0,27.5,6.5,200.0,0.439149
2022-08-05 02:00:00,2.6,20.3,1014.7,76.0,24.8,3.6,188.0,0.318298
2022-08-05 03:00:00,0.7,18.9,1014.0,59.0,27.6,2.5,243.0,0.465532
2022-08-05 04:00:00,0.0,19.1,1013.9,61.0,27.3,4.3,171.0,0.564255
2022-08-05 05:00:00,0.0,19.5,1014.1,67.0,26.1,6.8,141.0,0.780426
2022-08-05 06:00:00,0.0,20.3,1014.9,74.0,25.3,5.8,116.0,0.852766
2022-08-05 07:00:00,0.0,20.5,1015.6,77.0,24.8,4.7,66.0,0.793192
2022-08-05 08:00:00,0.0,20.8,1015.9,81.0,24.3,6.5,55.0,0.735319
2022-08-05 09:00:00,0.0,20.9,1015.8,83.0,24.0,6.5,56.0,0.654468
2022-08-05 10:00:00,0.0,20.9,1015.4,84.0,23.8,6.1,57.0,0.577021
2022-08-05 11:00:00,0.0,21.2,1015.1,87.0,23.5,5.0,43.0,0.526809
2022-08-05 12:00:00,0.0,21.4,1014.8,89.0,23.3,4.7,36.0,0.489362
2022-08-05 13:00:00,0.0,21.5,1014.4,90.0,23.2,4.7,51.0,0.483404
2022-08-05 14:00:00,0.0,21.8,1014.2,93.0,23.0,4.3,58.0,0.468936
2022-08-05 15:00:00,0.0,21.9,1014.3,94.0,22.9,4.3,66.0,0.497872
2022-08-05 16:00:00,0.0,21.8,1014.7,94.0,22.8,4.0,61.0,0.531064
2022-08-05 17:00:00,0.0,21.1,1015.1,86.0,23.6,5.4,68.0,0.479149
2022-08-05 18:00:00,0.0,20.2,1015.5,73.0,25.4,7.6,87.0,0.144681
2022-08-05 19:00:00,0.1,19.6,1015.7,66.0,26.5,9.4,143.0,-0.148936
2022-08-05 20:00:00,0.3,19.9,1015.9,65.0,27.0,10.4,148.0,-0.29617
2022-08-05 21:00:00,0.2,19.6,1015.8,61.0,27.8,9.7,152.0,-0.260425
2022-08-05 22:00:00,0.2,19.3,1015.6,58.0,28.4,9.4,165.0,0.0961703
2022-08-05 23:00:00,0.0,19.0,1014.6,55.0,29.0,7.6,185.0,-0.014468
2022-08-06 00:00:00,0.2,18.9,1014.3,54.0,29.2,8.6,197.0,-0.222979
2022-08-06 01:00:00,0.2,19.0,1013.9,55.0,29.0,9.7,210.0,-0.211915
2022-08-06 02:00:00,0.1,19.3,1013.6,56.0,29.0,10.1,222.0,-0.0127658
2022-08-06 03:00:00,0.1,19.3,1013.7,60.0,27.8,7.9,250.0,0.265532
2022-08-06 04:00:00,0.0,18.9,1013.7,57.0,28.2,3.2,200.0,0.639149
2022-08-06 05:00:00,0.0,19.3,1014.2,64.0,26.7,6.1,148.0,0.819574
2022-08-06 06:00:00,0.0,20.6,1015.0,74.0,25.6,5.0,122.0,0.86383
2022-08-06 07:00:00,0.0,20.9,1015.9,78.0,25.0,4.3,83.0,0.81617
2022-08-06 08:00:00,0.0,22.0,1016.5,86.0,24.5,5.0,61.0,0.770213
2022-08-06 09:00:00,0.0,22.8,1016.1,93.0,24.0,3.6,55.0,0.710638
2022-08-06 10:00:00,0.0,22.8,1015.8,95.0,23.6,4.7,41.0,0.633192
2022-08-06 11:00:00,0.0,22.8,1015.5,97.0,23.3,5.0,44.0,0.575319
2022-08-06 12:00:00,0.0,22.7,1015.0,97.0,23.2,5.0,37.0,0.538723
2022-08-06 13:00:00,0.0,22.5,1014.7,97.0,23.0,5.0,26.0,0.515745
2022-08-06 14:00:00,0.0,22.3,1014.2,97.0,22.8,2.5,28.0,0.502979
2022-08-06 15:00:00,0.0,22.0,1014.7,97.0,22.5,2.5,21.0,0.512341
2022-08-06 16:00:00,0.0,21.7,1015.0,96.0,22.4,3.6,23.0,0.511489
2022-08-06 17:00:00,0.0,21.5,1015.6,92.0,22.9,4.7,25.0,0.44
2022-08-06 18:00:00,0.0,19.9,1015.9,70.0,25.8,2.5,40.0,0.177873
2022-08-06 19:00:00,0.0,19.9,1015.7,61.0,28.1,3.6,91.0,-0.0663828
2022-08-06 20:00:00,0.0,19.8,1015.9,56.0,29.5,6.8,138.0,-0.237447
2022-08-06 21:00:00,0.0,20.3,1015.7,56.0,30.0,6.5,148.0,-0.188085
2022-08-06 22:00:00,0.0,20.8,1015.3,57.0,30.3,4.0,161.0,-0.305532
2022-08-06 23:00:00,0.6,20.4,1014.9,57.0,29.8,5.0,218.0,-0.0706381
2022-08-07 00:00:00,0.8,20.6,1014.6,61.0,28.9,4.7,226.0,-0.171915
2022-08-07 01:00:00,0.7,20.3,1014.4,59.0,29.1,4.7,194.0,0.189787
2022-08-07 02:00:00,0.1,20.9,1014.2,62.0,28.9,4.0,223.0,0.403404
2022-08-07 03:00:00,0.3,20.3,1014.0,61.0,28.6,4.0,238.0,0.438298
2022-08-07 04:00:00,0.6,21.5,1014.4,75.0,26.3,2.5,231.0,0.691915
2022-08-07 05:00:00,0.1,20.4,1014.8,68.0,26.8,2.5,353.0,0.873192
2022-08-07 06:00:00,0.0,21.5,1015.4,75.0,26.3,4.0,40.0,0.869787
2022-08-07 07:00:00,0.0,22.2,1016.1,80.0,25.9,5.8,54.0,0.85617
2022-08-07 08:00:00,0.0,22.7,1016.5,84.0,25.6,7.6,64.0,0.827234
2022-08-07 09:00:00,0.0,23.0,1016.6,87.0,25.3,6.8,71.0,0.748936
2022-08-07 10:00:00,0.0,22.7,1016.2,86.0,25.2,9.4,85.0,0.681702
2022-08-07 11:00:00,0.0,22.5,1016.0,86.0,25.0,10.8,93.0,0.62383
2022-08-07 12:00:00,0.0,22.2,1015.6,86.0,24.7,10.4,94.0,0.593192
2022-08-07 13:00:00,0.0,22.1,1015.3,86.0,24.6,9.4,77.0,0.564255
2022-08-07 14:00:00,0.0,22.1,1015.2,87.0,24.4,7.9,68.0,0.557447
2022-08-07 15:00:00,0.0,21.9,1015.0,84.0,24.8,10.4,81.0,0.564255
2022-08-07 16:00:00,0.0,21.7,1015.4,84.0,24.6,11.2,79.0,0.570213
2022-08-07 17:00:00,0.0,21.0,1015.9,78.0,25.1,15.5,87.0,0.514043
2022-08-07 18:00:00,0.0,20.4,1016.4,69.0,26.6,16.2,100.0,0.254468
2022-08-07 19:00:00,0.0,20.0,1016.7,61.0,28.2,14.8,107.0,0.0229789
2022-08-07 20:00:00,0.0,18.8,1016.7,52.0,29.7,14.4,119.0,-0.168511
2022-08-07 21:00:00,0.0,18.3,1016.8,47.0,30.9,12.6,129.0,-0.121702
2022-08-07 22:00:00,0.0,18.0,1016.4,45.0,31.3,13.0,140.0,-0.194893
2022-08-07 23:00:00,0.0,19.0,1015.7,48.0,31.3,14.8,156.0,-0.305532
2022-08-08 00:00:00,0.2,19.7,1015.5,53.0,30.4,15.1,156.0,-0.367659
2022-08-08 01:00:00,0.7,17.7,1014.8,44.0,31.4,10.8,96.0,-0.20766
2022-08-08 02:00:00,0.0,18.2,1014.8,47.0,30.8,13.3,81.0,0.0144682
2022-08-08 03:00:00,0.0,18.4,1014.9,51.0,29.6,15.1,67.0,0.344681
2022-08-08 04:00:00,0.0,18.8,1015.5,57.0,28.1,14.4,66.0,0.805958
2022-08-08 05:00:00,0.0,19.3,1016.1,65.0,26.4,14.4,70.0,0.940426
2022-08-08 06:00:00,0.0,20.0,1016.7,71.0,25.7,14.0,69.0,0.949787
2022-08-08 07:00:00,0.0,20.1,1016.9,73.0,25.3,13.3,75.0,0.908085
2022-08-08 08:00:00,0.0,20.1,1017.3,74.0,25.1,12.6,78.0,0.822979
2022-08-08 09:00:00,0.0,20.3,1017.5,75.0,25.0,13.3,80.0,0.725957
2022-08-08 10:00:00,0.0,20.3,1017.4,76.0,24.8,13.3,81.0,0.657872
2022-08-08 11:00:00,0.0,20.2,1017.1,76.0,24.7,12.6,80.0,0.586383
2022-08-08 12:00:00,0.0,20.7,1016.9,80.0,24.4,12.2,79.0,0.555745
2022-08-08 13:00:00,0.0,20.8,1016.7,81.0,24.3,14.0,82.0,0.531915
2022-08-08 14:00:00,0.0,20.8,1016.4,82.0,24.1,14.4,82.0,0.521702
2022-08-08 15:00:00,0.0,20.7,1016.6,82.0,24.0,13.0,81.0,0.547234
2022-08-08 16:00:00,0.0,20.5,1017.1,82.0,23.8,10.4,78.0,0.565957
2022-08-08 17:00:00,0.0,19.4,1017.1,73.0,24.6,13.3,76.0,0.474043
2022-08-08 18:00:00,0.0,18.7,1017.6,63.0,26.3,16.2,87.0,0.179575
2022-08-08 19:00:00,0.0,17.9,1017.8,55.0,27.8,16.9,88.0,-0.0519148
2022-08-08 20:00:00,0.0,17.4,1018.0,49.0,29.2,16.6,92.0,-0.297021
2022-08-08 21:00:00,0.0,16.5,1017.8,43.0,30.5,17.6,94.0,-0.22383
2022-08-08 22:00:00,0.0,16.7,1017.4,42.0,31.1,16.2,105.0,-0.319149
2022-08-08 23:00:00,0.0,16.1,1016.7,39.0,31.8,14.0,107.0,-0.228085
2022-08-09 00:00:00,0.0,16.7,1016.3,41.0,31.6,13.7,97.0,-0.255319
2022-08-09 01:00:00,0.0,16.9,1015.9,43.0,30.9,15.5,79.0,-0.155745
2022-08-09 02:00:00,0.0,17.6,1015.8,47.0,30.1,17.6,72.0,0.28766
2022-08-09 03:00:00,0.0,18.2,1015.7,52.0,29.0,19.8,81.0,0.596596
2022-08-09 04:00:00,0.0,18.3,1016.1,56.0,27.9,19.4,76.0,0.753191
2022-08-09 05:00:00,0.0,19.0,1016.9,64.0,26.4,18.4,71.0,0.862979
2022-08-09 06:00:00,0.0,20.5,1017.6,73.0,25.7,17.3,67.0,0.897021
2022-08-09 07:00:00,0.0,20.9,1018.0,76.0,25.4,16.6,70.0,0.855319
2022-08-09 08:00:00,0.0,21.3,1018.7,79.0,25.2,15.1,70.0,0.796596
2022-08-09 09:00:00,0.0,21.4,1018.8,81.0,24.9,15.1,73.0,0.704681
2022-08-09 10:00:00,0.0,21.5,1018.2,82.0,24.8,14.4,72.0,0.627234
2022-08-09 11:00:00,0.0,21.4,1017.6,82.0,24.7,14.0,74.0,0.592341
2022-08-09 12:00:00,0.0,21.3,1017.0,82.0,24.6,13.0,73.0,0.57617
2022-08-09 13:00:00,0.0,21.3,1017.0,82.0,24.6,11.5,70.0,0.547234
2022-08-09 14:00:00,0.0,21.6,1017.1,85.0,24.3,11.2,62.0,0.546383
2022-08-09 15:00:00,0.0,21.6,1017.1,86.0,24.1,10.1,61.0,0.542128
2022-08-09 16:00:00,0.0,21.3,1017.6,84.0,24.2,10.4,60.0,0.574468
2022-08-09 17:00:00,0.0,20.7,1018.0,79.0,24.6,14.0,65.0,0.458724
2022-08-09 18:00:00,0.0,20.1,1018.0,67.0,26.7,19.8,69.0,0.156596
2022-08-09 19:00:00,0.0,20.0,1018.1,63.0,27.7,23.0,75.0,-0.0808509
2022-08-09 20:00:00,0.0,19.8,1018.1,57.0,29.2,23.8,78.0,-0.211915
2022-08-09 21:00:00,0.0,19.6,1017.9,54.0,29.9,23.8,77.0,0.064681
2022-08-09 22:00:00,0.0,19.6,1017.4,51.0,30.9,23.8,79.0,-0.164255
2022-08-09 23:00:00,0.0,20.4,1016.8,57.0,29.8,22.7,79.0,-0.132766
2022-08-10 00:00:00,0.0,20.4,1016.1,54.0,30.8,23.8,86.0,-0.228085
2022-08-10 01:00:00,0.0,20.1,1015.8,52.0,31.1,22.3,87.0,-0.0706382
2022-08-10 02:00:00,0.0,20.3,1015.8,55.0,30.4,22.3,81.0,0.401702
2022-08-10 03:00:00,0.0,20.4,1015.8,59.0,29.2,22.0,75.0,0.669787
2022-08-10 04:00:00,0.0,20.3,1016.4,64.0,27.7,22.0,74.0,0.661277
2022-08-10 05:00:00,0.0,21.0,1016.6,73.0,26.2,20.5,76.0,0.869787
2022-08-10 06:00:00,0.0,21.9,1017.6,81.0,25.4,15.8,73.0,0.917447
2022-08-10 07:00:00,0.0,22.0,1018.5,82.0,25.3,14.8,75.0,0.880851
2022-08-10 08:00:00,0.0,21.9,1019.2,82.0,25.2,14.4,74.0,0.800851
2022-08-10 09:00:00,0.0,21.6,1019.3,81.0,25.1,16.2,75.0,0.737021
2022-08-10 10:00:00,0.0,22.0,1018.9,84.0,24.9,14.8,71.0,0.658723
2022-08-10 11:00:00,0.0,22.0,1018.5,85.0,24.7,12.6,70.0,0.60766
2022-08-10 12:00:00,0.0,22.1,1018.2,86.0,24.6,12.6,76.0,0.574468
2022-08-10 13:00:00,0.0,22.1,1017.9,86.0,24.6,13.7,74.0,0.562553
2022-08-10 14:00:00,0.0,22.0,1017.7,86.0,24.5,14.4,68.0,0.546383
2022-08-10 15:00:00,0.0,22.0,1017.9,87.0,24.3,14.0,67.0,0.555745
2022-08-10 16:00:00,0.0,22.2,1018.3,88.0,24.3,14.8,68.0,0.590638
2022-08-10 17:00:00,0.0,21.5,1018.6,82.0,24.8,16.9,68.0,0.554894
2022-08-10 18:00:00,0.0,20.9,1018.8,72.0,26.4,20.2,71.0,0.257021
2022-08-10 19:00:00,0.0,20.2,1018.3,62.0,28.2,23.8,81.0,0.245106
2022-08-10 20:00:00,0.0,19.6,1018.1,55.0,29.6,25.6,82.0,-0.268085
2022-08-10 21:00:00,0.0,19.7,1018.2,54.0,30.0,24.8,80.0,-0.449362
2022-08-10 22:00:00,0.0,19.2,1017.8,51.0,30.5,23.8,79.0,-0.526808
2022-08-10 23:00:00,0.0,19.4,1017.4,50.0,31.0,23.4,79.0,-0.49617
2022-08-11 00:00:00,0.0,19.5,1017.2,51.0,30.8,23.8,76.0,-0.394042
2022-08-11 01:00:00,0.0,19.6,1016.9,52.0,30.6,24.5,75.0,-0.241702
2022-08-11 02:00:00,0.0,19.7,1016.8,56.0,29.4,24.8,74.0,0.00851071
2022-08-11 03:00:00,0.0,19.9,1017.0,59.0,28.7,24.5,75.0,0.358298
2022-08-11 04:00:00,0.0,20.3,1017.4,66.0,27.2,22.7,72.0,0.683404
2022-08-11 05:00:00,0.0,20.6,1018.2,73.0,25.8,21.2,69.0,0.881702
2022-08-11 06:00:00,0.0,21.0,1019.1,77.0,25.3,16.6,66.0,0.954894
2022-08-11 07:00:00,0.0,20.8,1019.8,77.0,25.1,16.2,73.0,0.891064
2022-08-11 08:00:00,0.0,21.0,1020.3,77.0,25.3,16.2,67.0,0.809362
2022-08-11 09:00:00,0.0,21.3,1020.3,79.0,25.2,16.2,66.0,0.725106
2022-08-11 10:00:00,0.0,20.6,1020.1,77.0,24.9,13.3,62.0,0.658723
2022-08-11 11:00:00,0.0,20.7,1019.9,78.0,24.8,13.3,66.0,0.619574
2022-08-11 12:00:00,0.0,20.4,1019.3,76.0,24.9,15.1,64.0,0.582128
2022-08-11 13:00:00,0.0,20.7,1018.5,78.0,24.8,16.9,68.0,0.561702
2022-08-11 14:00:00,0.0,21.1,1018.4,81.0,24.6,15.8,70.0,0.566809
2022-08-11 15:00:00,0.0,20.9,1018.4,80.0,24.6,13.3,77.0,0.582979
2022-08-11 16:00:00,0.0,21.0,1018.8,81.0,24.5,13.0,72.0,0.591489
2022-08-11 17:00:00,0.0,20.9,1019.1,79.0,24.8,15.5,71.0,0.533617
