DT,pres,dwpt,prcp,rhum,temp,wspd,wdir,Donalsonville
2022-02-18 11:00:00,1016.0,18.7,0.5,96.0,17.6,13.0,340.0,0.155172
2022-02-18 12:00:00,1018.0,18.6,0.0,96.0,17.2,0.0,0.0,0.206897
2022-02-18 13:00:00,1018.0,16.2,0.1,95.0,17.3,9.4,270.0,0.258621
2022-02-18 14:00:00,1019.0,16.6,0.1,95.0,17.4,18.4,320.0,0.241379
2022-02-18 15:00:00,1021.0,15.5,0.1,89.0,17.3,20.5,330.0,0.189655
2022-02-18 16:00:00,1021.0,13.6,0.3,88.0,15.6,24.1,320.0,0.0
2022-02-18 17:00:00,1020.0,12.7,0.0,76.0,17.0,13.0,340.0,-0.155172
2022-02-18 18:00:00,1020.0,11.3,0.0,66.0,17.7,22.3,290.0,-0.258621
2022-02-18 19:00:00,1019.0,10.4,0.0,59.0,18.6,20.5,310.0,-0.241379
2022-02-18 20:00:00,1019.0,10.2,0.0,57.0,18.9,18.4,310.0,-0.275862
2022-02-18 21:00:00,1019.0,9.4,0.0,54.0,18.9,20.5,320.0,-0.206897
2022-02-18 22:00:00,1020.0,9.5,0.0,60.0,17.3,18.4,360.0,-0.086207
2022-02-18 23:00:00,1020.0,8.1,0.0,64.0,14.8,18.4,360.0,0.051724
2022-02-19 00:00:00,1021.0,6.9,0.0,67.0,12.9,14.8,360.0,0.206897
2022-02-19 01:00:00,1021.0,6.4,0.0,67.0,12.4,18.4,360.0,0.206897
2022-02-19 02:00:00,1022.0,5.9,0.0,68.0,11.6,14.8,340.0,0.206897
2022-02-19 03:00:00,1022.0,5.6,0.0,67.0,11.5,9.4,350.0,0.206897
2022-02-19 04:00:00,1023.0,4.9,0.0,67.0,10.8,14.8,330.0,0.189655
2022-02-19 05:00:00,1023.0,4.4,0.0,67.0,10.3,14.8,340.0,0.189655
2022-02-19 06:00:00,1023.0,4.3,0.0,74.0,8.7,13.0,340.0,0.189655
2022-02-19 07:00:00,1023.0,3.6,0.0,78.0,7.2,16.6,340.0,0.172414
2022-02-19 08:00:00,1023.0,1.7,0.0,74.0,6.0,20.5,350.0,0.189655
2022-02-19 09:00:00,1024.0,1.0,0.0,76.0,4.9,14.8,360.0,0.189655
2022-02-19 10:00:00,1024.0,0.5,0.0,78.0,4.0,14.8,350.0,0.206897
2022-02-19 11:00:00,1025.0,-0.7,0.0,74.0,3.5,13.0,350.0,0.241379
2022-02-19 12:00:00,1026.0,-0.9,0.0,76.0,2.9,13.0,350.0,0.275862
2022-02-19 13:00:00,1027.0,-0.5,0.0,77.0,3.1,11.2,340.0,0.275862
2022-02-19 14:00:00,1028.0,-1.4,0.0,64.0,4.8,18.4,360.0,0.172414
2022-02-19 15:00:00,1028.0,-3.1,0.0,48.0,7.2,16.6,20.0,-0.017241
2022-02-19 16:00:00,1028.0,-4.9,0.0,35.0,9.9,27.7,10.0,-0.155172
2022-02-19 17:00:00,1027.0,-5.2,0.0,30.0,11.8,24.1,360.0,-0.275862
2022-02-19 18:00:00,1026.0,-5.3,0.0,26.0,13.9,22.3,10.0,-0.344828
2022-02-19 19:00:00,1026.0,-5.7,0.0,23.0,15.3,22.3,10.0,-0.344828
2022-02-19 20:00:00,1025.0,-6.6,0.0,20.0,16.4,24.1,10.0,-0.327586
2022-02-19 21:00:00,1025.0,-5.7,0.0,21.0,16.8,18.4,10.0,-0.258621
2022-02-19 22:00:00,1026.0,-5.3,0.0,22.0,16.5,20.5,20.0,-0.12069
2022-02-19 23:00:00,1026.0,-4.3,0.0,25.0,15.7,14.8,30.0,0.034483
2022-02-20 00:00:00,1026.0,-3.3,0.0,31.0,13.5,5.4,20.0,0.189655
2022-02-20 01:00:00,1027.0,-0.7,0.0,44.0,11.1,7.6,340.0,0.206897
2022-02-20 02:00:00,1027.0,0.1,0.0,57.0,8.1,0.0,0.0,0.206897
2022-02-20 03:00:00,1028.0,1.4,0.0,70.0,6.5,0.0,0.0,0.206897
2022-02-20 04:00:00,1028.0,0.7,0.0,70.0,5.8,0.0,0.0,0.206897
2022-02-20 05:00:00,1028.0,1.3,0.0,84.0,3.8,0.0,0.0,0.206897
2022-02-20 06:00:00,1028.0,1.3,0.0,79.0,4.6,0.0,0.0,0.189655
2022-02-20 07:00:00,1027.0,0.8,0.0,86.0,2.9,0.0,0.0,0.189655
2022-02-20 08:00:00,1027.0,1.4,0.0,90.0,2.9,0.0,0.0,0.189655
2022-02-20 09:00:00,1027.0,0.7,0.0,94.0,1.6,0.0,0.0,0.206897
2022-02-20 10:00:00,1028.0,0.8,0.0,95.0,1.5,5.4,70.0,0.224138
2022-02-20 11:00:00,1028.0,0.1,0.0,89.0,1.7,11.2,70.0,0.224138
2022-02-20 12:00:00,1029.0,0.2,0.0,84.0,2.6,13.0,60.0,0.241379
2022-02-20 13:00:00,1030.0,0.7,0.0,86.0,2.8,7.6,80.0,0.241379
2022-02-20 14:00:00,1030.0,2.4,0.0,71.0,7.3,14.8,70.0,0.086207
2022-02-20 15:00:00,1030.0,-0.4,0.0,45.0,11.1,13.0,70.0,-0.068966
2022-02-20 16:00:00,1029.0,-0.7,0.0,36.0,14.2,14.8,100.0,-0.224138
2022-02-20 17:00:00,1028.0,-2.1,0.0,26.0,17.6,18.4,90.0,-0.310345
2022-02-20 18:00:00,1028.0,-3.0,0.0,22.0,19.3,16.6,140.0,-0.344828
2022-02-20 19:00:00,1026.0,-1.9,0.0,23.0,19.9,11.2,140.0,-0.362069
2022-02-20 20:00:00,1025.0,-1.3,0.0,22.0,21.3,13.0,130.0,-0.310345
2022-02-20 21:00:00,1025.0,0.6,0.0,24.0,22.1,18.4,140.0,-0.206897
2022-02-20 22:00:00,1025.0,0.6,0.0,25.0,21.4,7.6,190.0,-0.086207
2022-02-20 23:00:00,1025.0,0.9,0.0,28.0,20.0,5.4,120.0,0.086207
2022-02-21 00:00:00,1025.0,1.9,0.0,35.0,17.5,0.0,0.0,0.189655
2022-02-21 01:00:00,1025.0,3.9,0.0,53.0,13.3,0.0,0.0,0.224138
2022-02-21 02:00:00,1026.0,5.4,0.0,70.0,10.7,0.0,0.0,0.241379
2022-02-21 03:00:00,1025.0,6.3,0.0,76.0,10.3,0.0,0.0,0.224138
2022-02-21 04:00:00,1026.0,6.0,0.0,77.0,9.8,5.4,90.0,0.206897
2022-02-21 05:00:00,1025.0,6.6,0.0,86.0,8.8,5.4,80.0,0.206897
2022-02-21 06:00:00,1025.0,6.0,0.0,83.0,8.7,0.0,0.0,0.172414
2022-02-21 07:00:00,1025.0,5.8,0.0,85.0,8.2,0.0,0.0,0.172414
2022-02-21 08:00:00,1024.0,5.8,0.0,84.0,8.3,5.4,110.0,0.172414
2022-02-21 09:00:00,1024.0,7.0,0.0,90.0,8.5,7.6,110.0,0.172414
2022-02-21 10:00:00,1024.0,9.4,0.0,94.0,10.3,9.4,80.0,0.189655
2022-02-21 11:00:00,1025.0,9.6,0.0,96.0,10.2,11.2,90.0,0.206897
2022-02-21 12:00:00,1024.0,9.3,0.0,99.0,9.4,7.6,90.0,0.258621
2022-02-21 13:00:00,1025.0,10.4,0.0,99.0,10.6,11.2,90.0,0.293103
2022-02-21 14:00:00,1026.0,11.9,0.0,90.0,13.5,11.2,130.0,0.258621
2022-02-21 15:00:00,1025.0,12.3,0.0,73.0,17.2,5.4,140.0,0.051724
2022-02-21 16:00:00,1025.0,13.1,0.0,68.0,19.1,14.8,170.0,0.103448
2022-02-21 17:00:00,1025.0,13.4,0.0,65.0,20.2,5.4,160.0,0.137931
2022-02-21 18:00:00,1024.0,13.9,0.0,61.0,21.7,11.2,200.0,0.12069
2022-02-21 19:00:00,1024.0,13.8,0.0,60.0,21.9,5.4,130.0,0.172414
2022-02-21 20:00:00,1023.0,14.4,0.0,66.0,21.0,9.4,30.0,0.155172
2022-02-21 21:00:00,1023.0,14.9,0.0,67.0,21.3,13.0,360.0,0.206897
2022-02-21 22:00:00,1023.0,15.4,0.0,73.0,20.4,9.4,40.0,0.172414
2022-02-21 23:00:00,1024.0,14.4,0.0,65.0,21.2,13.0,140.0,0.189655
2022-02-22 00:00:00,1024.0,14.6,0.0,70.0,20.3,13.0,150.0,0.189655
2022-02-22 01:00:00,1024.0,15.0,0.2,75.0,19.6,9.4,170.0,0.206897
2022-02-22 02:00:00,1024.0,15.5,0.0,82.0,18.6,7.6,120.0,0.206897
2022-02-22 03:00:00,1025.0,15.3,0.0,86.0,17.7,7.6,100.0,0.189655
2022-02-22 04:00:00,1024.0,15.6,0.0,89.0,17.4,5.4,60.0,0.189655
2022-02-22 05:00:00,1024.0,15.3,0.0,98.0,15.6,5.4,110.0,0.172414
2022-02-22 06:00:00,1024.0,13.8,0.0,92.0,14.3,11.2,80.0,0.137931
2022-02-22 07:00:00,1023.0,14.0,0.0,94.0,14.6,9.4,120.0,0.137931
2022-02-22 08:00:00,1023.0,13.6,0.0,94.0,14.2,5.4,70.0,0.137931
2022-02-22 09:00:00,1023.0,13.6,0.0,93.0,13.2,0.0,0.0,0.12069
2022-02-22 10:00:00,1023.0,13.3,0.0,91.0,12.7,5.4,80.0,0.137931
2022-02-22 11:00:00,1023.0,13.4,0.0,90.0,11.2,9.4,90.0,0.172414
2022-02-22 12:00:00,1024.0,13.3,0.0,89.0,11.0,5.4,110.0,0.224138
2022-02-22 13:00:00,1024.0,16.4,0.0,96.0,12.6,7.6,140.0,0.241379
2022-02-22 14:00:00,1024.0,16.8,0.0,96.0,17.4,18.4,170.0,0.12069
2022-02-22 15:00:00,1024.0,16.3,0.0,70.0,22.0,24.1,170.0,-0.034483
2022-02-22 16:00:00,1024.0,15.4,0.0,58.0,24.2,24.1,180.0,-0.137931
2022-02-22 17:00:00,1023.0,15.8,0.0,53.0,26.1,25.9,180.0,-0.206897
2022-02-22 18:00:00,1023.0,15.7,0.0,49.0,27.3,27.7,180.0,-0.241379
2022-02-22 19:00:00,1023.0,15.3,0.0,45.0,28.4,14.8,190.0,-0.189655
2022-02-22 20:00:00,1022.0,15.2,0.0,44.0,28.6,22.3,210.0,-0.103448
2022-02-22 21:00:00,1022.0,15.1,0.0,45.0,28.1,7.6,220.0,-0.017241
2022-02-22 22:00:00,1023.0,15.1,0.0,46.0,27.8,14.8,170.0,0.034483
2022-02-22 23:00:00,1023.0,15.4,0.0,53.0,25.7,14.8,170.0,0.155172
2022-02-23 00:00:00,1024.0,15.6,0.0,64.0,22.8,13.0,180.0,0.206897
2022-02-23 01:00:00,1024.0,16.0,0.0,71.0,21.5,13.0,170.0,0.224138
2022-02-23 02:00:00,1024.0,16.2,0.0,77.0,20.4,13.0,190.0,0.224138
2022-02-23 03:00:00,1024.0,17.1,0.0,87.0,19.3,14.8,210.0,0.206897
2022-02-23 04:00:00,1024.0,16.6,0.0,98.0,16.9,9.4,230.0,0.189655
2022-02-23 05:00:00,1024.0,15.4,0.0,95.0,15.5,0.0,0.0,0.172414
2022-02-23 06:00:00,1023.0,14.8,0.0,96.0,15.5,0.0,0.0,0.155172
2022-02-23 07:00:00,1023.0,14.8,0.0,95.0,13.6,0.0,0.0,0.137931
2022-02-23 08:00:00,1022.0,14.5,0.0,95.0,13.7,9.4,180.0,0.137931
2022-02-23 09:00:00,1023.0,14.5,0.0,96.0,15.8,9.4,190.0,0.12069
2022-02-23 10:00:00,1023.0,14.5,0.0,96.0,15.0,5.4,210.0,0.12069
2022-02-23 11:00:00,1025.0,14.0,0.0,97.0,14.7,5.4,300.0,0.155172
2022-02-23 12:00:00,1025.0,13.2,0.0,99.0,15.8,5.4,280.0,0.206897
2022-02-23 13:00:00,1026.0,14.8,0.0,99.0,16.0,5.4,210.0,0.241379
2022-02-23 14:00:00,1026.0,15.9,0.0,95.0,16.6,7.6,190.0,0.224138
2022-02-23 15:00:00,1026.0,18.5,0.0,97.0,17.8,9.4,190.0,0.12069
2022-02-23 16:00:00,1025.0,18.9,0.0,97.0,19.4,14.8,210.0,0.051724
2022-02-23 17:00:00,1025.0,17.8,0.0,72.0,23.1,14.8,210.0,-0.086207
2022-02-23 18:00:00,1023.0,17.3,0.0,61.0,25.4,16.6,200.0,-0.206897
2022-02-23 19:00:00,1023.0,15.9,0.0,51.0,26.9,11.2,240.0,-0.172414
2022-02-23 20:00:00,1021.0,16.8,0.0,52.0,27.5,11.2,260.0,-0.137931
2022-02-23 21:00:00,1021.0,17.0,0.0,54.0,27.1,14.8,230.0,-0.068966
2022-02-23 22:00:00,1021.0,16.5,0.0,53.0,26.9,13.0,210.0,0.017241
2022-02-23 23:00:00,1022.0,16.8,0.0,58.0,25.7,9.4,240.0,0.12069
2022-02-24 00:00:00,1022.0,17.1,0.0,70.0,22.9,9.4,220.0,0.224138
2022-02-24 01:00:00,1022.0,17.6,0.0,77.0,21.8,9.4,190.0,0.241379
2022-02-24 02:00:00,1023.0,17.2,0.0,83.0,20.2,11.2,200.0,0.224138
2022-02-24 03:00:00,1023.0,17.5,0.0,85.0,20.1,13.0,200.0,0.206897
2022-02-24 04:00:00,1023.0,17.5,0.0,95.0,18.3,9.4,200.0,0.189655
2022-02-24 05:00:00,1023.0,17.3,0.0,99.0,17.5,5.4,220.0,0.172414
2022-02-24 06:00:00,1022.0,15.5,0.0,98.0,16.2,0.0,0.0,0.155172
2022-02-24 07:00:00,1022.0,14.8,0.0,99.0,15.3,0.0,0.0,0.155172
2022-02-24 08:00:00,1022.0,14.5,0.0,100.0,13.4,0.0,0.0,0.137931
2022-02-24 09:00:00,1022.0,14.3,0.0,100.0,13.1,5.4,150.0,0.103448
2022-02-24 10:00:00,1022.0,14.0,0.0,100.0,12.5,0.0,0.0,0.103448
2022-02-24 11:00:00,1022.0,13.8,0.0,100.0,12.4,5.4,130.0,0.137931
2022-02-24 12:00:00,1024.0,14.1,0.0,100.0,12.1,0.0,0.0,0.189655
2022-02-24 13:00:00,1024.0,13.3,0.0,99.0,12.8,0.0,0.0,0.206897
2022-02-24 14:00:00,1024.0,17.5,0.0,91.0,16.3,7.6,140.0,0.137931
2022-02-24 15:00:00,1024.0,17.3,0.0,85.0,19.9,11.2,140.0,-0.017241
2022-02-24 16:00:00,1024.0,17.4,0.0,68.0,23.7,14.8,140.0,-0.12069
2022-02-24 17:00:00,1023.0,16.7,0.0,57.0,25.9,14.8,190.0,-0.189655
2022-02-24 18:00:00,1023.0,16.2,0.0,50.0,27.6,18.4,210.0,-0.172414
2022-02-24 19:00:00,1022.0,16.0,0.0,51.0,27.0,20.5,200.0,-0.12069
2022-02-24 20:00:00,1021.0,16.4,0.0,50.0,27.8,16.6,210.0,0.068966
2022-02-24 21:00:00,1021.0,16.6,0.0,50.0,28.0,16.6,230.0,0.0
2022-02-24 22:00:00,1021.0,16.6,0.0,53.0,27.0,22.3,230.0,0.103448
2022-02-24 23:00:00,1022.0,16.5,0.0,58.0,25.4,16.6,250.0,0.12069
2022-02-25 00:00:00,1022.0,16.5,0.0,69.0,22.5,9.4,250.0,0.206897
2022-02-25 01:00:00,1023.0,17.0,0.0,77.0,21.2,7.6,220.0,0.224138
2022-02-25 02:00:00,1023.0,16.9,0.0,83.0,19.9,9.4,200.0,0.206897
2022-02-25 03:00:00,1023.0,17.3,0.0,89.0,19.2,11.2,200.0,0.206897
2022-02-25 04:00:00,1023.0,17.3,0.0,93.0,18.5,9.4,200.0,0.172414
2022-02-25 05:00:00,1023.0,17.0,0.0,94.0,18.0,5.4,200.0,0.155172
2022-02-25 06:00:00,1023.0,16.3,0.0,95.0,16.8,7.6,260.0,0.137931
2022-02-25 07:00:00,1023.0,15.9,0.0,96.0,15.9,5.4,230.0,0.12069
2022-02-25 08:00:00,1022.0,15.3,0.0,97.0,14.2,0.0,0.0,0.12069
2022-02-25 09:00:00,1022.0,14.9,0.0,98.0,12.8,5.4,200.0,0.12069
2022-02-25 10:00:00,1022.0,14.9,0.0,99.0,12.5,0.0,0.0,0.12069
2022-02-25 11:00:00,1024.0,14.7,0.0,99.0,11.9,5.4,230.0,0.137931
2022-02-25 12:00:00,1024.0,14.7,0.0,100.0,12.9,9.4,310.0,0.189655
2022-02-25 13:00:00,1025.0,15.1,0.0,98.0,15.6,9.4,250.0,0.206897
2022-02-25 14:00:00,1026.0,15.8,0.0,98.0,16.4,11.2,240.0,0.189655
2022-02-25 15:00:00,1026.0,16.0,0.0,94.0,16.7,14.8,310.0,0.172414
2022-02-25 16:00:00,1026.0,18.6,0.0,86.0,17.9,0.0,0.0,0.051724
2022-02-25 17:00:00,1025.0,18.4,0.1,86.0,20.8,7.6,220.0,-0.034483
2022-02-25 18:00:00,1024.0,18.0,0.1,66.0,24.8,14.8,250.0,-0.155172
2022-02-25 19:00:00,1024.0,18.3,0.1,67.0,24.8,14.8,240.0,-0.155172
2022-02-25 20:00:00,1023.0,18.5,0.2,64.0,25.8,11.2,260.0,-0.103448
2022-02-25 21:00:00,1023.0,18.2,0.1,64.0,25.5,9.4,260.0,-0.017241
2022-02-25 22:00:00,1023.0,18.1,0.0,61.0,26.2,9.4,240.0,0.034483
2022-02-25 23:00:00,1024.0,18.4,0.0,65.0,25.5,7.6,260.0,0.12069
2022-02-26 00:00:00,1024.0,18.5,0.0,75.0,23.2,18.4,310.0,0.172414
2022-02-26 01:00:00,1025.0,16.9,0.0,77.0,21.1,22.3,340.0,0.189655
2022-02-26 02:00:00,1025.0,16.6,0.1,84.0,19.4,13.0,360.0,0.172414
2022-02-26 03:00:00,1026.0,16.5,0.0,87.0,18.7,9.4,330.0,0.172414
2022-02-26 04:00:00,1026.0,16.1,0.0,87.0,18.3,13.0,330.0,0.155172
2022-02-26 05:00:00,1026.0,15.3,0.0,88.0,17.3,14.8,340.0,0.155172
2022-02-26 06:00:00,1026.0,14.1,0.0,92.0,15.4,9.4,330.0,0.12069
2022-02-26 07:00:00,1026.0,13.3,0.0,97.0,13.8,11.2,320.0,0.12069
2022-02-26 08:00:00,1025.0,12.5,0.0,93.0,13.6,13.0,340.0,0.12069
2022-02-26 09:00:00,1026.0,10.1,0.0,85.0,12.6,13.0,350.0,0.103448
2022-02-26 10:00:00,1026.0,9.8,0.0,87.0,11.9,11.2,350.0,0.103448
2022-02-26 11:00:00,1026.0,9.6,0.0,90.0,11.2,9.4,350.0,0.12069
2022-02-26 12:00:00,1027.0,9.0,0.0,90.0,10.6,9.4,10.0,0.12069
2022-02-26 13:00:00,1028.0,8.9,0.0,85.0,11.3,9.4,10.0,0.103448
2022-02-26 14:00:00,1028.0,8.0,0.0,70.0,13.4,14.8,10.0,0.0
2022-02-26 15:00:00,1028.0,7.2,0.0,58.0,15.4,11.2,30.0,-0.137931
2022-02-26 16:00:00,1027.0,7.7,0.0,52.0,17.7,11.2,50.0,-0.258621
2022-02-26 17:00:00,1026.0,7.7,0.0,44.0,20.4,9.4,30.0,-0.327586
2022-02-26 18:00:00,1025.0,8.2,0.0,41.0,22.1,7.6,310.0,-0.344828
2022-02-26 19:00:00,1024.0,9.4,0.0,40.0,23.8,5.4,20.0,-0.344828
2022-02-26 20:00:00,1024.0,10.2,0.0,40.0,24.7,11.2,330.0,-0.310345
2022-02-26 21:00:00,1023.0,10.1,0.0,38.0,25.5,9.4,20.0,-0.206897
2022-02-26 22:00:00,1024.0,10.3,0.0,39.0,25.2,9.4,330.0,-0.103448
2022-02-26 23:00:00,1024.0,9.0,0.0,38.0,24.2,14.8,350.0,0.068966
2022-02-27 00:00:00,1024.0,8.5,0.0,45.0,20.9,9.4,350.0,0.172414
2022-02-27 01:00:00,1024.0,9.6,0.0,55.0,18.8,9.4,10.0,0.172414
2022-02-27 02:00:00,1024.0,9.9,0.0,59.0,18.0,9.4,20.0,0.172414
2022-02-27 03:00:00,1024.0,9.1,0.0,60.0,16.9,5.4,30.0,0.155172
2022-02-27 04:00:00,1024.0,9.4,0.0,71.0,14.6,5.4,150.0,0.155172
2022-02-27 05:00:00,1023.0,10.7,0.0,79.0,14.3,0.0,0.0,0.137931
2022-02-27 06:00:00,1023.0,11.1,0.0,87.0,13.2,0.0,0.0,0.12069
2022-02-27 07:00:00,1022.0,10.7,0.0,92.0,12.0,0.0,0.0,0.12069
2022-02-27 08:00:00,1022.0,10.3,0.0,90.0,11.9,0.0,0.0,0.103448
2022-02-27 09:00:00,1021.0,10.5,0.0,96.0,11.1,0.0,0.0,0.103448
2022-02-27 10:00:00,1021.0,10.1,0.0,99.0,10.3,7.6,320.0,0.103448
2022-02-27 11:00:00,1021.0,9.5,0.0,100.0,9.5,0.0,0.0,0.12069
2022-02-27 12:00:00,1022.0,10.4,0.0,96.0,8.8,9.4,150.0,0.12069
2022-02-27 13:00:00,1022.0,10.8,0.0,96.0,11.4,0.0,0.0,0.12069
2022-02-27 14:00:00,1022.0,10.9,0.0,77.0,14.9,5.4,350.0,0.068966
2022-02-27 15:00:00,1022.0,9.0,0.0,52.0,19.1,7.6,300.0,-0.103448
2022-02-27 16:00:00,1021.0,10.2,0.0,48.0,21.7,7.6,240.0,-0.241379
2022-02-27 17:00:00,1021.0,10.1,0.0,39.0,25.0,16.6,250.0,-0.310345
2022-02-27 18:00:00,1019.0,11.4,0.0,40.0,26.0,18.4,210.0,-0.327586
2022-02-27 19:00:00,1018.0,11.9,0.0,40.0,26.6,11.2,260.0,-0.224138
2022-02-27 20:00:00,1018.0,12.5,0.0,41.0,26.9,14.8,290.0,-0.189655
2022-02-27 21:00:00,1017.0,13.1,0.0,45.0,25.9,18.4,290.0,0.051724
2022-02-27 22:00:00,1017.0,12.3,0.0,44.0,25.4,24.1,310.0,0.086207
2022-02-27 23:00:00,1018.0,11.5,0.2,49.0,22.8,22.3,330.0,0.137931
2022-02-28 00:00:00,1019.0,11.7,0.0,57.0,20.5,16.6,330.0,0.189655
2022-02-28 01:00:00,1019.0,14.1,0.1,73.0,19.0,20.5,320.0,0.206897
2022-02-28 02:00:00,1020.0,15.2,1.6,89.0,17.0,11.2,340.0,0.206897
2022-02-28 03:00:00,1020.0,14.3,0.6,89.0,16.1,14.8,340.0,0.189655
2022-02-28 04:00:00,1020.0,14.7,0.0,98.0,15.0,7.6,350.0,0.172414
2022-02-28 05:00:00,1020.0,14.4,0.0,97.0,14.9,13.0,340.0,0.155172
2022-02-28 06:00:00,1020.0,12.0,0.0,88.0,14.0,14.8,360.0,0.155172
2022-02-28 07:00:00,1019.0,11.2,0.0,85.0,13.7,16.6,340.0,0.12069
2022-02-28 08:00:00,1019.0,10.8,0.0,85.0,13.3,16.6,340.0,0.12069
2022-02-28 09:00:00,1019.0,11.1,0.0,88.0,13.0,22.3,350.0,0.12069
2022-02-28 10:00:00,1019.0,11.4,0.0,93.0,12.5,13.0,350.0,0.12069
2022-02-28 11:00:00,1019.0,11.6,0.0,96.0,12.2,18.4,330.0,0.155172
2022-02-28 12:00:00,1020.0,9.6,0.0,85.0,11.4,13.0,340.0,0.206897
2022-02-28 13:00:00,1021.0,9.3,0.2,84.0,11.7,13.0,360.0,0.241379
2022-02-28 14:00:00,1021.0,9.8,0.5,87.0,11.9,18.4,30.0,0.241379
2022-02-28 15:00:00,1022.0,12.1,0.4,94.0,12.7,14.8,50.0,0.189655
2022-02-28 16:00:00,1021.0,12.1,0.1,94.0,13.0,14.8,30.0,0.189655
2022-02-28 17:00:00,1021.0,12.0,0.0,91.0,13.4,18.4,50.0,0.189655
2022-02-28 18:00:00,1021.0,11.6,0.0,92.0,12.9,22.3,30.0,0.206897
2022-02-28 19:00:00,1020.0,11.9,0.0,90.0,13.5,16.6,30.0,0.172414
2022-02-28 20:00:00,1020.0,11.4,0.0,89.0,13.2,22.3,30.0,0.189655
2022-02-28 21:00:00,1020.0,11.0,0.0,85.0,13.5,16.6,10.0,0.155172
2022-02-28 22:00:00,1020.0,11.0,0.0,84.0,13.7,13.0,50.0,0.12069
2022-02-28 23:00:00,1020.0,10.7,0.0,80.0,14.1,13.0,40.0,0.12069
2022-03-01 00:00:00,1020.0,10.3,0.0,85.0,12.8,7.6,80.0,0.189655
2022-03-01 01:00:00,1020.0,10.6,0.0,97.0,11.1,5.4,150.0,0.258621
2022-03-01 02:00:00,1020.0,2.5,0.0,50.0,10.0,0.0,0.0,0.241379
2022-03-01 03:00:00,1021.0,9.1,0.0,94.0,10.0,0.0,0.0,0.241379
2022-03-01 04:00:00,1021.0,0.7,0.0,51.0,9.0,0.0,0.0,0.206897
2022-03-01 05:00:00,1021.0,0.3,0.0,55.0,9.1,0.0,0.0,0.206897
2022-03-01 06:00:00,1021.0,0.1,0.0,56.0,8.3,0.0,0.0,0.189655
2022-03-01 07:00:00,1021.0,-0.7,0.0,55.0,8.1,5.4,350.0,0.189655
2022-03-01 08:00:00,1020.0,-1.4,0.0,55.0,7.0,0.0,0.0,0.189655
2022-03-01 09:00:00,1021.0,-2.6,0.0,52.0,6.9,0.0,0.0,0.155172
2022-03-01 10:00:00,1021.0,-3.1,0.0,52.0,6.7,0.0,0.0,0.172414
2022-03-01 11:00:00,1022.0,-3.6,0.0,51.0,5.8,0.0,0.0,0.206897
2022-03-01 12:00:00,1022.0,-3.8,0.0,52.0,5.0,0.0,0.0,0.275862
2022-03-01 13:00:00,1023.0,8.4,0.0,90.0,5.5,0.0,0.0,0.293103
2022-03-01 14:00:00,1023.0,8.5,0.0,90.0,10.1,11.2,30.0,0.155172
2022-03-01 15:00:00,1023.0,6.3,0.0,59.0,14.2,7.6,30.0,0.034483
2022-03-01 16:00:00,1022.0,4.1,0.0,43.0,16.7,13.0,80.0,-0.12069
2022-03-01 17:00:00,1022.0,1.4,0.0,31.0,18.9,18.4,30.0,-0.137931
2022-03-01 18:00:00,1021.0,2.6,0.0,33.0,19.3,13.0,350.0,-0.258621
2022-03-01 19:00:00,1020.0,3.5,0.0,33.0,20.3,9.4,20.0,-0.206897
2022-03-01 20:00:00,1020.0,3.7,0.0,31.0,21.6,13.0,10.0,-0.241379
2022-03-01 21:00:00,1019.0,3.5,0.0,30.0,21.9,18.4,340.0,-0.155172
2022-03-01 22:00:00,1020.0,3.1,0.0,30.0,21.4,5.4,340.0,-0.051724
2022-03-01 23:00:00,1020.0,3.1,0.0,31.0,20.9,9.4,330.0,0.051724
2022-03-02 00:00:00,1020.0,3.8,0.0,38.0,18.4,0.0,0.0,0.172414
2022-03-02 01:00:00,1021.0,5.6,0.0,59.0,13.5,0.0,0.0,0.206897
2022-03-02 02:00:00,1021.0,5.9,0.0,70.0,11.2,7.6,230.0,0.206897
2022-03-02 03:00:00,1021.0,5.4,0.0,70.0,10.7,0.0,0.0,0.189655
2022-03-02 04:00:00,1021.0,5.6,0.0,78.0,9.2,0.0,0.0,0.189655
2022-03-02 05:00:00,1021.0,5.5,0.0,75.0,9.7,0.0,0.0,0.172414
2022-03-02 06:00:00,1021.0,5.3,0.0,80.0,8.6,0.0,0.0,0.155172
2022-03-02 07:00:00,1021.0,5.3,0.0,91.0,6.7,7.6,210.0,0.155172
2022-03-02 08:00:00,1021.0,4.6,0.0,93.0,5.6,0.0,0.0,0.155172
2022-03-02 09:00:00,1021.0,4.3,0.0,97.0,4.7,0.0,0.0,0.137931
2022-03-02 10:00:00,1022.0,3.6,0.0,96.0,4.2,0.0,0.0,0.155172
2022-03-02 11:00:00,1022.0,3.4,0.0,99.0,3.5,0.0,0.0,0.206897
2022-03-02 12:00:00,1023.0,3.0,0.0,96.0,3.6,0.0,0.0,0.258621
2022-03-02 13:00:00,1023.0,5.7,0.0,99.0,5.8,5.4,320.0,0.293103
2022-03-02 14:00:00,1024.0,5.0,0.0,66.0,11.1,0.0,0.0,0.12069
2022-03-02 15:00:00,1023.0,2.7,0.0,41.0,16.0,7.6,50.0,-0.034483
2022-03-02 16:00:00,1023.0,1.4,0.0,30.0,19.4,7.6,70.0,-0.155172
2022-03-02 17:00:00,1022.0,0.8,0.0,25.0,21.7,11.2,40.0,-0.241379
