DT,prcp,dwpt,pres,rhum,temp,wspd,Donalsonville,wdir
2022-02-08 07:00:00,0.0,6.7,1021.0,95.0,7.5,7.6,0.224138,280.0
2022-02-08 08:00:00,0.0,6.4,1021.0,94.0,7.2,5.4,0.241379,260.0
2022-02-08 09:00:00,0.0,5.7,1021.0,92.0,6.7,9.4,0.206897,300.0
2022-02-08 10:00:00,0.0,5.2,1022.0,91.0,6.5,9.4,0.224138,300.0
2022-02-08 11:00:00,0.0,5.6,1021.0,97.0,6.6,11.2,0.258621,320.0
2022-02-08 12:00:00,0.0,6.0,1022.0,97.0,6.4,11.2,0.310345,360.0
2022-02-08 13:00:00,0.0,5.2,1023.0,95.0,5.9,5.4,0.37931,10.0
2022-02-08 14:00:00,0.0,5.2,1024.0,91.0,6.6,5.4,0.344828,10.0
2022-02-08 15:00:00,0.0,4.3,1024.0,82.0,7.2,7.6,0.293103,350.0
2022-02-08 16:00:00,0.0,3.9,1024.0,75.0,8.1,11.2,0.258621,360.0
2022-02-08 17:00:00,0.0,2.8,1023.0,64.0,9.3,13.0,0.189655,350.0
2022-02-08 18:00:00,0.0,1.1,1022.0,52.0,10.6,9.4,0.051724,350.0
2022-02-08 19:00:00,0.0,0.5,1021.0,47.0,11.4,9.4,0.034483,10.0
2022-02-08 20:00:00,0.0,-0.4,1021.0,43.0,11.8,14.8,0.086207,360.0
2022-02-08 21:00:00,0.0,-1.1,1021.0,41.0,11.7,11.2,0.034483,360.0
2022-02-08 22:00:00,0.0,-0.2,1022.0,44.0,11.6,7.6,0.034483,350.0
2022-02-08 23:00:00,0.0,0.0,1022.0,45.0,11.5,7.6,0.12069,20.0
2022-02-09 00:00:00,0.0,1.0,1022.0,59.0,8.6,0.0,0.275862,0.0
2022-02-09 01:00:00,0.0,2.8,1022.0,83.0,5.5,0.0,0.310345,0.0
2022-02-09 02:00:00,0.0,3.2,1022.0,94.0,4.1,0.0,0.310345,0.0
2022-02-09 03:00:00,0.0,2.7,1022.0,97.0,3.1,0.0,0.327586,0.0
2022-02-09 04:00:00,0.0,1.3,1021.0,99.0,1.4,5.4,0.310345,160.0
2022-02-09 05:00:00,0.0,1.4,1021.0,100.0,1.4,0.0,0.293103,0.0
2022-02-09 06:00:00,0.0,-0.6,1021.0,74.0,1.9,0.0,0.310345,0.0
2022-02-09 07:00:00,0.0,-0.8,1021.0,80.0,0.9,0.0,0.310345,0.0
2022-02-09 08:00:00,0.0,-0.8,1021.0,81.0,1.1,0.0,0.327586,0.0
2022-02-09 09:00:00,0.0,-1.1,1020.0,82.0,0.7,5.4,0.310345,290.0
2022-02-09 10:00:00,0.0,-1.3,1021.0,85.0,-0.8,5.4,0.344828,130.0
2022-02-09 11:00:00,0.0,-1.9,1021.0,90.0,-0.4,0.0,0.37931,0.0
2022-02-09 12:00:00,0.0,-1.8,1022.0,90.0,-1.0,0.0,0.465517,0.0
2022-02-09 13:00:00,0.0,-1.1,1022.0,92.0,-0.5,0.0,0.517241,0.0
2022-02-09 14:00:00,0.0,3.5,1022.0,84.0,3.4,5.4,0.362069,270.0
2022-02-09 15:00:00,0.0,3.2,1022.0,78.0,6.8,7.6,0.103448,310.0
2022-02-09 16:00:00,0.0,3.5,1022.0,59.0,11.2,0.0,-0.051724,0.0
2022-02-09 17:00:00,0.0,0.1,1021.0,39.0,13.8,5.4,-0.155172,330.0
2022-02-09 18:00:00,0.0,-2.6,1019.0,29.0,15.4,9.4,-0.241379,330.0
2022-02-09 19:00:00,0.0,-0.9,1019.0,31.0,16.3,14.8,-0.206897,290.0
2022-02-09 20:00:00,0.0,-1.3,1019.0,29.0,16.8,11.2,-0.206897,280.0
2022-02-09 21:00:00,0.0,-1.6,1018.0,29.0,16.5,9.4,-0.137931,260.0
2022-02-09 22:00:00,0.0,-1.7,1018.0,29.0,16.4,9.4,-0.051724,270.0
2022-02-09 23:00:00,0.0,-0.6,1018.0,34.0,15.2,5.4,0.103448,280.0
2022-02-10 00:00:00,0.0,3.0,1019.0,59.0,10.7,5.4,0.224138,220.0
2022-02-10 01:00:00,0.0,3.6,1019.0,73.0,8.2,7.6,0.258621,200.0
2022-02-10 02:00:00,0.0,2.8,1020.0,75.0,6.9,5.4,0.258621,220.0
2022-02-10 03:00:00,0.0,2.6,1020.0,78.0,6.2,5.4,0.293103,220.0
2022-02-10 04:00:00,0.0,3.1,1020.0,73.0,7.6,11.2,0.293103,240.0
2022-02-10 05:00:00,0.0,2.8,1020.0,78.0,6.4,9.4,0.293103,230.0
2022-02-10 06:00:00,0.0,2.7,1020.0,81.0,5.7,0.0,0.275862,0.0
2022-02-10 07:00:00,0.0,2.4,1020.0,95.0,3.1,5.4,0.293103,200.0
2022-02-10 08:00:00,0.0,2.4,1020.0,99.0,2.5,7.6,0.293103,210.0
2022-02-10 09:00:00,0.0,1.3,1020.0,100.0,1.3,5.4,0.275862,170.0
2022-02-10 10:00:00,0.0,1.0,1020.0,100.0,1.3,0.0,0.310345,0.0
2022-02-10 11:00:00,0.0,0.9,1021.0,99.0,1.5,0.0,0.344828,0.0
2022-02-10 12:00:00,0.0,0.0,1021.0,90.0,0.6,0.0,0.413793,0.0
2022-02-10 13:00:00,0.0,3.9,1022.0,99.0,0.7,0.0,0.465517,0.0
2022-02-10 14:00:00,0.0,4.6,1022.0,87.0,6.6,5.4,0.327586,190.0
2022-02-10 15:00:00,0.0,3.2,1023.0,60.0,10.6,0.0,0.103448,0.0
2022-02-10 16:00:00,0.0,3.2,1022.0,48.0,14.0,9.4,-0.051724,300.0
2022-02-10 17:00:00,0.0,3.9,1022.0,43.0,16.5,13.0,-0.172414,280.0
2022-02-10 18:00:00,0.0,1.5,1020.0,32.0,18.5,7.6,-0.206897,260.0
2022-02-10 19:00:00,0.0,0.2,1020.0,28.0,19.2,9.4,-0.241379,350.0
2022-02-10 20:00:00,0.0,0.3,1019.0,28.0,19.3,9.4,-0.224138,260.0
2022-02-10 21:00:00,0.0,-0.7,1019.0,26.0,19.3,11.2,-0.137931,330.0
2022-02-10 22:00:00,0.0,-0.9,1019.0,26.0,19.1,7.6,-0.051724,210.0
2022-02-10 23:00:00,0.0,0.1,1019.0,30.0,17.9,5.4,0.086207,220.0
2022-02-11 00:00:00,0.0,1.4,1019.0,44.0,13.4,7.6,0.206897,180.0
2022-02-11 01:00:00,0.0,2.8,1019.0,61.0,10.0,5.4,0.241379,200.0
2022-02-11 02:00:00,0.0,2.6,1019.0,67.0,8.4,5.4,0.241379,170.0
2022-02-11 03:00:00,0.0,2.9,1020.0,60.0,10.3,16.6,0.241379,210.0
2022-02-11 04:00:00,0.0,2.8,1020.0,65.0,9.0,11.2,0.206897,220.0
2022-02-11 05:00:00,0.0,2.8,1020.0,68.0,8.4,11.2,0.206897,220.0
2022-02-11 06:00:00,0.0,3.2,1020.0,71.0,8.1,9.4,0.189655,220.0
2022-02-11 07:00:00,0.0,3.2,1019.0,85.0,5.5,0.0,0.189655,0.0
2022-02-11 08:00:00,0.0,3.5,1019.0,91.0,4.8,0.0,0.206897,0.0
2022-02-11 09:00:00,0.0,3.7,1019.0,95.0,4.4,0.0,0.206897,0.0
2022-02-11 10:00:00,0.0,2.8,1019.0,100.0,2.8,0.0,0.224138,0.0
2022-02-11 11:00:00,0.0,3.4,1019.0,99.0,3.5,0.0,0.275862,0.0
2022-02-11 12:00:00,0.0,3.8,1020.0,85.0,2.1,0.0,0.327586,0.0
2022-02-11 13:00:00,0.0,6.8,1020.0,92.0,2.6,5.4,0.37931,120.0
2022-02-11 14:00:00,0.0,7.2,1021.0,92.0,8.4,0.0,0.293103,0.0
2022-02-11 15:00:00,0.0,5.3,1021.0,59.0,13.1,5.4,0.103448,80.0
2022-02-11 16:00:00,0.0,5.1,1021.0,48.0,16.1,5.4,-0.086207,40.0
2022-02-11 17:00:00,0.0,3.0,1019.0,36.0,18.3,9.4,-0.068966,170.0
2022-02-11 18:00:00,0.0,2.5,1019.0,34.0,18.7,9.4,-0.189655,190.0
2022-02-11 19:00:00,0.0,1.5,1018.0,30.0,19.6,14.8,-0.275862,200.0
2022-02-11 20:00:00,0.0,1.9,1018.0,31.0,19.5,9.4,-0.241379,190.0
2022-02-11 21:00:00,0.0,2.2,1018.0,32.0,19.3,11.2,-0.086207,220.0
2022-02-11 22:00:00,0.0,1.7,1018.0,32.0,18.7,9.4,0.034483,200.0
2022-02-11 23:00:00,0.0,3.1,1018.0,38.0,17.6,7.6,0.137931,200.0
2022-02-12 00:00:00,0.0,3.9,1018.0,44.0,16.2,7.6,0.172414,190.0
2022-02-12 01:00:00,0.0,4.6,1019.0,49.0,15.2,0.0,0.189655,0.0
2022-02-12 02:00:00,0.0,5.3,1019.0,58.0,13.4,9.4,0.206897,170.0
2022-02-12 03:00:00,0.0,5.6,1019.0,60.0,13.2,0.0,0.206897,0.0
2022-02-12 04:00:00,0.0,6.2,1019.0,70.0,11.5,7.6,0.189655,200.0
2022-02-12 05:00:00,0.0,7.3,1019.0,77.0,11.2,5.4,0.172414,300.0
2022-02-12 06:00:00,0.0,7.0,1019.0,83.0,9.8,5.4,0.172414,300.0
2022-02-12 07:00:00,0.0,7.4,1019.0,89.0,9.1,0.0,0.155172,0.0
2022-02-12 08:00:00,0.0,7.6,1019.0,89.0,9.3,0.0,0.172414,0.0
2022-02-12 09:00:00,0.0,8.0,1019.0,86.0,10.2,0.0,0.172414,0.0
2022-02-12 10:00:00,0.0,8.4,1019.0,97.0,8.9,5.4,0.172414,110.0
2022-02-12 11:00:00,0.0,7.7,1020.0,90.0,9.3,7.6,0.172414,110.0
2022-02-12 12:00:00,0.0,7.0,1020.0,92.0,8.2,5.4,0.189655,110.0
2022-02-12 13:00:00,0.0,7.4,1021.0,88.0,9.3,0.0,0.206897,0.0
2022-02-12 14:00:00,0.0,8.2,1022.0,81.0,11.3,0.0,0.172414,0.0
2022-02-12 15:00:00,0.0,7.0,1021.0,64.0,13.7,5.4,0.137931,80.0
2022-02-12 16:00:00,0.0,7.0,1021.0,56.0,15.8,7.6,0.068966,70.0
2022-02-12 17:00:00,0.0,7.9,1021.0,56.0,16.7,9.4,-0.034483,20.0
2022-02-12 18:00:00,0.0,9.4,1020.0,59.0,17.5,9.4,-0.12069,40.0
2022-02-12 19:00:00,0.0,10.2,1019.0,62.0,17.6,7.6,-0.068966,350.0
2022-02-12 20:00:00,0.0,10.4,1019.0,62.0,17.8,7.6,-0.051724,330.0
2022-02-12 21:00:00,0.0,10.1,1019.0,60.0,18.0,0.0,0.034483,0.0
2022-02-12 22:00:00,0.0,10.6,1019.0,62.0,18.0,7.6,0.086207,140.0
2022-02-12 23:00:00,0.0,10.9,1019.0,67.0,17.1,7.6,0.12069,150.0
2022-02-13 00:00:00,0.0,11.0,1019.0,74.0,15.6,0.0,0.189655,0.0
2022-02-13 01:00:00,0.0,11.4,1019.0,84.0,14.1,0.0,0.189655,0.0
2022-02-13 02:00:00,0.0,11.5,1019.0,87.0,13.6,0.0,0.189655,0.0
2022-02-13 03:00:00,0.0,11.4,1020.0,91.0,12.8,5.4,0.189655,170.0
2022-02-13 04:00:00,0.0,11.1,1020.0,96.0,11.7,0.0,0.172414,0.0
2022-02-13 05:00:00,0.0,11.4,1018.0,97.0,11.9,5.4,0.172414,190.0
2022-02-13 06:00:00,0.0,10.3,1019.0,89.0,12.1,9.4,0.172414,180.0
2022-02-13 07:00:00,0.0,10.6,1018.0,93.0,11.7,7.6,0.155172,320.0
2022-02-13 08:00:00,0.0,10.8,1017.0,96.0,11.4,5.4,0.155172,280.0
2022-02-13 09:00:00,0.0,10.9,1017.0,98.0,11.2,7.6,0.155172,300.0
2022-02-13 10:00:00,0.0,9.6,1018.0,90.0,11.2,16.6,0.155172,340.0
2022-02-13 11:00:00,0.0,6.8,1019.0,81.0,9.9,18.4,0.172414,340.0
2022-02-13 12:00:00,0.0,4.1,1021.0,68.0,9.7,16.6,0.189655,350.0
2022-02-13 13:00:00,0.1,1.1,1021.0,57.0,9.2,22.3,0.224138,350.0
2022-02-13 14:00:00,0.2,-0.5,1022.0,51.0,9.1,16.6,0.189655,360.0
2022-02-13 15:00:00,0.2,-0.5,1021.0,48.0,10.0,16.6,-0.034483,330.0
2022-02-13 16:00:00,0.0,0.4,1021.0,46.0,11.6,16.6,-0.017241,360.0
2022-02-13 17:00:00,0.0,1.2,1021.0,45.0,12.8,18.4,-0.224138,310.0
2022-02-13 18:00:00,0.0,1.6,1020.0,40.0,15.1,27.7,-0.189655,310.0
2022-02-13 19:00:00,0.0,1.4,1020.0,40.0,14.9,25.9,-0.241379,320.0
2022-02-13 20:00:00,0.0,-2.3,1020.0,30.0,15.2,29.5,-0.310345,310.0
2022-02-13 21:00:00,0.0,-4.9,1021.0,25.0,15.0,25.9,-0.224138,320.0
2022-02-13 22:00:00,0.0,-8.3,1021.0,21.0,13.6,33.5,-0.086207,320.0
2022-02-13 23:00:00,0.0,-8.7,1023.0,23.0,11.8,25.9,0.086207,310.0
2022-02-14 00:00:00,0.0,-8.2,1024.0,27.0,10.0,16.6,0.258621,320.0
2022-02-14 01:00:00,0.0,-5.1,1024.0,43.0,6.6,9.4,0.293103,320.0
2022-02-14 02:00:00,0.0,-4.1,1025.0,52.0,4.9,11.2,0.275862,300.0
2022-02-14 03:00:00,0.0,-4.5,1025.0,53.0,4.2,13.0,0.293103,310.0
2022-02-14 04:00:00,0.0,-5.2,1026.0,51.0,4.0,11.2,0.293103,310.0
2022-02-14 05:00:00,0.0,-4.7,1026.0,61.0,2.0,11.2,0.293103,300.0
2022-02-14 06:00:00,0.0,-6.0,1027.0,52.0,2.9,11.2,0.275862,310.0
2022-02-14 07:00:00,0.0,-6.5,1027.0,51.0,2.6,11.2,0.241379,320.0
2022-02-14 08:00:00,0.0,-5.7,1027.0,59.0,1.5,9.4,0.258621,310.0
2022-02-14 09:00:00,0.0,-5.0,1027.0,65.0,0.8,7.6,0.258621,300.0
2022-02-14 10:00:00,0.0,-4.5,1027.0,73.0,-0.2,11.2,0.293103,300.0
2022-02-14 11:00:00,0.0,-5.1,1028.0,69.0,-0.1,5.4,0.327586,250.0
2022-02-14 12:00:00,0.0,-5.0,1028.0,70.0,-0.2,7.6,0.413793,290.0
2022-02-14 13:00:00,0.0,-3.7,1030.0,76.0,0.0,7.6,0.482759,270.0
2022-02-14 14:00:00,0.0,-4.0,1030.0,58.0,3.5,11.2,0.310345,310.0
2022-02-14 15:00:00,0.0,-5.6,1030.0,39.0,7.5,11.2,0.086207,320.0
2022-02-14 16:00:00,0.0,-7.0,1030.0,30.0,9.8,14.8,-0.051724,10.0
2022-02-14 17:00:00,0.0,-6.8,1029.0,27.0,11.6,11.2,-0.155172,340.0
2022-02-14 18:00:00,0.0,-6.0,1027.0,26.0,13.1,13.0,-0.224138,350.0
2022-02-14 19:00:00,0.0,-6.4,1027.0,24.0,13.9,9.4,-0.224138,320.0
2022-02-14 20:00:00,0.0,-1.9,1026.8,33.0,14.2,8.6,-0.189655,335.0
2022-02-14 21:00:00,0.0,-2.0,1026.5,32.0,14.5,7.2,-0.12069,330.0
2022-02-14 22:00:00,0.0,-4.7,1027.0,27.0,14.0,6.0,-0.017241,250.0
2022-02-14 23:00:00,0.0,-5.1,1027.0,27.0,13.6,5.4,0.137931,250.0
2022-02-15 00:00:00,0.0,-0.9,1029.0,48.0,9.6,0.0,0.241379,0.0
2022-02-15 01:00:00,0.0,0.7,1029.0,64.0,7.0,0.0,0.275862,0.0
2022-02-15 02:00:00,0.0,-0.5,1030.0,65.0,5.6,7.6,0.275862,160.0
2022-02-15 03:00:00,0.0,0.2,1030.0,68.0,5.6,0.0,0.293103,0.0
2022-02-15 04:00:00,0.0,0.3,1030.0,73.0,4.7,0.0,0.275862,0.0
2022-02-15 05:00:00,0.0,1.2,1030.0,84.0,3.7,0.0,0.275862,0.0
2022-02-15 06:00:00,0.0,1.7,1030.0,92.0,2.9,0.0,0.258621,0.0
2022-02-15 07:00:00,0.0,1.7,1030.0,95.0,2.4,0.0,0.258621,0.0
2022-02-15 08:00:00,0.0,1.1,1030.0,90.0,2.6,0.0,0.275862,0.0
2022-02-15 09:00:00,0.0,1.1,1031.0,96.0,1.7,0.0,0.275862,0.0
2022-02-15 10:00:00,0.0,0.7,1031.0,97.0,1.1,0.0,0.275862,0.0
2022-02-15 11:00:00,0.0,0.5,1032.0,96.0,1.1,0.0,0.344828,0.0
2022-02-15 12:00:00,0.0,0.2,1032.0,99.0,0.3,5.4,0.396552,100.0
2022-02-15 13:00:00,0.0,0.3,1033.0,100.0,0.3,0.0,0.448276,0.0
2022-02-15 14:00:00,0.0,2.6,1034.0,93.0,3.6,0.0,0.344828,0.0
2022-02-15 15:00:00,0.0,1.5,1034.0,53.0,10.7,11.2,0.086207,90.0
2022-02-15 16:00:00,0.0,-2.2,1034.0,30.0,15.3,16.6,-0.068966,130.0
2022-02-15 17:00:00,0.0,-2.8,1033.0,25.0,17.4,18.4,-0.172414,100.0
2022-02-15 18:00:00,0.0,-2.6,1032.0,25.0,17.7,13.0,-0.224138,120.0
2022-02-15 19:00:00,0.0,-2.5,1031.0,22.0,19.9,18.4,-0.241379,140.0
2022-02-15 20:00:00,0.0,-3.3,1030.0,21.0,19.7,22.3,-0.189655,140.0
2022-02-15 21:00:00,0.0,-2.1,1030.0,23.0,19.6,14.8,-0.12069,100.0
2022-02-15 22:00:00,0.0,1.3,1031.0,30.0,19.3,13.0,-0.017241,130.0
2022-02-15 23:00:00,0.0,2.5,1031.0,36.0,17.8,11.2,0.103448,90.0
2022-02-16 00:00:00,0.0,3.3,1031.0,53.0,12.6,11.2,0.224138,90.0
2022-02-16 01:00:00,0.0,3.3,1031.0,59.0,11.0,9.4,0.241379,100.0
2022-02-16 02:00:00,0.0,3.5,1031.0,60.0,11.0,13.0,0.241379,110.0
2022-02-16 03:00:00,0.0,2.9,1032.0,61.0,10.1,7.6,0.224138,100.0
2022-02-16 04:00:00,0.0,3.1,1032.0,65.0,9.3,9.4,0.224138,90.0
2022-02-16 05:00:00,0.0,3.3,1031.0,73.0,7.8,9.4,0.224138,110.0
2022-02-16 06:00:00,0.0,3.7,1031.0,72.0,8.5,9.4,0.206897,100.0
2022-02-16 07:00:00,0.0,4.7,1030.0,82.0,7.6,9.4,0.206897,110.0
2022-02-16 08:00:00,0.0,5.4,1030.0,84.0,7.9,9.4,0.206897,110.0
2022-02-16 09:00:00,0.0,5.6,1030.0,90.0,7.1,7.6,0.189655,110.0
2022-02-16 10:00:00,0.0,5.9,1030.0,93.0,7.0,11.2,0.189655,90.0
2022-02-16 11:00:00,0.0,6.5,1030.0,96.0,7.1,9.4,0.241379,100.0
2022-02-16 12:00:00,0.0,6.7,1030.0,98.0,7.0,11.2,0.293103,90.0
2022-02-16 13:00:00,0.0,7.8,1031.0,98.0,8.1,11.2,0.327586,90.0
2022-02-16 14:00:00,0.0,10.4,1031.0,87.0,12.5,9.4,0.172414,110.0
2022-02-16 15:00:00,0.0,11.2,1031.0,69.0,16.9,14.8,0.0,130.0
2022-02-16 16:00:00,0.0,11.5,1030.0,56.0,20.6,16.6,-0.12069,130.0
2022-02-16 17:00:00,0.0,11.8,1029.0,50.0,22.8,29.5,-0.206897,150.0
2022-02-16 18:00:00,0.0,10.3,1028.0,45.0,22.9,18.4,-0.258621,160.0
2022-02-16 19:00:00,0.0,9.0,1027.0,39.0,23.8,22.3,-0.086207,140.0
2022-02-16 20:00:00,0.0,9.3,1026.0,42.0,22.9,22.3,-0.189655,160.0
2022-02-16 21:00:00,0.0,8.2,1026.0,38.0,23.3,13.0,-0.051724,150.0
2022-02-16 22:00:00,0.0,8.1,1025.0,36.0,24.1,16.6,-0.051724,160.0
2022-02-16 23:00:00,0.0,8.8,1025.0,43.0,21.9,9.4,0.103448,160.0
2022-02-17 00:00:00,0.0,8.9,1025.0,50.0,19.6,7.6,0.189655,200.0
2022-02-17 01:00:00,0.0,9.2,1025.0,65.0,15.8,5.4,0.206897,170.0
2022-02-17 02:00:00,0.0,9.6,1026.0,72.0,14.6,7.6,0.206897,80.0
2022-02-17 03:00:00,0.0,10.1,1026.0,77.0,14.1,7.6,0.206897,110.0
2022-02-17 04:00:00,0.0,11.9,1025.0,77.0,15.9,14.8,0.206897,130.0
2022-02-17 05:00:00,0.0,12.6,1025.0,85.0,15.1,13.0,0.172414,130.0
2022-02-17 06:00:00,0.0,13.8,1025.0,90.0,15.4,14.8,0.155172,130.0
2022-02-17 07:00:00,0.0,13.9,1024.0,96.0,14.5,9.4,0.155172,130.0
2022-02-17 08:00:00,0.0,13.9,1024.0,100.0,13.9,7.6,0.155172,130.0
2022-02-17 09:00:00,0.0,13.3,1024.0,93.0,13.8,13.0,0.137931,120.0
2022-02-17 10:00:00,0.0,13.4,1024.0,94.0,13.7,9.4,0.137931,140.0
2022-02-17 11:00:00,0.0,14.5,1023.0,97.0,14.4,14.8,0.172414,140.0
2022-02-17 12:00:00,0.0,16.8,1023.0,99.0,16.4,22.3,0.224138,150.0
2022-02-17 13:00:00,0.0,17.4,1023.0,98.0,17.7,22.3,0.258621,170.0
2022-02-17 14:00:00,0.0,17.7,1023.0,94.0,18.7,27.7,0.224138,170.0
2022-02-17 15:00:00,0.0,18.2,1023.0,85.0,20.8,27.7,0.189655,180.0
2022-02-17 16:00:00,0.0,18.2,1022.0,79.0,22.0,22.3,0.086207,170.0
2022-02-17 17:00:00,0.0,18.5,1021.0,71.0,24.1,29.5,0.155172,180.0
2022-02-17 18:00:00,0.0,18.2,1019.0,65.0,25.3,31.7,0.051724,180.0
2022-02-17 19:00:00,0.0,17.7,1018.0,62.0,25.5,33.5,-0.017241,190.0
2022-02-17 20:00:00,0.0,18.3,1017.0,65.0,25.4,29.5,-0.068966,170.0
2022-02-17 21:00:00,0.0,18.9,1017.0,73.0,24.0,28.0,0.034483,200.0
2022-02-17 22:00:00,0.0,18.4,1017.0,75.0,23.1,31.7,0.12069,200.0
2022-02-17 23:00:00,0.0,18.6,1017.0,82.0,21.8,20.5,0.189655,200.0
2022-02-18 00:00:00,0.0,18.9,1017.0,87.0,21.1,24.1,0.206897,190.0
2022-02-18 01:00:00,0.0,19.2,1018.0,90.0,20.9,16.6,0.224138,210.0
2022-02-18 02:00:00,0.0,19.5,1017.0,92.0,20.8,20.5,0.206897,190.0
2022-02-18 03:00:00,0.0,18.7,1017.0,89.0,20.0,18.4,0.206897,190.0
2022-02-18 04:00:00,0.0,19.0,1016.0,89.0,20.0,20.5,0.189655,200.0
2022-02-18 05:00:00,0.0,21.0,1016.0,100.0,20.8,18.4,0.172414,210.0
2022-02-18 06:00:00,0.0,19.4,1016.0,90.0,21.1,24.1,0.155172,200.0
2022-02-18 07:00:00,0.0,21.0,1015.0,100.0,21.2,24.1,0.12069,210.0
2022-02-18 08:00:00,0.2,21.4,1014.0,100.0,21.4,20.5,0.12069,220.0
2022-02-18 09:00:00,0.2,22.0,1014.0,100.0,21.5,20.5,0.12069,210.0
2022-02-18 10:00:00,2.5,18.0,1016.0,100.0,21.5,24.1,0.137931,230.0
2022-02-18 11:00:00,0.5,18.7,1016.0,96.0,17.6,13.0,0.155172,340.0
2022-02-18 12:00:00,0.0,18.6,1018.0,96.0,17.2,0.0,0.206897,0.0
2022-02-18 13:00:00,0.1,16.8,1018.0,99.0,17.3,9.4,0.258621,270.0
2022-02-18 14:00:00,0.1,16.6,1019.0,95.0,17.4,18.4,0.241379,320.0
2022-02-18 15:00:00,0.1,15.5,1020.0,89.0,17.3,20.5,0.189655,330.0
2022-02-18 16:00:00,0.3,13.6,1020.0,88.0,15.6,24.1,0.0,320.0
2022-02-18 17:00:00,0.0,12.7,1020.0,76.0,17.0,13.0,-0.155172,340.0
2022-02-18 18:00:00,0.0,11.3,1020.0,66.0,17.7,22.3,-0.258621,290.0
2022-02-18 19:00:00,0.0,10.4,1019.0,59.0,18.6,20.5,-0.241379,310.0
2022-02-18 20:00:00,0.0,10.2,1019.0,57.0,18.9,18.4,-0.275862,310.0
2022-02-18 21:00:00,0.0,9.4,1019.0,54.0,18.9,20.5,-0.206897,320.0
2022-02-18 22:00:00,0.0,9.5,1019.0,60.0,17.3,18.4,-0.086207,360.0
2022-02-18 23:00:00,0.0,8.1,1020.0,64.0,14.8,18.4,0.051724,360.0
2022-02-19 00:00:00,0.0,6.9,1021.0,67.0,12.9,14.8,0.206897,360.0
2022-02-19 01:00:00,0.0,6.4,1022.0,67.0,12.4,18.4,0.206897,360.0
2022-02-19 02:00:00,0.0,5.9,1022.0,68.0,11.6,14.8,0.206897,340.0
2022-02-19 03:00:00,0.0,5.6,1022.0,67.0,11.5,9.4,0.206897,350.0
2022-02-19 04:00:00,0.0,4.9,1023.0,67.0,10.8,14.8,0.189655,330.0
2022-02-19 05:00:00,0.0,4.4,1023.0,67.0,10.3,14.8,0.189655,340.0
2022-02-19 06:00:00,0.0,4.3,1023.0,74.0,8.7,13.0,0.189655,340.0
2022-02-19 07:00:00,0.0,3.6,1023.0,78.0,7.2,16.6,0.172414,340.0
2022-02-19 08:00:00,0.0,1.7,1023.0,74.0,6.0,20.5,0.189655,350.0
2022-02-19 09:00:00,0.0,1.0,1024.0,76.0,4.9,14.8,0.189655,360.0
2022-02-19 10:00:00,0.0,0.5,1024.0,78.0,4.0,14.8,0.206897,350.0
2022-02-19 11:00:00,0.0,-0.7,1025.0,74.0,3.5,13.0,0.241379,350.0
2022-02-19 12:00:00,0.0,-0.9,1026.0,76.0,2.9,13.0,0.275862,350.0
2022-02-19 13:00:00,0.0,-0.5,1027.0,77.0,3.1,11.2,0.275862,340.0
2022-02-19 14:00:00,0.0,-1.4,1027.0,64.0,4.8,18.4,0.172414,360.0
2022-02-19 15:00:00,0.0,-3.1,1028.0,48.0,7.2,16.6,-0.017241,20.0
2022-02-19 16:00:00,0.0,-4.9,1028.0,35.0,9.9,27.7,-0.155172,10.0
2022-02-19 17:00:00,0.0,-5.2,1027.0,30.0,11.8,24.1,-0.275862,360.0
2022-02-19 18:00:00,0.0,-5.3,1026.0,26.0,13.9,22.3,-0.344828,10.0
2022-02-19 19:00:00,0.0,-5.7,1026.0,23.0,15.3,22.3,-0.344828,10.0
2022-02-19 20:00:00,0.0,-6.6,1025.0,20.0,16.4,24.1,-0.327586,10.0
2022-02-19 21:00:00,0.0,-5.7,1025.0,21.0,16.8,18.4,-0.258621,10.0
2022-02-19 22:00:00,0.0,-5.3,1026.0,22.0,16.5,20.5,-0.12069,20.0
2022-02-19 23:00:00,0.0,-4.3,1026.0,25.0,15.7,14.8,0.034483,30.0
2022-02-20 00:00:00,0.0,-3.3,1026.0,31.0,13.5,5.4,0.189655,20.0
2022-02-20 01:00:00,0.0,-0.7,1027.0,44.0,11.1,7.6,0.206897,340.0
2022-02-20 02:00:00,0.0,0.1,1027.0,57.0,8.1,0.0,0.206897,0.0
2022-02-20 03:00:00,0.0,1.4,1028.0,70.0,6.5,0.0,0.206897,0.0
2022-02-20 04:00:00,0.0,0.7,1028.0,70.0,5.8,0.0,0.206897,0.0
2022-02-20 05:00:00,0.0,1.3,1028.0,84.0,3.8,0.0,0.206897,0.0
2022-02-20 06:00:00,0.0,1.3,1028.0,79.0,4.6,0.0,0.189655,0.0
2022-02-20 07:00:00,0.0,0.8,1027.0,86.0,2.9,0.0,0.189655,0.0
2022-02-20 08:00:00,0.0,1.4,1027.0,90.0,2.9,0.0,0.189655,0.0
2022-02-20 09:00:00,0.0,0.7,1027.0,94.0,1.6,0.0,0.206897,0.0
2022-02-20 10:00:00,0.0,0.8,1028.0,95.0,1.5,5.4,0.224138,70.0
2022-02-20 11:00:00,0.0,0.1,1028.0,89.0,1.7,11.2,0.224138,70.0
