DT,rhum,dwpt,pres,temp,prcp,Waianae,wdir,wspd
2022-08-09 03:00:00,52.0,18.2,1015.7,29.0,0.0,0.596596,81.0,19.8
2022-08-09 04:00:00,56.0,18.3,1016.1,27.9,0.0,0.753191,76.0,19.4
2022-08-09 05:00:00,64.0,19.0,1016.9,26.4,0.0,0.862979,71.0,18.4
2022-08-09 06:00:00,73.0,20.5,1017.6,25.7,0.0,0.897021,67.0,17.3
2022-08-09 07:00:00,76.0,20.9,1018.0,25.4,0.0,0.855319,70.0,16.6
2022-08-09 08:00:00,79.0,21.3,1018.7,25.2,0.0,0.796596,70.0,15.1
2022-08-09 09:00:00,81.0,21.4,1018.8,24.9,0.0,0.704681,73.0,15.1
2022-08-09 10:00:00,82.0,21.5,1018.2,24.8,0.0,0.627234,72.0,14.4
2022-08-09 11:00:00,82.0,21.4,1017.6,24.7,0.0,0.592341,74.0,14.0
2022-08-09 12:00:00,82.0,21.3,1017.0,24.6,0.0,0.57617,73.0,13.0
2022-08-09 13:00:00,82.0,21.3,1017.0,24.6,0.0,0.547234,70.0,11.5
2022-08-09 14:00:00,85.0,21.6,1017.1,24.3,0.0,0.546383,62.0,11.2
2022-08-09 15:00:00,86.0,21.6,1017.1,24.1,0.0,0.542128,61.0,10.1
2022-08-09 16:00:00,84.0,21.3,1017.6,24.2,0.0,0.574468,60.0,10.4
2022-08-09 17:00:00,79.0,20.7,1018.0,24.6,0.0,0.458724,65.0,14.0
2022-08-09 18:00:00,67.0,20.1,1018.0,26.7,0.0,0.156596,69.0,19.8
2022-08-09 19:00:00,63.0,20.0,1018.1,27.7,0.0,-0.0808509,75.0,23.0
2022-08-09 20:00:00,57.0,19.8,1018.1,29.2,0.0,-0.211915,78.0,23.8
2022-08-09 21:00:00,54.0,19.6,1017.9,29.9,0.0,0.064681,77.0,23.8
2022-08-09 22:00:00,51.0,19.6,1017.4,30.9,0.0,-0.164255,79.0,23.8
2022-08-09 23:00:00,57.0,20.4,1016.8,29.8,0.0,-0.132766,79.0,22.7
2022-08-10 00:00:00,54.0,20.4,1016.1,30.8,0.0,-0.228085,86.0,23.8
2022-08-10 01:00:00,52.0,20.1,1015.8,31.1,0.0,-0.0706382,87.0,22.3
2022-08-10 02:00:00,55.0,20.3,1015.8,30.4,0.0,0.401702,81.0,22.3
2022-08-10 03:00:00,59.0,20.4,1015.8,29.2,0.0,0.669787,75.0,22.0
2022-08-10 04:00:00,64.0,20.3,1016.4,27.7,0.0,0.661277,74.0,22.0
2022-08-10 05:00:00,73.0,21.0,1016.6,26.2,0.0,0.869787,76.0,20.5
2022-08-10 06:00:00,81.0,21.9,1017.6,25.4,0.0,0.917447,73.0,15.8
2022-08-10 07:00:00,82.0,22.0,1018.5,25.3,0.0,0.880851,75.0,14.8
2022-08-10 08:00:00,82.0,21.9,1019.2,25.2,0.0,0.800851,74.0,14.4
2022-08-10 09:00:00,81.0,21.6,1019.3,25.1,0.0,0.737021,75.0,16.2
2022-08-10 10:00:00,84.0,22.0,1018.9,24.9,0.0,0.658723,71.0,14.8
2022-08-10 11:00:00,85.0,22.0,1018.5,24.7,0.0,0.60766,70.0,12.6
2022-08-10 12:00:00,86.0,22.1,1018.2,24.6,0.0,0.574468,76.0,12.6
2022-08-10 13:00:00,86.0,22.1,1017.9,24.6,0.0,0.562553,74.0,13.7
2022-08-10 14:00:00,86.0,22.0,1017.7,24.5,0.0,0.546383,68.0,14.4
2022-08-10 15:00:00,87.0,22.0,1017.9,24.3,0.0,0.555745,67.0,14.0
2022-08-10 16:00:00,88.0,22.2,1018.3,24.3,0.0,0.590638,68.0,14.8
2022-08-10 17:00:00,82.0,21.5,1018.6,24.8,0.0,0.554894,68.0,16.9
2022-08-10 18:00:00,72.0,20.9,1018.8,26.4,0.0,0.257021,71.0,20.2
2022-08-10 19:00:00,62.0,20.2,1018.3,28.2,0.0,0.245106,81.0,23.8
2022-08-10 20:00:00,55.0,19.6,1018.1,29.6,0.0,-0.268085,82.0,25.6
2022-08-10 21:00:00,54.0,19.7,1018.2,30.0,0.0,-0.449362,80.0,24.8
2022-08-10 22:00:00,51.0,19.2,1017.8,30.5,0.0,-0.526808,79.0,23.8
2022-08-10 23:00:00,50.0,19.4,1017.4,31.0,0.0,-0.49617,79.0,23.4
2022-08-11 00:00:00,51.0,19.5,1017.2,30.8,0.0,-0.394042,76.0,23.8
2022-08-11 01:00:00,52.0,19.6,1016.9,30.6,0.0,-0.241702,75.0,24.5
2022-08-11 02:00:00,56.0,19.7,1016.8,29.4,0.0,0.00851071,74.0,24.8
2022-08-11 03:00:00,59.0,19.9,1017.0,28.7,0.0,0.358298,75.0,24.5
2022-08-11 04:00:00,66.0,20.3,1017.4,27.2,0.0,0.683404,72.0,22.7
2022-08-11 05:00:00,73.0,20.6,1018.2,25.8,0.0,0.881702,69.0,21.2
2022-08-11 06:00:00,77.0,21.0,1019.1,25.3,0.0,0.954894,66.0,16.6
2022-08-11 07:00:00,77.0,20.8,1019.8,25.1,0.0,0.891064,73.0,16.2
2022-08-11 08:00:00,77.0,21.0,1020.3,25.3,0.0,0.809362,67.0,16.2
2022-08-11 09:00:00,79.0,21.3,1020.3,25.2,0.0,0.725106,66.0,16.2
2022-08-11 10:00:00,77.0,20.6,1020.1,24.9,0.0,0.658723,62.0,13.3
2022-08-11 11:00:00,78.0,20.7,1019.9,24.8,0.0,0.619574,66.0,13.3
2022-08-11 12:00:00,76.0,20.4,1019.3,24.9,0.0,0.582128,64.0,15.1
2022-08-11 13:00:00,78.0,20.7,1018.5,24.8,0.0,0.561702,68.0,16.9
2022-08-11 14:00:00,81.0,21.1,1018.4,24.6,0.0,0.566809,70.0,15.8
2022-08-11 15:00:00,80.0,20.9,1018.4,24.6,0.0,0.582979,77.0,13.3
2022-08-11 16:00:00,81.0,21.0,1018.8,24.5,0.0,0.591489,72.0,13.0
2022-08-11 17:00:00,79.0,20.9,1019.1,24.8,0.0,0.533617,71.0,15.5
2022-08-11 18:00:00,70.0,20.4,1019.4,26.3,0.0,0.300426,75.0,22.3
2022-08-11 19:00:00,62.0,19.8,1019.5,27.7,0.0,-0.0587232,77.0,21.6
2022-08-11 20:00:00,57.0,19.5,1019.5,28.9,0.0,-0.335319,74.0,22.7
2022-08-11 21:00:00,52.0,19.1,1019.6,30.0,0.0,-0.44851,75.0,23.0
2022-08-11 22:00:00,49.0,18.9,1019.3,30.8,0.0,-0.525106,78.0,22.7
2022-08-11 23:00:00,46.0,18.2,1018.8,31.2,0.0,-0.525106,77.0,23.0
2022-08-12 00:00:00,47.0,18.5,1018.3,31.1,0.0,-0.459574,74.0,22.3
2022-08-12 01:00:00,47.0,17.9,1017.8,30.5,0.0,-0.193191,72.0,20.2
2022-08-12 02:00:00,50.0,18.1,1017.5,29.6,0.0,0.0127661,75.0,20.2
2022-08-12 03:00:00,54.0,18.4,1017.7,28.6,0.0,0.377872,75.0,21.6
2022-08-12 04:00:00,58.0,18.7,1017.9,27.7,0.0,0.719149,72.0,21.6
2022-08-12 05:00:00,71.0,20.2,1018.5,25.9,0.0,0.854468,67.0,16.9
2022-08-12 06:00:00,76.0,20.8,1019.3,25.3,0.0,0.885106,66.0,14.0
2022-08-12 07:00:00,78.0,21.0,1019.9,25.1,0.0,0.85617,68.0,12.2
2022-08-12 08:00:00,79.0,21.0,1020.4,24.9,0.0,0.805957,71.0,11.9
2022-08-12 09:00:00,80.0,21.0,1020.3,24.7,0.0,0.708085,72.0,11.9
2022-08-12 10:00:00,81.0,21.0,1019.8,24.5,0.0,0.658723,70.0,11.9
2022-08-12 11:00:00,87.0,21.4,1019.1,23.7,0.0,0.577872,53.0,9.0
2022-08-12 12:00:00,87.0,21.2,1018.6,23.5,0.0,0.555745,54.0,8.3
2022-08-12 13:00:00,89.0,21.5,1018.2,23.4,0.0,0.533617,54.0,7.2
2022-08-12 14:00:00,89.0,21.4,1017.6,23.3,0.0,0.53617,53.0,7.2
2022-08-12 15:00:00,89.0,21.4,1017.6,23.3,0.0,0.55234,54.0,7.2
2022-08-12 16:00:00,89.0,21.3,1017.9,23.2,0.0,0.579575,54.0,7.9
2022-08-12 17:00:00,81.0,20.4,1018.2,23.9,0.0,0.507234,57.0,11.2
2022-08-12 18:00:00,70.0,19.7,1018.4,25.6,0.0,0.16,65.0,13.0
2022-08-12 19:00:00,60.0,19.0,1018.4,27.4,0.0,0.0417021,72.0,15.1
2022-08-12 20:00:00,52.0,18.1,1018.3,28.9,0.0,-0.133617,74.0,16.6
2022-08-12 21:00:00,49.0,17.9,1018.1,29.8,0.0,-0.233191,77.0,15.8
2022-08-12 22:00:00,49.0,18.2,1017.7,30.1,0.0,0.0578724,81.0,16.2
2022-08-12 23:00:00,46.0,17.6,1017.0,30.5,0.0,-0.101276,80.0,16.6
2022-08-13 00:00:00,45.0,17.4,1016.4,30.7,0.0,-0.21617,79.0,17.3
2022-08-13 01:00:00,46.0,17.4,1015.8,30.3,0.0,-0.159149,78.0,17.3
2022-08-13 02:00:00,48.0,17.4,1015.7,29.6,0.0,0.398298,74.0,17.6
2022-08-13 03:00:00,50.0,17.2,1015.6,28.6,0.0,0.634043,80.0,13.0
2022-08-13 04:00:00,58.0,18.1,1015.7,27.1,0.0,0.621277,72.0,13.7
2022-08-13 05:00:00,68.0,19.2,1016.5,25.5,0.0,0.781277,67.0,14.0
2022-08-13 06:00:00,74.0,19.9,1017.2,24.8,0.0,0.788936,64.0,12.6
2022-08-13 07:00:00,75.0,19.9,1017.7,24.6,0.0,0.794894,66.0,12.6
2022-08-13 08:00:00,75.0,19.8,1018.1,24.5,0.0,0.715745,56.0,11.9
2022-08-13 09:00:00,78.0,20.1,1018.2,24.2,0.0,0.686809,55.0,10.1
2022-08-13 10:00:00,79.0,20.2,1018.0,24.1,0.0,0.617872,62.0,9.4
2022-08-13 11:00:00,79.0,20.2,1017.8,24.1,0.0,0.570213,66.0,7.9
2022-08-13 12:00:00,81.0,20.4,1017.3,23.9,0.0,0.554894,64.0,5.8
2022-08-13 13:00:00,86.0,21.0,1016.8,23.5,0.0,0.509787,66.0,6.1
2022-08-13 14:00:00,89.0,21.3,1016.6,23.2,0.0,0.502128,52.0,5.8
2022-08-13 15:00:00,91.0,21.4,1016.7,22.9,0.0,0.524255,50.0,6.1
2022-08-13 16:00:00,91.0,21.3,1016.9,22.8,0.0,0.516596,46.0,5.8
2022-08-13 17:00:00,81.0,20.2,1017.3,23.7,0.0,0.43234,48.0,7.6
2022-08-13 18:00:00,69.0,19.4,1017.0,25.5,0.0,0.19149,69.0,10.8
2022-08-13 19:00:00,60.0,19.0,1017.2,27.4,0.0,0.108085,84.0,14.4
2022-08-13 20:00:00,54.0,18.4,1017.3,28.6,0.0,-0.161702,93.0,16.2
2022-08-13 21:00:00,50.0,18.0,1017.3,29.5,0.0,0.0553193,101.0,16.9
2022-08-13 22:00:00,47.0,17.8,1016.8,30.4,0.0,-0.313191,99.0,16.6
2022-08-13 23:00:00,48.0,17.9,1016.2,30.1,0.0,-0.122553,90.0,16.6
2022-08-14 00:00:00,47.0,17.8,1015.8,30.4,0.0,0.20766,88.0,16.2
2022-08-14 01:00:00,46.0,17.4,1015.3,30.3,0.0,-0.163404,85.0,14.4
2022-08-14 02:00:00,47.0,17.4,1015.1,29.9,0.0,0.342979,91.0,13.3
2022-08-14 03:00:00,49.0,17.4,1015.1,29.2,0.0,0.468085,96.0,15.1
2022-08-14 04:00:00,59.0,18.7,1015.4,27.4,0.0,0.711489,96.0,18.4
2022-08-14 05:00:00,67.0,19.3,1015.8,25.9,0.0,0.805106,92.0,17.6
2022-08-14 06:00:00,69.0,19.4,1016.6,25.5,0.0,0.820426,91.0,15.8
2022-08-14 07:00:00,72.0,19.9,1017.4,25.3,0.0,0.804255,91.0,16.2
2022-08-14 08:00:00,74.0,20.1,1018.1,25.1,0.0,0.747234,90.0,15.1
2022-08-14 09:00:00,78.0,20.8,1018.2,24.9,0.0,0.714042,83.0,13.0
2022-08-14 10:00:00,76.0,20.3,1018.1,24.8,0.0,0.650213,80.0,14.8
2022-08-14 11:00:00,76.0,20.1,1017.9,24.6,0.0,0.603404,88.0,13.7
2022-08-14 12:00:00,78.0,20.3,1017.7,24.4,0.0,0.557447,89.0,11.5
2022-08-14 13:00:00,78.0,20.2,1017.3,24.3,0.0,0.538723,83.0,9.4
2022-08-14 14:00:00,77.0,20.1,1016.7,24.4,0.0,0.517447,78.0,10.1
2022-08-14 15:00:00,78.0,20.1,1016.8,24.2,0.0,0.525957,75.0,7.6
2022-08-14 16:00:00,81.0,20.5,1017.1,24.0,0.0,0.545532,76.0,6.1
2022-08-14 17:00:00,72.0,19.4,1017.6,24.8,0.0,0.485958,74.0,10.8
2022-08-14 18:00:00,62.0,18.4,1018.0,26.3,0.0,0.218724,81.0,12.6
2022-08-14 19:00:00,57.0,18.5,1017.6,27.8,0.0,-0.0757446,83.0,15.8
2022-08-14 20:00:00,50.0,17.7,1017.7,29.2,0.0,-0.201702,89.0,16.2
2022-08-14 21:00:00,47.0,17.6,1017.7,30.2,0.0,-0.147234,93.0,16.6
2022-08-14 22:00:00,43.0,17.0,1017.4,31.0,0.0,0.171064,97.0,16.2
2022-08-14 23:00:00,41.0,16.5,1017.1,31.3,0.0,0.0340426,99.0,15.1
2022-08-15 00:00:00,44.0,16.7,1016.7,30.3,0.0,0.438298,88.0,14.0
2022-08-15 01:00:00,44.0,16.7,1016.3,30.3,0.0,0.106383,80.0,12.2
2022-08-15 02:00:00,47.0,17.2,1016.3,29.7,0.0,0.59234,66.0,9.4
2022-08-15 03:00:00,53.0,17.8,1016.4,28.3,0.0,0.58383,64.0,9.4
2022-08-15 04:00:00,58.0,18.2,1016.8,27.2,0.0,0.691064,65.0,11.5
2022-08-15 05:00:00,67.0,19.4,1016.9,26.0,0.0,0.844255,71.0,15.5
2022-08-15 06:00:00,74.0,20.2,1017.5,25.2,0.0,0.901277,67.0,12.6
2022-08-15 07:00:00,77.0,20.6,1018.0,24.9,0.0,0.869787,65.0,12.2
2022-08-15 08:00:00,79.0,20.8,1018.4,24.7,0.0,0.788085,64.0,11.2
2022-08-15 09:00:00,79.0,20.7,1018.5,24.6,0.0,0.697872,66.0,11.5
2022-08-15 10:00:00,83.0,21.1,1018.2,24.2,0.0,0.638298,72.0,9.4
2022-08-15 11:00:00,84.0,21.2,1017.9,24.1,0.0,0.600851,74.0,9.7
2022-08-15 12:00:00,85.0,21.2,1017.4,23.9,0.0,0.554894,78.0,9.4
2022-08-15 13:00:00,86.0,21.1,1017.0,23.6,0.0,0.525958,77.0,7.9
2022-08-15 14:00:00,87.0,21.1,1016.9,23.4,0.0,0.546383,71.0,6.8
2022-08-15 15:00:00,88.0,21.4,1016.8,23.5,0.0,0.554894,60.0,6.5
2022-08-15 16:00:00,90.0,21.6,1017.3,23.3,0.0,0.561702,62.0,5.8
2022-08-15 17:00:00,81.0,20.4,1017.7,23.9,0.0,0.48766,66.0,8.6
2022-08-15 18:00:00,70.0,19.6,1018.0,25.5,0.0,0.18383,79.0,9.4
2022-08-15 19:00:00,57.0,18.2,1018.1,27.5,0.0,-0.107234,88.0,9.7
2022-08-15 20:00:00,47.0,17.0,1018.0,29.5,0.0,-0.250213,98.0,7.9
2022-08-15 21:00:00,42.0,16.2,1017.8,30.6,0.0,-0.134468,106.0,6.1
2022-08-15 22:00:00,44.0,16.4,1017.5,30.0,0.0,0.174468,103.0,2.9
2022-08-15 23:00:00,49.0,17.9,1016.9,29.8,0.0,0.151489,266.0,1.8
2022-08-16 00:00:00,52.0,18.7,1016.6,29.6,0.3,-0.0714893,255.0,6.5
2022-08-16 01:00:00,63.0,19.5,1016.3,27.2,0.2,0.0995745,234.0,8.3
2022-08-16 02:00:00,60.0,19.3,1016.0,27.8,0.2,0.451064,220.0,8.3
2022-08-16 03:00:00,66.0,19.8,1015.8,26.7,0.2,0.691064,214.0,6.5
2022-08-16 04:00:00,66.0,19.6,1015.8,26.5,0.0,0.707234,207.0,4.3
2022-08-16 05:00:00,70.0,20.0,1016.4,25.9,0.0,0.851064,110.0,2.5
2022-08-16 06:00:00,75.0,20.5,1016.8,25.3,0.0,0.897872,70.0,5.8
2022-08-16 07:00:00,76.0,20.5,1017.3,25.0,0.0,0.87149,59.0,6.8
2022-08-16 08:00:00,81.0,21.2,1017.8,24.7,0.0,0.76766,54.0,5.8
2022-08-16 09:00:00,84.0,21.5,1017.7,24.4,0.0,0.70383,43.0,5.8
2022-08-16 10:00:00,85.0,21.6,1017.2,24.3,0.0,0.605106,41.0,5.0
2022-08-16 11:00:00,85.0,21.2,1016.5,23.9,0.0,0.550638,67.0,6.5
2022-08-16 12:00:00,87.0,21.3,1015.8,23.6,0.0,0.515745,55.0,6.1
2022-08-16 13:00:00,89.0,21.4,1015.3,23.3,0.0,0.491915,56.0,5.8
2022-08-16 14:00:00,91.0,21.5,1015.1,23.0,0.0,0.491064,48.0,5.0
2022-08-16 15:00:00,93.0,21.6,1015.1,22.8,0.0,0.497021,43.0,5.4
2022-08-16 16:00:00,95.0,22.0,1015.2,22.8,0.0,0.523404,41.0,5.8
2022-08-16 17:00:00,90.0,21.9,1015.7,23.6,0.0,0.478298,33.0,5.8
2022-08-16 18:00:00,71.0,20.1,1016.3,25.8,0.0,0.19149,82.0,3.2
2022-08-16 19:00:00,62.0,19.6,1016.3,27.5,0.0,-0.094468,159.0,5.4
2022-08-16 20:00:00,57.0,19.4,1016.2,28.8,0.0,-0.320851,182.0,9.7
2022-08-16 21:00:00,56.0,19.5,1016.0,29.2,0.0,-0.403404,199.0,12.2
2022-08-16 22:00:00,57.0,19.0,1015.8,28.3,0.0,-0.477447,233.0,13.0
2022-08-16 23:00:00,48.0,17.2,1014.9,29.4,0.0,-0.428936,244.0,11.5
2022-08-17 00:00:00,49.0,17.6,1014.2,29.4,0.0,-0.282553,249.0,13.3
2022-08-17 01:00:00,53.0,18.5,1014.0,29.1,0.0,-0.295319,267.0,11.9
2022-08-17 02:00:00,52.0,18.3,1013.5,29.2,0.0,-0.0442553,265.0,10.4
2022-08-17 03:00:00,54.0,18.5,1013.2,28.7,0.0,0.319149,255.0,9.7
2022-08-17 04:00:00,57.0,18.8,1013.5,28.1,0.0,0.672341,256.0,7.6
2022-08-17 05:00:00,62.0,19.3,1014.0,27.2,0.0,0.855319,274.0,5.0
2022-08-17 06:00:00,69.0,20.3,1014.9,26.4,0.0,0.94383,318.0,2.2
2022-08-17 07:00:00,73.0,20.6,1015.6,25.8,0.0,0.885957,65.0,2.2
2022-08-17 08:00:00,74.0,20.3,1015.9,25.3,0.0,0.788085,88.0,5.4
2022-08-17 09:00:00,83.0,21.7,1016.1,24.8,0.0,0.685957,71.0,4.3
2022-08-17 10:00:00,92.0,22.8,1015.9,24.2,0.0,0.605106,55.0,4.0
2022-08-17 11:00:00,95.0,23.0,1015.5,23.8,0.0,0.549787,52.0,4.0
2022-08-17 12:00:00,97.0,23.0,1014.9,23.5,0.0,0.514894,42.0,4.0
2022-08-17 13:00:00,98.0,22.9,1014.7,23.2,0.0,0.500426,38.0,4.0
2022-08-17 14:00:00,98.0,22.7,1014.6,23.0,0.0,0.507234,32.0,4.0
2022-08-17 15:00:00,97.0,22.2,1014.6,22.7,0.0,0.517447,27.0,4.3
2022-08-17 16:00:00,96.0,21.9,1014.9,22.6,0.0,0.545532,27.0,2.5
2022-08-17 17:00:00,92.0,21.8,1015.4,23.2,0.0,0.445107,27.0,3.6
2022-08-17 18:00:00,68.0,20.0,1015.5,26.4,0.0,0.161702,25.0,1.8
2022-08-17 19:00:00,58.0,19.2,1015.5,28.3,0.0,-0.102979,190.0,3.2
2022-08-17 20:00:00,54.0,19.3,1015.4,29.6,0.0,-0.313191,203.0,7.9
2022-08-17 21:00:00,55.0,19.6,1015.4,29.6,0.1,-0.46383,205.0,11.2
2022-08-17 22:00:00,58.0,20.1,1015.3,29.2,0.3,-0.167659,206.0,9.7
2022-08-17 23:00:00,59.0,20.0,1015.0,28.8,0.4,-0.310638,211.0,5.8
2022-08-18 00:00:00,58.0,20.0,1014.4,29.1,0.4,-0.2,188.0,6.1
2022-08-18 01:00:00,56.0,19.7,1013.9,29.4,0.4,0.0595746,188.0,5.0
2022-08-18 02:00:00,59.0,19.9,1013.9,28.7,0.5,0.617872,178.0,3.2
2022-08-18 03:00:00,61.0,20.0,1013.8,28.2,0.1,0.497873,151.0,4.0
2022-08-18 04:00:00,61.0,19.9,1013.6,28.1,0.0,0.704681,144.0,6.1
2022-08-18 05:00:00,68.0,20.4,1014.4,26.8,0.0,0.851064,98.0,7.2
2022-08-18 06:00:00,73.0,21.1,1015.1,26.3,0.0,0.898724,65.0,9.7
2022-08-18 07:00:00,78.0,21.9,1015.7,26.0,0.0,0.868936,62.0,9.4
2022-08-18 08:00:00,79.0,21.9,1016.3,25.8,0.0,0.791489,64.0,9.0
2022-08-18 09:00:00,81.0,22.1,1015.9,25.6,0.0,0.699575,83.0,11.2
2022-08-18 10:00:00,82.0,22.1,1016.1,25.4,0.0,0.628936,93.0,10.8
2022-08-18 11:00:00,85.0,22.4,1016.0,25.1,0.0,0.577872,98.0,10.1
2022-08-18 12:00:00,86.0,22.4,1015.6,24.9,0.0,0.540426,87.0,7.9
2022-08-18 13:00:00,86.0,22.2,1015.4,24.7,0.0,0.518298,68.0,6.8
2022-08-18 14:00:00,82.0,21.5,1015.3,24.8,0.0,0.504681,68.0,9.0
2022-08-18 15:00:00,85.0,21.8,1015.5,24.5,0.0,0.533617,65.0,7.9
2022-08-18 16:00:00,88.0,22.3,1015.7,24.4,0.0,0.553191,70.0,7.6
2022-08-18 17:00:00,82.0,21.7,1016.2,25.0,0.0,0.469787,78.0,10.8
2022-08-18 18:00:00,73.0,21.4,1016.5,26.6,0.0,0.189787,95.0,13.3
2022-08-18 19:00:00,60.0,20.0,1016.6,28.5,0.0,-0.0689361,101.0,11.2
2022-08-18 20:00:00,54.0,19.5,1016.7,29.8,0.0,-0.167659,108.0,11.9
2022-08-18 21:00:00,50.0,19.2,1016.5,30.8,0.0,-0.269787,113.0,11.5
2022-08-18 22:00:00,47.0,18.6,1016.2,31.3,0.0,-0.455319,118.0,9.4
2022-08-18 23:00:00,48.0,18.9,1015.6,31.2,0.2,-0.351489,115.0,5.8
2022-08-19 00:00:00,52.0,19.4,1015.5,30.3,0.6,-0.364255,92.0,4.0
2022-08-19 01:00:00,53.0,19.7,1015.2,30.3,0.8,-0.299574,73.0,2.9
2022-08-19 02:00:00,58.0,20.4,1015.0,29.5,0.7,0.22383,74.0,4.0
2022-08-19 03:00:00,60.0,20.4,1015.0,28.9,0.2,0.410213,74.0,8.6
2022-08-19 04:00:00,64.0,20.5,1015.2,27.9,0.0,0.602553,77.0,11.5
2022-08-19 05:00:00,74.0,21.6,1016.0,26.6,0.0,0.908936,68.0,12.2
2022-08-19 06:00:00,79.0,22.0,1016.7,25.9,0.0,0.948936,62.0,10.8
2022-08-19 07:00:00,83.0,22.4,1017.1,25.5,0.0,0.878298,62.0,10.8
2022-08-19 08:00:00,81.0,22.0,1017.5,25.5,0.0,0.828085,70.0,11.5
2022-08-19 09:00:00,82.0,22.1,1017.3,25.4,0.0,0.750638,74.0,11.5
2022-08-19 10:00:00,84.0,22.4,1017.4,25.3,0.0,0.683404,75.0,9.7
2022-08-19 11:00:00,85.0,22.3,1017.0,25.0,0.0,0.639149,74.0,7.9
2022-08-19 12:00:00,86.0,22.3,1016.7,24.8,0.0,0.594894,74.0,7.2
2022-08-19 13:00:00,87.0,22.3,1016.5,24.6,0.0,0.582128,69.0,6.8
2022-08-19 14:00:00,88.0,22.4,1016.4,24.5,0.0,0.565106,68.0,6.8
2022-08-19 15:00:00,88.0,22.4,1016.3,24.5,0.0,0.588085,68.0,8.6
2022-08-19 16:00:00,88.0,22.3,1016.7,24.4,0.0,0.563404,68.0,8.3
2022-08-19 17:00:00,83.0,21.8,1017.2,24.9,0.0,0.554894,67.0,11.5
2022-08-19 18:00:00,73.0,21.2,1017.6,26.4,0.0,0.206809,76.0,15.5
2022-08-19 19:00:00,62.0,20.3,1017.6,28.3,0.0,-0.0314893,86.0,16.9
2022-08-19 20:00:00,54.0,19.5,1017.4,29.8,0.0,-0.187234,89.0,15.5
2022-08-19 21:00:00,47.0,18.3,1017.4,30.9,0.0,-0.133617,84.0,14.8
2022-08-19 22:00:00,45.0,18.0,1017.0,31.4,0.0,-0.410213,87.0,15.1
2022-08-19 23:00:00,43.0,17.6,1016.6,31.7,0.0,-0.308936,88.0,15.8
2022-08-20 00:00:00,43.0,17.5,1016.2,31.6,0.0,-0.249362,84.0,16.6
2022-08-20 01:00:00,45.0,17.8,1016.0,31.1,0.0,-0.132766,81.0,18.4
2022-08-20 02:00:00,49.0,18.3,1016.2,30.2,0.0,0.274043,83.0,19.1
2022-08-20 03:00:00,50.0,17.9,1016.5,29.4,0.0,0.49617,82.0,20.2
2022-08-20 04:00:00,58.0,18.9,1017.0,27.9,0.0,0.68,77.0,19.1
2022-08-20 05:00:00,67.0,20.0,1017.5,26.6,0.0,0.868936,72.0,18.4
2022-08-20 06:00:00,72.0,20.7,1018.1,26.1,0.0,0.876596,67.0,15.1
2022-08-20 07:00:00,74.0,20.9,1018.8,25.9,0.0,0.839149,67.0,13.7
2022-08-20 08:00:00,75.0,20.9,1019.3,25.7,0.0,0.788936,74.0,13.0
2022-08-20 09:00:00,76.0,21.0,1019.1,25.5,0.0,0.730213,75.0,11.5
2022-08-20 10:00:00,78.0,21.0,1018.9,25.1,0.0,0.667234,79.0,10.4
2022-08-20 11:00:00,78.0,20.8,1018.4,24.9,0.0,0.597447,78.0,12.2
2022-08-20 12:00:00,80.0,21.0,1018.0,24.7,0.0,0.572766,77.0,11.5
2022-08-20 13:00:00,82.0,21.2,1017.8,24.5,0.0,0.542128,78.0,10.1
2022-08-20 14:00:00,83.0,21.2,1017.6,24.3,0.0,0.533617,80.0,9.0
2022-08-20 15:00:00,86.0,21.7,1017.9,24.2,0.0,0.537872,77.0,8.6
2022-08-20 16:00:00,86.0,21.6,1017.9,24.1,0.0,0.551489,72.0,8.6
2022-08-20 17:00:00,79.0,20.7,1018.3,24.6,0.0,0.464681,71.0,13.0
2022-08-20 18:00:00,68.0,19.9,1018.5,26.3,0.0,0.211064,74.0,15.1
2022-08-20 19:00:00,59.0,19.2,1018.4,28.0,0.0,-0.0799998,77.0,15.8
2022-08-20 20:00:00,54.0,18.9,1018.5,29.2,0.0,-0.30383,80.0,16.2
2022-08-20 21:00:00,48.0,18.2,1018.4,30.4,0.0,-0.444255,83.0,17.6
2022-08-20 22:00:00,47.0,18.2,1017.8,30.8,0.0,-0.48851,85.0,17.6
2022-08-20 23:00:00,47.0,18.3,1017.2,30.9,0.0,-0.471489,83.0,17.6
2022-08-21 00:00:00,45.0,17.7,1016.9,31.0,0.0,-0.15234,76.0,17.6
2022-08-21 01:00:00,44.0,17.2,1016.5,30.9,0.0,-0.174468,72.0,17.3
2022-08-21 02:00:00,49.0,18.1,1016.1,30.0,0.0,0.328511,73.0,17.6
2022-08-21 03:00:00,54.0,18.7,1016.3,28.9,0.0,0.298723,73.0,18.4
2022-08-21 04:00:00,61.0,19.3,1016.6,27.5,0.0,0.662979,71.0,18.4
2022-08-21 05:00:00,69.0,20.0,1017.2,26.1,0.0,0.837447,67.0,16.6
2022-08-21 06:00:00,73.0,20.3,1018.1,25.5,0.0,0.842553,61.0,14.4
2022-08-21 07:00:00,74.0,20.3,1018.7,25.3,0.0,0.788936,61.0,13.0
2022-08-21 08:00:00,79.0,20.9,1018.7,24.8,0.0,0.761702,61.0,13.7
2022-08-21 09:00:00,80.0,20.9,1018.8,24.6,0.0,0.724255,60.0,12.6
