DT,prcp,dwpt,temp,wdir,pres,wspd,Donalsonville,rhum
2022-04-09 04:00:00,0.0,-0.6,12.7,320.0,1017.0,22.3,0.172414,40.0
2022-04-09 05:00:00,0.0,-0.3,11.9,320.0,1017.0,18.4,0.172414,43.0
2022-04-09 06:00:00,0.0,-1.4,11.0,340.0,1017.0,20.5,0.155172,42.0
2022-04-09 07:00:00,0.0,-0.8,9.7,320.0,1017.0,11.2,0.137931,48.0
2022-04-09 08:00:00,0.0,0.9,7.7,300.0,1017.0,9.4,0.155172,62.0
2022-04-09 09:00:00,0.0,1.7,7.7,250.0,1017.0,7.6,0.155172,66.0
2022-04-09 10:00:00,0.0,1.4,6.7,260.0,1018.0,11.2,0.155172,69.0
2022-04-09 11:00:00,0.0,1.6,6.3,260.0,1018.0,11.2,0.155172,72.0
2022-04-09 12:00:00,0.0,2.3,6.8,260.0,1019.0,11.2,0.172414,73.0
2022-04-09 13:00:00,0.0,1.9,9.3,280.0,1019.0,22.3,0.189655,60.0
2022-04-09 14:00:00,0.0,-0.6,11.2,280.0,1020.0,33.5,0.103448,44.0
2022-04-09 15:00:00,0.0,-3.1,13.3,300.0,1020.0,35.3,-0.034483,32.0
2022-04-09 16:00:00,0.0,-4.2,14.1,300.0,1020.0,44.6,-0.189655,28.0
2022-04-09 17:00:00,0.0,-3.9,15.0,300.0,1020.0,50.0,-0.293103,27.0
2022-04-09 18:00:00,0.0,-3.9,15.5,310.0,1019.0,31.7,-0.362069,26.0
2022-04-09 19:00:00,0.0,-3.6,16.5,280.0,1018.0,27.7,-0.362069,25.0
2022-04-09 20:00:00,0.0,-2.9,17.3,280.0,1017.0,35.3,-0.37931,25.0
2022-04-09 21:00:00,0.0,-2.6,17.7,310.0,1017.0,27.7,-0.362069,25.0
2022-04-09 22:00:00,0.0,-2.9,17.3,300.0,1017.0,25.9,-0.275862,25.0
2022-04-09 23:00:00,0.0,-2.2,16.9,270.0,1017.0,20.5,-0.137931,27.0
2022-04-10 00:00:00,0.0,-0.7,14.6,280.0,1017.0,14.8,0.017241,35.0
2022-04-10 01:00:00,0.0,0.7,12.3,240.0,1019.0,7.6,0.137931,45.0
2022-04-10 02:00:00,0.0,2.7,10.6,240.0,1019.0,5.4,0.189655,58.0
2022-04-10 03:00:00,0.0,2.6,8.6,0.0,1020.0,0.0,0.189655,66.0
2022-04-10 04:00:00,0.0,3.0,9.2,220.0,1020.0,11.2,0.189655,65.0
2022-04-10 05:00:00,0.0,4.2,9.0,210.0,1020.0,9.4,0.172414,72.0
2022-04-10 06:00:00,0.0,5.8,9.3,230.0,1019.0,9.4,0.172414,79.0
2022-04-10 07:00:00,0.0,6.3,7.2,0.0,1019.0,0.0,0.155172,94.0
2022-04-10 08:00:00,0.0,6.3,6.6,0.0,1019.0,0.0,0.172414,98.0
2022-04-10 09:00:00,0.0,5.9,6.3,0.0,1020.0,0.0,0.155172,97.0
2022-04-10 10:00:00,0.0,4.5,5.9,0.0,1021.0,0.0,0.172414,90.0
2022-04-10 11:00:00,0.0,4.5,5.6,140.0,1021.0,5.4,0.172414,90.0
2022-04-10 12:00:00,0.0,8.9,6.4,0.0,1022.0,0.0,0.189655,93.0
2022-04-10 13:00:00,0.0,8.7,11.7,190.0,1022.0,5.4,0.189655,82.0
2022-04-10 14:00:00,0.0,9.3,15.4,230.0,1023.0,5.4,0.12069,67.0
2022-04-10 15:00:00,0.0,7.8,18.4,240.0,1023.0,7.6,-0.034483,50.0
2022-04-10 16:00:00,0.0,4.4,20.8,240.0,1023.0,16.6,-0.172414,34.0
2022-04-10 17:00:00,0.0,3.8,21.7,230.0,1021.0,13.0,-0.275862,31.0
2022-04-10 18:00:00,0.0,4.7,22.7,300.0,1020.0,11.2,-0.344828,31.0
2022-04-10 19:00:00,0.0,5.3,23.4,200.0,1020.0,9.4,-0.362069,31.0
2022-04-10 20:00:00,0.0,3.7,24.5,180.0,1019.0,13.0,-0.362069,26.0
2022-04-10 21:00:00,0.0,2.0,24.5,240.0,1019.0,7.6,-0.293103,23.0
2022-04-10 22:00:00,0.0,4.0,24.8,0.0,1019.0,0.0,-0.224138,26.0
2022-04-10 23:00:00,0.0,5.4,24.1,270.0,1019.0,11.2,-0.103448,30.0
2022-04-11 00:00:00,0.0,6.6,22.0,220.0,1020.0,9.4,0.034483,37.0
2022-04-11 01:00:00,0.0,9.4,19.5,220.0,1020.0,18.4,0.155172,52.0
2022-04-11 02:00:00,0.0,9.4,17.5,210.0,1021.0,16.6,0.206897,59.0
2022-04-11 03:00:00,0.0,9.2,15.8,190.0,1021.0,9.4,0.206897,65.0
2022-04-11 04:00:00,0.0,9.2,14.4,200.0,1021.0,9.4,0.172414,71.0
2022-04-11 05:00:00,0.0,9.5,12.5,0.0,1020.0,0.0,0.155172,82.0
2022-04-11 06:00:00,0.0,10.0,10.8,0.0,1020.0,0.0,0.137931,95.0
2022-04-11 07:00:00,0.0,9.5,10.3,0.0,1020.0,0.0,0.103448,95.0
2022-04-11 08:00:00,0.0,9.1,9.2,150.0,1020.0,5.4,0.103448,99.0
2022-04-11 09:00:00,0.0,7.6,9.0,80.0,1020.0,7.6,0.103448,93.0
2022-04-11 10:00:00,0.0,7.6,8.7,130.0,1020.0,5.4,0.12069,93.0
2022-04-11 11:00:00,0.0,7.5,8.2,130.0,1021.0,7.6,0.155172,92.0
2022-04-11 12:00:00,0.0,11.3,8.6,120.0,1021.0,5.4,0.206897,84.0
2022-04-11 13:00:00,0.0,11.0,13.7,130.0,1021.0,11.2,0.241379,84.0
2022-04-11 14:00:00,0.0,11.0,17.7,140.0,1022.0,16.6,0.155172,65.0
2022-04-11 15:00:00,0.0,10.6,21.1,150.0,1022.0,24.1,0.0,51.0
2022-04-11 16:00:00,0.0,11.2,22.4,150.0,1022.0,18.4,-0.051724,49.0
2022-04-11 17:00:00,0.0,11.2,23.1,150.0,1023.0,14.8,-0.068966,47.0
2022-04-11 18:00:00,0.0,10.9,23.9,220.0,1022.0,11.2,0.0,44.0
2022-04-11 19:00:00,0.0,11.1,25.3,190.0,1021.0,9.4,-0.224138,41.0
2022-04-11 20:00:00,0.0,12.7,27.1,190.0,1020.0,20.5,-0.155172,41.0
2022-04-11 21:00:00,0.0,13.5,26.4,200.0,1020.0,18.4,-0.189655,45.0
2022-04-11 22:00:00,0.0,13.4,25.5,180.0,1020.0,18.4,-0.068966,47.0
2022-04-11 23:00:00,0.0,13.2,24.0,170.0,1020.0,18.4,0.051724,51.0
2022-04-12 00:00:00,0.0,13.9,22.0,180.0,1021.0,11.2,0.155172,60.0
2022-04-12 01:00:00,0.0,13.2,21.0,190.0,1021.0,14.8,0.189655,61.0
2022-04-12 02:00:00,0.0,14.1,20.2,170.0,1022.0,14.8,0.206897,68.0
2022-04-12 03:00:00,0.0,15.3,19.6,180.0,1020.0,14.8,0.224138,76.0
2022-04-12 04:00:00,0.0,14.9,19.2,160.0,1020.0,18.4,0.189655,76.0
2022-04-12 05:00:00,0.0,14.1,19.0,180.0,1019.0,14.8,0.172414,73.0
2022-04-12 06:00:00,0.0,12.4,18.4,160.0,1019.0,16.6,0.155172,68.0
2022-04-12 07:00:00,0.0,12.7,17.0,200.0,1019.0,9.4,0.155172,76.0
2022-04-12 08:00:00,0.0,12.5,16.3,180.0,1019.0,7.6,0.137931,78.0
2022-04-12 09:00:00,0.0,11.9,16.3,170.0,1019.0,5.4,0.103448,75.0
2022-04-12 10:00:00,0.0,12.5,14.5,150.0,1021.0,9.4,0.12069,88.0
2022-04-12 11:00:00,0.0,13.0,15.1,0.0,1021.0,0.0,0.137931,87.0
2022-04-12 12:00:00,0.0,12.9,13.9,0.0,1022.0,0.0,0.189655,94.0
2022-04-12 13:00:00,0.0,14.8,17.2,30.0,1022.0,9.4,0.224138,86.0
2022-04-12 14:00:00,0.0,15.1,20.1,130.0,1022.0,13.0,0.137931,73.0
2022-04-12 15:00:00,0.0,14.6,23.9,180.0,1023.0,16.6,0.017241,56.0
2022-04-12 16:00:00,0.0,15.4,25.4,180.0,1023.0,11.2,-0.103448,54.0
2022-04-12 17:00:00,0.0,15.4,26.0,210.0,1022.0,20.5,-0.155172,52.0
2022-04-12 18:00:00,0.0,15.2,28.3,210.0,1021.0,14.8,-0.155172,45.0
2022-04-12 19:00:00,0.0,14.8,28.2,190.0,1020.0,20.5,-0.086207,44.0
2022-04-12 20:00:00,0.0,14.6,28.8,170.0,1020.0,18.4,-0.086207,42.0
2022-04-12 21:00:00,0.0,14.3,28.4,170.0,1020.0,18.4,-0.051724,42.0
2022-04-12 22:00:00,0.0,13.6,27.7,190.0,1019.0,13.0,-0.017241,42.0
2022-04-12 23:00:00,0.0,14.6,26.9,150.0,1019.0,22.3,0.034483,47.0
2022-04-13 00:00:00,0.0,14.3,24.2,160.0,1019.0,18.4,0.137931,54.0
2022-04-13 01:00:00,0.0,14.2,22.3,160.0,1019.0,16.6,0.224138,60.0
2022-04-13 02:00:00,0.0,13.8,20.6,160.0,1020.0,14.8,0.241379,65.0
2022-04-13 03:00:00,0.0,15.0,19.3,200.0,1020.0,9.4,0.224138,76.0
2022-04-13 04:00:00,0.0,15.6,18.7,220.0,1020.0,9.4,0.206897,82.0
2022-04-13 05:00:00,0.0,15.5,17.9,170.0,1019.0,5.4,0.172414,86.0
2022-04-13 06:00:00,0.0,15.9,17.4,0.0,1019.0,0.0,0.172414,91.0
2022-04-13 07:00:00,0.0,16.2,16.8,220.0,1018.0,5.4,0.155172,96.0
2022-04-13 08:00:00,0.0,16.0,16.6,160.0,1018.0,9.4,0.137931,96.0
2022-04-13 09:00:00,0.0,16.6,17.4,150.0,1018.0,16.6,0.12069,95.0
2022-04-13 10:00:00,0.0,16.4,17.4,160.0,1019.0,9.4,0.12069,94.0
2022-04-13 11:00:00,0.0,16.2,16.4,0.0,1019.0,0.0,0.137931,99.0
2022-04-13 12:00:00,0.0,16.7,16.9,160.0,1018.0,13.0,0.206897,99.0
2022-04-13 13:00:00,0.0,17.3,19.2,170.0,1018.0,24.1,0.241379,89.0
2022-04-13 14:00:00,0.0,18.1,22.8,170.0,1020.0,37.1,0.206897,75.0
2022-04-13 15:00:00,0.0,18.0,24.0,230.0,1020.0,13.0,0.12069,69.0
2022-04-13 16:00:00,0.0,17.0,24.8,190.0,1019.0,13.0,-0.017241,62.0
2022-04-13 17:00:00,0.0,16.7,26.8,140.0,1018.0,14.8,-0.068966,54.0
2022-04-13 18:00:00,0.0,16.2,28.3,160.0,1018.0,25.9,-0.068966,48.0
2022-04-13 19:00:00,0.0,15.1,26.7,160.0,1016.0,20.5,-0.051724,49.0
2022-04-13 20:00:00,0.0,15.3,26.6,160.0,1016.0,18.4,0.12069,50.0
2022-04-13 21:00:00,0.0,15.1,26.0,160.0,1016.0,22.3,0.086207,51.0
2022-04-13 22:00:00,0.0,16.0,25.1,170.0,1016.0,27.7,0.12069,57.0
2022-04-13 23:00:00,0.0,16.4,24.1,180.0,1015.0,22.3,0.086207,62.0
2022-04-14 00:00:00,0.0,16.6,22.6,170.0,1015.0,20.5,0.103448,69.0
2022-04-14 01:00:00,0.0,16.5,20.7,170.0,1015.0,11.2,0.206897,77.0
2022-04-14 02:00:00,0.0,16.9,19.3,180.0,1015.0,9.4,0.241379,86.0
2022-04-14 03:00:00,0.0,17.3,18.6,190.0,1017.0,9.4,0.241379,92.0
2022-04-14 04:00:00,0.0,17.7,18.9,220.0,1017.0,7.6,0.206897,93.0
2022-04-14 05:00:00,0.0,17.9,18.7,240.0,1016.0,5.4,0.172414,95.0
2022-04-14 06:00:00,0.0,17.0,17.7,230.0,1018.0,5.4,0.172414,100.0
2022-04-14 07:00:00,0.0,17.0,17.5,290.0,1018.0,7.6,0.155172,94.0
2022-04-14 08:00:00,0.0,17.1,18.6,200.0,1017.0,13.0,0.137931,94.0
2022-04-14 09:00:00,0.8,17.3,19.1,240.0,1017.0,9.4,0.12069,94.0
2022-04-14 10:00:00,0.0,17.7,18.2,220.0,1016.0,9.4,0.12069,95.0
2022-04-14 11:00:00,0.0,17.8,17.7,200.0,1016.0,9.4,0.137931,99.0
2022-04-14 12:00:00,0.0,17.6,17.8,190.0,1016.0,9.4,0.206897,99.0
2022-04-14 13:00:00,0.0,17.3,18.5,210.0,1015.0,13.0,0.224138,93.0
2022-04-14 14:00:00,0.0,17.1,19.5,170.0,1017.0,13.0,0.206897,86.0
2022-04-14 15:00:00,0.3,17.7,20.3,320.0,1018.0,20.5,0.189655,85.0
2022-04-14 16:00:00,0.0,17.7,21.5,320.0,1018.0,14.8,0.137931,79.0
2022-04-14 17:00:00,0.0,17.4,22.5,290.0,1018.0,13.0,0.068966,73.0
2022-04-14 18:00:00,0.1,17.0,23.2,270.0,1018.0,13.0,0.034483,68.0
2022-04-14 19:00:00,0.1,17.0,23.2,260.0,1017.0,16.6,0.051724,68.0
2022-04-14 20:00:00,0.6,16.6,23.1,280.0,1017.0,14.8,0.034483,67.0
2022-04-14 21:00:00,2.4,17.5,24.0,270.0,1017.0,9.4,0.034483,67.0
2022-04-14 22:00:00,0.0,17.0,24.0,260.0,1017.0,16.6,0.017241,65.0
2022-04-14 23:00:00,0.0,17.4,23.9,260.0,1017.0,11.2,0.017241,67.0
2022-04-15 00:00:00,0.0,17.8,22.2,230.0,1017.0,9.4,0.103448,76.0
2022-04-15 01:00:00,0.0,18.4,20.6,220.0,1017.0,7.6,0.172414,87.0
2022-04-15 02:00:00,0.0,18.5,19.8,210.0,1018.0,7.6,0.206897,92.0
2022-04-15 03:00:00,0.0,18.0,18.8,0.0,1018.0,0.0,0.224138,95.0
2022-04-15 04:00:00,0.0,18.0,17.9,300.0,1018.0,5.4,0.206897,100.0
2022-04-15 05:00:00,0.0,17.0,18.0,320.0,1019.0,7.6,0.172414,100.0
2022-04-15 06:00:00,0.0,17.8,17.3,280.0,1019.0,5.4,0.155172,99.0
2022-04-15 07:00:00,0.0,17.7,17.9,340.0,1019.0,14.8,0.12069,99.0
2022-04-15 08:00:00,0.0,13.5,16.8,20.0,1019.0,14.8,0.12069,81.0
2022-04-15 09:00:00,0.0,11.8,15.4,30.0,1019.0,13.0,0.103448,79.0
2022-04-15 10:00:00,0.0,10.9,14.1,30.0,1020.0,11.2,0.12069,81.0
2022-04-15 11:00:00,0.0,10.3,13.1,40.0,1021.0,9.4,0.137931,83.0
2022-04-15 12:00:00,0.0,11.0,13.7,60.0,1021.0,7.6,0.172414,84.0
2022-04-15 13:00:00,0.0,10.6,16.5,50.0,1021.0,9.4,0.206897,68.0
2022-04-15 14:00:00,0.0,7.9,19.2,80.0,1021.0,14.8,0.12069,48.0
2022-04-15 15:00:00,0.0,7.1,21.7,70.0,1022.0,16.6,-0.017241,39.0
2022-04-15 16:00:00,0.0,8.0,23.5,30.0,1021.0,13.0,-0.137931,37.0
2022-04-15 17:00:00,0.0,6.9,24.7,80.0,1021.0,9.4,-0.224138,32.0
2022-04-15 18:00:00,0.0,5.8,26.3,0.0,1019.0,0.0,-0.310345,27.0
2022-04-15 19:00:00,0.0,6.3,27.5,120.0,1019.0,11.2,-0.310345,26.0
2022-04-15 20:00:00,0.0,7.0,28.3,20.0,1018.0,5.4,-0.310345,26.0
2022-04-15 21:00:00,0.0,5.8,28.3,40.0,1017.0,9.4,-0.258621,24.0
2022-04-15 22:00:00,0.0,6.8,28.8,110.0,1017.0,9.4,-0.155172,25.0
2022-04-15 23:00:00,0.0,7.7,27.9,120.0,1017.0,13.0,-0.051724,28.0
2022-04-16 00:00:00,0.0,9.1,24.8,110.0,1017.0,7.6,0.051724,37.0
2022-04-16 01:00:00,0.0,10.8,21.0,90.0,1018.0,9.4,0.172414,52.0
2022-04-16 02:00:00,0.0,11.2,20.5,120.0,1019.0,5.4,0.189655,55.0
2022-04-16 03:00:00,0.0,14.8,20.7,120.0,1019.0,14.8,0.189655,69.0
2022-04-16 04:00:00,0.0,15.7,20.9,130.0,1019.0,20.5,0.172414,72.0
2022-04-16 05:00:00,0.0,16.1,20.3,140.0,1018.0,16.6,0.155172,77.0
2022-04-16 06:00:00,0.0,16.3,19.3,130.0,1018.0,11.2,0.137931,83.0
2022-04-16 07:00:00,0.0,17.0,19.0,130.0,1017.0,14.8,0.12069,88.0
2022-04-16 08:00:00,0.0,17.1,18.6,140.0,1016.0,16.6,0.12069,91.0
2022-04-16 09:00:00,0.0,17.4,18.4,160.0,1016.0,9.4,0.12069,94.0
2022-04-16 10:00:00,0.0,17.5,18.1,150.0,1016.0,14.8,0.103448,96.0
2022-04-16 11:00:00,0.0,17.7,18.0,160.0,1018.0,13.0,0.103448,98.0
2022-04-16 12:00:00,0.0,18.3,18.5,160.0,1019.0,7.6,0.12069,99.0
2022-04-16 13:00:00,0.3,18.1,18.4,210.0,1018.0,11.2,0.12069,98.0
2022-04-16 14:00:00,2.8,20.8,19.7,210.0,1019.0,11.2,0.137931,99.0
2022-04-16 15:00:00,0.0,20.8,21.0,220.0,1019.0,11.2,0.086207,99.0
2022-04-16 16:00:00,0.0,21.3,23.0,220.0,1019.0,13.0,-0.017241,90.0
2022-04-16 17:00:00,0.2,21.2,24.7,240.0,1018.0,9.4,-0.068966,81.0
2022-04-16 18:00:00,1.2,20.9,25.2,290.0,1018.0,9.4,-0.086207,77.0
2022-04-16 19:00:00,4.8,21.1,25.6,330.0,1016.0,7.6,-0.103448,76.0
2022-04-16 20:00:00,1.6,20.0,26.1,0.0,1016.0,0.0,-0.241379,69.0
2022-04-16 21:00:00,0.0,19.7,26.6,340.0,1016.0,7.6,-0.137931,66.0
2022-04-16 22:00:00,0.0,20.0,26.1,300.0,1015.0,9.4,-0.051724,69.0
2022-04-16 23:00:00,0.0,20.2,25.6,280.0,1016.0,5.4,0.103448,72.0
2022-04-17 00:00:00,0.0,20.0,25.0,310.0,1016.0,5.4,0.155172,74.0
2022-04-17 01:00:00,0.0,21.5,23.1,260.0,1018.0,5.4,0.189655,91.0
2022-04-17 02:00:00,0.0,20.0,22.7,10.0,1018.0,24.1,0.206897,85.0
2022-04-17 03:00:00,0.0,18.1,21.7,20.0,1018.0,18.4,0.206897,80.0
2022-04-17 04:00:00,3.8,18.8,19.0,220.0,1016.0,5.4,0.189655,99.0
2022-04-17 05:00:00,1.5,18.6,18.6,120.0,1016.0,9.4,0.172414,100.0
2022-04-17 06:00:00,0.0,18.5,18.4,140.0,1016.0,7.6,0.155172,97.0
2022-04-17 07:00:00,0.0,18.5,18.0,0.0,1016.0,0.0,0.137931,99.0
2022-04-17 08:00:00,0.0,18.5,17.3,320.0,1015.0,5.4,0.137931,99.0
2022-04-17 09:00:00,0.0,17.9,16.6,0.0,1015.0,0.0,0.12069,99.0
2022-04-17 10:00:00,0.0,18.1,17.0,350.0,1016.0,7.6,0.12069,100.0
2022-04-17 11:00:00,0.0,18.3,17.0,0.0,1016.0,0.0,0.12069,100.0
2022-04-17 12:00:00,0.0,17.7,17.6,40.0,1017.0,5.4,0.12069,98.0
2022-04-17 13:00:00,0.0,19.3,18.6,70.0,1017.0,9.4,0.12069,96.0
2022-04-17 14:00:00,0.0,19.7,20.4,60.0,1017.0,9.4,0.086207,96.0
2022-04-17 15:00:00,0.0,19.5,23.4,70.0,1017.0,11.2,0.017241,79.0
2022-04-17 16:00:00,0.0,19.8,24.7,0.0,1017.0,0.0,-0.034483,74.0
2022-04-17 17:00:00,0.0,20.1,25.3,230.0,1015.0,5.4,-0.103448,73.0
2022-04-17 18:00:00,0.2,19.2,26.8,250.0,1015.0,7.6,-0.086207,63.0
2022-04-17 19:00:00,0.2,19.6,27.0,230.0,1014.0,7.6,-0.12069,64.0
2022-04-17 20:00:00,0.0,19.1,26.5,0.0,1013.0,0.0,-0.034483,64.0
2022-04-17 21:00:00,0.4,19.2,26.3,60.0,1014.0,9.4,0.086207,65.0
2022-04-17 22:00:00,16.3,19.7,21.5,40.0,1014.0,27.7,0.172414,98.0
2022-04-17 23:00:00,39.1,19.3,19.6,60.0,1015.0,16.6,0.224138,98.0
2022-04-18 00:00:00,1.3,19.5,19.5,140.0,1014.0,16.6,0.206897,100.0
2022-04-18 01:00:00,0.0,18.8,19.5,170.0,1013.0,13.0,0.189655,99.0
2022-04-18 02:00:00,0.0,19.3,18.3,190.0,1014.0,7.6,0.189655,84.0
2022-04-18 03:00:00,0.1,18.0,17.9,0.0,1014.0,0.0,0.206897,100.0
2022-04-18 04:00:00,0.1,19.7,18.0,200.0,1015.0,5.4,0.189655,92.0
2022-04-18 05:00:00,0.0,19.8,17.8,140.0,1014.0,7.6,0.172414,95.0
2022-04-18 06:00:00,0.0,18.8,18.0,200.0,1014.0,11.2,0.155172,98.0
2022-04-18 07:00:00,0.3,18.6,18.6,200.0,1015.0,9.4,0.12069,98.0
2022-04-18 08:00:00,17.3,18.5,17.6,270.0,1014.0,27.7,0.12069,98.0
2022-04-18 09:00:00,5.3,18.6,17.7,90.0,1013.0,5.4,0.12069,98.0
2022-04-18 10:00:00,0.1,18.7,17.4,200.0,1014.0,7.6,0.12069,97.0
2022-04-18 11:00:00,0.1,18.0,16.9,240.0,1014.0,7.6,0.155172,96.0
2022-04-18 12:00:00,0.0,18.2,17.1,0.0,1015.0,0.0,0.189655,96.0
2022-04-18 13:00:00,0.7,19.7,18.0,230.0,1015.0,11.2,0.224138,98.0
2022-04-18 14:00:00,2.0,18.9,20.4,260.0,1016.0,16.6,0.189655,91.0
2022-04-18 15:00:00,0.4,18.7,21.7,270.0,1016.0,20.5,0.103448,83.0
2022-04-18 16:00:00,0.3,17.9,22.3,310.0,1016.0,24.1,0.017241,76.0
2022-04-18 17:00:00,0.0,18.6,23.1,290.0,1016.0,20.5,-0.051724,76.0
2022-04-18 18:00:00,0.0,18.7,22.7,300.0,1016.0,20.5,-0.034483,78.0
2022-04-18 19:00:00,0.0,18.2,23.8,310.0,1015.0,20.5,0.034483,71.0
2022-04-18 20:00:00,0.0,18.0,24.3,300.0,1014.0,16.6,0.0,68.0
2022-04-18 21:00:00,0.0,17.6,25.7,310.0,1015.0,22.3,-0.103448,61.0
2022-04-18 22:00:00,0.0,16.3,26.0,310.0,1015.0,24.1,-0.051724,55.0
2022-04-18 23:00:00,0.0,15.1,24.4,330.0,1016.0,24.1,0.017241,56.0
2022-04-19 00:00:00,0.0,15.1,22.2,320.0,1016.0,22.3,0.103448,64.0
2022-04-19 01:00:00,0.0,14.8,20.2,320.0,1018.0,29.5,0.189655,71.0
2022-04-19 02:00:00,0.0,13.5,18.0,330.0,1019.0,20.5,0.224138,75.0
2022-04-19 03:00:00,0.0,12.2,16.6,340.0,1020.0,16.6,0.206897,75.0
2022-04-19 04:00:00,0.0,11.8,15.6,340.0,1020.0,16.6,0.206897,78.0
2022-04-19 05:00:00,0.0,10.5,14.7,350.0,1020.0,20.5,0.172414,76.0
2022-04-19 06:00:00,0.0,8.9,13.9,350.0,1020.0,14.8,0.155172,72.0
2022-04-19 07:00:00,0.0,8.3,12.8,350.0,1020.0,13.0,0.137931,74.0
2022-04-19 08:00:00,0.0,8.5,11.5,350.0,1021.0,11.2,0.12069,82.0
2022-04-19 09:00:00,0.0,8.5,10.9,360.0,1021.0,11.2,0.103448,85.0
2022-04-19 10:00:00,0.0,7.9,10.9,10.0,1023.0,11.2,0.12069,82.0
2022-04-19 11:00:00,0.0,5.1,10.6,20.0,1023.0,18.4,0.137931,69.0
2022-04-19 12:00:00,0.0,4.2,10.3,20.0,1024.0,18.4,0.206897,66.0
2022-04-19 13:00:00,0.0,4.5,11.8,30.0,1024.0,20.5,0.224138,61.0
2022-04-19 14:00:00,0.0,2.5,13.6,20.0,1024.0,25.9,0.172414,47.0
2022-04-19 15:00:00,0.0,1.9,15.1,50.0,1024.0,25.9,0.017241,41.0
2022-04-19 16:00:00,0.0,2.4,15.6,30.0,1024.0,25.9,-0.12069,41.0
2022-04-19 17:00:00,0.0,2.2,16.6,350.0,1023.0,16.6,-0.224138,38.0
2022-04-19 18:00:00,0.0,2.7,18.4,10.0,1023.0,16.6,-0.275862,35.0
2022-04-19 19:00:00,0.0,2.4,18.6,350.0,1022.0,11.2,-0.275862,34.0
2022-04-19 20:00:00,0.0,2.9,19.6,20.0,1022.0,16.6,-0.293103,33.0
2022-04-19 21:00:00,0.0,3.7,20.1,30.0,1022.0,13.0,-0.241379,34.0
2022-04-19 22:00:00,0.0,3.2,20.0,30.0,1022.0,7.6,-0.172414,33.0
2022-04-19 23:00:00,0.0,3.6,19.9,350.0,1022.0,13.0,-0.086207,34.0
2022-04-20 00:00:00,0.0,4.5,18.0,40.0,1022.0,9.4,0.051724,41.0
2022-04-20 01:00:00,0.0,4.7,17.4,20.0,1022.0,5.4,0.172414,43.0
2022-04-20 02:00:00,0.0,7.7,13.5,0.0,1023.0,0.0,0.206897,68.0
2022-04-20 03:00:00,0.0,9.7,11.8,290.0,1023.0,7.6,0.189655,87.0
2022-04-20 04:00:00,0.0,8.1,11.2,0.0,1024.0,0.0,0.172414,81.0
2022-04-20 05:00:00,0.0,8.8,10.7,0.0,1024.0,0.0,0.155172,88.0
2022-04-20 06:00:00,0.0,8.1,10.2,0.0,1024.0,0.0,0.155172,87.0
2022-04-20 07:00:00,0.0,8.7,9.3,0.0,1024.0,0.0,0.137931,96.0
2022-04-20 08:00:00,0.0,7.7,8.8,110.0,1024.0,5.4,0.137931,93.0
2022-04-20 09:00:00,0.0,7.1,8.0,70.0,1024.0,7.6,0.12069,94.0
2022-04-20 10:00:00,0.0,6.5,8.5,90.0,1024.0,11.2,0.137931,87.0
2022-04-20 11:00:00,0.0,5.9,8.3,100.0,1025.0,7.6,0.155172,85.0
2022-04-20 12:00:00,0.0,6.2,9.1,90.0,1025.0,11.2,0.206897,82.0
2022-04-20 13:00:00,0.0,7.3,12.9,90.0,1026.0,11.2,0.224138,69.0
2022-04-20 14:00:00,0.0,8.8,16.9,110.0,1026.0,14.8,0.155172,59.0
2022-04-20 15:00:00,0.0,7.4,19.7,130.0,1026.0,31.7,0.017241,45.0
2022-04-20 16:00:00,0.0,7.0,21.1,110.0,1026.0,22.3,-0.12069,40.0
2022-04-20 17:00:00,0.0,6.8,22.2,110.0,1025.0,18.4,-0.206897,37.0
2022-04-20 18:00:00,0.0,7.1,23.4,160.0,1025.0,18.4,-0.275862,35.0
2022-04-20 19:00:00,0.0,9.3,25.5,130.0,1025.0,20.5,-0.275862,36.0
2022-04-20 20:00:00,0.0,10.1,25.5,80.0,1024.0,22.3,-0.241379,38.0
2022-04-20 21:00:00,0.0,9.1,25.2,140.0,1023.0,16.6,-0.206897,36.0
2022-04-20 22:00:00,0.0,10.3,25.2,90.0,1023.0,14.8,-0.137931,39.0
2022-04-20 23:00:00,0.0,10.7,24.8,130.0,1024.0,9.4,-0.051724,41.0
2022-04-21 00:00:00,0.0,11.5,22.4,130.0,1024.0,7.6,0.086207,50.0
2022-04-21 01:00:00,0.0,12.1,19.6,120.0,1025.0,7.6,0.189655,62.0
2022-04-21 02:00:00,0.0,12.3,19.3,120.0,1025.0,13.0,0.224138,64.0
2022-04-21 03:00:00,0.0,12.1,18.8,120.0,1025.0,18.4,0.206897,65.0
2022-04-21 04:00:00,0.0,11.6,18.3,120.0,1025.0,14.8,0.189655,65.0
2022-04-21 05:00:00,0.0,11.8,17.8,120.0,1026.0,16.6,0.172414,68.0
2022-04-21 06:00:00,0.0,12.2,17.1,120.0,1026.0,13.0,0.155172,73.0
2022-04-21 07:00:00,0.0,12.4,15.6,100.0,1026.0,11.2,0.137931,81.0
2022-04-21 08:00:00,0.0,12.7,15.8,100.0,1026.0,13.0,0.12069,82.0
2022-04-21 09:00:00,0.0,13.1,15.4,90.0,1026.0,16.6,0.103448,86.0
2022-04-21 10:00:00,0.0,13.1,14.7,90.0,1027.0,13.0,0.12069,90.0
