DT,rhum,pres,prcp,dwpt,temp,Donalsonville,wdir,wspd
2022-03-08 22:00:00,57.0,1013.0,0.0,18.0,27.3,0.137931,190.0,27.7
2022-03-08 23:00:00,69.0,1013.0,0.0,19.1,25.2,0.224138,180.0,24.1
2022-03-09 00:00:00,80.0,1014.0,0.0,19.7,23.3,0.241379,190.0,18.4
2022-03-09 01:00:00,89.0,1014.0,0.0,20.0,21.9,0.241379,190.0,13.0
2022-03-09 02:00:00,96.0,1014.0,0.0,20.1,20.8,0.241379,170.0,13.0
2022-03-09 03:00:00,99.0,1014.0,0.0,20.0,20.2,0.224138,190.0,11.2
2022-03-09 04:00:00,97.0,1014.0,0.0,19.2,19.6,0.206897,190.0,13.0
2022-03-09 05:00:00,95.0,1013.0,0.0,19.2,19.8,0.189655,210.0,7.6
2022-03-09 06:00:00,99.0,1012.0,0.0,20.8,19.9,0.155172,180.0,13.0
2022-03-09 07:00:00,99.0,1012.0,0.0,20.3,20.5,0.155172,190.0,14.8
2022-03-09 08:00:00,98.0,1012.0,0.0,20.3,20.6,0.155172,210.0,11.2
2022-03-09 09:00:00,97.0,1011.0,0.0,20.4,20.9,0.12069,200.0,11.2
2022-03-09 10:00:00,99.0,1012.0,0.1,20.5,20.7,0.12069,170.0,13.0
2022-03-09 11:00:00,98.0,1011.0,0.2,20.7,21.0,0.155172,170.0,20.5
2022-03-09 12:00:00,100.0,1012.0,0.5,21.0,21.0,0.224138,180.0,31.7
2022-03-09 13:00:00,93.0,1012.0,2.0,19.6,21.1,0.241379,200.0,22.3
2022-03-09 14:00:00,100.0,1012.0,1.2,21.0,21.3,0.258621,180.0,24.1
2022-03-09 15:00:00,98.0,1013.0,0.3,21.0,21.3,0.241379,210.0,18.4
2022-03-09 16:00:00,92.0,1013.0,0.3,19.8,21.2,0.172414,210.0,16.6
2022-03-09 17:00:00,93.0,1013.0,0.1,19.4,20.6,0.189655,210.0,20.5
2022-03-09 18:00:00,99.0,1012.0,0.1,20.3,20.5,0.241379,210.0,16.6
2022-03-09 19:00:00,76.0,1013.0,0.8,18.1,20.0,0.241379,210.0,11.2
2022-03-09 20:00:00,88.0,1013.0,2.0,18.0,17.5,0.206897,300.0,25.9
2022-03-09 21:00:00,99.0,1013.0,1.4,15.8,16.3,0.206897,320.0,24.1
2022-03-09 22:00:00,99.0,1014.0,0.7,16.0,16.2,0.206897,360.0,7.6
2022-03-09 23:00:00,99.0,1014.0,0.5,15.3,15.5,0.172414,360.0,11.2
2022-03-10 00:00:00,99.0,1014.0,0.2,14.7,14.9,0.189655,350.0,5.4
2022-03-10 01:00:00,94.0,1015.0,0.5,16.6,14.9,0.189655,340.0,11.2
2022-03-10 02:00:00,93.0,1016.0,0.4,16.4,14.5,0.189655,300.0,5.4
2022-03-10 03:00:00,94.0,1016.0,1.3,15.6,14.2,0.189655,310.0,7.6
2022-03-10 04:00:00,94.0,1016.0,1.3,15.7,13.7,0.172414,110.0,7.6
2022-03-10 05:00:00,94.0,1014.0,1.5,15.2,13.9,0.155172,190.0,9.4
2022-03-10 06:00:00,93.0,1014.0,0.8,14.6,14.1,0.155172,70.0,9.4
2022-03-10 07:00:00,94.0,1014.0,0.3,14.4,14.3,0.137931,100.0,5.4
2022-03-10 08:00:00,97.0,1014.0,0.0,14.3,14.5,0.137931,320.0,18.4
2022-03-10 09:00:00,98.0,1014.0,0.0,14.1,14.4,0.103448,10.0,9.4
2022-03-10 10:00:00,97.0,1015.0,0.2,13.9,14.4,0.12069,350.0,11.2
2022-03-10 11:00:00,95.0,1015.0,0.2,13.7,13.8,0.155172,360.0,14.8
2022-03-10 12:00:00,95.0,1017.0,0.5,13.8,14.0,0.206897,140.0,5.4
2022-03-10 13:00:00,93.0,1016.0,0.5,14.3,14.1,0.241379,340.0,9.4
2022-03-10 14:00:00,89.0,1017.0,3.0,14.8,14.6,0.206897,60.0,5.4
2022-03-10 15:00:00,84.0,1017.0,0.1,15.4,15.2,0.206897,110.0,7.6
2022-03-10 16:00:00,100.0,1017.0,0.0,17.0,16.0,0.189655,20.0,9.4
2022-03-10 17:00:00,100.0,1017.0,0.7,17.0,16.9,0.189655,50.0,11.2
2022-03-10 18:00:00,99.0,1016.0,1.0,17.8,17.2,0.12069,50.0,9.4
2022-03-10 19:00:00,98.0,1015.0,0.0,17.7,18.0,0.086207,70.0,9.4
2022-03-10 20:00:00,90.0,1015.0,0.0,17.7,19.4,0.086207,50.0,7.6
2022-03-10 21:00:00,83.0,1015.0,0.0,17.1,20.1,0.068966,70.0,9.4
2022-03-10 22:00:00,81.0,1015.0,0.0,17.1,20.5,0.017241,140.0,5.4
2022-03-10 23:00:00,79.0,1016.0,0.0,16.9,20.7,0.068966,120.0,9.4
2022-03-11 00:00:00,88.0,1016.0,0.0,17.6,19.6,0.172414,140.0,5.4
2022-03-11 01:00:00,95.0,1016.0,0.0,17.8,18.6,0.206897,0.0,0.0
2022-03-11 02:00:00,98.0,1017.0,0.0,17.1,17.4,0.206897,0.0,0.0
2022-03-11 03:00:00,95.0,1017.0,0.0,17.1,16.8,0.189655,0.0,0.0
2022-03-11 04:00:00,94.0,1017.0,0.0,16.9,16.3,0.172414,0.0,0.0
2022-03-11 05:00:00,94.0,1017.0,0.0,17.1,16.1,0.137931,0.0,0.0
2022-03-11 06:00:00,94.0,1016.0,0.0,17.0,16.2,0.12069,110.0,5.4
2022-03-11 07:00:00,94.0,1016.0,0.0,17.0,17.1,0.12069,120.0,5.4
2022-03-11 08:00:00,97.0,1015.0,0.0,16.7,17.7,0.12069,0.0,0.0
2022-03-11 09:00:00,97.0,1014.0,0.0,16.7,17.9,0.103448,50.0,7.6
2022-03-11 10:00:00,97.0,1015.0,0.2,16.8,18.0,0.12069,100.0,11.2
2022-03-11 11:00:00,98.0,1014.0,0.9,16.9,18.1,0.155172,90.0,13.0
2022-03-11 12:00:00,97.0,1014.0,1.5,16.9,17.8,0.206897,80.0,14.8
2022-03-11 13:00:00,97.0,1015.0,0.3,17.1,18.1,0.224138,100.0,9.4
2022-03-11 14:00:00,96.0,1015.0,1.3,17.5,18.4,0.224138,80.0,9.4
2022-03-11 15:00:00,93.0,1015.0,2.9,18.8,19.3,0.137931,110.0,11.2
2022-03-11 16:00:00,93.0,1015.0,8.8,18.9,20.1,0.189655,130.0,9.4
2022-03-11 17:00:00,86.0,1014.0,5.2,18.7,21.1,0.086207,130.0,11.2
2022-03-11 18:00:00,86.0,1013.0,5.5,18.4,20.8,0.12069,130.0,11.2
2022-03-11 19:00:00,98.0,1012.0,8.6,19.0,19.3,0.12069,0.0,0.0
2022-03-11 20:00:00,88.0,1010.0,12.2,18.3,19.4,0.103448,140.0,16.6
2022-03-11 21:00:00,99.0,1010.0,2.0,20.8,20.3,-0.051724,140.0,13.0
2022-03-11 22:00:00,99.0,1010.0,2.5,20.7,20.9,0.103448,170.0,5.4
2022-03-11 23:00:00,98.0,1010.0,0.5,21.0,21.3,0.137931,0.0,0.0
2022-03-12 00:00:00,98.0,1009.0,0.1,20.5,20.8,0.155172,180.0,9.4
2022-03-12 01:00:00,100.0,1009.0,0.0,20.3,20.3,0.172414,180.0,13.0
2022-03-12 02:00:00,97.0,1009.0,0.0,18.9,20.0,0.172414,170.0,11.2
2022-03-12 03:00:00,97.0,1007.0,0.0,19.1,20.1,0.172414,200.0,14.8
2022-03-12 04:00:00,99.0,1007.0,0.0,19.8,19.7,0.155172,170.0,9.4
2022-03-12 05:00:00,98.0,1005.0,0.0,19.7,20.0,0.137931,190.0,18.4
2022-03-12 06:00:00,93.0,1005.0,0.0,18.5,19.7,0.137931,200.0,25.9
2022-03-12 07:00:00,98.0,1002.0,0.2,19.3,19.6,0.12069,200.0,27.7
2022-03-12 08:00:00,96.0,1001.0,2.0,18.8,19.7,0.12069,200.0,31.7
2022-03-12 09:00:00,100.0,1004.0,6.3,15.0,20.0,0.12069,220.0,24.1
2022-03-12 10:00:00,99.0,1009.0,8.1,12.6,12.8,0.12069,310.0,42.5
2022-03-12 11:00:00,92.0,1010.0,0.2,9.4,10.6,0.12069,300.0,25.9
2022-03-12 12:00:00,84.0,1013.0,0.2,6.2,8.8,0.12069,330.0,37.1
2022-03-12 13:00:00,89.0,1015.0,0.0,5.1,6.8,0.137931,300.0,40.7
2022-03-12 14:00:00,74.0,1018.0,0.0,1.5,5.8,0.103448,310.0,48.2
2022-03-12 15:00:00,63.0,1019.0,0.0,-0.3,6.2,-0.051724,320.0,44.6
2022-03-12 16:00:00,54.0,1020.0,0.0,-2.0,6.7,-0.224138,310.0,42.5
2022-03-12 17:00:00,56.0,1020.0,0.0,-0.3,7.9,-0.344828,310.0,40.7
2022-03-12 18:00:00,44.0,1020.0,0.0,-2.5,9.1,-0.258621,320.0,37.1
2022-03-12 19:00:00,43.0,1020.0,0.0,-5.1,6.6,0.0,320.0,31.7
2022-03-12 20:00:00,35.0,1020.0,0.0,-6.6,8.0,-0.137931,320.0,29.5
2022-03-12 21:00:00,32.0,1022.0,0.0,-6.5,9.4,-0.241379,320.0,31.7
2022-03-12 22:00:00,30.0,1022.0,0.0,-7.1,9.7,-0.103448,340.0,25.9
2022-03-12 23:00:00,30.0,1024.0,0.0,-8.3,8.3,0.068966,340.0,31.7
2022-03-13 00:00:00,36.0,1025.0,0.0,-7.7,6.3,0.241379,350.0,20.5
2022-03-13 01:00:00,37.0,1026.0,0.0,-8.1,5.4,0.293103,340.0,24.1
2022-03-13 02:00:00,42.0,1027.0,0.0,-7.5,4.3,0.293103,340.0,13.0
2022-03-13 03:00:00,54.0,1028.0,0.0,-5.4,3.0,0.293103,340.0,11.2
2022-03-13 04:00:00,56.0,1029.0,0.0,-5.5,2.4,0.293103,340.0,11.2
2022-03-13 05:00:00,51.0,1029.0,0.0,-7.2,1.9,0.293103,350.0,11.2
2022-03-13 06:00:00,54.0,1030.0,0.0,-7.3,1.0,0.275862,360.0,9.4
2022-03-13 07:00:00,56.0,1029.0,0.0,-7.3,0.5,0.275862,360.0,11.2
2022-03-13 08:00:00,58.0,1030.0,0.0,-7.3,0.0,0.275862,20.0,5.4
2022-03-13 09:00:00,66.0,1030.0,0.0,-6.5,-0.9,0.293103,360.0,9.4
2022-03-13 10:00:00,73.0,1030.0,0.0,-5.7,-1.5,0.293103,10.0,7.6
2022-03-13 11:00:00,69.0,1031.0,0.0,-6.5,-1.6,0.293103,10.0,9.4
2022-03-13 12:00:00,73.0,1032.0,0.0,-6.3,-2.1,0.327586,40.0,7.6
2022-03-13 13:00:00,62.0,1033.0,0.0,-6.4,0.0,0.344828,30.0,11.2
2022-03-13 14:00:00,41.0,1033.0,0.0,-9.3,2.6,0.327586,40.0,24.1
2022-03-13 15:00:00,35.0,1033.0,0.0,-9.6,4.6,0.103448,50.0,16.6
2022-03-13 16:00:00,32.0,1033.0,0.0,-9.9,5.5,-0.068966,70.0,14.8
2022-03-13 17:00:00,31.0,1031.0,0.0,-8.8,7.2,-0.206897,120.0,7.6
2022-03-13 18:00:00,31.0,1031.0,0.0,-6.6,9.7,-0.275862,50.0,11.2
2022-03-13 19:00:00,25.0,1030.0,0.0,-7.6,11.8,-0.310345,60.0,14.8
2022-03-13 20:00:00,24.0,1029.0,0.0,-7.5,12.5,-0.310345,100.0,13.0
2022-03-13 21:00:00,20.0,1029.0,0.0,-8.9,13.7,-0.275862,50.0,11.2
2022-03-13 22:00:00,19.0,1029.0,0.0,-9.4,13.9,-0.224138,40.0,11.2
2022-03-13 23:00:00,21.0,1029.0,0.0,-8.4,13.5,-0.103448,40.0,7.6
2022-03-14 00:00:00,29.0,1030.0,0.0,-6.2,11.2,0.051724,20.0,7.6
2022-03-14 01:00:00,42.0,1030.0,0.0,-3.3,8.9,0.206897,40.0,5.4
2022-03-14 02:00:00,56.0,1031.0,0.0,-0.8,7.4,0.258621,0.0,0.0
2022-03-14 03:00:00,72.0,1031.0,0.0,0.7,5.3,0.258621,130.0,7.6
2022-03-14 04:00:00,75.0,1030.0,0.0,1.2,5.3,0.275862,90.0,7.6
2022-03-14 05:00:00,81.0,1030.0,0.0,1.6,4.6,0.258621,90.0,5.4
2022-03-14 06:00:00,74.0,1030.0,0.0,0.2,4.4,0.241379,100.0,5.4
2022-03-14 07:00:00,76.0,1028.0,0.0,-0.1,3.7,0.224138,0.0,0.0
2022-03-14 08:00:00,87.0,1028.0,0.0,1.1,3.1,0.224138,110.0,5.4
2022-03-14 09:00:00,90.0,1028.0,0.0,-0.4,1.1,0.241379,100.0,13.0
2022-03-14 10:00:00,80.0,1029.0,0.0,-0.6,2.5,0.258621,100.0,7.6
2022-03-14 11:00:00,79.0,1030.0,0.0,0.0,3.3,0.293103,20.0,7.6
2022-03-14 12:00:00,85.0,1030.0,0.0,0.2,2.5,0.362069,50.0,7.6
2022-03-14 13:00:00,90.0,1031.0,0.0,2.0,3.5,0.431034,30.0,11.2
2022-03-14 14:00:00,76.0,1031.0,0.0,4.1,8.1,0.413793,80.0,14.8
2022-03-14 15:00:00,52.0,1031.0,0.0,2.8,12.4,0.206897,80.0,16.6
2022-03-14 16:00:00,52.0,1030.0,0.0,6.1,15.9,0.0,80.0,14.8
2022-03-14 17:00:00,51.0,1029.0,0.0,7.3,17.6,-0.137931,130.0,9.4
2022-03-14 18:00:00,46.0,1028.0,0.0,8.0,20.0,-0.189655,50.0,14.8
2022-03-14 19:00:00,39.0,1027.0,0.0,7.1,21.6,-0.241379,110.0,13.0
2022-03-14 20:00:00,39.0,1026.0,0.0,6.2,20.7,-0.224138,180.0,11.2
2022-03-14 21:00:00,37.0,1026.0,0.0,5.6,20.8,-0.172414,140.0,13.0
2022-03-14 22:00:00,34.0,1026.0,0.0,5.2,21.7,-0.103448,140.0,13.0
2022-03-14 23:00:00,40.0,1026.0,0.0,6.8,20.9,-0.086207,110.0,11.2
2022-03-15 00:00:00,53.0,1026.0,0.0,8.3,18.0,0.051724,120.0,7.6
2022-03-15 01:00:00,65.0,1026.0,0.0,8.7,15.2,0.172414,0.0,0.0
2022-03-15 02:00:00,74.0,1027.0,0.0,9.1,13.7,0.206897,90.0,9.4
2022-03-15 03:00:00,76.0,1027.0,0.0,9.4,13.6,0.224138,80.0,7.6
2022-03-15 04:00:00,81.0,1026.0,0.0,10.9,14.1,0.206897,120.0,13.0
2022-03-15 05:00:00,82.0,1026.0,0.0,11.4,14.4,0.189655,120.0,13.0
2022-03-15 06:00:00,84.0,1025.0,0.0,11.3,14.0,0.172414,110.0,11.2
2022-03-15 07:00:00,86.0,1025.0,0.0,11.6,13.9,0.155172,110.0,13.0
2022-03-15 08:00:00,87.0,1024.0,0.0,11.4,13.5,0.155172,90.0,13.0
2022-03-15 09:00:00,88.0,1024.0,0.0,11.4,13.3,0.137931,90.0,13.0
2022-03-15 10:00:00,88.0,1024.0,0.0,11.4,13.3,0.155172,80.0,11.2
2022-03-15 11:00:00,89.0,1023.0,0.0,11.5,13.3,0.172414,100.0,13.0
2022-03-15 12:00:00,96.0,1023.0,0.0,12.2,12.8,0.241379,110.0,11.2
2022-03-15 13:00:00,93.0,1022.0,0.0,13.0,14.1,0.275862,130.0,13.0
2022-03-15 14:00:00,86.0,1022.0,0.0,14.4,16.8,0.293103,140.0,22.3
2022-03-15 15:00:00,75.0,1022.0,0.0,14.5,19.0,0.258621,140.0,22.3
2022-03-15 16:00:00,73.0,1022.0,0.0,14.7,19.7,0.137931,130.0,25.9
2022-03-15 17:00:00,73.0,1022.0,0.0,14.9,19.9,0.137931,120.0,16.6
2022-03-15 18:00:00,76.0,1022.0,1.4,15.6,20.0,0.224138,140.0,20.5
2022-03-15 19:00:00,79.0,1019.0,7.6,15.7,17.7,0.258621,160.0,9.4
2022-03-15 20:00:00,74.0,1020.0,6.1,15.3,17.2,0.258621,120.0,18.4
2022-03-15 21:00:00,99.0,1017.0,2.3,16.6,16.8,0.241379,130.0,27.7
2022-03-15 22:00:00,99.0,1017.0,2.3,16.8,16.8,0.189655,130.0,22.3
2022-03-15 23:00:00,99.0,1017.0,0.4,16.3,16.5,0.086207,130.0,20.5
2022-03-16 00:00:00,99.0,1017.0,0.5,16.2,16.4,0.172414,130.0,25.9
2022-03-16 01:00:00,99.0,1017.0,0.9,16.2,16.4,0.224138,130.0,29.5
2022-03-16 02:00:00,97.0,1017.0,0.3,16.2,16.7,0.206897,170.0,13.0
2022-03-16 03:00:00,96.0,1017.0,1.5,16.9,16.3,0.206897,140.0,18.4
2022-03-16 04:00:00,97.0,1016.0,0.5,17.0,16.6,0.189655,160.0,13.0
2022-03-16 05:00:00,98.0,1016.0,0.0,17.2,16.7,0.172414,150.0,14.8
2022-03-16 06:00:00,98.0,1016.0,0.0,17.2,17.0,0.172414,140.0,11.2
2022-03-16 07:00:00,99.0,1015.0,0.0,17.3,17.0,0.155172,160.0,11.2
2022-03-16 08:00:00,99.0,1015.0,0.0,16.5,17.1,0.155172,140.0,9.4
2022-03-16 09:00:00,97.0,1015.0,0.0,15.9,17.3,0.12069,160.0,9.4
2022-03-16 10:00:00,98.0,1015.0,0.7,16.1,17.0,0.137931,170.0,5.4
2022-03-16 11:00:00,98.0,1016.0,0.0,16.0,16.6,0.155172,150.0,9.4
2022-03-16 12:00:00,98.0,1016.0,0.0,15.8,16.6,0.206897,180.0,7.6
2022-03-16 13:00:00,97.0,1016.0,0.0,15.7,16.9,0.258621,160.0,11.2
2022-03-16 14:00:00,81.0,1017.0,0.0,16.6,18.5,0.241379,230.0,11.2
2022-03-16 15:00:00,81.0,1017.0,0.0,16.8,20.2,0.12069,210.0,13.0
2022-03-16 16:00:00,58.0,1016.0,0.0,13.5,22.1,-0.068966,220.0,16.6
2022-03-16 17:00:00,55.0,1016.0,0.0,13.2,22.7,-0.137931,230.0,20.5
2022-03-16 18:00:00,81.0,1014.0,0.3,15.7,19.0,-0.206897,210.0,11.2
2022-03-16 19:00:00,71.0,1013.0,0.1,15.5,21.0,-0.241379,220.0,16.6
2022-03-16 20:00:00,54.0,1013.0,0.0,14.0,23.9,-0.137931,230.0,20.5
2022-03-16 21:00:00,53.0,1012.0,0.1,13.5,23.6,0.068966,230.0,27.7
2022-03-16 22:00:00,52.0,1013.0,0.0,12.2,22.6,-0.068966,240.0,24.1
2022-03-16 23:00:00,49.0,1013.0,0.0,10.8,22.0,-0.017241,220.0,25.9
2022-03-17 00:00:00,58.0,1013.0,0.0,11.1,19.6,0.086207,230.0,14.8
2022-03-17 01:00:00,67.0,1015.0,0.0,11.5,17.7,0.189655,220.0,11.2
2022-03-17 02:00:00,74.0,1015.0,0.0,11.9,16.6,0.206897,230.0,9.4
2022-03-17 03:00:00,81.0,1015.0,0.0,12.3,15.5,0.206897,230.0,9.4
2022-03-17 04:00:00,90.0,1015.0,0.0,12.8,14.4,0.189655,220.0,13.0
2022-03-17 05:00:00,96.0,1015.0,0.0,13.2,13.8,0.172414,230.0,7.6
2022-03-17 06:00:00,99.0,1015.0,0.0,12.9,13.1,0.155172,220.0,9.4
2022-03-17 07:00:00,97.0,1015.0,0.0,12.0,12.8,0.137931,230.0,9.4
2022-03-17 08:00:00,98.0,1015.0,0.0,11.8,12.7,0.137931,250.0,5.4
2022-03-17 09:00:00,99.0,1015.0,0.0,11.4,11.9,0.12069,260.0,7.6
2022-03-17 10:00:00,99.0,1016.0,0.0,10.7,10.8,0.137931,230.0,5.4
2022-03-17 11:00:00,100.0,1016.0,0.0,9.8,11.0,0.155172,230.0,7.6
2022-03-17 12:00:00,100.0,1017.0,0.0,11.1,10.7,0.206897,240.0,7.6
2022-03-17 13:00:00,96.0,1017.0,0.0,14.4,12.1,0.275862,0.0,0.0
2022-03-17 14:00:00,96.0,1018.0,0.0,14.4,15.0,0.206897,80.0,7.6
2022-03-17 15:00:00,79.0,1018.0,0.0,13.7,17.4,0.051724,0.0,0.0
2022-03-17 16:00:00,60.0,1018.0,0.0,12.5,20.5,-0.051724,110.0,5.4
2022-03-17 17:00:00,54.0,1017.0,0.0,11.5,21.2,-0.12069,240.0,7.6
2022-03-17 18:00:00,49.0,1017.0,0.0,11.6,22.9,-0.034483,170.0,7.6
2022-03-17 19:00:00,44.0,1016.0,0.0,11.3,24.3,-0.172414,240.0,16.6
2022-03-17 20:00:00,46.0,1015.0,0.0,12.0,24.4,-0.103448,260.0,13.0
2022-03-17 21:00:00,44.0,1015.0,0.0,11.5,24.5,-0.189655,270.0,16.6
2022-03-17 22:00:00,45.0,1016.0,0.0,11.8,24.5,-0.137931,240.0,9.4
2022-03-17 23:00:00,46.0,1016.0,0.0,11.5,23.8,-0.051724,0.0,0.0
2022-03-18 00:00:00,60.0,1016.0,0.0,13.5,21.6,0.086207,250.0,5.4
2022-03-18 01:00:00,75.0,1016.0,0.0,14.0,18.5,0.172414,0.0,0.0
2022-03-18 02:00:00,79.0,1017.0,0.0,14.4,18.1,0.224138,190.0,16.6
2022-03-18 03:00:00,81.0,1018.0,0.0,14.0,17.3,0.206897,210.0,16.6
2022-03-18 04:00:00,88.0,1017.0,0.0,13.8,15.8,0.189655,220.0,9.4
2022-03-18 05:00:00,93.0,1017.0,0.0,13.8,14.9,0.172414,180.0,7.6
2022-03-18 06:00:00,99.0,1017.0,0.0,12.9,13.1,0.137931,0.0,0.0
2022-03-18 07:00:00,96.0,1016.0,0.0,12.3,12.1,0.12069,140.0,7.6
2022-03-18 08:00:00,97.0,1016.0,0.0,11.4,12.4,0.103448,150.0,7.6
2022-03-18 09:00:00,98.0,1016.0,0.0,11.9,14.3,0.103448,160.0,9.4
2022-03-18 10:00:00,99.0,1016.0,0.0,11.9,14.9,0.12069,130.0,7.6
2022-03-18 11:00:00,99.0,1016.0,0.0,12.6,15.5,0.155172,130.0,13.0
2022-03-18 12:00:00,97.0,1016.0,0.0,13.7,15.8,0.189655,150.0,13.0
2022-03-18 13:00:00,93.0,1016.0,0.0,14.4,16.5,0.241379,140.0,13.0
2022-03-18 14:00:00,67.0,1016.0,0.0,15.6,17.8,0.224138,130.0,20.5
2022-03-18 15:00:00,67.0,1017.0,0.1,15.3,21.7,0.155172,160.0,24.1
2022-03-18 16:00:00,56.0,1016.0,0.1,14.0,23.3,0.017241,180.0,22.3
2022-03-18 17:00:00,57.0,1016.0,0.2,15.6,24.7,0.017241,180.0,16.6
2022-03-18 18:00:00,58.0,1018.0,0.1,16.6,25.5,0.103448,170.0,24.1
2022-03-18 19:00:00,93.0,1016.0,0.5,14.6,15.7,0.103448,340.0,13.0
2022-03-18 20:00:00,77.0,1015.0,40.1,17.3,14.5,0.189655,90.0,24.1
2022-03-18 21:00:00,86.0,1018.0,31.0,18.6,15.1,0.172414,80.0,31.7
2022-03-18 22:00:00,100.0,1015.0,19.8,16.0,15.7,0.172414,20.0,18.4
2022-03-18 23:00:00,99.0,1015.0,17.8,15.9,16.1,0.172414,140.0,20.5
2022-03-19 00:00:00,100.0,1016.0,1.8,16.0,16.4,0.172414,140.0,7.6
2022-03-19 01:00:00,95.0,1016.0,0.0,18.3,16.3,0.172414,140.0,16.6
2022-03-19 02:00:00,96.0,1016.0,0.5,18.1,16.6,0.172414,170.0,22.3
2022-03-19 03:00:00,96.0,1016.0,0.0,18.2,17.0,0.172414,160.0,14.8
2022-03-19 04:00:00,99.0,1016.0,0.0,17.8,17.1,0.155172,180.0,14.8
2022-03-19 05:00:00,99.0,1016.0,0.0,18.1,18.3,0.137931,180.0,22.3
2022-03-19 06:00:00,98.0,1016.0,0.0,17.4,17.7,0.137931,180.0,27.7
2022-03-19 07:00:00,100.0,1016.0,0.0,17.6,17.6,0.12069,180.0,22.3
2022-03-19 08:00:00,100.0,1014.0,0.0,18.0,17.8,0.12069,170.0,24.1
2022-03-19 09:00:00,100.0,1015.0,0.0,18.1,18.1,0.12069,170.0,22.3
2022-03-19 10:00:00,95.0,1016.0,5.3,17.8,18.2,0.12069,210.0,18.4
2022-03-19 11:00:00,96.0,1017.0,0.5,17.8,18.0,0.137931,190.0,14.8
2022-03-19 12:00:00,97.0,1018.0,0.0,18.0,18.3,0.172414,190.0,13.0
2022-03-19 13:00:00,96.0,1018.0,0.3,18.0,19.0,0.189655,200.0,13.0
2022-03-19 14:00:00,97.0,1018.0,3.0,18.3,19.7,0.172414,200.0,13.0
2022-03-19 15:00:00,94.0,1019.0,9.4,16.0,20.0,0.172414,240.0,11.2
2022-03-19 16:00:00,94.0,1020.0,0.3,15.9,16.9,0.103448,310.0,20.5
2022-03-19 17:00:00,99.0,1019.0,2.3,17.2,17.4,0.12069,280.0,13.0
2022-03-19 18:00:00,97.0,1019.0,1.8,17.1,17.6,0.017241,280.0,7.6
2022-03-19 19:00:00,87.0,1018.0,1.8,17.3,19.5,-0.086207,270.0,11.2
2022-03-19 20:00:00,77.0,1018.0,2.9,15.8,20.0,-0.12069,250.0,13.0
2022-03-19 21:00:00,78.0,1017.0,0.0,15.9,19.8,-0.086207,240.0,11.2
2022-03-19 22:00:00,91.0,1018.0,1.3,17.9,19.4,-0.12069,220.0,9.4
2022-03-19 23:00:00,89.0,1018.0,0.0,16.8,18.7,0.017241,220.0,14.8
2022-03-20 00:00:00,93.0,1018.0,0.0,16.9,18.0,0.103448,250.0,11.2
2022-03-20 01:00:00,98.0,1018.0,0.1,16.8,17.1,0.137931,290.0,7.6
2022-03-20 02:00:00,68.0,1020.0,0.0,11.1,17.1,0.155172,320.0,11.2
2022-03-20 03:00:00,81.0,1021.0,0.0,11.0,14.2,0.155172,190.0,5.4
2022-03-20 04:00:00,82.0,1021.0,0.0,10.3,13.3,0.155172,300.0,13.0
2022-03-20 05:00:00,73.0,1021.0,0.0,8.8,13.5,0.137931,310.0,13.0
2022-03-20 06:00:00,72.0,1022.0,0.0,8.0,12.9,0.12069,320.0,14.8
2022-03-20 07:00:00,73.0,1022.0,0.0,7.5,12.2,0.12069,330.0,14.8
2022-03-20 08:00:00,75.0,1022.0,0.0,7.2,11.5,0.12069,340.0,14.8
2022-03-20 09:00:00,77.0,1023.0,0.0,6.9,10.8,0.12069,360.0,9.4
2022-03-20 10:00:00,83.0,1023.0,0.0,6.9,9.6,0.12069,360.0,7.6
2022-03-20 11:00:00,90.0,1024.0,0.0,6.8,8.3,0.12069,350.0,11.2
2022-03-20 12:00:00,86.0,1025.0,0.0,6.3,8.5,0.137931,360.0,7.6
2022-03-20 13:00:00,77.0,1026.0,0.0,6.7,10.6,0.172414,10.0,9.4
2022-03-20 14:00:00,58.0,1026.0,0.0,5.0,13.1,0.12069,50.0,11.2
2022-03-20 15:00:00,44.0,1026.0,0.0,3.0,15.2,-0.051724,30.0,16.6
2022-03-20 16:00:00,33.0,1025.0,0.0,1.0,17.4,-0.206897,20.0,16.6
2022-03-20 17:00:00,30.0,1025.0,0.0,1.4,19.4,-0.310345,20.0,22.3
2022-03-20 18:00:00,29.0,1024.0,0.0,2.1,20.8,-0.37931,350.0,20.5
2022-03-20 19:00:00,25.0,1023.0,0.0,0.9,21.8,-0.396552,360.0,18.4
2022-03-20 20:00:00,25.0,1022.0,0.0,1.6,22.6,-0.396552,360.0,18.4
2022-03-20 21:00:00,25.0,1022.0,0.0,1.3,22.3,-0.344828,10.0,18.4
2022-03-20 22:00:00,27.0,1022.0,0.0,2.6,22.5,-0.275862,20.0,14.8
2022-03-20 23:00:00,28.0,1022.0,0.0,2.4,21.7,-0.137931,40.0,11.2
2022-03-21 00:00:00,38.0,1022.0,0.0,4.0,18.6,0.017241,0.0,0.0
2022-03-21 01:00:00,68.0,1023.0,0.0,8.9,14.7,0.137931,230.0,5.4
2022-03-21 02:00:00,56.0,1024.0,0.0,6.1,14.8,0.189655,0.0,0.0
2022-03-21 03:00:00,75.0,1024.0,0.0,7.5,11.8,0.189655,0.0,0.0
2022-03-21 04:00:00,75.0,1024.0,0.0,6.9,11.2,0.172414,0.0,0.0
