DT,prcp,dwpt,pres,rhum,temp,Amity,wdir,wspd
2022-03-25 00:00:00,0.0,6.6,1017.7,55.0,15.6,0.369843,210.0,5.4
2022-03-25 01:00:00,0.0,8.3,1017.0,62.0,15.6,0.421331,190.0,7.6
2022-03-25 02:00:00,0.0,7.9,1016.8,72.0,12.8,0.438226,170.0,9.4
2022-03-25 03:00:00,0.0,7.2,1016.8,74.0,11.7,0.443728,260.0,5.4
2022-03-25 04:00:00,0.0,7.8,1016.9,80.0,11.1,0.431859,0.0,0.0
2022-03-25 05:00:00,0.0,7.8,1017.0,86.0,10.0,0.379454,0.0,0.0
2022-03-25 06:00:00,0.0,7.2,1017.4,86.0,9.4,0.341654,0.0,0.0
2022-03-25 07:00:00,0.0,7.2,1017.5,89.0,8.9,0.323584,0.0,0.0
2022-03-25 08:00:00,0.0,6.1,1017.7,93.0,7.2,0.314205,0.0,0.0
2022-03-25 09:00:00,0.0,6.7,1017.4,93.0,7.8,0.312147,0.0,0.0
2022-03-25 10:00:00,0.0,4.0,1017.7,80.0,7.2,0.325402,240.0,9.4
2022-03-25 11:00:00,0.0,3.9,1017.7,86.0,6.1,0.344927,230.0,9.4
2022-03-25 12:00:00,0.0,3.8,1017.4,82.0,6.7,0.405251,0.0,0.0
2022-03-25 13:00:00,0.0,3.9,1018.0,86.0,6.1,0.456064,0.0,0.0
2022-03-25 14:00:00,0.0,3.3,1018.4,85.0,5.6,0.489991,0.0,0.0
2022-03-25 15:00:00,0.0,3.3,1018.7,89.0,5.0,0.500033,0.0,0.0
2022-03-25 16:00:00,0.0,4.0,1019.0,80.0,7.2,0.437317,0.0,0.0
2022-03-25 17:00:00,0.0,3.9,1019.5,71.0,8.9,0.364114,240.0,9.4
2022-03-25 18:00:00,0.0,4.5,1019.5,66.0,10.6,0.280616,230.0,14.8
2022-03-25 19:00:00,0.0,5.6,1019.7,69.0,11.1,0.219231,200.0,14.8
2022-03-25 20:00:00,0.0,5.0,1019.6,59.0,12.8,0.209796,170.0,7.6
2022-03-25 21:00:00,0.0,6.0,1018.8,57.0,14.4,0.203855,130.0,9.4
2022-03-25 22:00:00,0.0,0.8,1018.1,38.0,15.0,0.185825,270.0,5.4
2022-03-25 23:00:00,0.0,1.0,1017.6,36.0,16.1,0.282819,130.0,5.4
2022-03-26 00:00:00,0.0,4.3,1017.3,47.0,15.6,0.344882,190.0,9.4
2022-03-26 01:00:00,0.0,5.5,1017.1,53.0,15.0,0.400953,90.0,9.4
2022-03-26 02:00:00,0.0,6.7,1016.8,60.0,14.4,0.415195,0.0,0.0
2022-03-26 03:00:00,0.0,7.2,1016.5,74.0,11.7,0.430859,210.0,7.6
2022-03-26 04:00:00,0.0,7.2,1016.7,83.0,10.0,0.403871,230.0,13.0
2022-03-26 05:00:00,0.0,6.7,1016.7,83.0,9.4,0.371561,0.0,0.0
2022-03-26 06:00:00,0.0,6.2,1016.4,83.0,8.9,0.337032,250.0,5.4
2022-03-26 07:00:00,0.0,6.7,1016.5,86.0,8.9,0.310012,280.0,5.4
2022-03-26 08:00:00,0.0,6.7,1016.6,86.0,8.9,0.298034,270.0,5.4
2022-03-26 09:00:00,0.0,6.7,1016.4,86.0,8.9,0.292333,0.0,0.0
2022-03-26 10:00:00,0.0,7.2,1016.3,89.0,8.9,0.299477,0.0,0.0
2022-03-26 11:00:00,0.0,7.2,1015.9,89.0,8.9,0.299798,0.0,0.0
2022-03-26 12:00:00,0.0,7.8,1015.7,93.0,8.9,0.333166,50.0,5.4
2022-03-26 13:00:00,0.0,7.2,1015.4,89.0,8.9,0.376331,50.0,5.4
2022-03-26 14:00:00,0.0,7.2,1015.5,86.0,9.4,0.430939,0.0,0.0
2022-03-26 15:00:00,0.0,7.8,1015.5,90.0,9.4,0.445475,0.0,0.0
2022-03-26 16:00:00,0.0,8.4,1015.1,86.0,10.6,0.421083,0.0,0.0
2022-03-26 17:00:00,0.0,8.9,1014.5,83.0,11.7,0.326827,150.0,11.2
2022-03-26 18:00:00,0.0,9.4,1014.2,80.0,12.8,0.356052,310.0,5.4
2022-03-26 19:00:00,0.0,9.9,1013.7,77.0,13.9,0.246904,310.0,9.4
2022-03-26 20:00:00,0.0,10.0,1012.9,72.0,15.0,0.251125,0.0,0.0
2022-03-26 21:00:00,0.0,10.5,1012.2,67.0,16.7,0.24663,360.0,7.6
2022-03-26 22:00:00,0.0,10.6,1011.2,65.0,17.2,0.308268,360.0,9.4
2022-03-26 23:00:00,0.0,10.6,1010.4,65.0,17.2,0.320694,360.0,11.2
2022-03-27 00:00:00,0.0,10.6,1009.6,65.0,17.2,0.351573,350.0,9.4
2022-03-27 01:00:00,0.0,10.6,1009.1,65.0,17.2,0.374933,10.0,7.6
2022-03-27 02:00:00,0.0,11.1,1008.5,72.0,16.1,0.401359,360.0,9.4
2022-03-27 03:00:00,0.0,10.6,1008.0,78.0,14.4,0.396965,350.0,7.6
2022-03-27 04:00:00,0.0,10.7,1007.8,81.0,13.9,0.385878,340.0,9.4
2022-03-27 05:00:00,0.0,10.7,1007.0,81.0,13.9,0.362124,340.0,16.6
2022-03-27 06:00:00,0.0,9.9,1006.9,86.0,12.2,0.310616,350.0,5.4
2022-03-27 07:00:00,0.0,8.9,1006.7,93.0,10.0,0.286375,250.0,5.4
2022-03-27 08:00:00,0.0,8.9,1006.3,89.0,10.6,0.275056,0.0,0.0
2022-03-27 09:00:00,0.0,8.3,1006.2,89.0,10.0,0.262711,290.0,7.6
2022-03-27 10:00:00,0.0,8.9,1005.9,93.0,10.0,0.25925,270.0,5.4
2022-03-27 11:00:00,0.0,8.3,1005.9,93.0,9.4,0.26658,0.0,0.0
2022-03-27 12:00:00,0.0,7.2,1005.9,96.0,7.8,0.293835,0.0,0.0
2022-03-27 13:00:00,0.0,7.9,1005.9,97.0,8.3,0.331948,360.0,9.4
2022-03-27 14:00:00,0.0,7.9,1005.8,97.0,8.3,0.377222,0.0,0.0
2022-03-27 15:00:00,0.0,7.9,1006.0,97.0,8.3,0.421892,0.0,0.0
2022-03-27 16:00:00,0.0,8.9,1005.6,97.0,9.4,0.421535,0.0,0.0
2022-03-27 17:00:00,0.0,10.0,1005.6,93.0,11.1,0.372773,0.0,0.0
2022-03-27 18:00:00,0.0,10.7,1005.6,87.0,12.8,0.325382,0.0,0.0
2022-03-27 19:00:00,0.0,11.2,1005.3,78.0,15.0,0.287449,0.0,0.0
2022-03-27 20:00:00,0.0,10.6,1004.7,70.0,16.1,0.213397,0.0,0.0
2022-03-27 21:00:00,0.0,10.7,1004.1,63.0,17.8,0.224224,0.0,0.0
2022-03-27 22:00:00,0.0,11.8,1003.6,68.0,17.8,0.271983,198.0,5.4
2022-03-27 23:00:00,0.0,11.6,1003.2,65.0,18.3,0.353056,0.0,0.0
2022-03-28 00:00:00,0.0,12.2,1002.9,65.0,18.9,0.403459,0.0,0.0
2022-03-28 01:00:00,0.0,12.7,1002.4,70.0,18.3,0.419282,40.0,7.6
2022-03-28 02:00:00,0.0,13.2,1003.0,80.0,16.7,0.44053,190.0,5.4
2022-03-28 03:00:00,0.0,12.7,1002.9,83.0,15.6,0.457336,180.0,7.6
2022-03-28 04:00:00,0.0,11.2,1002.8,75.0,15.6,0.403945,330.0,11.2
2022-03-28 05:00:00,0.0,9.9,1002.8,80.0,13.3,0.343652,220.0,7.6
2022-03-28 06:00:00,0.0,9.4,1003.6,83.0,12.2,0.303181,240.0,16.6
2022-03-28 07:00:00,0.0,8.4,1004.0,80.0,11.7,0.276181,230.0,14.8
2022-03-28 08:00:00,0.0,7.8,1004.6,80.0,11.1,0.265008,0.0,0.0
2022-03-28 09:00:00,0.0,6.0,1004.8,66.0,12.2,0.254033,0.0,0.0
2022-03-28 10:00:00,0.0,6.7,1004.9,80.0,10.0,0.259566,230.0,9.4
2022-03-28 11:00:00,0.0,7.8,1005.3,83.0,10.6,0.273968,220.0,14.8
2022-03-28 12:00:00,0.0,7.8,1005.7,86.0,10.0,0.333189,260.0,9.4
2022-03-28 13:00:00,0.0,7.8,1006.3,86.0,10.0,0.404298,270.0,5.4
2022-03-28 14:00:00,0.0,7.8,1006.8,86.0,10.0,0.444843,0.0,0.0
2022-03-28 15:00:00,0.0,7.8,1007.3,86.0,10.0,0.42666,0.0,0.0
2022-03-28 16:00:00,0.0,8.4,1007.5,86.0,10.6,0.404048,0.0,0.0
2022-03-28 17:00:00,0.0,8.4,1007.9,80.0,11.7,0.352366,0.0,0.0
2022-03-28 18:00:00,0.0,8.9,1008.5,80.0,12.2,0.393328,220.0,7.6
2022-03-28 19:00:00,0.0,8.9,1008.7,72.0,13.9,0.377119,190.0,9.4
2022-03-28 20:00:00,0.0,8.3,1008.9,69.0,13.9,0.35756,230.0,7.6
2022-03-28 21:00:00,0.0,9.0,1009.0,70.0,14.4,0.369359,200.0,11.2
2022-03-28 22:00:00,0.1,9.9,1008.9,77.0,13.9,0.370749,210.0,11.2
2022-03-28 23:00:00,0.2,9.9,1009.2,80.0,13.3,0.415538,240.0,11.2
2022-03-29 00:00:00,0.2,10.6,1010.0,93.0,11.7,0.463352,10.0,7.6
2022-03-29 01:00:00,0.3,10.6,1010.0,90.0,12.2,0.466531,0.0,0.0
2022-03-29 02:00:00,0.3,11.1,1010.4,93.0,12.2,0.452125,230.0,9.4
2022-03-29 03:00:00,0.0,10.0,1011.0,93.0,11.1,0.45378,230.0,11.2
2022-03-29 04:00:00,0.0,8.9,1012.0,89.0,10.6,0.419251,220.0,13.0
2022-03-29 05:00:00,0.0,7.8,1013.1,90.0,9.4,0.373068,240.0,13.0
2022-03-29 06:00:00,0.0,6.8,1013.7,90.0,8.3,0.33586,230.0,11.2
2022-03-29 07:00:00,0.0,6.1,1014.5,93.0,7.2,0.326792,230.0,13.0
2022-03-29 08:00:00,0.0,5.1,1014.9,93.0,6.1,0.315327,240.0,9.4
2022-03-29 09:00:00,0.0,5.1,1015.4,93.0,6.1,0.308365,260.0,11.2
2022-03-29 10:00:00,0.0,4.4,1016.0,96.0,5.0,0.332287,250.0,7.6
2022-03-29 11:00:00,0.0,5.1,1015.9,93.0,6.1,0.37056,290.0,7.6
2022-03-29 12:00:00,0.0,5.1,1016.1,93.0,6.1,0.449124,290.0,5.4
2022-03-29 13:00:00,0.0,5.7,1016.4,97.0,6.1,0.518415,0.0,0.0
2022-03-29 14:00:00,0.0,5.7,1016.6,97.0,6.1,0.545505,270.0,5.4
2022-03-29 15:00:00,0.0,5.6,1017.2,93.0,6.7,0.535543,250.0,7.6
2022-03-29 16:00:00,0.0,5.6,1017.8,93.0,6.7,0.500538,250.0,5.4
2022-03-29 17:00:00,0.0,6.1,1018.0,86.0,8.3,0.4581,0.0,0.0
2022-03-29 18:00:00,0.0,7.2,1018.6,86.0,9.4,0.42139,0.0,0.0
2022-03-29 19:00:00,0.0,7.3,1019.0,80.0,10.6,0.370133,0.0,0.0
2022-03-29 20:00:00,0.0,7.8,1019.0,80.0,11.1,0.318274,0.0,0.0
2022-03-29 21:00:00,0.0,8.3,1019.0,74.0,12.8,0.285441,0.0,0.0
2022-03-29 22:00:00,0.0,9.3,1018.7,74.0,13.9,0.323366,230.0,9.4
2022-03-29 23:00:00,0.0,9.4,1018.3,72.0,14.4,0.326625,190.0,11.2
2022-03-30 00:00:00,0.0,10.0,1018.0,72.0,15.0,0.359979,180.0,9.4
2022-03-30 01:00:00,0.0,9.5,1017.8,67.0,15.6,0.436389,160.0,5.4
2022-03-30 02:00:00,0.0,8.4,1017.8,72.0,13.3,0.468269,240.0,13.0
2022-03-30 03:00:00,0.0,6.0,1018.5,71.0,11.1,0.481738,240.0,20.5
2022-03-30 04:00:00,0.0,5.0,1019.0,74.0,9.4,0.448454,240.0,27.7
2022-03-30 05:00:00,0.0,3.9,1019.6,74.0,8.3,0.39179,250.0,25.9
2022-03-30 06:00:00,0.0,3.8,1020.2,76.0,7.8,0.352581,240.0,24.1
2022-03-30 07:00:00,0.0,3.3,1020.7,79.0,6.7,0.338581,230.0,13.0
2022-03-30 08:00:00,0.0,3.3,1021.6,79.0,6.7,0.333313,250.0,11.2
2022-03-30 09:00:00,0.0,4.4,1022.5,79.0,7.8,0.331866,200.0,9.4
2022-03-30 10:00:00,0.0,3.8,1022.3,76.0,7.8,0.337581,190.0,11.2
2022-03-30 11:00:00,0.0,3.8,1023.0,76.0,7.8,0.364374,220.0,11.2
2022-03-30 12:00:00,0.0,4.0,1022.8,80.0,7.2,0.431564,220.0,11.2
2022-03-30 13:00:00,0.0,4.4,1022.7,79.0,7.8,0.494142,200.0,11.2
2022-03-30 14:00:00,0.0,4.3,1022.9,82.0,7.2,0.532616,200.0,11.2
2022-03-30 15:00:00,0.0,5.1,1023.2,83.0,7.8,0.530908,210.0,11.2
2022-03-30 16:00:00,0.0,5.6,1023.7,86.0,7.8,0.480022,200.0,16.6
2022-03-30 17:00:00,0.0,6.2,1024.1,83.0,8.9,0.399297,210.0,16.6
2022-03-30 18:00:00,0.0,6.2,1024.6,77.0,10.0,0.291043,230.0,14.8
2022-03-30 19:00:00,0.0,4.9,1024.7,68.0,10.6,0.243456,260.0,5.4
2022-03-30 20:00:00,0.0,3.9,1024.8,57.0,12.2,0.244244,260.0,9.4
2022-03-30 21:00:00,0.0,2.9,1024.6,53.0,12.2,0.173391,280.0,9.4
2022-03-30 22:00:00,0.0,2.2,1024.4,47.0,13.3,0.260371,250.0,18.4
2022-03-30 23:00:00,0.0,1.6,1024.2,45.0,13.3,0.268716,270.0,11.2
2022-03-31 00:00:00,0.0,1.2,1024.2,45.0,12.8,0.34121,310.0,22.3
2022-03-31 01:00:00,0.0,2.2,1024.2,52.0,11.7,0.427514,280.0,14.8
2022-03-31 02:00:00,0.0,2.2,1024.3,56.0,10.6,0.475095,280.0,16.6
2022-03-31 03:00:00,0.0,2.9,1024.6,71.0,7.8,0.501094,280.0,9.4
2022-03-31 04:00:00,0.0,2.2,1024.9,73.0,6.7,0.47382,250.0,11.2
2022-03-31 05:00:00,0.0,2.2,1024.9,73.0,6.7,0.416972,280.0,9.4
2022-03-31 06:00:00,0.0,1.8,1025.5,83.0,4.4,0.369902,240.0,14.8
2022-03-31 07:00:00,0.0,2.3,1025.4,89.0,3.9,0.360035,0.0,0.0
2022-03-31 08:00:00,0.0,2.3,1025.3,89.0,3.9,0.379131,280.0,5.4
2022-03-31 09:00:00,0.0,2.3,1025.1,89.0,3.9,0.401821,0.0,0.0
2022-03-31 10:00:00,0.0,2.9,1025.2,93.0,3.9,0.424512,0.0,0.0
2022-03-31 11:00:00,0.0,2.3,1025.1,89.0,3.9,0.447203,310.0,7.6
2022-03-31 12:00:00,0.0,2.3,1024.7,89.0,3.9,0.48461,310.0,5.4
2022-03-31 13:00:00,0.0,2.3,1024.5,89.0,3.9,0.560566,290.0,5.4
2022-03-31 14:00:00,0.0,1.2,1024.7,89.0,2.8,0.601636,320.0,7.6
2022-03-31 15:00:00,0.0,2.3,1024.9,89.0,3.9,0.552662,350.0,5.4
2022-03-31 16:00:00,0.0,3.3,1025.1,85.0,5.6,0.439088,270.0,5.4
2022-03-31 17:00:00,0.0,3.3,1025.1,76.0,7.2,0.343938,260.0,5.4
2022-03-31 18:00:00,0.0,2.7,1024.9,63.0,9.4,0.290935,320.0,7.6
2022-03-31 19:00:00,0.0,2.1,1024.2,54.0,11.1,0.32324,248.0,7.6
2022-03-31 20:00:00,0.0,1.1,1024.2,52.0,10.6,0.333092,0.0,0.0
2022-03-31 21:00:00,0.0,1.6,1023.7,50.0,11.7,0.304333,0.0,0.0
2022-03-31 22:00:00,0.0,2.9,1023.1,53.0,12.2,0.317132,293.0,5.4
2022-03-31 23:00:00,0.0,2.1,1022.7,50.0,12.2,0.374294,0.0,0.0
2022-04-01 00:00:00,0.0,3.2,1022.2,56.0,11.7,0.405022,0.0,0.0
2022-04-01 01:00:00,0.0,4.9,1021.9,68.0,10.6,0.457883,330.0,11.2
2022-04-01 02:00:00,0.0,3.9,1021.4,61.0,11.1,0.469487,340.0,5.4
2022-04-01 03:00:00,0.0,4.3,1021.3,73.0,8.9,0.469348,350.0,9.4
2022-04-01 04:00:00,0.0,5.1,1021.7,77.0,8.9,0.443221,330.0,9.4
2022-04-01 05:00:00,0.0,3.8,1021.8,82.0,6.7,0.397084,300.0,5.4
2022-04-01 06:00:00,0.0,3.3,1021.6,85.0,5.6,0.365723,0.0,0.0
2022-04-01 07:00:00,0.0,3.3,1021.5,89.0,5.0,0.352813,0.0,0.0
2022-04-01 08:00:00,0.0,2.3,1021.7,89.0,3.9,0.369225,290.0,7.6
2022-04-01 09:00:00,0.0,2.2,1021.8,96.0,2.8,0.36678,280.0,5.4
2022-04-01 10:00:00,0.0,2.3,1021.2,93.0,3.3,0.382483,0.0,0.0
2022-04-01 11:00:00,0.0,1.8,1021.4,93.0,2.8,0.422055,300.0,5.4
2022-04-01 12:00:00,0.0,1.0,1021.2,92.0,2.2,0.497343,0.0,0.0
2022-04-01 13:00:00,0.0,0.5,1021.0,92.0,1.7,0.568652,0.0,0.0
2022-04-01 14:00:00,0.0,0.5,1021.3,92.0,1.7,0.606115,310.0,7.6
2022-04-01 15:00:00,0.0,2.2,1021.2,96.0,2.8,0.567897,0.0,0.0
2022-04-01 16:00:00,0.0,3.4,1021.0,93.0,4.4,0.495858,0.0,0.0
2022-04-01 17:00:00,0.0,3.8,1020.9,82.0,6.7,0.356238,0.0,0.0
2022-04-01 18:00:00,0.0,3.9,1021.3,71.0,8.9,0.26026,320.0,5.4
2022-04-01 19:00:00,0.0,3.8,1020.5,63.0,10.6,0.209575,240.0,5.4
2022-04-01 20:00:00,0.0,6.2,1020.1,69.0,11.7,0.196331,0.0,0.0
2022-04-01 21:00:00,0.0,4.4,1019.4,55.0,13.3,0.200853,150.0,9.4
2022-04-01 22:00:00,0.0,6.0,1018.7,57.0,14.4,0.292258,100.0,11.2
2022-04-01 23:00:00,0.0,4.4,1018.1,51.0,14.4,0.3662,240.0,11.2
2022-04-02 00:00:00,0.0,5.5,1017.9,57.0,13.9,0.438535,220.0,18.4
2022-04-02 01:00:00,0.2,4.5,1018.7,66.0,10.6,0.449448,250.0,24.1
2022-04-02 02:00:00,0.0,5.1,1019.0,77.0,8.9,0.463615,220.0,13.0
2022-04-02 03:00:00,0.0,5.6,1019.0,83.0,8.3,0.462146,220.0,13.0
2022-04-02 04:00:00,0.0,5.1,1019.2,80.0,8.3,0.435049,220.0,11.2
2022-04-02 05:00:00,0.3,5.6,1019.8,83.0,8.3,0.404367,240.0,11.2
2022-04-02 06:00:00,0.8,6.1,1020.3,89.0,7.8,0.364825,250.0,11.2
2022-04-02 07:00:00,0.5,5.7,1020.9,90.0,7.2,0.346715,240.0,16.6
2022-04-02 08:00:00,0.0,5.0,1021.5,89.0,6.7,0.327711,230.0,16.6
2022-04-02 09:00:00,0.0,4.0,1022.2,93.0,5.0,0.335106,230.0,13.0
2022-04-02 10:00:00,0.0,3.9,1022.9,89.0,5.6,0.34256,240.0,16.6
2022-04-02 11:00:00,0.3,4.0,1023.4,93.0,5.0,0.36847,230.0,11.2
2022-04-02 12:00:00,0.0,2.9,1023.6,97.0,3.3,0.411142,210.0,11.2
2022-04-02 13:00:00,0.0,4.4,1024.0,92.0,5.6,0.452024,220.0,14.8
2022-04-02 14:00:00,0.0,5.0,1024.6,89.0,6.7,0.504347,230.0,14.8
2022-04-02 15:00:00,0.0,5.0,1025.4,89.0,6.7,0.521698,260.0,7.6
2022-04-02 16:00:00,0.0,5.1,1026.0,83.0,7.8,0.46604,240.0,5.4
2022-04-02 17:00:00,0.1,5.6,1026.2,80.0,8.9,0.37244,180.0,9.4
2022-04-02 18:00:00,0.0,5.0,1026.4,71.0,10.0,0.349254,230.0,7.6
2022-04-02 19:00:00,0.0,4.3,1026.4,63.0,11.1,0.223717,230.0,9.4
2022-04-02 20:00:00,0.0,5.7,1026.1,62.0,12.8,0.188246,150.0,11.2
2022-04-02 21:00:00,0.0,4.4,1025.5,55.0,13.3,0.209441,150.0,14.8
2022-04-02 22:00:00,0.0,3.9,1025.0,53.0,13.3,0.23846,160.0,11.2
2022-04-02 23:00:00,0.0,4.4,1024.4,55.0,13.3,0.263506,130.0,9.4
2022-04-03 00:00:00,0.0,2.2,1023.7,47.0,13.3,0.336906,0.0,0.0
2022-04-03 01:00:00,0.0,3.4,1023.2,49.0,13.9,0.377919,100.0,5.4
2022-04-03 02:00:00,0.0,3.2,1022.7,52.0,12.8,0.42422,50.0,5.4
2022-04-03 03:00:00,0.0,3.8,1022.2,63.0,10.6,0.42675,0.0,0.0
2022-04-03 04:00:00,0.0,3.9,1021.9,74.0,8.3,0.412446,150.0,7.6
2022-04-03 05:00:00,0.0,3.8,1021.9,76.0,7.8,0.38223,330.0,5.4
2022-04-03 06:00:00,0.0,4.0,1021.5,80.0,7.2,0.369116,340.0,5.4
2022-04-03 07:00:00,0.0,3.3,1021.0,89.0,5.0,0.336827,300.0,9.4
2022-04-03 08:00:00,0.0,3.3,1020.3,89.0,5.0,0.328785,330.0,7.6
2022-04-03 09:00:00,0.0,3.3,1019.9,85.0,5.6,0.325296,280.0,5.4
2022-04-03 10:00:00,0.0,3.3,1019.5,89.0,5.0,0.337332,0.0,0.0
2022-04-03 11:00:00,0.0,3.3,1019.2,89.0,5.0,0.348625,0.0,0.0
2022-04-03 12:00:00,0.0,4.0,1019.1,93.0,5.0,0.382158,0.0,0.0
2022-04-03 13:00:00,0.0,4.0,1018.7,93.0,5.0,0.424545,100.0,7.6
2022-04-03 14:00:00,0.0,4.0,1018.9,93.0,5.0,0.479276,0.0,0.0
2022-04-03 15:00:00,0.0,4.4,1018.9,89.0,6.1,0.516913,10.0,5.4
2022-04-03 16:00:00,0.0,5.0,1018.9,86.0,7.2,0.508061,150.0,7.6
2022-04-03 17:00:00,0.0,5.1,1018.6,80.0,8.3,0.429049,140.0,11.2
2022-04-03 18:00:00,0.0,6.2,1018.1,77.0,10.0,0.376852,180.0,13.0
2022-04-03 19:00:00,0.0,5.6,1018.1,69.0,11.1,0.339388,210.0,18.4
2022-04-03 20:00:00,0.0,5.6,1017.5,66.0,11.7,0.436289,190.0,22.3
2022-04-03 21:00:00,0.0,6.6,1016.8,71.0,11.7,0.458545,190.0,22.3
2022-04-03 22:00:00,0.0,6.6,1016.0,71.0,11.7,0.450249,200.0,20.5
2022-04-03 23:00:00,0.3,6.6,1015.1,71.0,11.7,0.479009,200.0,22.3
2022-04-04 00:00:00,0.0,7.2,1014.3,74.0,11.7,0.507334,200.0,14.8
2022-04-04 01:00:00,0.3,6.6,1013.1,71.0,11.7,0.525909,200.0,29.5
2022-04-04 02:00:00,0.0,6.0,1012.1,71.0,11.1,0.539476,210.0,27.7
2022-04-04 03:00:00,0.0,6.2,1011.5,74.0,10.6,0.525241,200.0,29.5
2022-04-04 04:00:00,0.3,6.7,1010.5,83.0,9.4,0.484669,190.0,27.7
2022-04-04 05:00:00,1.4,6.7,1009.2,83.0,9.4,0.4245,180.0,29.5
2022-04-04 06:00:00,0.8,6.7,1007.7,83.0,9.4,0.391934,180.0,29.5
2022-04-04 07:00:00,0.8,7.2,1006.4,86.0,9.4,0.365507,180.0,24.1
2022-04-04 08:00:00,1.0,7.2,1005.0,89.0,8.9,0.356993,180.0,29.5
2022-04-04 09:00:00,3.0,7.2,1003.8,89.0,8.9,0.350288,180.0,38.9
2022-04-04 10:00:00,4.6,7.8,1002.9,90.0,9.4,0.354781,180.0,33.5
2022-04-04 11:00:00,4.6,7.8,1002.5,90.0,9.4,0.375638,190.0,38.9
2022-04-04 12:00:00,3.6,8.3,1002.2,93.0,9.4,0.441544,190.0,35.3
2022-04-04 13:00:00,1.0,8.3,1003.0,89.0,10.0,0.517864,240.0,22.3
2022-04-04 14:00:00,0.8,6.7,1004.2,86.0,8.9,0.553048,250.0,25.9
2022-04-04 15:00:00,0.5,6.7,1004.8,93.0,7.8,0.516226,230.0,9.4
2022-04-04 16:00:00,0.3,6.8,1004.6,90.0,8.3,0.474027,190.0,13.0
2022-04-04 17:00:00,1.0,6.1,1005.8,80.0,9.4,0.365412,250.0,25.9
2022-04-04 18:00:00,0.0,6.0,1006.9,71.0,11.1,0.298483,260.0,35.3
2022-04-04 19:00:00,0.1,5.0,1008.2,66.0,11.1,0.237983,250.0,44.6
2022-04-04 20:00:00,0.0,4.3,1009.2,63.0,11.1,0.211786,250.0,38.9
2022-04-04 21:00:00,0.1,4.4,1010.0,59.0,12.2,0.219056,240.0,46.4
2022-04-04 22:00:00,0.0,2.9,1010.9,57.0,11.1,0.331152,270.0,37.1
2022-04-04 23:00:00,0.3,3.3,1012.9,73.0,7.8,0.395073,250.0,40.7
2022-04-05 00:00:00,0.3,3.4,1013.2,66.0,9.4,0.507496,240.0,37.1
2022-04-05 01:00:00,0.1,3.3,1013.9,73.0,7.8,0.562464,250.0,29.5
2022-04-05 02:00:00,0.0,1.6,1015.1,73.0,6.1,0.576963,230.0,25.9
2022-04-05 03:00:00,0.5,2.9,1016.4,86.0,5.0,0.558925,250.0,27.7
2022-04-05 04:00:00,0.0,2.3,1017.6,89.0,3.9,0.525311,200.0,14.8
2022-04-05 05:00:00,0.0,1.8,1018.4,86.0,3.9,0.473761,170.0,11.2
2022-04-05 06:00:00,0.0,2.8,1019.1,82.0,5.6,0.424204,200.0,18.4
2022-04-05 07:00:00,0.0,2.9,1020.0,86.0,5.0,0.40134,200.0,11.2
2022-04-05 08:00:00,0.5,1.7,1020.8,76.0,5.6,0.389374,220.0,18.4
2022-04-05 09:00:00,0.3,2.2,1021.6,82.0,5.0,0.387641,210.0,14.8
2022-04-05 10:00:00,0.0,1.8,1022.6,86.0,3.9,0.414605,190.0,14.8
2022-04-05 11:00:00,0.5,1.7,1023.6,79.0,5.0,0.445546,220.0,9.4
2022-04-05 12:00:00,0.0,1.7,1024.4,89.0,3.3,0.524918,180.0,13.0
2022-04-05 13:00:00,0.0,1.7,1025.3,89.0,3.3,0.612861,210.0,11.2
2022-04-05 14:00:00,0.0,1.2,1026.7,86.0,3.3,0.634999,250.0,16.6
2022-04-05 15:00:00,0.0,2.7,1027.7,89.0,4.4,0.564053,210.0,9.4
2022-04-05 16:00:00,0.0,3.3,1028.7,82.0,6.1,0.437715,190.0,7.6
2022-04-05 17:00:00,0.0,3.3,1029.5,71.0,8.3,0.357514,330.0,7.6
2022-04-05 18:00:00,2.0,2.2,1030.4,79.0,5.6,0.364463,330.0,25.9
2022-04-05 19:00:00,1.0,4.3,1030.3,76.0,8.3,0.330097,100.0,9.4
2022-04-05 20:00:00,0.8,4.4,1030.8,79.0,7.8,0.206077,60.0,9.4
2022-04-05 21:00:00,0.0,2.8,1030.3,61.0,10.0,0.206783,279.0,9.4
2022-04-05 22:00:00,0.0,2.1,1030.3,54.0,11.1,0.225419,281.0,5.4
2022-04-05 23:00:00,0.0,2.1,1029.9,50.0,12.2,0.303002,310.0,7.6
2022-04-06 00:00:00,0.0,1.2,1029.9,45.0,12.8,0.354323,310.0,9.4
2022-04-06 01:00:00,0.0,0.5,1029.8,48.0,11.1,0.434697,250.0,5.4
2022-04-06 02:00:00,0.0,0.0,1029.8,48.0,10.6,0.477783,310.0,11.2
2022-04-06 03:00:00,0.0,0.0,1030.1,56.0,8.3,0.495842,340.0,9.4
2022-04-06 04:00:00,0.0,0.0,1030.7,58.0,7.8,0.467202,0.0,0.0
2022-04-06 05:00:00,0.0,1.1,1031.2,73.0,5.6,0.422163,310.0,7.6
2022-04-06 06:00:00,0.0,0.6,1031.3,79.0,3.9,0.38087,310.0,7.6
2022-04-06 07:00:00,0.0,0.5,1031.5,85.0,2.8,0.367894,0.0,0.0
2022-04-06 08:00:00,0.0,0.0,1031.6,82.0,2.8,0.370187,340.0,11.2
