DT,dwpt,prcp,pres,rhum,wspd,Waianae,temp,wdir
2022-07-11 02:00:00,17.3,0.0,1018.7,52.0,23.0,0.0902129,28.1,73.0
2022-07-11 03:00:00,17.1,0.0,1018.6,52.0,22.7,0.246809,27.9,73.0
2022-07-11 04:00:00,18.9,0.0,1018.8,64.0,19.8,0.63234,26.2,73.0
2022-07-11 05:00:00,19.1,0.0,1019.0,70.0,18.0,0.805106,25.0,68.0
2022-07-11 06:00:00,19.8,0.0,1019.6,75.0,16.6,0.857021,24.5,70.0
2022-07-11 07:00:00,19.8,0.0,1020.1,76.0,15.5,0.851064,24.3,74.0
2022-07-11 08:00:00,19.9,0.0,1020.5,78.0,15.1,0.77617,24.0,69.0
2022-07-11 09:00:00,20.3,0.0,1020.5,82.0,14.0,0.713192,23.6,66.0
2022-07-11 10:00:00,20.8,0.0,1020.1,86.0,13.3,0.637447,23.3,66.0
2022-07-11 11:00:00,20.6,0.0,1019.5,86.0,14.0,0.590638,23.1,65.0
2022-07-11 12:00:00,20.5,0.0,1018.9,86.0,13.7,0.553191,23.0,70.0
2022-07-11 13:00:00,20.8,0.0,1018.3,86.0,14.0,0.534468,23.3,78.0
2022-07-11 14:00:00,20.6,0.0,1018.0,85.0,12.6,0.533617,23.3,72.0
2022-07-11 15:00:00,20.9,0.0,1018.1,86.0,11.9,0.54383,23.4,71.0
2022-07-11 16:00:00,20.6,0.0,1018.3,85.0,11.5,0.560851,23.3,77.0
2022-07-11 17:00:00,19.8,0.0,1018.8,78.0,14.0,0.415319,23.9,74.0
2022-07-11 18:00:00,19.5,0.0,1019.1,71.0,18.4,0.304681,25.1,79.0
2022-07-11 19:00:00,19.2,0.0,1019.4,64.0,19.8,0.06383,26.6,80.0
2022-07-11 20:00:00,18.4,0.0,1019.1,56.0,19.4,-0.17617,28.0,83.0
2022-07-11 21:00:00,17.8,0.0,1018.8,51.0,20.5,-0.0672339,29.0,83.0
2022-07-11 22:00:00,17.7,0.0,1018.5,48.0,20.9,-0.241702,29.9,83.0
2022-07-11 23:00:00,17.4,0.0,1017.8,46.0,20.2,-0.25617,30.3,82.0
2022-07-12 00:00:00,16.7,0.0,1017.2,45.0,19.8,-0.354042,29.9,78.0
2022-07-12 01:00:00,15.6,0.0,1017.3,42.0,18.0,-0.206808,29.9,72.0
2022-07-12 02:00:00,16.4,0.0,1016.8,46.0,18.4,-0.102128,29.2,72.0
2022-07-12 03:00:00,16.8,0.0,1016.8,51.0,18.7,0.366809,27.9,71.0
2022-07-12 04:00:00,17.5,0.0,1017.0,58.0,18.7,0.599149,26.4,69.0
2022-07-12 05:00:00,18.7,0.0,1017.4,68.0,16.9,0.831489,25.0,66.0
2022-07-12 06:00:00,19.5,0.0,1017.9,75.0,15.5,0.870638,24.2,62.0
2022-07-12 07:00:00,19.5,0.0,1018.5,76.0,14.8,0.822128,24.0,65.0
2022-07-12 08:00:00,19.7,0.0,1019.1,78.0,15.1,0.768511,23.8,69.0
2022-07-12 09:00:00,20.1,0.0,1019.2,80.0,13.7,0.693617,23.8,70.0
2022-07-12 10:00:00,20.2,0.0,1018.8,82.0,13.0,0.619574,23.5,69.0
2022-07-12 11:00:00,20.1,0.0,1018.2,81.0,12.2,0.582979,23.5,77.0
2022-07-12 12:00:00,20.1,0.0,1017.8,82.0,11.9,0.542979,23.3,77.0
2022-07-12 13:00:00,20.1,0.0,1017.4,83.0,11.2,0.525106,23.1,74.0
2022-07-12 14:00:00,20.2,0.0,1017.4,84.0,11.2,0.518298,23.0,74.0
2022-07-12 15:00:00,20.3,0.0,1017.5,85.0,10.4,0.522553,23.0,71.0
2022-07-12 16:00:00,20.1,0.0,1017.7,85.0,11.5,0.539575,22.8,72.0
2022-07-12 17:00:00,19.4,0.0,1018.0,78.0,14.8,0.476596,23.5,73.0
2022-07-12 18:00:00,18.9,0.0,1018.2,68.0,17.6,0.234043,25.2,77.0
2022-07-12 19:00:00,17.9,0.0,1018.5,57.0,18.4,0.254468,27.2,84.0
2022-07-12 20:00:00,17.1,0.0,1018.7,50.0,19.4,-0.0263828,28.5,88.0
2022-07-12 21:00:00,16.7,0.0,1018.5,47.0,23.0,-0.287659,29.2,94.0
2022-07-12 22:00:00,16.9,0.0,1018.2,47.0,19.4,-0.293617,29.4,92.0
2022-07-12 23:00:00,17.2,0.0,1017.3,45.0,20.5,0.0187235,30.5,94.0
2022-07-13 00:00:00,18.7,0.0,1017.2,52.0,20.9,-0.235745,29.6,83.0
2022-07-13 01:00:00,19.2,0.0,1017.0,56.0,21.6,-0.109787,28.8,79.0
2022-07-13 02:00:00,19.1,0.0,1016.8,57.0,23.0,0.144681,28.4,75.0
2022-07-13 03:00:00,19.2,0.0,1016.6,60.0,22.3,0.329362,27.7,68.0
2022-07-13 04:00:00,19.8,0.0,1016.7,67.0,21.6,0.660425,26.4,64.0
2022-07-13 05:00:00,20.2,0.0,1017.2,76.0,18.0,0.814468,24.7,57.0
2022-07-13 06:00:00,20.6,0.0,1017.9,80.0,16.6,0.874043,24.3,60.0
2022-07-13 07:00:00,20.7,0.0,1018.4,82.0,15.8,0.851915,24.0,64.0
2022-07-13 08:00:00,20.9,0.0,1018.8,83.0,16.2,0.771064,24.0,66.0
2022-07-13 09:00:00,20.7,0.0,1019.0,83.0,16.6,0.705532,23.8,68.0
2022-07-13 10:00:00,21.2,0.0,1018.7,85.0,15.1,0.640851,23.9,73.0
2022-07-13 11:00:00,21.4,0.0,1018.4,87.0,15.5,0.572766,23.7,72.0
2022-07-13 12:00:00,21.0,0.0,1017.8,86.0,15.5,0.551489,23.5,70.0
2022-07-13 13:00:00,20.9,0.0,1017.5,85.0,15.5,0.55234,23.6,73.0
2022-07-13 14:00:00,21.1,0.0,1017.4,85.0,15.5,0.53617,23.8,73.0
2022-07-13 15:00:00,20.8,0.0,1017.7,85.0,15.1,0.550638,23.5,67.0
2022-07-13 16:00:00,21.2,0.0,1017.8,86.0,15.1,0.559149,23.7,71.0
2022-07-13 17:00:00,20.5,0.0,1018.4,79.0,17.6,0.413617,24.4,69.0
2022-07-13 18:00:00,20.2,0.0,1018.6,70.0,18.7,0.108085,26.1,69.0
2022-07-13 19:00:00,19.3,0.0,1018.6,60.0,20.5,0.0672342,27.8,69.0
2022-07-13 20:00:00,19.1,0.0,1018.6,55.0,22.3,-0.125106,29.1,70.0
2022-07-13 21:00:00,19.2,0.0,1018.5,52.0,23.0,-0.422979,30.1,72.0
2022-07-13 22:00:00,19.6,0.0,1018.4,53.0,24.1,-0.37617,30.2,73.0
2022-07-13 23:00:00,19.7,0.0,1017.8,53.0,23.4,-0.421276,30.3,73.0
2022-07-14 00:00:00,19.8,0.2,1017.2,53.0,23.4,0.0365959,30.5,74.0
2022-07-14 01:00:00,20.1,0.1,1016.9,55.0,23.4,-0.182979,30.1,72.0
2022-07-14 02:00:00,20.2,0.0,1016.8,57.0,23.4,0.315745,29.6,72.0
2022-07-14 03:00:00,20.2,0.0,1016.8,60.0,23.4,0.281702,28.7,72.0
2022-07-14 04:00:00,20.2,0.0,1017.0,66.0,21.6,0.669787,27.1,70.0
2022-07-14 05:00:00,20.7,0.0,1017.5,74.0,20.5,0.851064,25.7,70.0
2022-07-14 06:00:00,21.2,0.0,1018.0,79.0,18.4,0.897021,25.1,70.0
2022-07-14 07:00:00,21.5,0.0,1018.7,82.0,17.3,0.873191,24.8,72.0
2022-07-14 08:00:00,21.4,0.0,1019.3,82.0,18.0,0.795745,24.7,73.0
2022-07-14 09:00:00,21.4,0.0,1019.3,83.0,15.8,0.721702,24.5,74.0
2022-07-14 10:00:00,21.4,0.0,1019.2,84.0,14.8,0.650213,24.3,71.0
2022-07-14 11:00:00,21.4,0.0,1018.7,84.0,13.0,0.6,24.3,68.0
2022-07-14 12:00:00,21.3,0.0,1018.3,85.0,13.0,0.577021,24.0,65.0
2022-07-14 13:00:00,21.6,0.0,1018.0,88.0,12.2,0.563404,23.7,64.0
2022-07-14 14:00:00,21.9,0.0,1018.1,89.0,11.9,0.554043,23.8,65.0
2022-07-14 15:00:00,21.8,0.0,1018.0,89.0,12.2,0.581277,23.7,66.0
2022-07-14 16:00:00,21.8,0.0,1018.3,90.0,11.9,0.58383,23.5,67.0
2022-07-14 17:00:00,20.8,0.0,1018.9,83.0,14.4,0.540426,23.9,68.0
2022-07-14 18:00:00,20.7,0.0,1019.1,74.0,16.9,0.227234,25.7,74.0
2022-07-14 19:00:00,20.4,0.0,1019.0,67.0,19.4,0.283404,27.0,75.0
2022-07-14 20:00:00,20.0,0.0,1019.1,60.0,20.9,0.354894,28.5,81.0
2022-07-14 21:00:00,19.6,0.0,1019.3,55.0,19.1,0.125957,29.6,79.0
2022-07-14 22:00:00,19.5,0.0,1019.2,53.0,19.4,-0.217872,30.1,74.0
2022-07-14 23:00:00,19.2,0.0,1018.8,51.0,19.8,0.0178725,30.5,71.0
2022-07-15 00:00:00,19.0,0.0,1018.0,51.0,20.9,-0.228936,30.3,69.0
2022-07-15 01:00:00,19.3,0.0,1017.9,53.0,20.9,-0.0323404,29.9,69.0
2022-07-15 02:00:00,19.2,0.0,1017.7,55.0,22.3,-0.0629787,29.2,68.0
2022-07-15 03:00:00,19.8,0.0,1017.6,62.0,20.5,0.257021,27.7,66.0
2022-07-15 04:00:00,19.9,0.0,1017.9,67.0,18.7,0.599149,26.5,63.0
2022-07-15 05:00:00,19.9,0.0,1018.4,72.0,19.1,0.822979,25.3,61.0
2022-07-15 06:00:00,20.7,0.0,1019.0,79.0,17.6,0.849362,24.6,60.0
2022-07-15 07:00:00,20.8,0.0,1019.6,80.0,16.2,0.853617,24.5,62.0
2022-07-15 08:00:00,20.7,0.0,1020.0,80.0,15.5,0.798298,24.4,62.0
2022-07-15 09:00:00,20.5,0.0,1020.0,79.0,16.2,0.714894,24.4,66.0
2022-07-15 10:00:00,21.1,0.0,1019.4,84.0,14.0,0.658723,24.0,70.0
2022-07-15 11:00:00,21.1,0.0,1019.0,85.0,12.2,0.594894,23.8,73.0
2022-07-15 12:00:00,20.9,0.0,1018.5,85.0,11.5,0.570213,23.6,74.0
2022-07-15 13:00:00,20.7,0.0,1018.1,84.0,10.8,0.537872,23.6,73.0
2022-07-15 14:00:00,20.5,0.0,1018.0,84.0,9.4,0.540426,23.4,63.0
2022-07-15 15:00:00,20.9,0.0,1018.2,86.0,9.4,0.552341,23.4,56.0
2022-07-15 16:00:00,20.9,0.0,1018.6,85.0,8.6,0.54383,23.6,59.0
2022-07-15 17:00:00,20.2,0.0,1019.1,78.0,13.0,0.435745,24.3,62.0
2022-07-15 18:00:00,20.0,0.0,1019.4,70.0,18.0,0.227234,25.9,70.0
2022-07-15 19:00:00,19.8,0.0,1019.4,64.0,19.1,-0.0476595,27.2,72.0
2022-07-15 20:00:00,19.9,0.0,1019.2,62.0,19.1,-0.0238297,27.9,77.0
2022-07-15 21:00:00,19.9,0.1,1019.0,58.0,19.4,-0.425532,29.0,79.0
2022-07-15 22:00:00,19.9,0.2,1018.8,57.0,19.4,-0.354894,29.3,79.0
2022-07-15 23:00:00,19.8,0.2,1018.1,55.0,20.2,-0.168511,29.8,79.0
2022-07-16 00:00:00,19.7,0.2,1017.8,53.0,20.2,-0.19234,30.3,79.0
2022-07-16 01:00:00,18.5,0.0,1017.3,49.0,19.8,0.0289363,30.4,74.0
2022-07-16 02:00:00,18.4,0.0,1016.9,51.0,20.9,0.0136171,29.6,76.0
2022-07-16 03:00:00,18.4,0.0,1017.1,54.0,21.2,0.337872,28.6,73.0
2022-07-16 04:00:00,18.9,0.0,1017.4,61.0,19.8,0.621277,27.1,72.0
2022-07-16 05:00:00,19.8,0.0,1017.8,70.0,19.1,0.797447,25.7,70.0
2022-07-16 06:00:00,20.4,0.0,1018.2,76.0,15.8,0.830638,24.9,69.0
2022-07-16 07:00:00,20.9,0.0,1018.7,80.0,14.0,0.828085,24.6,71.0
2022-07-16 08:00:00,21.3,0.0,1019.1,83.0,13.7,0.771915,24.4,68.0
2022-07-16 09:00:00,21.5,0.0,1019.4,85.0,13.0,0.729362,24.2,72.0
2022-07-16 10:00:00,21.4,0.0,1019.1,85.0,13.0,0.67149,24.1,71.0
2022-07-16 11:00:00,21.4,0.0,1018.7,86.0,12.6,0.622979,23.9,72.0
2022-07-16 12:00:00,21.3,0.0,1018.1,85.0,12.2,0.588085,24.0,74.0
2022-07-16 13:00:00,21.7,0.0,1017.8,88.0,10.8,0.555745,23.8,68.0
2022-07-16 14:00:00,21.5,0.0,1017.4,87.0,11.9,0.547234,23.8,68.0
2022-07-16 15:00:00,21.5,0.0,1017.4,87.0,10.4,0.563404,23.8,64.0
2022-07-16 16:00:00,21.0,0.0,1017.7,84.0,12.2,0.57617,23.9,64.0
2022-07-16 17:00:00,20.3,0.0,1018.0,77.0,15.5,0.485106,24.6,65.0
2022-07-16 18:00:00,20.0,0.0,1018.4,68.0,19.4,0.335319,26.4,71.0
2022-07-16 19:00:00,19.7,0.0,1018.4,63.0,22.0,0.208511,27.4,75.0
2022-07-16 20:00:00,20.4,0.0,1018.4,64.0,22.7,-0.0314893,27.8,76.0
2022-07-16 21:00:00,20.3,0.0,1018.0,59.0,24.5,-0.142979,29.1,76.0
2022-07-16 22:00:00,20.2,0.0,1017.2,55.0,23.8,-0.162553,30.2,80.0
2022-07-16 23:00:00,20.2,0.0,1016.9,57.0,23.4,0.078298,29.6,74.0
2022-07-17 00:00:00,20.3,0.0,1016.5,56.0,25.2,0.0970214,30.0,75.0
2022-07-17 01:00:00,20.6,0.0,1016.2,59.0,25.2,0.141277,29.4,74.0
2022-07-17 02:00:00,21.1,0.0,1016.2,64.0,27.0,0.54383,28.6,73.0
2022-07-17 03:00:00,21.3,0.0,1015.9,68.0,22.3,0.508085,27.7,74.0
2022-07-17 04:00:00,21.2,0.0,1016.2,72.0,20.5,0.68,26.7,72.0
2022-07-17 05:00:00,21.2,0.0,1016.8,77.0,18.4,0.834043,25.5,66.0
2022-07-17 06:00:00,21.6,0.0,1017.5,81.0,16.9,0.85617,25.1,67.0
2022-07-17 07:00:00,21.5,0.0,1018.0,81.0,17.6,0.826383,25.0,74.0
2022-07-17 08:00:00,21.8,0.0,1018.4,83.0,15.1,0.796596,24.9,71.0
2022-07-17 09:00:00,21.8,0.0,1018.5,84.0,15.1,0.756596,24.7,76.0
2022-07-17 10:00:00,21.6,0.0,1018.2,83.0,15.5,0.686809,24.7,79.0
2022-07-17 11:00:00,22.0,0.0,1017.6,86.0,14.8,0.634043,24.5,80.0
2022-07-17 12:00:00,21.9,0.0,1017.4,86.0,15.1,0.612766,24.4,82.0
2022-07-17 13:00:00,22.0,0.0,1017.0,87.0,14.8,0.582979,24.3,80.0
2022-07-17 14:00:00,21.7,0.0,1017.0,86.0,14.0,0.577021,24.2,74.0
2022-07-17 15:00:00,21.6,0.0,1017.0,86.0,13.7,0.581277,24.1,72.0
2022-07-17 16:00:00,21.6,0.0,1017.4,86.0,14.8,0.586383,24.1,71.0
2022-07-17 17:00:00,20.8,0.0,1017.8,79.0,16.2,0.471489,24.7,71.0
2022-07-17 18:00:00,20.4,0.0,1017.8,69.0,20.2,0.285106,26.5,77.0
2022-07-17 19:00:00,19.7,0.0,1017.9,60.0,21.2,0.228936,28.2,78.0
2022-07-17 20:00:00,19.2,0.0,1018.1,55.0,23.4,-0.0799998,29.2,76.0
2022-07-17 21:00:00,19.0,0.0,1018.1,52.0,23.4,-0.279149,29.9,76.0
2022-07-17 22:00:00,19.4,0.0,1017.8,52.0,23.0,-0.175319,30.3,75.0
2022-07-17 23:00:00,19.6,0.0,1017.0,51.0,24.1,-0.391489,30.9,80.0
2022-07-18 00:00:00,19.6,0.0,1017.0,52.0,24.1,0.0144682,30.6,79.0
2022-07-18 01:00:00,19.8,0.0,1016.5,54.0,25.2,0.353192,30.1,79.0
2022-07-18 02:00:00,19.7,0.0,1016.5,57.0,24.8,-0.013617,29.1,76.0
2022-07-18 03:00:00,19.8,0.0,1016.7,60.0,22.0,0.347234,28.3,73.0
2022-07-18 04:00:00,19.8,0.0,1016.6,64.0,23.0,0.678298,27.2,72.0
2022-07-18 05:00:00,20.4,0.0,1017.1,72.0,20.9,0.891064,25.8,73.0
2022-07-18 06:00:00,21.3,0.0,1018.2,80.0,17.3,0.885958,25.0,75.0
2022-07-18 07:00:00,21.5,0.0,1018.8,82.0,15.8,0.874043,24.8,73.0
2022-07-18 08:00:00,21.3,0.0,1019.4,81.0,15.8,0.8,24.8,72.0
2022-07-18 09:00:00,21.1,0.0,1019.5,81.0,18.0,0.750638,24.6,77.0
2022-07-18 10:00:00,20.9,0.0,1019.5,81.0,15.5,0.69617,24.4,73.0
2022-07-18 11:00:00,21.4,0.0,1019.4,84.0,14.8,0.627234,24.3,74.0
2022-07-18 12:00:00,21.2,0.0,1018.9,83.0,15.1,0.604255,24.3,77.0
2022-07-18 13:00:00,21.2,0.0,1018.6,83.0,14.4,0.572766,24.3,76.0
2022-07-18 14:00:00,21.4,0.0,1018.6,84.0,13.0,0.560851,24.3,74.0
2022-07-18 15:00:00,21.7,0.0,1019.0,87.0,12.2,0.586383,24.0,69.0
2022-07-18 16:00:00,21.4,0.0,1019.2,86.0,12.2,0.590638,23.9,64.0
2022-07-18 17:00:00,20.6,0.0,1019.2,79.0,15.8,0.462979,24.5,68.0
2022-07-18 18:00:00,20.6,0.0,1019.4,72.0,19.4,0.28,26.0,69.0
2022-07-18 19:00:00,20.3,0.0,1018.7,64.0,22.3,0.170213,27.7,68.0
2022-07-18 20:00:00,20.0,0.0,1018.4,58.0,21.6,0.0331917,29.1,69.0
2022-07-18 21:00:00,19.8,0.0,1018.5,54.0,23.4,-0.287659,30.1,68.0
2022-07-18 22:00:00,19.4,0.0,1018.2,52.0,23.8,-0.249362,30.4,66.0
2022-07-18 23:00:00,19.6,0.0,1017.7,51.0,24.8,-0.361702,30.9,67.0
2022-07-19 00:00:00,19.4,0.0,1017.6,52.0,24.5,-0.360851,30.3,66.0
2022-07-19 01:00:00,19.4,0.0,1017.4,53.0,23.8,-0.278298,30.0,72.0
2022-07-19 02:00:00,19.4,0.0,1017.2,55.0,25.6,0.0195746,29.4,72.0
2022-07-19 03:00:00,19.5,0.0,1017.0,60.0,23.4,0.280851,28.0,75.0
2022-07-19 04:00:00,19.7,0.0,1017.3,65.0,22.3,0.620426,26.8,76.0
2022-07-19 05:00:00,19.5,0.0,1018.0,70.0,18.7,0.849362,25.4,74.0
2022-07-19 06:00:00,20.0,0.0,1018.9,75.0,15.5,0.885958,24.7,74.0
2022-07-19 07:00:00,20.4,0.0,1019.6,79.0,13.7,0.866383,24.3,74.0
2022-07-19 08:00:00,20.8,0.0,1020.1,82.0,10.4,0.799149,24.1,70.0
2022-07-19 09:00:00,20.7,0.0,1020.0,83.0,10.8,0.741277,23.8,67.0
2022-07-19 10:00:00,20.8,0.0,1019.7,84.0,10.4,0.657872,23.7,59.0
2022-07-19 11:00:00,20.4,0.0,1019.1,84.0,10.1,0.595745,23.3,57.0
2022-07-19 12:00:00,20.4,0.0,1018.8,85.0,9.7,0.559149,23.1,55.0
2022-07-19 13:00:00,20.5,0.0,1018.4,86.0,9.4,0.544681,23.0,53.0
2022-07-19 14:00:00,20.9,0.0,1018.2,88.0,9.0,0.541277,23.0,54.0
2022-07-19 15:00:00,20.8,0.0,1018.3,88.0,10.1,0.566809,22.9,52.0
2022-07-19 16:00:00,20.5,0.0,1018.2,86.0,8.6,0.573617,23.0,45.0
2022-07-19 17:00:00,19.5,0.0,1018.6,76.0,11.9,0.466383,24.0,55.0
2022-07-19 18:00:00,19.1,0.0,1018.6,67.0,18.7,0.211915,25.7,65.0
2022-07-19 19:00:00,18.4,0.0,1018.6,58.0,19.8,0.0757449,27.4,67.0
2022-07-19 20:00:00,17.7,0.0,1018.3,51.0,21.6,-0.104681,28.8,68.0
2022-07-19 21:00:00,17.6,0.0,1017.9,49.0,22.3,-0.357447,29.4,71.0
2022-07-19 22:00:00,17.2,0.0,1017.6,46.0,22.0,-0.450213,30.1,70.0
2022-07-19 23:00:00,17.0,0.0,1017.0,44.0,21.6,-0.516596,30.6,71.0
2022-07-20 00:00:00,16.8,0.0,1016.6,44.0,21.6,-0.466383,30.4,70.0
2022-07-20 01:00:00,16.9,0.0,1016.3,45.0,22.3,-0.314893,30.1,69.0
2022-07-20 02:00:00,17.5,0.0,1016.4,50.0,21.6,-0.0808509,29.0,68.0
2022-07-20 03:00:00,17.5,0.0,1016.0,52.0,21.2,0.252766,28.3,68.0
2022-07-20 04:00:00,18.7,0.0,1016.3,62.0,20.2,0.580426,26.6,67.0
2022-07-20 05:00:00,19.2,0.0,1016.8,70.0,18.4,0.821277,25.1,65.0
2022-07-20 06:00:00,19.6,0.0,1017.4,74.0,14.8,0.885957,24.5,61.0
2022-07-20 07:00:00,20.0,0.0,1017.9,78.0,13.7,0.834043,24.1,62.0
2022-07-20 08:00:00,20.1,0.0,1018.4,80.0,13.0,0.780426,23.8,57.0
2022-07-20 09:00:00,20.4,0.0,1018.6,84.0,12.6,0.708085,23.3,55.0
2022-07-20 10:00:00,20.5,0.0,1018.4,86.0,11.9,0.633192,23.0,55.0
2022-07-20 11:00:00,20.4,0.0,1017.7,86.0,11.5,0.58383,22.9,56.0
2022-07-20 12:00:00,20.5,0.0,1017.1,86.0,13.3,0.544681,23.0,59.0
2022-07-20 13:00:00,20.5,0.0,1017.0,87.0,12.6,0.531915,22.8,58.0
2022-07-20 14:00:00,20.2,0.0,1016.9,86.0,11.5,0.506383,22.7,58.0
2022-07-20 15:00:00,20.4,0.0,1017.0,87.0,11.2,0.533617,22.7,60.0
2022-07-20 16:00:00,20.9,0.0,1017.4,89.0,11.9,0.553191,22.8,60.0
2022-07-20 17:00:00,19.7,0.0,1017.5,78.0,14.8,0.44,23.8,60.0
2022-07-20 18:00:00,19.1,0.0,1017.9,67.0,16.6,0.16766,25.7,67.0
2022-07-20 19:00:00,17.9,0.0,1018.0,56.0,20.9,0.00936176,27.5,74.0
2022-07-20 20:00:00,17.3,0.0,1018.0,50.0,22.7,0.0102129,28.8,76.0
2022-07-20 21:00:00,17.4,0.0,1017.8,48.0,23.4,-0.262979,29.6,77.0
2022-07-20 22:00:00,18.0,0.0,1017.9,50.0,20.5,-0.158298,29.5,83.0
2022-07-20 23:00:00,18.2,0.0,1017.6,52.0,20.2,-0.217021,29.1,82.0
2022-07-21 00:00:00,18.4,0.0,1017.2,53.0,19.4,-0.134468,28.9,78.0
2022-07-21 01:00:00,18.3,0.0,1016.9,53.0,18.7,-0.36,28.8,80.0
2022-07-21 02:00:00,18.5,0.0,1016.9,56.0,18.4,-0.069787,28.1,78.0
2022-07-21 03:00:00,18.5,0.0,1016.6,58.0,20.2,0.262128,27.5,78.0
2022-07-21 04:00:00,18.5,0.0,1016.7,62.0,19.1,0.637447,26.4,73.0
2022-07-21 05:00:00,19.1,0.0,1017.2,70.0,18.0,0.805957,25.0,65.0
2022-07-21 06:00:00,20.0,0.0,1017.9,77.0,15.8,0.849362,24.3,64.0
2022-07-21 07:00:00,19.7,0.0,1018.3,76.0,14.4,0.837447,24.2,68.0
2022-07-21 08:00:00,19.1,0.0,1018.8,73.0,14.0,0.775319,24.2,73.0
2022-07-21 09:00:00,19.8,0.0,1018.5,76.0,14.0,0.705532,24.3,66.0
2022-07-21 10:00:00,19.8,0.0,1018.2,79.0,13.7,0.625532,23.7,67.0
2022-07-21 11:00:00,20.0,0.0,1017.7,82.0,12.6,0.589787,23.2,65.0
2022-07-21 12:00:00,20.2,0.0,1017.4,84.0,13.0,0.56,23.0,60.0
2022-07-21 13:00:00,20.1,0.0,1017.0,84.0,12.2,0.529362,22.9,59.0
2022-07-21 14:00:00,20.1,0.0,1017.0,85.0,12.6,0.52766,22.8,56.0
2022-07-21 15:00:00,20.0,0.0,1017.0,84.0,13.0,0.563404,22.8,62.0
2022-07-21 16:00:00,20.1,0.0,1017.5,85.0,13.0,0.548936,22.8,64.0
2022-07-21 17:00:00,19.8,0.0,1018.1,81.0,15.1,0.451915,23.2,63.0
2022-07-21 18:00:00,19.7,0.0,1018.5,73.0,15.1,0.36,24.9,70.0
2022-07-21 19:00:00,18.9,0.0,1018.6,63.0,19.8,-0.12851,26.5,75.0
2022-07-21 20:00:00,18.5,0.0,1018.6,58.0,20.2,-0.0144679,27.5,73.0
2022-07-21 21:00:00,17.9,0.0,1018.4,52.0,19.4,0.0893617,28.7,79.0
2022-07-21 22:00:00,18.1,0.0,1018.0,50.0,19.4,-0.0263828,29.6,80.0
2022-07-21 23:00:00,17.6,0.0,1017.4,46.0,19.8,-0.398298,30.5,81.0
2022-07-22 00:00:00,18.0,0.0,1017.3,48.0,20.9,-0.0221276,30.2,83.0
2022-07-22 01:00:00,18.0,0.0,1017.0,49.0,20.5,-0.281702,29.9,80.0
2022-07-22 02:00:00,18.1,0.0,1016.8,51.0,19.4,0.00595758,29.3,77.0
2022-07-22 03:00:00,18.2,0.0,1016.8,54.0,18.7,0.28,28.4,74.0
2022-07-22 04:00:00,18.9,0.0,1017.1,61.0,18.4,0.625532,27.1,71.0
2022-07-22 05:00:00,18.8,0.0,1017.5,66.0,17.6,0.817021,25.6,70.0
2022-07-22 06:00:00,19.9,0.0,1018.2,74.0,14.8,0.878298,24.8,69.0
2022-07-22 07:00:00,19.9,0.0,1018.6,75.0,13.7,0.846809,24.6,69.0
2022-07-22 08:00:00,20.0,0.0,1019.1,76.0,12.6,0.781277,24.5,69.0
2022-07-22 09:00:00,20.0,0.0,1019.3,77.0,11.5,0.725106,24.3,66.0
2022-07-22 10:00:00,19.9,0.0,1019.1,77.0,11.5,0.641702,24.2,72.0
2022-07-22 11:00:00,20.1,0.0,1018.6,79.0,10.8,0.592341,24.0,72.0
2022-07-22 12:00:00,20.2,0.0,1018.1,81.0,11.5,0.56,23.7,70.0
2022-07-22 13:00:00,20.3,0.0,1017.9,84.0,11.2,0.531915,23.2,67.0
2022-07-22 14:00:00,20.5,0.0,1017.8,85.0,10.4,0.533617,23.2,71.0
2022-07-22 15:00:00,20.2,0.0,1017.9,82.0,9.4,0.557447,23.5,66.0
2022-07-22 16:00:00,20.2,0.0,1018.3,83.0,9.0,0.548085,23.3,64.0
2022-07-22 17:00:00,19.0,0.0,1019.0,73.0,14.0,0.428085,24.1,69.0
2022-07-22 18:00:00,18.9,0.0,1019.4,66.0,14.0,0.209362,25.7,76.0
2022-07-22 19:00:00,18.3,0.0,1019.6,58.0,15.1,0.0910639,27.3,80.0
2022-07-22 20:00:00,18.0,0.0,1019.1,53.0,17.3,-0.055319,28.5,85.0
2022-07-22 21:00:00,17.8,0.0,1018.7,49.0,18.4,-0.0289361,29.6,85.0
2022-07-22 22:00:00,17.4,0.0,1018.5,46.0,18.7,-0.341276,30.3,83.0
2022-07-22 23:00:00,17.2,0.0,1017.8,45.0,18.4,-0.397447,30.5,80.0
2022-07-23 00:00:00,17.0,0.0,1017.4,45.0,18.4,-0.171915,30.3,76.0
2022-07-23 01:00:00,16.4,0.0,1017.6,44.0,18.7,-0.261276,30.0,73.0
2022-07-23 02:00:00,16.6,0.0,1017.3,46.0,19.8,0.0765958,29.4,72.0
2022-07-23 03:00:00,16.8,0.0,1017.2,49.0,20.2,0.361702,28.5,72.0
2022-07-23 04:00:00,17.2,0.0,1017.3,54.0,20.2,0.589787,27.3,70.0
2022-07-23 05:00:00,18.7,0.0,1018.0,65.0,19.1,0.771915,25.8,70.0
2022-07-23 06:00:00,19.6,0.0,1018.8,73.0,17.6,0.811915,24.8,66.0
2022-07-23 07:00:00,19.9,0.0,1019.4,75.0,15.5,0.788085,24.6,64.0
2022-07-23 08:00:00,19.9,0.0,1019.7,76.0,14.0,0.75234,24.4,65.0
