DT,dwpt,prcp,rhum,temp,wdir,wspd,Amity
2/24/2022 13:00,-5.6,0,69,-0.6,30,5.4,0.721626
2/24/2022 14:00,-5,0,72,-0.6,50,7.6,0.801212
2/24/2022 15:00,-5.6,0,69,-0.6,0,0,0.849156
2/24/2022 16:00,-5.6,0,66,0,0,0,0.797791
2/24/2022 17:00,-6.7,0,58,0.6,0,0,0.773242
2/24/2022 18:00,-6,0,59,1.1,0,0,0.74497
2/24/2022 19:00,-5.7,0,58,1.7,40,5.4,0.680284
2/24/2022 20:00,-5.6,0,54,2.8,0,0,0.63262
2/24/2022 21:00,-4.3,0,55,3.9,350,7.6,0.596382
2/24/2022 22:00,-3.9,0,55,4.4,0,0,0.573811
2/24/2022 23:00,-3.3,0,55,5,0,0,0.561282
2/25/2022 0:00,-2.3,0,57,5.6,90,7.6,0.634492
2/25/2022 1:00,-1.7,0,62,5,90,5.4,0.67832
2/25/2022 2:00,-1.6,0,65,4.4,0,0,0.705046
2/25/2022 3:00,-1.7,0,67,3.9,0,0,0.707645
2/25/2022 4:00,-2.3,0,75,1.7,80,5.4,0.690479
2/25/2022 5:00,-2.1,0,82,0.6,330,7.6,0.653448
2/25/2022 6:00,-3.9,0,81,-1.1,350,11.2,0.615662
2/25/2022 7:00,-3.9,0,85,-1.7,30,5.4,0.587189
2/25/2022 8:00,-3.3,0,85,-1.1,330,5.4,0.592838
2/25/2022 9:00,-5,0,88,-3.3,310,7.6,0.596287
2/25/2022 10:00,-5.6,0,88,-3.9,280,5.4,0.614107
2/25/2022 11:00,-5,0,85,-2.8,350,7.6,0.637672
2/25/2022 12:00,-5.6,0,88,-3.9,340,7.6,0.665744
2/25/2022 13:00,-5.6,0,88,-3.9,360,9.4,0.750175
2/25/2022 14:00,-6.1,0,88,-4.4,360,9.4,0.850831
2/25/2022 15:00,-6.1,0,88,-4.4,360,7.6,0.872485
2/25/2022 16:00,-4.4,0,85,-2.2,340,9.4,0.752332
2/25/2022 17:00,-3.2,0,79,0,360,11.2,0.627791
2/25/2022 18:00,-5,0,59,2.2,350,9.4,0.521993
2/25/2022 19:00,-4.7,0,53,4,0,0,0.441389
2/25/2022 20:00,-4.4,0,53,4.4,0,0,0.40539
2/25/2022 21:00,-5,0,43,6.7,12,5.4,0.373959
2/25/2022 22:00,-5.7,0,38,7.8,0,0,0.378182
2/25/2022 23:00,-6.1,0,34,8.9,0,0,0.418055
2/26/2022 0:00,-6,0,32,10,90,5.4,0.504205
2/26/2022 1:00,-6.7,0,34,8.3,60,9.4,0.569904
2/26/2022 2:00,-5,0,43,6.7,340,7.6,0.639948
2/26/2022 3:00,-4.3,0,55,3.9,10,9.4,0.625278
2/26/2022 4:00,-5,0,61,1.7,360,9.4,0.621998
2/26/2022 5:00,-5,0,69,0,340,7.6,0.61263
2/26/2022 6:00,-5,0,69,0,10,5.4,0.59443
2/26/2022 7:00,-5,0,69,0,340,11.2,0.565984
2/26/2022 8:00,-4.3,0,76,-0.6,360,9.4,0.538742
2/26/2022 9:00,-4.3,0,76,-0.6,360,11.2,0.526911
2/26/2022 10:00,-5,0,72,-0.6,0,0,0.537867
2/26/2022 11:00,-4.4,0,72,0,350,9.4,0.545915
2/26/2022 12:00,-4.4,0,72,0,340,13,0.567972
2/26/2022 13:00,-4.4,0,72,0,0,0,0.597055
2/26/2022 14:00,-5,0,69,0,0,0,0.66034
2/26/2022 15:00,-4.4,0,82,-1.7,0,0,0.723295
2/26/2022 16:00,-3.2,0,79,0,0,0,0.722255
2/26/2022 17:00,-3.9,0,64,2.2,0,0,0.702371
2/26/2022 18:00,-3.9,0,57,3.9,0,0,0.644333
2/26/2022 19:00,-3.8,0,53,5,0,0,0.632432
2/26/2022 20:00,-3.2,0,53,5.6,0,0,0.65093
2/26/2022 21:00,0,0.5,70,5,0,0,0.641665
2/26/2022 22:00,1.8,0.8,86,3.9,350,9.4,0.621481
2/26/2022 23:00,2.7,0.5,89,4.4,350,9.4,0.608715
2/27/2022 0:00,2.7,0.3,89,4.4,340,7.6,0.629784
2/27/2022 1:00,2.9,0.8,93,3.9,350,11.2,0.654645
2/27/2022 2:00,2.9,0.8,93,3.9,350,9.4,0.655118
2/27/2022 3:00,2.9,1.3,93,3.9,350,11.2,0.649279
2/27/2022 4:00,3.3,0.3,96,3.9,330,9.4,0.602836
2/27/2022 5:00,2.9,0.3,93,3.9,360,7.6,0.569609
2/27/2022 6:00,3.3,1,96,3.9,0,0,0.530062
2/27/2022 7:00,3.9,0.8,100,3.9,0,0,0.486369
2/27/2022 8:00,3.3,0.4,96,3.9,100,7.6,0.458206
2/27/2022 9:00,4,0.3,97,4.4,110,5.4,0.438153
2/27/2022 10:00,4,0,97,4.4,110,9.4,0.417191
2/27/2022 11:00,5,0,100,5,0,0,0.417801
2/27/2022 12:00,5,0,96,5.6,120,9.4,0.432959
2/27/2022 13:00,7.2,0,86,9.4,180,20.5,0.457787
2/27/2022 14:00,7.2,0,86,9.4,180,20.5,0.488474
2/27/2022 15:00,7.2,0,86,9.4,170,25.9,0.538699
2/27/2022 16:00,7.2,0.1,86,9.4,170,22.3,0.574759
2/27/2022 17:00,8.3,0.3,89,10,190,18.4,0.589326
2/27/2022 18:00,8.4,0.1,86,10.6,190,14.8,0.548709
2/27/2022 19:00,8.4,0,80,11.7,170,18.4,0.554446
2/27/2022 20:00,8.4,0.7,80,11.7,180,24.1,0.536017
2/27/2022 21:00,8.4,0.8,80,11.7,190,16.6,0.530626
2/27/2022 22:00,8.3,0.2,77,12.2,200,14.8,0.558381
2/27/2022 23:00,9.4,1,89,11.1,180,11.2,0.573874
2/28/2022 0:00,9.4,1.8,89,11.1,170,18.4,0.59072
2/28/2022 1:00,10,1.3,96,10.6,200,5.4,0.587587
2/28/2022 2:00,9.4,0.5,92,10.6,130,9.4,0.587991
2/28/2022 3:00,9.4,0.5,89,11.1,210,14.8,0.577292
2/28/2022 4:00,9.4,0.1,92,10.6,150,22.3,0.553183
2/28/2022 5:00,10,0,93,11.1,140,14.8,0.492735
2/28/2022 6:00,9.4,0,83,12.2,180,22.3,0.43647
2/28/2022 7:00,9.4,0.1,77,13.3,190,27.7,0.381763
2/28/2022 8:00,10,0.8,83,12.8,180,20.5,0.361885
2/28/2022 9:00,10.6,1.8,90,12.2,190,25.9,0.35165
2/28/2022 10:00,11.1,0.8,93,12.2,180,14.8,0.339219
2/28/2022 11:00,11,2.3,89,12.8,170,20.5,0.344832
2/28/2022 12:00,11,0.8,89,12.8,170,20.5,0.373384
2/28/2022 13:00,11,1,89,12.8,180,27.7,0.437761
2/28/2022 14:00,11.7,2.8,93,12.8,180,25.9,0.506292
2/28/2022 15:00,11.7,2,93,12.8,170,24.1,0.530862
2/28/2022 16:00,11.7,5.3,93,12.8,190,27.7,0.526712
2/28/2022 17:00,12.2,6.4,93,13.3,180,18.4,0.536451
2/28/2022 18:00,12.2,10.4,93,13.3,190,24.1,0.539818
2/28/2022 19:00,12.2,5.8,93,13.3,200,27.7,0.543373
2/28/2022 20:00,12.2,1.8,93,13.3,190,27.7,0.527286
2/28/2022 21:00,12.8,0.3,93,13.9,190,20.5,0.500199
2/28/2022 22:00,12.3,0,90,13.9,180,27.7,0.50654
2/28/2022 23:00,12.3,0.1,87,14.4,180,40.7,0.50302
3/1/2022 0:00,12.3,0.3,87,14.4,170,29.5,0.513476
3/1/2022 1:00,12.3,0.9,87,14.4,180,25.9,0.544661
3/1/2022 2:00,11.7,0,84,14.4,180,35.3,0.569387
3/1/2022 3:00,10.6,0,78,14.4,180,37.1,0.558653
3/1/2022 4:00,10.7,0.6,81,13.9,200,29.5,0.517348
3/1/2022 5:00,10.7,0.5,84,13.3,200,22.3,0.452624
3/1/2022 6:00,11,2.3,89,12.8,180,29.5,0.402699
3/1/2022 7:00,11.7,2.3,93,12.8,190,20.5,0.354783
3/1/2022 8:00,11.7,2.8,97,12.2,190,20.5,0.338897
3/1/2022 9:00,11.7,3.6,97,12.2,240,11.2,0.330672
3/1/2022 10:00,11.7,3.6,97,12.2,200,13,0.321991
3/1/2022 11:00,11.7,0.5,100,11.7,0,0,0.328406
3/1/2022 12:00,11.1,0.5,96,11.7,160,5.4,0.353108
3/1/2022 13:00,11.1,0.3,100,11.1,140,9.4,0.402262
3/1/2022 14:00,11.1,0,100,11.1,140,13,0.486224
3/1/2022 15:00,11.1,0,100,11.1,140,7.6,0.510648
3/1/2022 16:00,11.1,0.1,96,11.7,0,0,0.495974
3/1/2022 17:00,11.7,0,97,12.2,190,7.6,0.465979
3/1/2022 18:00,11.7,0.3,93,12.8,190,14.8,0.46902
3/1/2022 19:00,12.2,0.3,93,13.3,190,11.2,0.443847
3/1/2022 20:00,11.8,0,87,13.9,210,14.8,0.432112
3/1/2022 21:00,12.8,0.5,93,13.9,200,16.6,0.453624
3/1/2022 22:00,12.8,0.3,97,13.3,190,9.4,0.43509
3/1/2022 23:00,12.3,0.1,90,13.9,220,7.6,0.463924
3/2/2022 0:00,11,0.3,89,12.8,230,9.4,0.49089
3/2/2022 1:00,9.9,0.3,86,12.2,140,7.6,0.514677
3/2/2022 2:00,11.7,0,97,12.2,140,7.6,0.529897
3/2/2022 3:00,11.7,0.3,100,11.7,0,0,0.527406
3/2/2022 4:00,11.1,0.1,100,11.1,0,0,0.505163
3/2/2022 5:00,11.1,0.6,100,11.1,0,0,0.466122
3/2/2022 6:00,11.1,0.3,100,11.1,130,5.4,0.403302
3/2/2022 7:00,11.1,0,100,11.1,120,5.4,0.358853
3/2/2022 8:00,10.6,0,100,10.6,110,5.4,0.334378
3/2/2022 9:00,10.6,0.2,100,10.6,0,0,0.331336
3/2/2022 10:00,10.6,0,100,10.6,110,5.4,0.327867
3/2/2022 11:00,10.6,0.2,100,10.6,110,7.6,0.332866
3/2/2022 12:00,10.6,0.8,100,10.6,0,0,0.360688
3/2/2022 13:00,10,0.9,100,10,0,0,0.409855
3/2/2022 14:00,10,0.3,100,10,0,0,0.479807
3/2/2022 15:00,10,1,100,10,0,0,0.516342
3/2/2022 16:00,10.6,1,100,10.6,0,0,0.504832
3/2/2022 17:00,11.1,0.5,100,11.1,220,5.4,0.482152
3/2/2022 18:00,11.1,0.3,100,11.1,250,5.4,0.495372
3/2/2022 19:00,10.6,0.5,97,11.1,250,13,0.493415
3/2/2022 20:00,10,0.5,96,10.6,250,9.4,0.497252
3/2/2022 21:00,10.6,0.5,97,11.1,220,9.4,0.464814
3/2/2022 22:00,10.6,0.3,97,11.1,230,7.6,0.462751
3/2/2022 23:00,10.6,0.5,93,11.7,200,9.4,0.479132
3/3/2022 0:00,10.6,0.5,97,11.1,220,13,0.497395
3/3/2022 1:00,9.4,0.3,89,11.1,240,7.6,0.562163
3/3/2022 2:00,9.4,0.3,96,10,230,9.4,0.572918
3/3/2022 3:00,9.4,0.3,100,9.4,230,11.2,0.555594
3/3/2022 4:00,8.9,0.3,97,9.4,220,9.4,0.53812
3/3/2022 5:00,8.3,0.1,96,8.9,240,9.4,0.483847
3/3/2022 6:00,8.3,0.1,96,8.9,240,13,0.437515
3/3/2022 7:00,8.3,0.1,100,8.3,250,9.4,0.387408
3/3/2022 8:00,7.9,0,97,8.3,240,11.2,0.37771
3/3/2022 9:00,7.8,0,100,7.8,240,11.2,0.3728
3/3/2022 10:00,7.8,0,100,7.8,0,0,0.372403
3/3/2022 11:00,7.8,0,100,7.8,260,7.6,0.373977
3/3/2022 12:00,7.8,0.5,100,7.8,0,0,0.414029
3/3/2022 13:00,6.8,1,97,7.2,340,7.6,0.477037
3/3/2022 14:00,5.7,0,97,6.1,0,0,0.55637
3/3/2022 15:00,5,0,96,5.6,360,7.6,0.59608
3/3/2022 16:00,5,0,100,5,0,0,0.506747
3/3/2022 17:00,5,0,86,7.2,0,0,0.413352
3/3/2022 18:00,5.1,0,83,7.8,250,5.4,0.34284
3/3/2022 19:00,5.1,0,80,8.3,280,5.4,0.291068
3/3/2022 20:00,5,0,74,9.4,0,0,0.367724
3/3/2022 21:00,5.6,0,71,10.6,200,9.4,0.391161
3/3/2022 22:00,6.2,0.1,74,10.6,230,11.2,0.330092
3/3/2022 23:00,6.2,0,83,8.9,80,14.8,0.32951
3/4/2022 0:00,6.2,0,77,10,0,0,0.393464
3/4/2022 1:00,4.4,0,68,10,310,13,0.495818
3/4/2022 2:00,3.9,0,74,8.3,280,9.4,0.558824
3/4/2022 3:00,3.3,0,76,7.2,300,20.5,0.554911
3/4/2022 4:00,3.3,0,85,5.6,280,9.4,0.543518
3/4/2022 5:00,3.9,0,100,3.9,210,9.4,0.513223
3/4/2022 6:00,2.8,0,100,2.8,240,9.4,0.482635
3/4/2022 7:00,3.9,0,100,3.9,260,5.4,0.453348
3/4/2022 8:00,3.3,0,100,3.3,290,5.4,0.454592
3/4/2022 9:00,1.7,0,100,1.7,90,5.4,0.446619
3/4/2022 10:00,1.7,0,100,1.7,310,7.6,0.449522
3/4/2022 11:00,2.8,0,100,2.8,0,0,0.446787
3/4/2022 12:00,3.3,0,100,3.3,350,5.4,0.467803
3/4/2022 13:00,3.3,0.3,100,3.3,280,5.4,0.536455
3/4/2022 14:00,3.3,0,100,3.3,0,0,0.600752
3/4/2022 15:00,3.3,0,100,3.3,320,5.4,0.627202
3/4/2022 16:00,3.9,0,100,3.9,340,5.4,0.63022
3/4/2022 17:00,4.4,0,100,4.4,330,5.4,0.578447
3/4/2022 18:00,5.6,0,100,5.6,320,7.6,0.533422
3/4/2022 19:00,5,0,86,7.2,40,9.4,0.482732
3/4/2022 20:00,5.1,0,80,8.3,10,13,0.366772
3/4/2022 21:00,4.3,0,73,8.9,20,9.4,0.332597
3/4/2022 22:00,3.4,0,66,9.4,20,9.4,0.370191
3/4/2022 23:00,3.8,0,63,10.6,350,16.6,0.402293
3/5/2022 0:00,4.4,0,68,10,350,13,0.414822
3/5/2022 1:00,3.9,0,71,8.9,340,18.4,0.514727
3/5/2022 2:00,4.3,0,76,8.3,340,14.8,0.566666
3/5/2022 3:00,4,0,80,7.2,340,13,0.55459
3/5/2022 4:00,3.3,0,82,6.1,310,7.6,0.52452
3/5/2022 5:00,3.3,0,85,5.6,290,7.6,0.522612
3/5/2022 6:00,3.3,0,100,3.3,310,7.6,0.497184
3/5/2022 7:00,2.7,0,89,4.4,340,7.6,0.463182
3/5/2022 8:00,2.2,0,100,2.2,280,5.4,0.455189
3/5/2022 9:00,1.1,0,100,1.1,200,7.6,0.449328
3/5/2022 10:00,1.7,0,100,1.7,300,7.6,0.454591
3/5/2022 11:00,1.1,0,100,1.1,0,0,0.475903
3/5/2022 12:00,0.6,0,100,0.6,0,0,0.504568
3/5/2022 13:00,-0.6,0,100,-0.6,0,0,0.553024
3/5/2022 14:00,-0.6,0,100,-0.6,0,0,0.608031
3/5/2022 15:00,-0.6,0,100,-0.6,0,0,0.641628
3/5/2022 16:00,0.6,0,100,0.6,0,0,0.590128
3/5/2022 17:00,3.3,0,96,3.9,0,0,0.480081
3/5/2022 18:00,4.4,0,85,6.7,0,0,0.384692
3/5/2022 19:00,4.4,0,71,9.4,20,5.4,0.312044
3/5/2022 20:00,5.6,0,74,10,110,7.6,0.2874
3/5/2022 21:00,6,0,71,11.1,130,9.4,0.271545
3/5/2022 22:00,6,0,71,11.1,120,9.4,0.289083
3/5/2022 23:00,6.2,0,64,12.8,350,5.4,0.327916
3/6/2022 0:00,2.2,0,47,13.3,350,18.4,0.420463
3/6/2022 1:00,5,0,59,12.8,70,9.4,0.464785
3/6/2022 2:00,2.9,0,59,10.6,20,7.6,0.498452
3/6/2022 3:00,2.7,0,63,9.4,0,0,0.517308
3/6/2022 4:00,5,0,86,7.2,0,0,0.503845
3/6/2022 5:00,5,0,96,5.6,260,9.4,0.473063
3/6/2022 6:00,3.9,0,100,3.9,240,11.2,0.454848
3/6/2022 7:00,3.9,0,100,3.9,270,9.4,0.431453
3/6/2022 8:00,3.3,0,100,3.3,270,9.4,0.422551
3/6/2022 9:00,2.2,0,100,2.2,0,0,0.416041
3/6/2022 10:00,1.7,0,100,1.7,0,0,0.423798
3/6/2022 11:00,-1,0,100,0.6,0,0,0.45105
3/6/2022 12:00,-0.6,0,100,-0.6,0,0,0.473782
3/6/2022 13:00,-1,0,100,0,330,5.4,0.523193
3/6/2022 14:00,-1.1,0,100,-1.1,330,7.6,0.562405
3/6/2022 15:00,1,0,99,-0.6,340,5.4,0.610874
3/6/2022 16:00,1.9,0,97,0,0,0,0.643649
3/6/2022 17:00,4,0,100,2.2,0,0,0.604137
3/6/2022 18:00,5,0,100,5,0,0,0.575796
3/6/2022 19:00,6.1,0,96,6.7,0,0,0.527274
3/6/2022 20:00,5.7,0,90,7.2,130,5.4,0.433352
3/6/2022 21:00,6.2,0,83,8.9,200,7.6,0.384795
3/6/2022 22:00,5,0,71,10,0,0,0.326076
3/6/2022 23:00,6.2,0,74,10.6,110,9.4,0.359114
3/7/2022 0:00,6.2,0,74,10.6,190,5.4,0.433608
3/7/2022 1:00,6.2,0,74,10.6,140,9.4,0.510005
3/7/2022 2:00,6.2,0,83,8.9,190,5.4,0.568395
3/7/2022 3:00,6.1,0,93,7.2,140,5.4,0.603563
3/7/2022 4:00,5.6,0,93,6.7,0,0,0.579348
3/7/2022 5:00,3.3,0,100,3.3,0,0,0.553981
3/7/2022 6:00,3.9,0,100,3.9,0,0,0.489122
3/7/2022 7:00,2.2,0,100,2.2,330,5.4,0.441839
3/7/2022 8:00,1.7,0,100,1.7,0,0,0.427098
3/7/2022 9:00,1.8,0,97,2.2,0,0,0.4332
3/7/2022 10:00,0,0,100,0.6,120,5.4,0.44502
3/7/2022 11:00,0,0,100,0,0,0,0.469857
3/7/2022 12:00,0.2,0,97,-0.6,0,0,0.518741
3/7/2022 13:00,-0.7,0,99,0,0,0,0.598018
3/7/2022 14:00,-0.7,0,99,0,0,0,0.670558
3/7/2022 15:00,-0.5,0,98,0,0,0,0.691567
3/7/2022 16:00,0.4,0,95,1.1,0,0,0.653664
3/7/2022 17:00,2.4,0,91,2.2,0,0,0.629828
3/7/2022 18:00,4.3,0,80,3.3,130,5.4,0.518985
3/7/2022 19:00,4.8,0,68,4.4,0,0,0.357952
3/7/2022 20:00,8.9,0,93,6.1,0,0,0.314335
3/7/2022 21:00,8.9,0,93,10,0,0,0.310243
3/7/2022 22:00,9.4,0,86,11.7,20,5.4,0.327233
3/7/2022 23:00,9.9,0,89,11.7,350,11.2,0.379611
3/8/2022 0:00,9.4,0,86,11.7,350,13,0.401142
3/8/2022 1:00,9.4,0,86,11.7,310,9.4,0.496503
3/8/2022 2:00,8.9,0,89,10.6,290,7.6,0.562293
3/8/2022 3:00,6.7,0,100,6.7,220,9.4,0.575815
3/8/2022 4:00,6.1,0,100,6.1,260,7.6,0.554829
3/8/2022 5:00,5,0,100,5,250,9.4,0.512834
3/8/2022 6:00,5.7,0,97,6.1,250,5.4,0.463866
3/8/2022 7:00,5,0,100,5,260,7.6,0.431009
3/8/2022 8:00,4.4,0,100,4.4,260,5.4,0.423222
3/8/2022 9:00,3.3,0,100,3.3,270,5.4,0.417461
3/8/2022 10:00,3.9,0,100,3.9,0,0,0.426657
3/8/2022 11:00,5,0,100,5,240,11.2,0.445833
3/8/2022 12:00,4.4,0,100,4.4,240,13,0.468477
3/8/2022 13:00,5.6,0,100,5.6,240,18.4,0.547585
3/8/2022 14:00,5.6,0,100,5.6,230,11.2,0.610011
3/8/2022 15:00,6.1,0,100,6.1,230,16.6,0.633456
3/8/2022 16:00,6.1,0,100,6.1,230,13,0.612409
3/8/2022 17:00,6.7,0,100,6.7,220,13,0.550542
3/8/2022 18:00,7.2,0,100,7.2,220,22.3,0.542337
3/8/2022 19:00,6.7,0,93,7.8,200,14.8,0.493073
3/8/2022 20:00,7.2,0,89,8.9,220,13,0.456488
3/8/2022 21:00,7.3,0,80,10.6,220,18.4,0.478288
3/8/2022 22:00,4.9,0,61,12.2,240,22.3,0.359126
3/8/2022 23:00,5,0,66,11.1,240,22.3,0.492972
3/9/2022 0:00,4.5,0,66,10.6,260,24.1,0.514722
3/9/2022 1:00,3.3,0,63,10,260,20.5,0.582295
3/9/2022 2:00,5.1,0,77,8.9,240,16.6,0.64566
3/9/2022 3:00,5.1,0,83,7.8,240,16.6,0.620715
3/9/2022 4:00,5.7,0,90,7.2,230,13,0.578554
3/9/2022 5:00,6.1,0,93,7.2,230,13,0.550402
3/9/2022 6:00,6.8,0,97,7.2,240,13,0.467953
3/9/2022 7:00,6.8,0,97,7.2,230,14.8,0.419026
3/9/2022 8:00,7.2,0,100,7.2,230,16.6,0.397451
3/9/2022 9:00,7.2,0,100,7.2,230,14.8,0.386869
3/9/2022 10:00,7.2,0,100,7.2,230,9.4,0.383459
3/9/2022 11:00,6.1,0.2,100,6.1,130,7.6,0.401433
3/9/2022 12:00,6.1,0.2,100,6.1,20,11.2,0.43467
3/9/2022 13:00,4.7,0.5,96,6.1,90,5.4,0.49874
3/9/2022 14:00,4.5,0,98,5.6,0,0,0.572804
3/9/2022 15:00,4.2,0,99,5.6,70,5.4,0.590592
3/9/2022 16:00,4.8,0.3,96,4.4,50,18.4,0.584956
3/9/2022 17:00,5.1,0.1,95,5,10,9.4,0.579759
3/9/2022 18:00,3.5,0.1,73,6.7,340,14.8,0.501207
3/9/2022 19:00,3.3,0,73,7.8,10,18.4,0.374916
3/9/2022 20:00,2.9,0,66,8.9,10,18.4,0.387621
3/9/2022 21:00,1.1,0,56,9.4,20,18.4,0.305772
3/9/2022 22:00,0,0,48,10.6,50,20.5,0.300311
3/9/2022 23:00,-1.8,0,42,10.6,20,16.6,0.335521
3/10/2022 0:00,-2.1,0,41,10.6,30,18.4,0.414773
3/10/2022 1:00,-2.7,0,41,10,40,24.1,0.503476
3/10/2022 2:00,-2.8,0,47,7.8,40,16.6,0.588923
3/10/2022 3:00,-2.8,0,53,6.1,40,14.8,0.603819
3/10/2022 4:00,-3.3,0,55,5,40,13,0.581695
3/10/2022 5:00,-2.7,0,62,3.9,30,13,0.552503
3/10/2022 6:00,-3.3,0,62,3.3,30,7.6,0.502858
3/10/2022 7:00,-2.8,0,72,1.7,340,9.4,0.470912
3/10/2022 8:00,-2.8,0,75,1.1,340,7.6,0.450409
3/10/2022 9:00,-3.2,0,79,0,340,9.4,0.452958
3/10/2022 10:00,-4,0,78,-0.6,320,7.6,0.470233
3/10/2022 11:00,-4.3,0,76,-0.6,320,9.4,0.497042
3/10/2022 12:00,-5,0,78,-1.7,340,11.2,0.553777
3/10/2022 13:00,-5,0,78,-1.7,340,9.4,0.636678
3/10/2022 14:00,-5,0,81,-2.2,340,5.4,0.763185
3/10/2022 15:00,-5,0,78,-1.7,340,5.4,0.775663
3/10/2022 16:00,-3.3,0,85,-1.1,0,0,0.644397
3/10/2022 17:00,-2.8,0,72,1.7,0,0,0.514071
3/10/2022 18:00,-4.4,0,53,4.4,0,0,0.407916
3/10/2022 19:00,-3.8,0,49,6.1,90,7.6,0.354736
3/10/2022 20:00,-4.3,0,42,7.8,90,11.2,0.391187
3/10/2022 21:00,-5.7,0,38,7.8,140,7.6,0.329723
3/10/2022 22:00,-4,0,40,8.9,34,5.4,0.320522
3/10/2022 23:00,-4,0,37,10,120,9.4,0.370296
3/11/2022 0:00,-3.3,0,39,10,120,9.4,0.482788
3/11/2022 1:00,-4.5,0,40,8.3,90,5.4,0.533939
3/11/2022 2:00,-3.9,0,42,8.3,0,0,0.589955
3/11/2022 3:00,-2.3,0,51,7.2,0,0,0.597855
3/11/2022 4:00,-0.6,0,67,5,0,0,0.587249
3/11/2022 5:00,0.6,0,73,5,0,0,0.538924
3/11/2022 6:00,0.5,0,76,4.4,0,0,0.493951
3/11/2022 7:00,-0.5,0,76,3.3,290,5.4,0.449776
3/11/2022 8:00,-0.5,0,73,3.9,0,0,0.440487
3/11/2022 9:00,-0.7,0,78,2.8,0,0,0.444581
3/11/2022 10:00,-1.2,0,88,0.6,280,5.4,0.463853
3/11/2022 11:00,-1.8,0,88,0,260,5.4,0.497584
3/11/2022 12:00,-2.2,0,89,-0.6,0,0,0.53672
3/11/2022 13:00,-2.2,0,92,-1.1,0,0,0.605397
3/11/2022 14:00,-2.2,0,89,-0.6,0,0,0.702227
3/11/2022 15:00,-2.8,0,92,-1.7,0,0,0.716338
3/11/2022 16:00,-1.1,0,92,0,0,0,0.645233
3/11/2022 17:00,-1.1,0,79,2.2,290,5.4,0.537379
3/11/2022 18:00,0,0,70,5,0,0,0.406002
3/11/2022 19:00,1.6,0,65,7.8,0,0,0.350471
3/11/2022 20:00,1.8,0,59,9.4,130,7.6,0.302057
3/11/2022 21:00,2.9,0,59,10.6,0,0,0.281213
3/11/2022 22:00,3.2,0,52,12.8,210,5.4,0.335998
3/11/2022 23:00,2.3,0,44,14.4,210,9.4,0.353712
3/12/2022 0:00,0.2,0,35,15.6,200,7.6,0.400027
3/12/2022 1:00,2.8,0,47,13.9,200,7.6,0.448771
3/12/2022 2:00,1,0,43,13.3,0,0,0.495497
3/12/2022 3:00,2.3,0,61,9.4,230,16.6,0.510514
3/12/2022 4:00,1.2,0,63,7.8,250,16.6,0.487136
3/12/2022 5:00,0.6,0,63,7.2,310,5.4,0.477181
3/12/2022 6:00,0.6,0,65,6.7,0,0,0.452271
3/12/2022 7:00,0,0,65,6.1,270,5.4,0.41365
3/12/2022 8:00,0,0,79,3.3,0,0,0.404826
3/12/2022 9:00,-0.6,0,82,2.2,360,5.4,0.408732
3/12/2022 10:00,-0.7,0,88,1.1,10,5.4,0.412257
3/12/2022 11:00,-1,0,82,1.7,300,7.6,0.43573
3/12/2022 12:00,-2.2,0,85,0,0,0,0.477715
3/12/2022 13:00,-2.8,0,88,-1.1,0,0,0.535719
3/12/2022 14:00,-3.3,0,85,-1.1,0,0,0.593925
3/12/2022 15:00,-2.8,0,92,-1.7,0,0,0.624917
3/12/2022 16:00,-1.6,0,82,1.1,0,0,0.548797
3/12/2022 17:00,-0.5,0,73,3.9,0,0,0.459714
3/12/2022 18:00,0,0,65,6.1,152,5.4,0.362161
3/12/2022 19:00,1.1,0,56,9.4,0,0,0.292666
3/12/2022 20:00,2.2,0,52,11.7,160,7.6,0.390891
3/12/2022 21:00,2.9,0,51,12.8,200,7.6,0.48013
3/12/2022 22:00,4.4,0.3,68,10,210,22.3,0.489471
3/12/2022 23:00,6,0.5,71,11.1,180,18.4,0.498494
3/13/2022 0:00,6.2,0.5,77,10,190,22.3,0.525715
3/13/2022 1:00,6.7,0.8,80,10,160,20.5,0.539486
3/13/2022 2:00,7.2,1,83,10,170,27.7,0.538134
3/13/2022 3:00,7.2,0.9,86,9.4,160,18.4,0.524674
3/13/2022 4:00,7.8,0.8,90,9.4,170,24.1,0.507866
3/13/2022 5:00,6.7,0.8,86,8.9,210,25.9,0.48097
3/13/2022 6:00,4.4,0.3,79,7.8,190,20.5,0.45349
3/13/2022 7:00,5,2,86,7.2,180,20.5,0.418962
3/13/2022 8:00,4.4,1.5,85,6.7,180,18.4,0.400801
3/13/2022 9:00,4.4,1,85,6.7,190,24.1,0.402499
3/13/2022 10:00,5.1,1.8,93,6.1,180,24.1,0.400465
3/13/2022 11:00,3.9,0.5,86,6.1,180,27.7,0.404868
3/13/2022 12:00,3.9,0.8,89,5.6,170,27.7,0.436701
3/13/2022 13:00,3.3,0.8,82,6.1,170,29.5,0.472672
3/13/2022 14:00,3.9,0.8,86,6.1,170,22.3,0.516373
3/13/2022 15:00,5.1,1.3,93,6.1,170,31.7,0.577703
3/13/2022 16:00,5,1.3,89,6.7,170,35.3,0.613385
3/13/2022 17:00,6.1,0.2,89,7.8,170,27.7,0.609162
3/13/2022 18:00,6.7,0.5,93,7.8,170,25.9,0.588188
3/13/2022 19:00,6.8,1,90,8.3,170,24.1,0.588365
